actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
PRODUCCIÓN DE RESINAS SINTÉTICAS (INCLUYE PLASTIFICANTES).	Atributo no considerado en este año	2008	FERROCARRIL MEXICO-ACAPULCO	5Q	56500	LA MAGDALENA ATLICPAC	Fabricación de resinas sintéticas	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS BETA SA	MEXICO	"19°21'58"""	LOS REYES LA PAZ	"98°57'52"""	La Paz	ABE5Q1507011	350			325211	Quimica	Produccion de resinas sinteticas		
ENSAMBLE DE LUMINARIAS	Atributo no considerado en este año	2008	AVE. LOS PARQUES	91	66445	INDUSTRIAL LOS PARQUES	Construcción de obras de generación y conducción de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	ACUITY BRANDS LIGHTING DE MEXICO, S. DE R.L. DE C.V. PLANTA MEZQUITAL	NUEVO LEON	"25°44'43.00"""		"100°14'21.63"""	San Nicolas de los Garza	ABL911904611	320		LOS PARQUES	237131	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI	Atributo no considerado en este año	2008	BLVD. MIGUEL ALEMAN	MC	35000	CENTRO	Elaboración de aceites y grasas vegetales comestibles	Atributo no considerado en este año	Atributo no considerado en este año	ADM BIO PRODUCTOS S.A. DE C.V.	DURANGO	25.55178	GOMEZ PALACIO	-103.48431	Gomez Palacio	ABPMC1000711	KM. 11.40			311222	Quimica	Fabricacion de aceites y grasas alimenticias		
Todo tipo  de lamparas sistemas y dispositivos de iluminacion	Atributo no considerado en este año	2008	Av. Ramon Rivera Lara	92	32618	Acacias	Fabricación de focos	Atributo no considerado en este año	Atributo no considerado en este año	AMGLO BRAVO S. DE R.L. DE C.V.	CHIHUAHUA	"31°41'51"""	Cd Juarez	"0.106°26'36"""	Juarez	ABR910803711	5465			335110	Equipos y articulos electronicos, electricos y domesticos	Produccion de focos y tubos de iluminacion	0.0	0.0
ADMINISTRACIÓN DE AEROPUERTOS	Atributo no considerado en este año	2008	CARRETERA CANCÚN - CHETUMAL KM.22	L7	77565		Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CANCÚN, S. A DE C. V	QUINTANA ROO	"21°2'12"""	CANCÚN	"86°52'37"""	Benito Juarez	ACARP2300511			AEROPUERTO	488112	Otros	Servicios de administracion de aeropuertos y helipuertos		
Inyección de Plástico para moldeo	Atributo no considerado en este año	2008	Boulevard Fusión esq. Ave. Mercury	6E	83297	Parque Industrial	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS S.A. DE C.V.	SONORA	"28°59'27"""	Hermosillo	"110°54'16"""	Hermosillo	ACE6E2603011	120		Parque Industrial Dynatech Sur	336320	Articulos y productos plasticos	Fabricacion de productos y articulos de plastico		
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2008	carretera panamericana tramo Celaya-sala	7I	38110	rancho el chinaco	Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ARCELORMITTAL CELAYA S.A. DE C.V.	GUANAJUATO	"20°30'57"""	Villagran	"100°54'45"""	Villagran	ACE7F1104411	km. 7.5			331510	Metalurgica (incluye la siderurgica)	Laminacion secundaria de hierro y acero		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2008	CAMINO A SAN PEDRO AHUACATLAN	7T	76802	VALLE DE ORO	Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ACERLAN S.A. DE C.V.	QUERETARO	20.42301		-99.98039	San Juan del Rio	ACE7T2201611	3		Zona Industrial Valle de Oro	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
Ensamble de Arneses Automotrices	Atributo no considerado en este año	2008	Blvd. Macario Gaxiola Sur	91	81285	Raúl Romanillo	Construcción de obras de generación y conducción de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS S.A DE C.V.ACE VII	SINALOA	"25°46'21"""	Los Mochis	"108°59'06"""	Ahome	ACE8V2500111	1001			237131	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
Fabricación de flechas intermedias,columnas y flechas homocinéticas.	Atributo no considerado en este año	2008	Convento de la Cruz	9K	76246	Parque Industrial  FINSA	Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. P-66	QUERETARO	20.62508	El Marques	-100.43776	El Marques	ACE9K2201111	12		Parque Industrial Bernardo Quintana	336330	Automotriz	Produccion de partes para el sistema de suspension y direccion	0.0	0.0
COMERCIALIZACIÓN DE POLLOS (RASTRO DE AVES).	Atributo no considerado en este año	2008	AUTOPISTA MONTERREY NUEVO LAREDO KM 34	1M	65550		Matanza de ganado, aves y otros animales comestibles	Atributo no considerado en este año	Atributo no considerado en este año	AVI CARNES MONTERREY S.A. DE C.V.	NUEVO LEON	"25°58'18"""	CIENEGA DE FLORES	"100°12'5"""	Cienega de Flores	ACM1M1901211	KM 34		AUTOPISTA MONTERREY NUEVO LAREDO	311611	Alimenticio y/o de consumo humano	Matanza de ganado y aves	0.0	0.0
FABRICACION DE PERFUMERIA Y COSMETICOS.	Atributo no considerado en este año	2008	GUERRERO No. 149	5V	38090	RANCHO SECO	Fabricación de otros productos químicos básicos orgánicos	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS S. DE R.L. DE C.V.	GUANAJUATO	20.4876	CELAYA	-100.80152	Celaya	ACO5V1100711	149			325190	Quimica	Produccion de materias primas para perfumes y cosmeticos	0.0	0.0
PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O	Atributo no considerado en este año	2008	PROLONGACION GALEANA	5W	54460	MIGUEL HIDALGO	Fabricación de jabones, limpiadores y dentífricos	Atributo no considerado en este año	Atributo no considerado en este año	ASTRO COMERCIAL S.A. DE C.V.	MEXICO	19.52775		-99.21127	Tlalnepantla de Baz	ACO5W1510411	273			325610	Quimica	Produccion de jabones y detergentes		
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2008	AV. DE LA PRESA	7F	54187	FRACC. INDUSTRIAL LA PRESA	Complejos siderúrgicos	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CORSA S.A. DE C.V.	MEXICO	19.52053		-99.12399	Tlalnepantla de Baz	ACO7F1510411	2		FRACCIONAMIENTO INDUSTRIAL LA PRESA	331111	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero		
FABRICACION DE VALVULAS DE REFRIGERACION	Atributo no considerado en este año	2008	AVENIDA INDUSTRIAL FALCON	87	88730	PARQUE INDUSTRIAL DEL NORTE	Fabricación de válvulas metálicas	Atributo no considerado en este año	Atributo no considerado en este año	ALCO CONTROLS S.A. DE C.V.	TAMAULIPAS	26.04288	REYNOSA	-98.36888	Reynosa	ACO8N2803211	M4	1 a 3	PARQUE INDUSTRIAL DEL NORTE	332910	Articulos y productos metalicos	Produccion de valvulas metalicas	0.0	0.0
FABRICACION DE PASTAS EXTRACTADAS Y ACEITE VEGETAL	Atributo no considerado en este año	2008	80 PONIENTE 3 NORTE Y NORTE	MC	72230	16 DE SEPTIEMBRE	Elaboración de aceites y grasas vegetales comestibles	Atributo no considerado en este año	Atributo no considerado en este año	ASESORIA Y COMERCIALIZACION DE SEMILLA S.A. DE C.V.	PUEBLA	"19°2'30"""		"98°11'48"""	Puebla	ACSMC2111411	310			311222	Quimica	Fabricacion de aceites y grasas alimenticias	0.0	0.0
ACABADOS METALICOS PARTA CERRADURAS, ACCESORIOS DE BACOS/REGADERAS	Atributo no considerado en este año	2008	Km 3 CARRETERA TECATE ENSENADA	7X	21490	Maclovio Herrera	Fabricación de otros productos metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS DE CALIDAD TECATE S.A. DE C.V.	BAJA CALIFORNIA	"32°24'02"""	TECATE	"116°37'45"""	Tecate	ACT7X0200311			NO ESPECIFICO	332999	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos		
Compra y venta de automoviles nuevos con taller mecanico	Atributo no considerado en este año	2008	Av. Insurgentes Sur	EE	4530	Insurgentes Cuicuilco	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTRIZ CUICUILCO S.A. DE C.V.	DISTRITO FEDERAL	"19°18'24"""		"0.99°11'11"""	Coyoacan	ACUEE0900311	3195			468111	Otros	Centros distribuidores de autotransportes 	0.0	0.0
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS.	Atributo no considerado en este año	2008	MARTIN MONGE	5H	58190	NUEVA VALLADOLID	Fabricación de otros productos químicos básicos orgánicos	Atributo no considerado en este año	Atributo no considerado en este año	ALKEMIN S. DE R.L. DE C.V.	MICHOACAN	"19°41'44"""	MORELIA	"101°12'44"""	Morelia	ACV5H1605311	307			325190	Quimica	Produccion de acidos organicos		
PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (INCLUYE PRODUCTOS ORGÁNICOS E INORGÁ	Atributo no considerado en este año	2008	AV. PARQUE INDUSTRIAL S/N	5P	66600	P.  IND. DR. GONZALEZ	Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes	Atributo no considerado en este año	Atributo no considerado en este año	AGROFORMULADORA DELTA S.A. DE C.V.	NUEVO LEON	"25°51'19"""		"99°57'13"""	Dr. Gonzalez	ADE5P1901611	NUN 3	NUM 3	PARQUE INDUSTRIAL DR. GONZALEZ	325320	Quimica	Produccion de plaguicidas y otros quimicos agricolas		
PETROQUÍMICA BÁSICA (INCLUYE PROCESAMIENTO DE CUALQUIER TIPO DE GAS).	Atributo no considerado en este año	2008	KM 6.5 CARRETERA TEXMELUCAN TLAXCALA	5G	90120	CORR. IND. IXTACUIXTLA	Fabricación de petroquímicos básicos del gas natural y del petróleo refinado	Atributo no considerado en este año	Atributo no considerado en este año	ADHESIVOS, S.A.D E C.V.	TLAXCALA	"19°18'6"""	SAN FELIPE IXTACUIXTLA DE MARIANO MATAMOROS	"98°23'00"""	Ixtacuixtla de Mariano Matamoros	ADH5G2901511			PARQUE INDUSTRIAL	325110	Petroleo y petroquimica	Petroquimica basica 		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2008	15	8A	1400	OLIVAR DEL CONDE	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS ELECTROLITICOS ESTELA,S.A. DE C.V.	DISTRITO FEDERAL	19.37598		-99.20903	Alvaro Obregon	AEE8A0901011	30A	2		332810	Quimica	Galvanoplastia	0.0	0.0
ENSAMBLE / MANUFACTURA / PRODUCCION DE TODA CLASE DE GUANTES Y RECUBRIMIENTOS DE HULE	Atributo no considerado en este año	2008	AVE. ANTONIO J. BERMUDEZ	6D	32470	ANTONIO J BERMUDEZ	Fabricación de otros productos de hule	Atributo no considerado en este año	Atributo no considerado en este año	ANSELL EDMONT INDUSTRIAL INC. DE MEXICO S.A. DE C.V.	CHIHUAHUA	31.71875	CD JUAREZ	-106.39462	Juarez	AEI6D0803711	1050		PARQUE INDUSTRIAL A. J. BERMUDEZ	326290	Quimica	Fabricacion de articulos y productos de hule 		
MANUFACTURA, ENSAMBLE Y EMPAQUE DE PRODUCTOS ELECTRICOS	Atributo no considerado en este año	2008	ALFREDO DEL MAZO	91	52968	ZONA INDUSTRIAL 1 Y 2	Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas	Atributo no considerado en este año	Atributo no considerado en este año	APPLETON ELECTRIC, S.A. DE C.V.	MEXICO	19°35'17.05''	ATIZAPAN DE ZARAGOZA	"99°16'15.97"""	Atizapan de Zaragoza	AEL911501311	9			335930	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2008	Carretera federal Mexico Puebla Camino	8A	56400	Los Reyes Acacquilpan	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ANODIZADOS ESPECIALES DE MEXICO S.A.	MEXICO	"19°18'18"""	Los Reyes la Paz	"98°27'42"""	La Paz	AEM8A1507011	km 21			332810	Quimica	Galvanoplastia	0.0	0.0
PRODUCCION DE EQUIPO ELECTRONICO Y ELECTRICO DE USO AUTOMOTRIZ	Atributo no considerado en este año	2008	AVENIDA INDUSTRIAL DEL NORTE	91	88740	PARQUE INDUSTRIAL DEL NORTE	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALCOM ELECTRONICOS DE MEXICO S.A. DE C.V.	TAMAULIPAS	"26°2'27"""	REYNOSA	"98°21'56"""	Reynosa	AEM972803211	LOTE 51		PARQUE INDUSTRIAL DEL NORTE	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
FABRICACIÓN DE PARTES DE SISTEMAS DE FRENOS PARA VEHICULOS AUTOMOTRICES	Atributo no considerado en este año	2008	ESTAÑO	9L	55320	FRACC IND. ESFUERZO NACIONAL	Fabricación de partes de sistemas de frenos para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	AUTO ELECTRICOS DE MEXICO, SA DE CV	MEXICO	"19°57'13"""		"98°32'10"""	Ecatepec de Morelos	AEM9M1503311	6			336340	Automotriz	Produccion de partes para el sistema de frenos automotriz	0.0	0.0
Reciclado de aceite usado y Distribución de derivados del petroleo	Atributo no considerado en este año	2008	Libramiento Martinez Dominguez	6A	67450	N. A.	Comercio al por mayor de combustibles de uso industrial	Atributo no considerado en este año	Atributo no considerado en este año	ASFALTOS ENERGEX, S. A. DE C. V.	NUEVO LEON	"25°34'40"""	Cadereyta Jimenez	"100°1'42"""	Cadereyta Jimenez	AEN6A1900911	Km 0.5		Zona Industrial y Comercial	434230	Petroleo y petroquimica	Produccion de asfalto y sus mezclas para pavimentacion		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2008	14	8A	1400	OLIVAR DDEL CONDE	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS ELECTROLITICOS OLIVAR,S.A. DE C.V.	DISTRITO FEDERAL	19.37596		-99.20882	Alvaro Obregon	AEO8A0901011	30 A	5		332810	Quimica	Galvanoplastia	0.0	0.0
FUNDICION DE PIEZAS DE HIERRO COLADO	Atributo no considerado en este año	2008	CARRETERA CONEJOS Y O MELCHOR	7T	42870	CONEJOS	Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	MARTIN ARREGUIN PACHECO	HIDALGO	"19°57'36"""	HIDALGO	"99°16'99"""	Tepeji del Rio de Ocampo	AEP7T1306311	SN	SN	MIXTO	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
PRODUCCIÓN DE MATERIAS PRIMAS PARA PERFUMES Y COSMÉTICOS.	Atributo no considerado en este año	2008	AV. SAN RAFAEL	5V	52000	INDUSTRIAL LERMA	Fabricación de materias primas para la industria farmacéutica	Atributo no considerado en este año	Atributo no considerado en este año	AEROBAL SA DE CV	MEXICO	19.29968	ESTADO DE MEXICO	-99.52658	Toluca	AER5V1505111	12		PARQUE INDUSTRIAL LERMA	325411	Quimica	Produccion de materias primas para perfumes y cosmeticos		
CENTROS INTEGRALES DE MANEJO DE RESIDUOS PELIGROSOS.	Atributo no considerado en este año	2008	RANCHERIA ALVARADO 2DA SECCION	M1	86280	ND	Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos	Atributo no considerado en este año	Atributo no considerado en este año	AMBIENTAL Y ENERGIA RACIONAL, S.A. DE C.V.	TABASCO	"17°48'32"""	VILLAHERMOSA	"92°59'8"""	Centro	AERM62700411	ND		CARRETERA VILLAHERMOSA-TEAPA KM 25	562111	Tratamiento de residuos peligrosos	Otros tratamientos a residuos peligrosos		
FABRICACIÓN DE ACEITE VEGETAL PARA USO INDUSTRIAL	Atributo no considerado en este año	2008	INDEPENDENCIA  ORIENTE	64	50070	ZONA INDUSTRIAL TOLUCA	Fabricación de otros productos químicos	Atributo no considerado en este año	Atributo no considerado en este año	ACEITES ESPECIALES S.A. DE C.V.	MEXICO	19.29217	TOLUCA	-99.62428	Toluca	AES641510611	1700		ZONA INDUSTRIAL	325999	Quimica	Produccion de aceites esenciales		
FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME	Atributo no considerado en este año	2008	CALLE RIO JORDAN	LJ	90970	BARRIO DE SAN COSME	Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ANDRES ARENAS VAZQUEZ	TLAXCALA	"19°7'15"""	VILLA VICENTE GUERRERO	"98°11'4"""	San Pablo del Monte	AEVLJ2902511	58			331510	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
Ensamble de Componentes Electrónicos	Atributo no considerado en este año	2008	Av. San Lorenzo	91	32310	Parque Omega	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	AVIO EXCELENTE S.DE R.L. DE C.V.	CHIHUAHUA	"31°44'33"""	Cd Juarez	"106°25'31"""	Juarez	AEX910803711	651	1	Omega	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO).	Atributo no considerado en este año	2008	HERIBERTO FRIAS	5T	3100	DEL VALLE	Fabricación de preparaciones farmacéuticas	Atributo no considerado en este año	Atributo no considerado en este año	APLICACIONES FARMACEÚTICAS, S.A. DE C.V.	DISTRITO FEDERAL	"19°22'50"""		"0.99°9'43"""	Benito Juarez	AFA5T0901411	1035			325412	Quimica	Produccion de farmaceuticos y medicamentos	0.0	0.0
ELABORACION DE AZUCAR ESTANDAR, ALCOHOL Y MIEL INCRISTALIZABLE	Atributo no considerado en este año	2008	DOMICILIO CONOCIDO	2G	30310	SAN FRANCISCO PUJILTIC	Elaboración de azúcar de caña	Atributo no considerado en este año	Atributo no considerado en este año	CIA AZUCARERA LA FE S.A. DE C.V.	CHIAPAS	"16°16'30"""	SAN FRANCISCO PUJILTIC	"92°27'13"""	Venustiano Carranza	AFE2G0710611	SIN NUMERO		CENTRO SUBURBANO	311311	Alimenticio y/o de consumo humano	Ingenios azucareros		
Procesos de Ensamble de Arneses Eléctricos y Electrónicos	Atributo no considerado en este año	2008	Carretera Presa La Amistad km. 5.0	91	26220	Parque Industrial Amistad	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	AEES MANUFACTURERA S. DE  R. L. DE C.V. LOCALIDAD ACUÑA	COAHUILA	"29°20'28"""	Ciudad Acuña	"100°59'10"""	Acuna	AFM910500221	SN	SN	Parque Industrial Amistad	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
ENSAMBLE Y MANUFACTURA DE ARNESES ELECTRICOS	Atributo no considerado en este año	2008	CARR. A MATAMOROS ENTRONQUE A MIELERAS	91	27277		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALCOA FUJIKURA DE MEXICO S. DE R.L. DE C.V. LOCALIDAD TORREON	COAHUILA	25.53133	TORREON	-103.36242	Torreon	AFM910503521	M 1 y M2	LOTE 4 y 5 y 22	PARQUE INDUSTRIAL LAS AMERICAS	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
Manufactura y Ensamble de Arneses y Componentes Electrónicos Automotrices.	Atributo no considerado en este año	2008	Avenida Fresnel  No. 7650	91	32470	Parque Ind. Antonio J.Bermúdez	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	AEES MANUFACTURERA S. DE R.L. DE C.V	CHIHUAHUA	"31°43'19"""	Cd. Juárez	"106°23'37"""	Juarez	AFM910803713	7650		Parque Industrial Antonio J.Bermúdez	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
FABRICACION DE PRODUCTOS IMPERMEABILIZANTES	Atributo no considerado en este año	2008	MANUEL J. CLOUTHIER	5U	32700	ZARAGOZA	Fabricación de pinturas y recubrimientos	Atributo no considerado en este año	Atributo no considerado en este año	ASFALTOS DE LA FRONTERA S.A. DE C.V.	CHIHUAHUA	"31°39'4"""	CD JUAREZ	"106°21'7"""	Juarez	AFR6A0803711	280		CORREDOR INDUSTRIAL	325510	Pinturas y tintas	Produccion de pinturas, recubrimientos e impermeabilizantes	0.0	0.0
