actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
VENTA DE AUTOMÓVILES Y TALLER AUTOMOTRIZ	Atributo no considerado en este año	2017	Calle AV. DE LAS GRANJAS	9G	02530	Colonia BARRIO JAGUEY	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	ANGAR AZCAPOTZALCO S.A. DE C.V.,ANGAR AZCAPOTZALCO	DISTRITO FEDERAL	"19°29'1"""	AZCAPOTZALCO	"99°10'27"""	Azcapotzalco	AAZEE0900211	NO.473 	 		468111	Automotriz	Produccion de automoviles, camiones, tractocamiones y similares	481717.006	2154350.8162
PRODUCCIÓN DE FERTILIZANTES QUIMICOS	Atributo no considerado en este año	2017	Ninguno Sin Numero	5N	60950		Fabricación de fertilizantes	Atributo no considerado en este año	Atributo no considerado en este año	AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V.	MICHOACAN	"17°55'23"""	CIUDAD LAZARO CARDENAS	"102°10'32"""	Lazaro Cardenas	ABA1605200103	SIN NUMERO 	SIN NUMERO 	CENTRO	325310	Quimica	Produccion de fertilizantes quimicos	799214.3149	1983946.6084
FABRICACION DE EXPLOSIVOS	Atributo no considerado en este año	2017	Carretera DOM. CONOCIDO, DINAMITA	62	35100	Pueblo DINAMITA	Fabricación de explosivos	Atributo no considerado en este año	Atributo no considerado en este año	AUSTIN BACIS S.A. DE C.V.,AUSTIN BACIS	DURANGO	"25°43'6"""	GOMEZ PALACIO	"103°38'46"""	Gomez Palacio	ABA621000711	SN 	 		325920	Quimica	Produccion de explosivos	635820.9639	2845201.5687
Servicios médicos y hospitalarios	Atributo no considerado en este año	2017	Calle CARLOS GRAEF FERANDEZ	HM	05300	Colonia TLAXALA SANTA FE	Hospitales del sector privado de otras especialidades médicas	Atributo no considerado en este año	Atributo no considerado en este año	THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC	DISTRITO FEDERAL	"19°21'24"""	CUAJIMALPA DE MORELOS	"99°16'59"""	Cuajimalpa de Morelos	ABCHM0900411	154 	 		622311	Servicios de salud y de asistencia	Hospitales	470268.7949	2140333.0675
Servicios médicos y hospitalarios	Atributo no considerado en este año	2017	Calle SUR  136	HM	01120	Colonia LAS AMERICAS	Hospitales del sector privado de otras especialidades médicas	Atributo no considerado en este año	Atributo no considerado en este año	THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC	DISTRITO FEDERAL	"19°24'0"""	ALVARO OBREGON	"99°12'15"""	Alvaro Obregon	ABCHM0901021	116 	 		622311	Servicios de salud y de asistencia	Hospitales	478549.0421	2145130.6186
INDUSTRIA DEL ALUMINIO	Atributo no considerado en este año	2017	Calle MONFERRATO	QU	22563	Colonia SAN ANTONIO DE LOS BUENOS	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO DE BAJA CALIFORNIA SA DE CV,	BAJA CALIFORNIA	"32°25'47"""	PORTICOS DE SAN ANTONIO	"117°2'0"""	Tijuana	ABC8A0200411	6701 	 		332810	Quimica	Anodizado de aluminio	496845.0006	3588081.4224
PRODUCCION DE PIGMENTOS Y COLORANTES	Atributo no considerado en este año	2017	Calle Carretera Queretaro-Irapuato	5J	38180	Colonia Apaseo el Grande Guanajuato	Fabricación de pigmentos y colorantes sintéticos	Atributo no considerado en este año	Atributo no considerado en este año	ALCOSA BIOTEC SA DE CV,	GUANAJUATO	"20°32'40"""	APASEO EL GRANDE	"100°44'9"""	Apaseo el Grande	ABI5J1100511	KM.36 	 		325130	Quimica	Produccion de colorantes y pigmentos	319020.1921	2272705.1775
FABRICACIÓN DE OTROS PRODUCTOS DE HIERRO Y ACERO DE MATERIAL COMPRADO	Atributo no considerado en este año	2017	Calle SEPTIMA AVENIDA	7I	66603		Fabricación de otros productos de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ABINSA SA DE CV,ABINSA S.A DE C.V. AB STEEL PLANTA PUEBLO NUEVO	NUEVO LEON	"25°46'0"""	CIUDAD APODACA	"100°9'18"""	Apodaca	ABI861900611	150 	 	PARQUE INDUSTRIAL MONTERREY	331220	Metalurgica (incluye la siderurgica)	Laminacion secundaria de hierro y acero	384165.297	2850372.0293
ENSAMBLE Y PINTURA DE COMPONENTES Y SISSTEMAS DE ILUMINACIÓN	Atributo no considerado en este año	2017	Calle URANIO	92	67205		Fabricación de focos	Atributo no considerado en este año	Atributo no considerado en este año	ACUITY BRANDS LIGHTING DE MEXICO S DE RL DE CV,ACUITY BRANDS LIGHTING DE MÉXICO, S. DE R.L. DE C.V.	NUEVO LEON	"25°39'57"""	LAS ESCOBAS	"100°9'15"""	Guadalupe	ABL1902600106	704 	 	PARQUE KALOS DE GUADALUPE	335110	Equipos y articulos electronicos, electricos y domesticos	Produccion de focos y tubos de iluminacion	384151.6988	2839210.2649
PRODUCCION DE ACEITE Y GRASAS VEGETALES	Atributo no considerado en este año	2017	Boulevard BLVD. MIGUEL ALEMAN	MC	35000	Ciudad ZONA CENTRO	Elaboración de alimentos para animales	Atributo no considerado en este año	Atributo no considerado en este año	ADM BIO PRODUCTOS, S.A. DE C.V.,ADM BIO PRODUCTOS, S.A DE C.V.	DURANGO	"25°33'13"""	GOMEZ PALACIO	"103°28'58"""	Gomez Palacio	ABPMC1000711	SN KM 11.40	 		311110	Quimica	Fabricacion de aceites y grasas alimenticias	652397.6267	2827132.419
MOLDEO POR FUNDICION DE PIEZAS NO FERROSAS	Atributo no considerado en este año	2017	Calle PRIMERA	ND	25100	Colonia NAZARIO S ORTIZ GARZA	Moldeo por fundición de piezas metálicas no ferrosas	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO Y BRONCES DE SALTILLO, S.A. DE C.V.,	COAHUILA	"25°27'57"""	SALTILLO	"100°59'52"""	Saltillo	ABS7T0503011	1000 	 		331520	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos	299131.8522	2818063.5761
VENTA DE VEHICULOS, Y CAMIONETAS NUEVOS	Atributo no considerado en este año	2017	Calle PASEO CUAUHNAHUAC	EE	62468	Colonia BUGAMBILIAS	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	AUTO CAM, S.A. DE C.V.,AUTO CAM	MORELOS	"18°55'5"""	CUERNAVACA	"99°11'17"""	Cuernavaca	ACAKE1700711	818 	 		468111	Otros	Centros distribuidores de autotransportes 	480184.6392	2091793.5837
VENTA DE AUTOMOVILES Y REFACCIONES Y SERVICIO DE MANTTO. AUTOMOTRIZ	Atributo no considerado en este año	2017	Calle ALFONSO  REYES	EE	64500	Colonia DEL NORTE	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOVILES Y CAMIONES, S.A. DE C.V.,	NUEVO LEON	"25°42'29"""	MONTERREY	"100°18'48"""	Monterrey	ACAKE1903911	3635 	 		811111	Otros	Centros distribuidores de autotransportes 	368207.251	2844010.8106
ADMINISTRACION DE AEROPUERTOS Y HELIPUERTOS	Atributo no considerado en este año	2017	Boulevard CANCUN-CHETUMAL APTO INTERNACIONAL DE CA	L7	77569	Colonia CANCUN (INTERNACIONAL DE CANCUN)	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CANCUN SA DE CV,AEROPUERTO DE CANCUN SA DE CV	QUINTANA ROO	"21°2'23"""	CANCUN	"86°52'25"""	Benito Juarez	ACARP2300511	KM 22 	 		488112	Otros	Servicios de administracion de aeropuertos y helipuertos	513116.4051	2326576.6634
PRODUCCIÓN DE LEVADURA PARA PANIFICACIÓN	Atributo no considerado en este año	2017	Carretera  LA TINAJA-CORDOBA	2A	94910	Rancho El limón	Panificación industrial	Atributo no considerado en este año	Atributo no considerado en este año	AB CALSA S.A. DE C.V.,	VERACRUZ	"18°44'36"""	CUITLAHUAC	"96°33'20"""	Cuitlahuac	ACAS73005311	KM 49 	 		311811	Alimenticio y/o de consumo humano	Panaderias	757728.3899	2074201.9749
Comercio de automoviles y camionetas nuevas, mantenimiento , refaccciones 	Atributo no considerado en este año	2017	Boulevard LUIS DONALDO COLOSIO, LOTE 1 MZA 5 SUPERMANZANA 310	9G	77500	Supermanzana SUPERMANZANA 310	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN COLOSIO	QUINTANA ROO	"21°6'29"""	CANCUN	"86°50'23"""	Benito Juarez	ACA2300500033	SMZA 310 MZA 5 LOTE 1 	 		468111	Automotriz	Produccion de automoviles, camiones, tractocamiones y similares	516628.5616	2334117.9359
COMERCIO AL POR MENOR DE PARTES Y REFACCIONES NUEVAS PARA AUTOS , CAMIONETAS Y CAMIONES	Atributo no considerado en este año	2017	Carretera FEDERAL TULUM-CANCUN LOTE 1	EE	77710	Ciudad Playa del Carmen	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN PLAYA	QUINTANA ROO	"20°38'14"""	PLAYA DEL CARMEN	"87°4'33"""	Solidaridad	ACA2300800026	MZA 104 	 		468111	Otros	Centros distribuidores de autotransportes 	492094.4221	2282010.0039
Confeccion de prendas de vestir	Atributo no considerado en este año	2017	Calle LIBERTAD	46	33778	Colonia ABRAHAM GONZALEZ	Confección en serie de otra ropa exterior de materiales textiles	Atributo no considerado en este año	Atributo no considerado en este año	ATHLETIC DE CAMARGO SA DE CV,RUSSELL ATHLETIC DE CAMARGO	CHIHUAHUA	"28°1'54"""	SANTA ROSALIA DE CAMARGO	"104°23'34"""	Camargo	ACA460801121	2 	 		315229	Textiles, fibras e hilos	Confeccion de prendas de vestir	559668.7241	3100868.0645
PRODUCCIÓN DE ALAMBRE Y CABLE	Atributo no considerado en este año	2017	Calle KM. 17.5 CARR. TLALNEPANTLA-CUAUTITLAN	7F	54879	Colonia EL PILAR	Fabricación de alambre, productos de alambre y resortes	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CAMESA S.A. DE C.V.,	MEXICO	"19°39'13"""	CUAUTITLAN	"99°10'58"""	Cuautitlan	ACA8A1502411	S/N 	 		332610	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero	480814.1918	2173184.9969
ADMINISTRACIÓN DE RÉGIMEN DE PROPIEDAD EN CONDOMINIO	Atributo no considerado en este año	2017	Calle BLVD. COSTERO	3U	63732	Colonia CONDOMINIO MAESTRO LOS FLAMINGOS	Otros servicios relacionados con los servicios inmobiliarios	Atributo no considerado en este año	Atributo no considerado en este año	ASOCIACIÓN DE CONDÓMINOS DEL CONDOMINIO MAESTRO LOS FLAMINGOS, A.C.,CONDOMINIO MAESTRO LOS FLAMINGOS	NAYARIT	"20°44'18"""	BUCERIAS	"105°19'4"""	Bahia de Banderas	ACCUB1802011	900 SUR 	 		531319	Otros	Descarga de aguas residuales de servicios	466905.2366	2293223.288
FUNDICION Y MOLDEO DE PIEZAS DE HIERRO Y ACERO	Atributo no considerado en este año	2017	Calle CAMINO A SAN PEDRO AHUACATLAN	7T	76803		Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ACERLAN MATRIX METALS S.A. DE C.V.,ACERLAN MATRIX METALS S.A. DE C.V.	QUERETARO	"20°25'15"""	SAN JUAN DEL RIO	"99°58'49"""	San Juan del Rio	ACE7T2201611	3 	 	Valle de Oro	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	397704.4675	2258374.7802
Fabricación de arneses automotrices	Atributo no considerado en este año	2017	Boulevard Macario Gaxiola	9M	81285		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S. DE R.L. DE C.V., PLANTA VII	SINALOA	"25°46'28"""	LOS MOCHIS	"108°59'12"""	Ahome	ACE8V2500111	1001 Sur	 	Raúl Romanillo	336320	Automotriz	Produccion de otras auto partes	701885.9474	2852258.2266
Administración de Aeropuertos y Helipuertos 	Atributo no considerado en este año	2017	Boulevard JUAN PABLO II KM. 14	L7	31390	Colonia AEROPUERTO	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CHIHUAHUA S.A DE C.V,AEROPUERTO DE CHIHUAHUA	CHIHUAHUA	"28°42'8"""	CHIHUAHUA	"105°57'47"""	Chihuahua	ACIRP0801911	S/N 	 		488112	Otros	Servicios de administracion de aeropuertos y helipuertos	405924.9234	3175401.9614
PRODUCCION DE PERFUMES Y COSMETICOS	Atributo no considerado en este año	2017	Calle GUERRERO	N6	38090	Colonia RANCHO SECO	Fabricación de cosméticos, perfumes y otras preparaciones de tocador	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS MANUFACTURING S DE RL DE CV,	GUANAJUATO	"20°29'19"""	CELAYA	"100°48'4"""	Celaya	ACM3L1100711	149 	 		325620	Quimica	Produccion de perfumes, cosmeticos y similares a base de mezclas	312151.8189	2266605.2252
Fundición y Laminación de Hierro y Acero	Atributo no considerado en este año	2017	Calle AVENIDA LA PRESA	7T	54187	Colonia SAN JUAN IXHUATEPEC	Otras industrias manufactureras	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CORSA S.A. DE C.V.,GERDAU CORSA	MEXICO	"19°31'10"""	TLALNEPANTLA	"99°7'26"""	Tlalnepantla de Baz	ACO7F1510411	2 	 		339999	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	486974.9934	2158333.185
RECUBRIMIENTOS METALICOS GALVANOPLASTIA Y OTROS	Atributo no considerado en este año	2017	Calle HERMANOS ESCOBAR	8A	32649	Colonia PARQUE IND. OMEGA	Fabricación de otros productos químicos	Atributo no considerado en este año	Atributo no considerado en este año	ALFA CRONOS SA DE CV,ALFA CRONOS S.A. DE C.V.	CHIHUAHUA	"31°44'52"""	JUAREZ	"106°25'5"""	Juarez	ACR7X0803711	7046 	8 9 Y 10 		325999	Quimica	Galvanoplastia	365684.4601	3513358.8345
venta de vehiculos y camionetas nuevos	Atributo no considerado en este año	2017	Avenida CUAUHTEMOC	EE	78270	Colonia BUROCRATAS	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOVILES COMPACTOS DE SAN LUIS SA DE CV,VOLKSWAGEN POTOSINA	SAN LUIS POTOSI	"22°8'51"""	SAN LUIS POTOSI	"100°59'51"""	San Luis Potosi	ACSKE2402811	880 	 		468111	Otros	Centros distribuidores de autotransportes 	293977.6009	2450511.0504
ACABADOS DE SUPERFICIES METÁLICAS	Atributo no considerado en este año	2017	Calle KM. 3  CARR. TECATE-ENSENADA	8A	21482	Colonia MACLOVIO HERRERA	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS DE CALIDAD TECATE SA DE CV,ACABADOS DE CALIDAD TECATE, S.A. DE C.V.	BAJA CALIFORNIA	"32°32'53"""	TECATE	"116°37'28"""	Tecate	ACT7X0200311	S/N 	 		332810	Quimica	Galvanoplastia	535245.451	3601273.961
Comercio al por menor de automóviles y camionetas nuevos / Servicio de mantto. automotriz	Atributo no considerado en este año	2017	Calle PASEO DE LOS TRIUNFADORES	EE	64610	Colonia LAS CUMBRES 8 SECTOR	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	AUTOPOLIS CUMBRES, S.A. DE C.V.,NISSAN AUTOPOLIS CUMBRES	NUEVO LEON	"25°43'39"""	MONTERREY	"100°23'30"""	Monterrey	ACUKE1903911	3231 	 		468111	Otros	Centros distribuidores de autotransportes 	360388.4875	2846268.5564
Venta de Automóviles y Refacciones Servicio de Mantto. Automotriz	Atributo no considerado en este año	2017	Calle AV. PASEO DE LOS LEONES	EE	64360	Colonia BOSQUES DE LAS CUMBRES	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTORES CUMBRES S.A. DE C.V.,	NUEVO LEON	"25°43'36"""	MONTERREY	"100°23'42"""	Monterrey	ACUKE1903921	3200 	 		468111	Otros	Centros distribuidores de autotransportes 	360044.9942	2846175.9992
Venta de vehículos y refacciones, servicio de mantto. automotriz, hojalatería y pintura	Atributo no considerado en este año	2017	Boulevard GUSTAVO DIAZ ORDAZ	EE	66100	Colonia LA FAMA	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	AUTOPOLIS CUMBRES, S.A. DE C.V.,NISSAN AUTOPOLIS SANTA CATARINA	NUEVO LEON	"25°40'28"""	CIUDAD SANTA CATARINA	"100°25'41"""	Santa Catarina	ACUKE1904811	150 	 		468111	Otros	Centros distribuidores de autotransportes 	356673.6309	2840431.2097
Comercio al por menor de automóviles y camionetas nuevos / servicio de mantto. automotriz	Atributo no considerado en este año	2017	Avenida JOSE ELEUTERIO GONZALEZ	EE	64020	Colonia GONZALITOS	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	AUTOPOLIS CUMBRES, S.A. DE C.V.,AUTOPOLIS NISSAN GONZALITOS	NUEVO LEON	"25°41'5"""	MONTERREY	"100°21'4"""	Monterrey	ACU1903900043	655 NTE. 	 		468111	Otros	Centros distribuidores de autotransportes 	364394.9349	2841476.0533
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS	Atributo no considerado en este año	2017	Calle MARTIN MONGE	5H	58190	Colonia NUEVA VALLADOLID	Fabricación de otros productos químicos básicos orgánicos	Atributo no considerado en este año	Atributo no considerado en este año	ALKEMIN, S. DE R.L. DE C.V.,	MICHOACAN	"19°41'51"""	MORELIA	"101°12'46"""	Morelia	ACV5H1605311	307 	 		325190	Quimica	Produccion de acidos organicos	268038.7328	2179547.6628
La produccion, venta y almacenamiento de Resinas, Formol, Hexamina y Paraformol	Atributo no considerado en este año	2017	Calle Carretera Texmelucan-Tlaxcala	5Q	90120		Fabricación de otros productos químicos	Atributo no considerado en este año	Atributo no considerado en este año	ADHESIVOS, S.A. DE C.V.,	TLAXCALA	"19°18'38"""	VILLA MARIANO MATAMOROS	"98°23'40"""	Ixtacuixtla de Mariano Matamoros	ADH5G2901511	6.5 km	 	Corredor  Industrial Ixtacuixtla	325999	Quimica	Produccion de resinas sinteticas	563597.5116	2135308.4781
FABRICACION DE HARINA Y BIODISEL	Atributo no considerado en este año	2017	Camino vecinal al ejido bajo Amacohite	64	29550	Ejido Bajo Amacohite	Elaboración de alimentos para animales	Atributo no considerado en este año	Atributo no considerado en este año	ACUAGRANJAS DOS LAGOS SA DE CV,ACUAGRANJA DOS LAGOS SA DE CV	CHIAPAS	"17°31'22"""	OSTUACAN	"93°29'39"""	Ostuacan	ADLSE0706211	SN 	 		311110	Quimica	Produccion de aceites esenciales	447538.8616	1937487.6606
Manufactura de componentes electronicos para la industria automotriz	Atributo no considerado en este año	2017	Avenida SILVESTRE TERRAZAS	91	31415		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALTEC ELECTRONICA CHIHUAHUA S.A. DE C.V.,ALTEC ELECTRONICA CHIHUAHUA SA DE CV PARQUE TECNOLOGICO BAFAR	CHIHUAHUA	"28°34'30"""	CHIHUAHUA	"106°7'57"""	Chihuahua	AEC0801900362	12811 	1 	PARQUE TECNOLOGICO BAFAR	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	389239.416	3161444.6151
FABRICACIÓN DE PERFILES DE ALUMINIO Y ACABADO	Atributo no considerado en este año	2017	Calle ESPANA	QU	09880	Colonia GRANJAS ESTRELLA	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO EXTRUIDO EXTRAL, S.A. DE C.V.,PLANTA 2	DISTRITO FEDERAL	"19°21'5"""	IZTAPALAPA	"99°4'19"""	Iztapalapa	AEEBU0900711	NO. 409 	 		332810	Quimica	Anodizado de aluminio	492422.9851	2139727.7787
FABRICACIÓN DE PERFILES DE ALUMINIO	Atributo no considerado en este año	2017	Calle ESPAÑA	7Q	09880	Colonia GRANJAS ESTRELLA Y/O SAN NICOLAS TOLENTINO	Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO EXTRUIDO EXTRAL, S.A. DE C.V.,ALUMINIO EXTRAL	DISTRITO FEDERAL	"19°20'51"""	IZTAPALAPA	"99°2'48"""	Iztapalapa	AEEBU0900712	400 	 		331310	Metalurgica (incluye la siderurgica)	Afinacion y laminacion de aluminio	495091.171	2139296.7393
EXTRACCIÓN Y BENEFICIO DE MINERAL	Atributo no considerado en este año	2017	Calle CONOCIDO	12	33320	Colonia OCAMPO	Minería de oro	Atributo no considerado en este año	Atributo no considerado en este año	AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE	CHIHUAHUA	"28°16'23"""	MELCHOR OCAMPO	"108°17'55"""	Ocampo	AEMSP0805111	S/N 	 		212221	Metalurgica (incluye la siderurgica)	Mineria de oro	764974.4744	3130437.2607
Extracción y beneficio de mineral	Atributo no considerado en este año	2017	Calle DOMICILIO CONOCIDO	12	33320	Colonia OCAMPO	Minería de oro	Atributo no considerado en este año	Atributo no considerado en este año	AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE MEXICO	CHIHUAHUA	"28°19'59"""	MELCHOR OCAMPO	"108°20'57"""	Ocampo	AEMSP0805112	0 	 		212221	Metalurgica (incluye la siderurgica)	Mineria de oro	759861.256	3136956.7682
