actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
PELICULAS PLASTICAS	Atributo no considerado en este año	2011	ALAMO SN	ZA	52000	LA ESTACION	Fabricación de bolsas y películas de plástico flexible	Atributo no considerado en este año	Atributo no considerado en este año	ABA S.A DE C.V.	MEXICO	"19°17'11"""	LERMA	"99°30'40"""	Lerma	ABA6E1505111	SN			326110.0	Articulos y productos plasticos	Produccion de telas y laminados plasticos		
EXTRUSION, ANODIZADO Y PINTURA DE PERFILES DE ALUMINIO	Atributo no considerado en este año	2011	KM. 16,432 CARRETERA LIBRE TIJUANA-ENSEN	QU	22563	SAN ANTONIO DE LOS BUENOS	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO DE BAJA CALIFORNIA, S.A DE C.V.	BAJA CALIFORNIA	"32°25'44"""	TIJUANA	"117°1'52"""	Tijuana	ABC8A0200411	0			332810.0	Quimica	Anodizado de aluminio		
PRODUCCIÓN DE RESINAS SINTÉTICAS (INCLUYE PLASTIFICANTES).	Atributo no considerado en este año	2011	FERROCARRIL MEXICO-ACAPULCO	5Q	56500	LA MAGDALENA ATLICPAC	Fabricación de resinas sintéticas	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS BETA SA	MEXICO	"19°21'58"""	LOS REYES LA PAZ	"98°57'52"""	La Paz	ABE5Q1507011	350			325211.0	Quimica	Produccion de resinas sinteticas		
FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME	Atributo no considerado en este año	2011	Aquiles Serdan	LJ	55770	San Pedro Atzompan	Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ALEACIONES DE BRONCES FINOS, S.A. DE C.V.	MEXICO	"19°29'35"""		"99°11'51"""	Tecamac	ABFLJ1508111	6			331510.0	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
ENSAMBLE DE LUMINARIAS	Atributo no considerado en este año	2011	AVE. LOS PARQUES	91	66445	INDUSTRIAL LOS PARQUES	Construcción de obras de generación y conducción de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	ACUITY BRANDS LIGHTING DE MEXICO, S. DE R.L. DE C.V. PLANTA MEZQUITAL	NUEVO LEON	"25°44'47"""		"100°14'19"""	San Nicolas de los Garza	ABL911904611	320		LOS PARQUES	237131.0	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
FEBRICACIÓN Y NSAMBLE DE LUMINARIOS FLUORESCENTES Y HID	Atributo no considerado en este año	2011	AVE. LA SILLA	92	67190	SANTA MARÍA	Fabricación de focos	Atributo no considerado en este año	Atributo no considerado en este año	ACUITY BRANDS LIGHTING DE MÉXCIO, S. DE R.L. DE C.V.	NUEVO LEON	"25°39'12"""	GUADALUPE	"100°10'39"""	Guadalupe	ABL921902611	7711		PARQUE INDUSTRIAL LA SILLA	335110.0	Equipos y articulos electronicos, electricos y domesticos	Produccion de focos y tubos de iluminacion		
PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI	Atributo no considerado en este año	2011	BLVD. MIGUEL ALEMAN	MC	35000	CENTRO	Elaboración de aceites y grasas vegetales comestibles	Atributo no considerado en este año	Atributo no considerado en este año	ADM BIO PRODUCTOS S.A. DE C.V.	DURANGO	"25°33'1"""	GOMEZ PALACIO	"103°29'0"""	Gomez Palacio	ABPMC1000711	KM. 11.40			311222.0	Quimica	Fabricacion de aceites y grasas alimenticias		
FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME	Atributo no considerado en este año	2011	ALFREDO DEL MAZO 15 C	LJ	52000	PARQUE INDUSRIAL EL CERRILLO	Moldeo por fundición de piezas metálicas no ferrosas	Atributo no considerado en este año	Atributo no considerado en este año	ARTE EN BRONCE, S.A. DE C.V.	MEXICO	"19°17'51"""	LERMA	"261°32'10"""	Lerma	ABRLJ1505111	15	C	PARQUE INDUSTRIAL EL CERRILLO	331520.0	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
Fundicion de Aluminio	Atributo no considerado en este año	2011	Calle Primera	7Q	25100	Nazario Ortiz Garza	Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO Y BRONCES DE SALTILLO, S.A. DE C.V.	COAHUILA	"25°27'57"""	Saltillo	"100°59'52"""	Saltillo	ABS7T0503011	1000			331310.0	Metalurgica (incluye la siderurgica)	Afinacion y laminacion de aluminio		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2011	Km17.5 CARRETERA TLALNEPANTLA CUAUTITLAN	8A	54879	EL PILAR	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CAMESA S.A. DE C.V.	MEXICO	"19°31'26"""	CUATITLAN	"99°9'1"""	Cuautitlan	ACA8A1502411	SIN NUMERO		ZONA INDUSTRIAL CUAUTITLAN	332810.0	Quimica	Galvanoplastia		
VENTA DE AUTOS NUEVOS Y SEMINUEVOS SERVICIO DE MANTENIMIENTO Y VENTA DE REFACCIONES	Atributo no considerado en este año	2011	AV. ALFONSO REYES	KE	64500	DEL NORTE	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOVILES Y CAMIONES S.A. DE C.V.	NUEVO LEON	"25°42'33"""		"100°18'43"""	Monterrey	ACAKE1903911	3635			811111.0	Otros	Reparacion y mantenimiento automotriz		
COMPRA VENTA DE AUTOS NUEVOS, REFACCIONES Y SERVICIOS DE TALLER	Atributo no considerado en este año	2011	CARRETERA FEDERAL TULUM- CANCUN	KE	77710	ZAZIL HA	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN	QUINTANA ROO	"20°37'9"""	PLAYA DEL CARMEN	"87°4'1"""	Solidaridad	ACAKE2300811	104	1		811111.0	Otros	Reparacion y mantenimiento automotriz		
ADMINISTRACIÓN DE AEROPUERTOS	Atributo no considerado en este año	2011	CARRETERA CANCÚN CHETUMAL KM. 22	L7	77565		Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CANCÚN, S. A DE C. V	QUINTANA ROO	"21°2'15"""	CANCÚN	"86°52'37"""	Benito Juarez	ACARP2300511			AEROPUERTO	488112.0	Otros	Servicios de administracion de aeropuertos y helipuertos		
VENTA DE AUTOS NUEVOS Y SEMINUEVOS SERVICIO DE MANTTO. Y REFACCIONES	Atributo no considerado en este año	2011	AV. EUGENIO GARZA SADA	EE	64780	MAS PALOMAS	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTRIZ CONTRY COMERCIAL S.A. DE C.V.	NUEVO LEON	"25°37'59"""	MONTERREY	"100°16'57"""	Monterrey	ACCEE1903921	3832 SUR			811111.0	Otros	Centros distribuidores de autotransportes 		
FABRICACIÓN DE PRODUCTOS DE LIMPIEZA	Atributo no considerado en este año	2011	CARRETERA GUADALAJARA EL SALTO KM 24.5	QV	44680	LA ALAMEDA	Fabricación de jabones, limpiadores y dentífricos	Atributo no considerado en este año	Atributo no considerado en este año	ALEN DEL NORTE S. A.  DE C. V.	JALISCO	"20°29'15"""	TLAJOMULCO DE ZUCIGA	"103°16'5"""	Tlajomulco de Zuniga	ACCQA1409711	SN		CORREDOR INDUSTRIAL	325610.0	Quimica	Fabricacion de productos quimicos para aseo en general		
Inyección de Plástico para moldeo	Atributo no considerado en este año	2011	Boulevard Fusión esq. Ave. Mercury	6E	83297	Parque Industrial	Fabricación de otros productos de plástico sin reforzamiento	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS S.A. DE C.V.	SONORA	"28°59'27"""	Hermosillo	"110°54'16"""	Hermosillo	ACE6E2603011	120		Parque Industrial Dynatech Sur	326199.0	Articulos y productos plasticos	Fabricacion de productos y articulos de plastico		
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2011	carretera panamericana tramo Celaya-sala	7F	38110	rancho el chinaco	Complejos siderúrgicos	Atributo no considerado en este año	Atributo no considerado en este año	ARCELORMITTAL CELAYA S.A. DE C.V.	GUANAJUATO	"20°30'57"""	Villagran	"100°54'45"""	Villagran	ACE7F1104411	km. 7.5			331111.0	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2011	CAMINO A SAN PEDRO AHUACATLAN	7T	76802	VALLE DE ORO	Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ACERLAN S.A. DE C.V.	QUERETARO	"20°25'12"""		"99°58'51"""	San Juan del Rio	ACE7T2201611	3		Zona Industrial Valle de Oro	331510.0	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
Ensamble de Arneses Automotrices	Atributo no considerado en este año	2011	Blvd. Macario Gaxiola Sur	91	81285	Raúl Romanillo	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS S.A DE C.V.ACE VII	SINALOA	"25°46'21"""	Los Mochis	"108°59'6"""	Ahome	ACE8V2500111	1001			336320.0	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
BODEGA DE ALMACEDNAMIENTO DE PRODUCTOS PERECEDEROS Y NO PERECEDEROS	Atributo no considerado en este año	2011	CIRCUNVALACIÓN	QD	54605	BARRIO TEXCACOA	Almacenamiento con refrigeración	Atributo no considerado en este año	Atributo no considerado en este año	AMB ACCION CARRIZAL INDUSTRIAL PARK S DE R.L DE C.V	MEXICO	"19°42'46"""		"99°11'56"""	Tepotzotlan	ACI3L1509511	20			493120.0	Alimenticio y/o de consumo humano	Almacenes de productos congelados y en refrigeracion		
FABRICACION Y DISTRIBUCION DE PRODUCTOS COSMETICOS	Atributo no considerado en este año	2011	GUERRERO	N6	38090	RANCHO SECO	Fabricación de cosméticos, perfumes y otras preparaciones de tocador	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS MANUFACTURING S DE RL DE CV	GUANAJUATO	"20°29'5"""		"100°47'59"""	Celaya	ACM3L1100711	149			325620.0	Quimica	Produccion de perfumes, cosmeticos y similares a base de mezclas		
FABRICACION DE ADITIVOS PARA PAPEL A PARTIR DE MEZCLAS CON Y SIN REACCION QUIMICA.	Atributo no considerado en este año	2011	Sara	MB	07840	Guadalupe Tepeyac	Fabricación de otros productos químicos	Atributo no considerado en este año	Atributo no considerado en este año	ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V.	DISTRITO FEDERAL	"19°28'43"""		"99°7'71"""	Gustavo A. Madero	ACM690900511	4553			325999.0	Quimica	Produccion de substancias quimicas a partir de mezclas 		
PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O	Atributo no considerado en este año	2011	PROLONGACION GALEANA	5W	54460	MIGUEL HIDALGO	Fabricación de jabones, limpiadores y dentífricos	Atributo no considerado en este año	Atributo no considerado en este año	ASTRO COMERCIAL S.A. DE C.V.	MEXICO	"19°31'33"""		"99°12'38"""	Tlalnepantla de Baz	ACO5W1510411	273			325610.0	Quimica	Produccion de jabones y detergentes		
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2011	AV. DE LA PRESA	7F	54187	FRACC. INDUSTRIAL LA PRESA	Complejos siderúrgicos	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CORSA S.A. DE C.V.	MEXICO	"19°31'14"""		"99°7'26"""	Tlalnepantla de Baz	ACO7F1510411	2		FRACCIONAMIENTO INDUSTRIAL LA PRESA	331111.0	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero		
FUNDICION Y EXTRUSION DE ALUMINIO.	Atributo no considerado en este año	2011	ANTIGUA CARRETERA A CHAPALA	LJ	44470	ALAMO INDUSTRIAL	Moldeo por fundición de piezas metálicas no ferrosas	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO CONESA, S.A. DE C.V.	JALISCO	"20°37'20"""	GUADALAJARA	"103°20'15"""	Guadalajara	ACOLJ1403911	3345			331520.0	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
COMPRA-VENTA ALMACENAMIENTO Y DISTRIBUCIÓN DE COMBUSTIBLES	Atributo no considerado en este año	2011	Carretera Tampico Mante Km. 17.2	C2	89608	Laguna de la Puerta	Comercio al por menor de gasolina y diesel	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑIA ABASTECEDORA DE COMBUSTIBLE, S.A. DE C.V. PLANTA CIUDAD MADERO	TAMAULIPAS	"22°17'24"""	Altamira	"97°38'30"""	Altamira	ACOTE2800311	sin numero		Corredor Regional Zona Industrial	468411.0	Otros	Comercializacion, almacenamiento y distribucion de productos derivados del petroleo a usuarios finales		
ACABADOS METALICOS PARTA CERRADURAS, ACCESORIOS DE BACOS/REGADERAS	Atributo no considerado en este año	2011	Km 3 CARRETERA TECATE ENSENADA	7X	21490	Maclovio Herrera	Fabricación de otros productos metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS DE CALIDAD TECATE S.A. DE C.V.	BAJA CALIFORNIA	"32°33'15"""	TECATE	"116°37'26"""	Tecate	ACT7X0200311			NO ESPECIFICO	332999.0	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos		
REPARACION DE VEHICULOS AUTOMOTORES	Atributo no considerado en este año	2011	MARIA IZQUIERDO	EE	66220	VALLE ORIENTE	Comercio al por menor de automóviles y camionetas usados	Atributo no considerado en este año	Atributo no considerado en este año	AUTO CAMIONES UNIVERSIDAD S.A DE C.V	NUEVO LEON	"25°38'30"""	SAN PEDRO GARZA GARCIA	"100°19'32"""	San Pedro Garza Garcia	ACUEE1901911	519			468112.0	Otros	Centros distribuidores de autotransportes 		
COMPRA VENTA DE VEHICULOS NUEVOS Y SEMINUEVOS SERVICIO DE MTTO. AUTOMOTRIZ Y REFACCIONES	Atributo no considerado en este año	2011	PASEO DE LOS TRINFADORES	KE	64610	CUMBRES 8avo. SECTOR	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOPOLIS CUMBRES S.A. DE C.V.	NUEVO LEON	"25°43'44"""	MONTERREY	"100°22'35"""	Monterrey	ACUKE1903911	3231			811111.0	Otros	Reparacion y mantenimiento automotriz		
COMPRA VENTA DE VEHICULOS SERVICIO DE MANTTO. Y VENTA DE REFACCIONES	Atributo no considerado en este año	2011	AV. PASEO DE LOS LEONES	KE	64360	BOSQUES DE CUMBRES	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTORES CUMBRES S.A. DE C.V.	NUEVO LEON	"25°43'37"""	MONTERREY	"100°23'43"""	Monterrey	ACUKE1903921	3200			811111.0	Otros	Reparacion y mantenimiento automotriz		
REPARACION DE VEHICULOS AUTOMOTORES	Atributo no considerado en este año	2011	AV. ALFONSO REYES	KE	66400	CUAUHTEMOC	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTO CAMIONES UNIVERSIDAD SA DE CV	NUEVO LEON	"25°43'23"""	SAN NICOLAS DE LOS GARZA	"100°18'26"""	San Nicolas de los Garza	ACUKE1904611	1000			811111.0	Otros	Reparacion y mantenimiento automotriz		
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS.	Atributo no considerado en este año	2011	MARTIN MONGE	5H	58190	NUEVA VALLADOLID	Fabricación de otros productos químicos básicos orgánicos	Atributo no considerado en este año	Atributo no considerado en este año	ALKEMIN S. DE R.L. DE C.V.	MICHOACAN	"19°41'48"""	MORELIA	"101°12'46"""	Morelia	ACV5H1605311	307			325190.0	Quimica	Produccion de acidos organicos		
PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (INCLUYE PRODUCTOS ORGÁNICOS E INORGÁ	Atributo no considerado en este año	2011	AV. PARQUE INDUSTRIAL S/N°	5P	66600	P. IND. DR. GONZXALEZ	Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes	Atributo no considerado en este año	Atributo no considerado en este año	AGROFORMULADORA DELTA, S. A. DE C. V.	NUEVO LEON	"25°51'19"""	DR. GONZALEZ	"99°57'13"""	Dr. Gonzalez	ADE5P1901611	Num 3	Num 3	PARQUE INDUSTRIAL DE  DR. GOMZALEZ	325320.0	Quimica	Produccion de plaguicidas y otros quimicos agricolas		
PETROQUÍMICA BÁSICA (INCLUYE PROCESAMIENTO DE CUALQUIER TIPO DE GAS).	Atributo no considerado en este año	2011	KM 6.5 CARRETERA TEXMELUCAN TLAXCALA	5G	90120	CORR. IND. IXTACUIXTLA	Fabricación de petroquímicos básicos del gas natural y del petróleo refinado	Atributo no considerado en este año	Atributo no considerado en este año	ADHESIVOS, S.A.D E C.V.	TLAXCALA	"19°18'39"""	SAN FELIPE IXTACUIXTLA DE MARIANO MATAMOROS	"98°23'38"""	Ixtacuixtla de Mariano Matamoros	ADH5G2901511			PARQUE INDUSTRIAL	325110.0	Petroleo y petroquimica	Petroquimica basica 		
VENTA DE AUTOMOVILES NUEVOS AL CONSUMIDOR  CON SERVICIO AUTOMOTRIZ	Atributo no considerado en este año	2011	Blvd. Magnocentro	EE	52760	Centro Urbano San Fernando La Herradura	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOVILES DINAMICOS S. DE R.L. DE C.V.	MEXICO	"19°24'10"""		"99°16'20"""	Huixquilucan	ADIKE1503711	17			811111.0	Otros	Centros distribuidores de autotransportes 		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2011	EJE 114	7T	78395	ZONA INDUSTRIAL	Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS DM., S. A. DE C. V.	SAN LUIS POTOSI	"22°6'17"""	SAN LUIS POTOSÍ	"100°55'7"""	San Luis Potosi	ADM7T2402821	415		ZONA INDUSTRIAL DE SAN LUIS POTOSÍ	331510.0	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
Ensamblado de Diferentes Partes que son Utilizadas en la Industria Electrica	Atributo no considerado en este año	2011	Carretera Presa La Amistad	91	26220		Fabricación de otros productos eléctricos	Atributo no considerado en este año	Atributo no considerado en este año	APARATOS ELECTRICOS DE ACUÑA S.A DE C.V	COAHUILA	"29°20'31"""		"101°2'2"""	Acuna	AEA910500211	Km. 7		Parque Industrial Amistad	335999.0	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
FABRICACION DE PERFILES DE ALUM INIO	Atributo no considerado en este año	2011	ESPACA	7Q	09850	GRANJAS ESTRELLA	Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO EXTRUIDO EXTRAL, S.A. DE C.V.  400	DISTRITO FEDERAL	"19°20'31"""		"99°5'22"""	Gustavo A. Madero	AEEBU0900712	400			331310.0	Metalurgica (incluye la siderurgica)	Afinacion y laminacion de aluminio		
ENSAMBLE / MANUFACTURA / PRODUCCION DE TODA CLASE DE GUANTES Y RECUBRIMIENTOS DE HULE	Atributo no considerado en este año	2011	AVE. ANTONIO J. BERMUDEZ	6D	32470	ANTONIO J BERMUDEZ	Fabricación de otros productos de hule	Atributo no considerado en este año	Atributo no considerado en este año	ANSELL EDMONT INDUSTRIAL INC. DE MEXICO S.A. DE C.V.	CHIHUAHUA	"31°44'6"""	CD JUAREZ	"106°28'42"""	Juarez	AEI6D0803711	1050		PARQUE INDUSTRIAL A. J. BERMUDEZ	326290.0	Quimica	Fabricacion de articulos y productos de hule 		
MANUFACTURA, ENSAMBLE Y EMPAQUE DE PRODUCTOS ELECTRICOS	Atributo no considerado en este año	2011	ALFREDO DEL MAZO	91	52968	ZONA INDUSTRIAL 1 Y 2	Fabricación de otros productos eléctricos	Atributo no considerado en este año	Atributo no considerado en este año	APPLETON ELECTRIC, S.A. DE C.V.	MEXICO	"19°33'0"""	ESTADO DE MEXICO	"99°14'0"""	Atizapan de Zaragoza	AEL911501311	9			335999.0	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
PRODUCCION DE EQUIPO ELECTRICO Y ELECTRONICO DE USO AUTOMOTRIZ	Atributo no considerado en este año	2011	Avenida Industrial Lote 5 y 1 SN	91	88736		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALCOM ELECTRONICOS DE MEXICO S.A. DE MEXICO	TAMAULIPAS	"26°2'27"""	REYNOSA	"98°21'56"""	Reynosa	AEM972803211	SN		Parque Industrial del Norte	336320.0	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
EXPLORACION Y BENEFICIO DE MINERALES	Atributo no considerado en este año	2011	CONOCIDO	12	33321		Minería de oro	Atributo no considerado en este año	Atributo no considerado en este año	AGNICO EAGLE MEXICO SA DE CV	CHIHUAHUA	"28°16'24"""	PINOS ALTOS	"108°17'56"""	Ocampo	AEMSP0805111	SN		PINOS ALTOS	212221.0	Metalurgica (incluye la siderurgica)	Mineria de oro		
