actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2006	COMERCIANTES	9M	36100	PARQUE IND. FIPASI	Fabricación de otras partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	AMERICAN AXLE & MANUFACTURING DE MEXICO S. DE R.L. DE C.V.	GUANAJUATO	"20°54'55"""	SILAO	"101°23'41"""	Silao	AAM9M1103711	1300		PARQUE INDUSTRIAL FIPASI	336390	Automotriz	Produccion de otras auto partes	0.0	0.0
PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES (EXCLUYE PRODUCTO	Atributo no considerado en este año	2006	DIEGO DIAZ DE BERLANGA	5U	66480	IND. NOGALAR	Fabricación de pinturas y recubrimientos	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS AUTOMOTRICES S.A. DE C.V.	NUEVO LEON	"25°43'25.27"""	SAN NICOLAS DE LOS GARZA	"100°16'46.10"""	San Nicolas de los Garza	AAU5U1904611	251		FRACCIONAMIENTO  INDUSTRIAL  NOGALAR	325510	Pinturas y tintas	Produccion de pinturas, recubrimientos e impermeabilizantes	0.0	0.0
PRODUCCIÓN DE EXPLOSIVOS (NO INCLUYE FUEGOS ARTIFICIALES).	Atributo no considerado en este año	2006	DOMICILIO CONOCIDO	62	35100		Fabricación de explosivos	Atributo no considerado en este año	Atributo no considerado en este año	AUSTIN BACIS, S.A. DE C.V.	DURANGO	25.72484	DINAMITA	-103.63808	Gomez Palacio	ABA621000711	SN		AREA RURAL	325920	Quimica	Produccion de explosivos		
ENSAMBLE DE LUMINARIAS	Atributo no considerado en este año	2006	AVE. LOS PARQUES	91	66445	INDUSTRIAL LOS PARQUES	Construcción de obras de generación y conducción de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	ACUITY BRANDS LIGHTING DE MEXICO, S. DE R.L. DE C.V. PLANTA MEZQUITAL	NUEVO LEON	"25°44'43.00"""		"100°14'21.63"""	San Nicolas de los Garza	ABL911904611	320		LOS PARQUES	237131	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI	Atributo no considerado en este año	2006	BLVD. MIGUEL ALEMAN	MC	35000	CENTRO	Elaboración de aceites y grasas vegetales comestibles	Atributo no considerado en este año	Atributo no considerado en este año	ADM BIO PRODUCTOS S.A. DE C.V.	DURANGO	25.55178	GOMEZ PALACIO	-103.48431	Gomez Palacio	ABPMC1000711	KM. 11.40			311222	Quimica	Fabricacion de aceites y grasas alimenticias		
Fabricacion de catalizadores ambientales para la industria automotriz	Atributo no considerado en este año	2006	Eje 128 Manzana 10	9M	78395	Zona Industrial del Potosí	Fabricación de otras partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	AS CATALIZADORES AMBIENTALES, S.A. DE C.V.	SAN LUIS POTOSI	"22°4'17"""	San Luis Potosí	"100°53'44"""	San Luis Potosi	ACA9M2402511	215		Zona Industrial del Potosí	336390	Automotriz	Produccion de otras auto partes	0.0	0.0
PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES (EXCLUYE PRODUCTO	Atributo no considerado en este año	2006	CARRETERA MONTERREY LAREDO KM. 37.1	5U	65550		Fabricación de pinturas y recubrimientos	Atributo no considerado en este año	Atributo no considerado en este año	ARIES COIL COATINGS S.A. DE C.V.	NUEVO LEON	"25°57'41.69"""		"100° 8'38.58"""	Cienega de Flores	ACC5U1901211	km 37.1		PARQUE INDUSTRIAL CIENEGA DE FLORES	325510	Pinturas y tintas	Produccion de pinturas, recubrimientos e impermeabilizantes	0.0	0.0
Comercialización y formulación de solventes orgánicos	Atributo no considerado en este año	2006	Av. Industrias sn esq. Av. Ampliación	5H	78395	Zona Industrial	Fabricación de otros productos químicos básicos orgánicos	Atributo no considerado en este año	Atributo no considerado en este año	ADYDSA DEL CENTRO S.A. DE C.V.	SAN LUIS POTOSI	"22°53'5"""	San Luis Potosí	"100°5'25"""	San Luis Potosi	ACE5H2402811	s n		Parque industrial	325190	Quimica	Produccion de acidos organicos	305534.19	2449037.85
Inyección de Plástico para moldeo	Atributo no considerado en este año	2006	Boulevard Fusión esq. Ave. Mercury	6E	83297	Parque Industrial	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS S.A. DE C.V.	SONORA	"28°59'27"""	Hermosillo	"110°54'16"""	Hermosillo	ACE6E2603011	120		Parque Industrial Dynatech Sur	336320	Articulos y productos plasticos	Fabricacion de productos y articulos de plastico		
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2006	carretera panamericana tramo Celaya-sala	7I	38110	rancho el chinaco	Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ARCELORMITTAL CELAYA S.A. DE C.V.	GUANAJUATO	"20°30'57"""	Villagran	"100°54'45"""	Villagran	ACE7F1104411	km. 7.5			331510	Metalurgica (incluye la siderurgica)	Laminacion secundaria de hierro y acero		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2006	CAMINO A SAN PEDRO AHUACATLAN	7T	76802	VALLE DE ORO	Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ACERLAN S.A. DE C.V.	QUERETARO	20.42301		-99.98039	San Juan del Rio	ACE7T2201611	3		Zona Industrial Valle de Oro	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
ENSAMBLE DE ARNESES AUTOMOTRICES	Atributo no considerado en este año	2006	Morelos	91	35579	Parque Industrial Cuauhtémoc	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. PLANTA IV	CHIHUAHUA	"28°25'42"""	Cuahtémoc	"0.106°50'6"""	Cuauhtemoc	ACE8V0801711	S/N	km. 5 Carretera a An	Parque Industrial Cuauhtemoc	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
Ensamble de arneses automotrices	Atributo no considerado en este año	2006	Prologación Ave. de las Americas	91	32000	Parque Industrial Americas	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. PLANTA I	CHIHUAHUA	28.65116	Chihuahua	-106.12561	Chihuahua	ACE8V0801911	36		Parque Industrial Americas	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
Elaboracion de Arneses Automotrices	Atributo no considerado en este año	2006	ANILLO PERIMETRAL SUR	91	33800	PREDIO SANTO TOMAS	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. PLANTA X	CHIHUAHUA	"26°55'4"""	Hidalgo del Parral	"105°41'43"""	Hidalgo del Parral	ACE8V0803211	S/N			336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
Elaboración de Arneses para Automoviles	Atributo no considerado en este año	2006	Carretera Panamericana Km. 1588	91	33130		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. PLANTA VI	CHIHUAHUA	"28°16'31"""	Meoqui	"105°29'04"""	Meoqui	ACE8V0804511	2700		Zona Industrial	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
Manufactura de  Arneses automotrices	Atributo no considerado en este año	2006	Parque Ind. Paquime	91	31700	Parque Industrial Paquime	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. PLANTA II	CHIHUAHUA	30.38462	Nuevo Casas Grandes	-107.89153	Nuevo Casas Grandes	ACE8V0805011	5101		Parque Industrial Paquime	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
Ensamble de Arneses Automotrices	Atributo no considerado en este año	2006	Blvd. Macario Gaxiola Sur	91	81285	Raúl Romanillo	Construcción de obras de generación y conducción de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS S.A DE C.V.ACE VII	SINALOA	"25°46'21"""	Los Mochis	"108°59'06"""	Ahome	ACE8V2500111	1001			237131	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
Fabricación de flechas intermedias,columnas y flechas homocinéticas.	Atributo no considerado en este año	2006	Convento de la Cruz	9K	76246	Parque Industrial  FINSA	Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. P-66	QUERETARO	20.62508	El Marques	-100.43776	El Marques	ACE9K2201111	12		Parque Industrial Bernardo Quintana	336330	Automotriz	Produccion de partes para el sistema de suspension y direccion	0.0	0.0
Fabricación de Cajas de dirección Hidráulica Manual e Integral	Atributo no considerado en este año	2006	Santa Rosa de Viterbo	9K	76246	Zona Industrial Bernardo Quintana	Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S.A. DE C.V. P-65	QUERETARO	"20°37'32"""	El Marques	"100°26'16"""	El Marques	ACE9K2201112	12		Parque Industrial Bernardo Quintana	336330	Automotriz	Produccion de partes para el sistema de suspension y direccion	0.0	0.0
Fabricación de Productos Desinfectantes	Atributo no considerado en este año	2006	Km 14 Carretera Monterrey a Monclova	5I	66550	N A	Fabricación de otros productos químicos básicos inorgánicos	Atributo no considerado en este año	Atributo no considerado en este año	AQUA CLOR S. A. DE C. V.	NUEVO LEON	"25°54'9.66"""	Nuevo León	"100°21'33.01"""	Carmen	ACL5I1901011	N A	N A	Zona Industrial El Carmen	325180	Quimica	Produccion de acidos, bases y sales inorganicas	37.82	2863.9
PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC	Atributo no considerado en este año	2006	De la Plata	MB	83170	Parque Industrial Hermosillo	Fabricación de otros productos químicos	Atributo no considerado en este año	Atributo no considerado en este año	AQUA CLOR, S. A. DE C. V.	SONORA	"29°1'31"""	Hermosillo	"110°54'38"""	Hermosillo	ACLMB2603011	148		Parque Industrial Hermosillo	325999	Quimica	Produccion de substancias quimicas a partir de mezclas 	491290.065	3210613.431
Fabricacion de tapas plasticas	Atributo no considerado en este año	2006	Calle Indiana	6E	25217	Ind. Valle De Saltillo	Fabricación de envases y contenedores de plástico para embalaje con y sin reforzamiento	Atributo no considerado en este año	Atributo no considerado en este año	ALCOA CSI DE MEXICO EN SALTILLO S.A. DE C.V.	COAHUILA	25.47413	Saltillo	-100.99611	Saltillo	ACM6E0503011	No. 45		Fraccionamiento Industrial	326193	Articulos y productos plasticos	Fabricacion de productos y articulos de plastico	0.0	0.0
Impresión offset sobre plastico	Atributo no considerado en este año	2006	Repúblicas	5E	09450	Banjidal	Impresión de formas continuas y otros impresos	Atributo no considerado en este año	Atributo no considerado en este año	AGSA COMERCIAL S.A. DE C.V.	DISTRITO FEDERAL	"19°18'15"""		"99°7'10"""	Iztapalapa	ACO5E0900711	3			323119	Otros	Edicion, Encuadernacion y/o impresion	0.0	0.0
FABRICACION DE PERFUMERIA Y COSMETICOS.	Atributo no considerado en este año	2006	GUERRERO No. 149	5V	38090	RANCHO SECO	Fabricación de otros productos químicos básicos orgánicos	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS S. DE R.L. DE C.V.	GUANAJUATO	20.4876	CELAYA	-100.80152	Celaya	ACO5V1100711	149			325190	Quimica	Produccion de materias primas para perfumes y cosmeticos	0.0	0.0
Fabricación  de alambres, cables, arneses todas las clases  de cables y  partes similares	Atributo no considerado en este año	2006	Uno Norte	91	22435	Ciudad Industrial Nueva Tijuana	Fabricación de cables de conducción eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	ARNESES Y CONEXIONES SA DE CV	BAJA CALIFORNIA	"32°31'28"""	Tijuana	"116°54'31"""	Tijuana	ACO910200411	1108		Ciudad Industrial Nueva Tijuana	335920	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES	Atributo no considerado en este año	2006	Av. Primero de Mayo Ote.	C2	50070	Electricistas	Almacenes generales de depósito	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑIA ABASTECEDORA DE COMBUSTIBLE S.A. DE C.V.	MEXICO	19.2906	Toluca	-99.63595	Toluca	ACOM91510611	1220			493111	Otros	Comercializacion, almacenamiento y distribucion de productos derivados del petroleo a usuarios finales	2133.0	433.0
PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI	Atributo no considerado en este año	2006	Av. Inglaterra	MC	44900	del Fresno	Elaboración de aceites y grasas vegetales comestibles	Atributo no considerado en este año	Atributo no considerado en este año	CPINGREDIENTES S.A. DE C.V.	JALISCO	"20°36'40"""		"103°16'0"""	Guadalajara	ACPMC1403912	295		Zona Urbana e Industrial	311222	Quimica	Fabricacion de aceites y grasas alimenticias	0.0	0.0
ACABADOS METALICOS PARTA CERRADURAS, ACCESORIOS DE BACOS/REGADERAS	Atributo no considerado en este año	2006	Km 3 CARRETERA TECATE ENSENADA	7X	21490	Maclovio Herrera	Fabricación de otros productos metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS DE CALIDAD TECATE S.A. DE C.V.	BAJA CALIFORNIA	"32°24'02"""	TECATE	"116°37'45"""	Tecate	ACT7X0200311			NO ESPECIFICO	332999	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos		
Compra y venta de automoviles nuevos con taller mecanico	Atributo no considerado en este año	2006	Av. Insurgentes Sur	EE	04530	Insurgentes Cuicuilco	Comercio al por menor de automóviles y camionetas usados	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTRIZ CUICUILCO S.A. DE C.V.	DISTRITO FEDERAL	"19°18'24"""		"0.99°11'11"""	Coyoacan	ACUEE0900311	3195			468112	Otros	Centros distribuidores de autotransportes 	0.0	0.0
COMPRA VENTA DE VEHICULOS SERVICIO DE MANTTO. Y VENTA DE REFACCIONES	Atributo no considerado en este año	2006	AV. PASEO DE LOS LEONES	KE	64360	BOSQUES DE CUMBRES	Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTORES CUMBRES S.A. DE C.V.	NUEVO LEON	"25°43'37.91"""	MONTERREY	"100°23'43.40"""	Monterrey	ACUKE1903921	3200			468211	Otros	Reparacion y mantenimiento automotriz		
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS.	Atributo no considerado en este año	2006	MARTIN MONGE	5H	58190	NUEVA VALLADOLID	Fabricación de otros productos químicos básicos orgánicos	Atributo no considerado en este año	Atributo no considerado en este año	ALKEMIN S. DE R.L. DE C.V.	MICHOACAN	"19°41'44"""	MORELIA	"101°12'44"""	Morelia	ACV5H1605311	307			325190	Quimica	Produccion de acidos organicos		
Fabricación ensamble diseño de productos electromecánicos y electrónicos para telecomunica	Atributo no considerado en este año	2006	Blvd. Fernando Baeza	91	33000	Fracc. San Marcos	Fabricación de equipo de transmisión y recepción de señales de radio y televisión, y equipo de comunicación inalámbrico	Atributo no considerado en este año	Atributo no considerado en este año	ADC DE DELICIAS S. DE R.L. DE C.V.	CHIHUAHUA	28.17263	Delicias	-105.47056	Delicias	ADC940802111	1301	Sur		334220	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
COMERCIALIZACION DE PRODUCTOS QUIMICOS	Atributo no considerado en este año	2006	Av. San José	QB	54180	San Juan Ixhuatepec	Comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial	Atributo no considerado en este año	Atributo no considerado en este año	ALCOHOLES DESNATURALIZADOS Y DILUENTES, S.A. DE C.V.	MEXICO	"19°34'11.56"""	Tlalnepantla de Baz	"99°10'41.92"""	Tlalnepantla de Baz	ADDBB1510411	11	18		434222	Otros	Almacenes de sustancias quimicas	0.0	0.0
PETROQUÍMICA BÁSICA (INCLUYE PROCESAMIENTO DE CUALQUIER TIPO DE GAS).	Atributo no considerado en este año	2006	KM 6.5 CARRETERA TEXMELUCAN TLAXCALA	5G	90120	CORR. IND. IXTACUIXTLA	Fabricación de petroquímicos básicos del gas natural y del petróleo refinado	Atributo no considerado en este año	Atributo no considerado en este año	ADHESIVOS, S.A.D E C.V.	TLAXCALA	"19°18'6"""	SAN FELIPE IXTACUIXTLA DE MARIANO MATAMOROS	"98°23'00"""	Ixtacuixtla de Mariano Matamoros	ADH5G2901511			PARQUE INDUSTRIAL	325110	Petroleo y petroquimica	Petroquimica basica 		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2006	EJE 114	7T	78395	ZONA INDUSTRIAL	Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS DM., S. A. DE C. V.	SAN LUIS POTOSI	22.10455	SAN LUIS POTOSÍ	-100.91426	San Luis Potosi	ADM7T2402811	415		ZONA INDUSTRIAL DE SAN LUIS POTOSÍ	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	0.0	0.0
Ensamblado de Diferentes Partes que son Utilizados en la Industria Electrica	Atributo no considerado en este año	2006	Carretera Presa La Amistad	91	26220		Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas	Atributo no considerado en este año	Atributo no considerado en este año	APARATOS ELECTRICOS DE ACUNA S.A DE C.V	COAHUILA	"29°20'31"""		"101°0'2"""	Acuna	AEA910500211	Km. 7		Parque Industrial Amistad	335930	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2006	15	8A	01400	OLIVAR DEL CONDE	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS ELECTROLITICOS ESTELA,S.A. DE C.V.	DISTRITO FEDERAL	19.37598		-99.20903	Alvaro Obregon	AEE8A0901011	30A	2		332810	Quimica	Galvanoplastia	0.0	0.0
Diseño y fabricacion de Productos electricos y electronicos	Atributo no considerado en este año	2006	Av. de las Industrias	91	32630		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	AUTOELECTRONICA DE JUAREZ S.A DE C.V.  PLANTA I	CHIHUAHUA	31.6913	Juarez	-106.44813	Jimenez	AEJ9M0803711	4250		Juarez	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
Diseño y fabricación de productos electricos y electrónicos S.A de C.V.	Atributo no considerado en este año	2006	Av. Eje vial  Juan Gabriel	91	32630		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	AUTOELECTRONICA DE JUÁREZ  S.A DE C.V.PLANTA II	CHIHUAHUA	"31°43'9"""	Cd Juarez	"106°27'50"""	Juarez	AEJ9M0803712	2150		Parque Eje vial Juan Gabriel	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
MANUFACTURA, ENSAMBLE Y EMPAQUE DE PRODUCTOS ELECTRICOS	Atributo no considerado en este año	2006	ALFREDO DEL MAZO	91	52968	ZONA INDUSTRIAL 1 Y 2	Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas	Atributo no considerado en este año	Atributo no considerado en este año	APPLETON ELECTRIC, S.A. DE C.V.	MEXICO	19°35'17.05''	ATIZAPAN DE ZARAGOZA	"99°16'15.97"""	Atizapan de Zaragoza	AEL911501311	9			335930	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
FABRICACION DE PASTAS PARA EMBRAGUES Y BALATAS	Atributo no considerado en este año	2006	AVENIDA ALLENDE	LM	62700	PARQUE INDUSTRIAL CUAUTLA	Fabricación de otros productos a base de minerales no metálicos	Atributo no considerado en este año	Atributo no considerado en este año	MARIA AURORA ARREDONDO LOPEZ	MORELOS	"18°50'21"""	AYALA	"98°56'35"""	Ayala	AELLM1700411	MZ 1	L 23	PARQUE INDUSTRIAL CUAUTLA	327999	Asbesto	Autopartes para transportes fabricadas con asbesto	0.0	0.0
