actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
FUNDICIÓN Y MOLDEO DE PIEZAS DE METALES NO FERROSOS.	Atributo no considerado en este año	2007	DAVID GUZMAN	ND	20290	CD INDUSTRIAL	Moldeo por fundición de piezas metálicas no ferrosas.	Atributo no considerado en este año	Atributo no considerado en este año	DELTA CONECTORES SA DE CV	AGUASCALIENTES	21.83336	AGUASCALIENTES	-102.28597	Aguascalientes	DCOND0100111	110		CD INDUSTRIAL	331520	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos		
FABRICACION Y REPARACION DE PARTES PARA MAQUINARIA INDUSTIAL	Atributo no considerado en este año	2007	PONIENTE 146	8L	07720	INDSUTRIAL VALLEJO	Maquinado de piezas metálicas para maquinaria y equipo en general.	Atributo no considerado en este año	Atributo no considerado en este año	DURA CROM S.A DE C.V.	DISTRITO FEDERAL	19.49864		-99.15198	Gustavo A. Madero	DCRK90900511	510			332710	Articulos y productos metalicos	Produccion de maquinaria, equipos, aparatos, partes y/o sus piezas	0.0	0.0
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2007	Carretera Reynosa San Fernando Km 2.5	9M	88796	PI Stiva Alcala	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DAM DRAEXLMAIER AUTOMOTIVE DE MEXICO S DE RL DE CV	TAMAULIPAS	26.00841	Reynosa	-98.2718	Reynosa	DDA9M2803212	5	20	Parque Industrial Stiva Alcala	336390	Automotriz	Produccion de otras auto partes	0.0	0.0
Manufactura y Ensamble de Partes Eléctricas, Electrónicas y Electromecánicas.	Atributo no considerado en este año	2007	Carr. A Matamoros KM. 13.5 Brecha E-99	91	88780	Parque Industrial Rynosa	Fabricación de componentes electrónicos.	Atributo no considerado en este año	Atributo no considerado en este año	Delphi Delco Electronics de Mexico, S.A. de C.V. (Operaciones DELNOSA 1-4)	TAMAULIPAS	"26°50'30"""	Reynosa	"98°12'0"""	Reynosa	DDE912803211	S/N	S/N	Parque Industrial Rynosa	334410	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
Fabricación de otras partes para vehículos automotrices	Atributo no considerado en este año	2007	Ave. Fomento Industrial	91	88500	Parque Industrial del Norte	Fabricación de componentes electrónicos.	Atributo no considerado en este año	Atributo no considerado en este año	Delphi Delco Electronics de Mexico, S.de R.L. de C.V. (Operaciones DELNORTE 5-6)	TAMAULIPAS	"26°2'47"""	Reynosa	"98°22'24"""	Reynosa	DDE912803221	S/N	S/N	Parque Industrial del Norte	334410	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
Manufactura de radios automotricez	Atributo no considerado en este año	2007	Sendero Nacional Km. 3.5	91	87316		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	Delphi Delco Electronics de Mexico S.A. de C.V. Operaciones Deltronicos	TAMAULIPAS	"25°52'57"""	Matamoros	"0.97°33'4"""	Matamoros	DDE9M2802211	sin numero		Parque Industrial del Norte	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2007	Blvd Isidro Lopez Zertuche	9M	25220	Virreyes Obrera	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Delphi Diesel Systems SA de CV	COAHUILA	"25°28'7"""	Saltillo	"100°59'24"""	Saltillo	DDS9H0503011	4248			336390	Automotriz	Produccion de otras auto partes		
PRODUCCION DE CONDUCTORES ELECTRICOS	Atributo no considerado en este año	2007	AUTOPISTA DURANGO - GOMEZ PALACIO KM 2.5	91	34206	SC	Fabricación de equipo y aparatos de distribución de energía eléctrica.	Atributo no considerado en este año	Atributo no considerado en este año	DRAKA DURANGO S. DE R. L. DE C. V.	DURANGO	"24°6'31"""	DURANGO	"104°33'30"""	Durango	DDU911000511	SN		PARQUE INDUSTRIAL	335312	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
LAMINACION	Atributo no considerado en este año	2007	Carr. Panamericana Tramo Celay Salamanca	LJ	38060	El Chinaco	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	DEACERO SA DE CV Planta Celaya Aceria Laminacion	GUANAJUATO	"20°25'0"""		"101°5'0"""	Villagran	DEA7F1104411	km 64.8			331510	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos	0.0	0.0
LAMINACIÓN SECUNDARIA DE HIERRO Y ACERO (SÓLO INCLUYE PRODUCTOS OBTENIDOS MEDIANTE PROCESO	Atributo no considerado en este año	2007	AUTOPISTA MONTERREY - SALTILLO KM. 8.5	82	25900		Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	DEACERO S.A. DE C.V. PLANTA ALAMBRES SALTILLO	COAHUILA	25.50872	RAMOS ARIZPE	-100.9638	Ramos Arizpe	DEA7I0502711	SN		CORREDOR INDUSTRIAL	331510	Articulos y productos metalicos	Produccion de alambre y productos de alambre		
LAMINACIÓN SECUNDARIA DE HIERRO Y ACERO (SÓLO INCLUYE PRODUCTOS OBTENIDOS MEDIANTE PROCESO	Atributo no considerado en este año	2007	ORIENTE 4	7I	58200	CD INDUSTRIAL MORELIA 3ERA ETAPA	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	DEACERO S.A. DE C.V. PLANTA INDUSTRIALES MORELIA	MICHOACAN	"19°44'16"""	MORELIA	"101°7'83"""	Morelia	DEA7I1605311	1565		CIUDAD INDUSTRIAL MORELIA	331510	Metalurgica (incluye la siderurgica)	Laminacion secundaria de hierro y acero		
FABRICACIÓN DE PRODUCTOS DERIVADOS DEL ACERO Y O ALAMBRON	Atributo no considerado en este año	2007	AV. MARTIRES DE RIO BLANCO	LJ	72019	FRACC. INDUSTRIAL 5 DE MAYO	Fabricación de otros productos de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	DE ACERO S.A. DE C.V.	PUEBLA	"19°5'40"""	PUEBLA	"98°11'27"""	Puebla	DEA7I2111411	16	16	PARQUE INDUSTRIAL 5 DE MAYO	331220	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
METALMECANICA	Atributo no considerado en este año	2007	AV. HIDALGO	7T	54030	LA ROMA	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	DEACERO S.A. DE C.V.	MEXICO	"19°32'0"""		"99°13'0"""	Tlalnepantla de Baz	DEA7T1510411	132			331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	0.0	0.0
PRODUCCION Y TRANSFORMACION DE ALAMBRES FINOS	Atributo no considerado en este año	2007		82	25900	CORREDOR INDUSTRIAL SALTILLORAMOS ARIZPE	Fabricación de alambre, productos de alambre y resortes.	Atributo no considerado en este año	Atributo no considerado en este año	DEACERO S.A. DE C.V. PLANTA ALAMBRES FINOS	COAHUILA	"25°30'43"""	RAMOS ARIZPE	"100°57'46"""	Ramos Arizpe	DEA820502711	INTERIOR A		AUTOPISTA MONTERREY-SALTILLO KM. 8.5	332610	Articulos y productos metalicos	Produccion de alambre y productos de alambre		
FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME	Atributo no considerado en este año	2007	AUTOPISTA MONTERREY SALTILLO KM 8.5	LJ	25900	CORREDOR INDUSTRIAL	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	DEACERO S.A. DE C.V. PLANTA ACERIA - LAMINACION SALTILLO	COAHUILA	"25°30'30"""	RAMOS ARIZPE	"100°57'45"""	Ramos Arizpe	DEALJ0502711			CORREDOR INDUSTRIAL	331510	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
TRATAMIENTO TÉRMICO DE PIEZAS METÁLICAS CON COMBUSTIBLES FÓSILES; NO INCLUYE LA MICROINDUS	Atributo no considerado en este año	2007	Avenida Ruíz Cortínes	MD	67128	Industrial Las Américas	Fabricación de productos metálicos forjados y troquelados.	Atributo no considerado en este año	Atributo no considerado en este año	Deacero, S.A. de C.V. Planta Alambres Guadalupe	NUEVO LEON	"25º42'03"" "		"100º13'54"" "	Guadalupe	DEAMD1902611	1421		Colonia Industrial	332110	Metalurgica (incluye la siderurgica)	Tratamiento termico de piezas metalicas		
Elaboración de Arneses Automotrices	Atributo no considerado en este año	2007	Bulevar Adofo López Mateos	91	87020	Las Adelitas	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	Delphi Ensamble de Cables y Componentes S. de R.L. de C.V. Planta VII y VIII	TAMAULIPAS	"23°44'19"""	Cd Victoria	"99°8'36"""	Victoria	DEC8V2804111	805			336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2007	Calzada la Venta esquina Av. Chalma	9M	54730	Cuautitlán Izcalli	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Decoplas S.A. de C.V.	MEXICO	19.66963	Cuautitlán Izcalli	-99.20319	Cuautitlan Izcalli	DEC9M1512111	08		Parque Industrial Cuamatla	336390	Automotriz	Produccion de otras auto partes	0.0	0.0
FABRICACION DE PANELES DE ILUMINACION CANCELERIA Y DOMOS	Atributo no considerado en este año	2007	ACUEDUCTO LERMA	6E	52740	OCOYOACAC	Fabricación de otros productos de plástico con reforzamiento.	Atributo no considerado en este año	Atributo no considerado en este año	DEKORMEX S.A. DE C.V.	MEXICO	"19°16'37"""	OCOYOACAC	"99°28'49"""	Ocoyoacac	DEKMB1506211	107			326198	Articulos y productos plasticos	Fabricacion de productos y articulos de plastico	0.0	0.0
ENSAMBLE DE DETONADORES ELECTRICOS, NO ELECTRICOS Y ELECTRONICOS	Atributo no considerado en este año	2007	BRECHA 82	62	87563	EJIDO PACHECO	Fabricación de explosivos.	Atributo no considerado en este año	Atributo no considerado en este año	DETONADORES ESTRELLA S.A. DE C.V.	TAMAULIPAS	"25°30'44"""	H. MATAMOROS	"97°30'30"""	Matamoros	DES622802221	SN		EJIDO PACHECO	325920	Quimica	Produccion de explosivos		
FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME	Atributo no considerado en este año	2007	AV. DE LA LUZ	LJ	54716	FRAC. PARQUE INDUSTRIAL LA LUZ	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	DESYME S.A. DE C.V.	MEXICO	"19°29'10"""	CUATITLAN IZCALLI	"99°11'10"""	Cuautitlan Izcalli	DESLJ1512111	78		PARQUE INDUSTRIAL LA LUZ	331510	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
ELABORACION DE DULCES DE AZUCAR Y DE JARABE DE MAIZ.	Atributo no considerado en este año	2007	AV. LOS NOGALES S/N.	2J	88715	FRACC. VILLA FLORIDA	Elaboración de dulces, chicles y productos de confitería que no sean de chocolate.	Atributo no considerado en este año	Atributo no considerado en este año	DULCES FAMOSOS DE MEXICO S. DE R.L. DE C.V.	TAMAULIPAS	"26°3'59"""	REYNOSA	"98°22'29"""	Reynosa	DFM2J2803211	LI	M4	PARQUE INDUSTRIAL  VILLA FLORIDA.	311340	Alimenticio y/o de consumo humano	Produccion de dulces y caramelos		
PRODUCCIÓN DE PARTES PARA EL SISTEMA DE SUSPENSIÓN Y DIRECCIÓN (SI INCLUYE PROCESOS TÉRMIC	Atributo no considerado en este año	2007	ALBERTO EINSTEIN	9K	50071	IND AUTOMOTRIZ E IND QUIMICA	Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DANA HEAVY AXLE MEXICO S.A. DE C.V.	MEXICO	19.29578	TOLUCA	-99.60986	Toluca	DHA9K1510611	401		INDUSTRIAL TOLUCA	336330	Automotriz	Produccion de partes para el sistema de suspension y direccion		
FABRICACION COMPRAVENTA DE ACEITES GRASAS Y LUBRICANTES	Atributo no considerado en este año	2007	URANIO	69	07700	NUEVA INDUSTRIAL VALLEJO	Fabricación de aceites y grasas lubricantes.	Atributo no considerado en este año	Atributo no considerado en este año	DISTRIBUIDORA INTERNATIONAL, S.A DE C.V.	DISTRITO FEDERAL	"0°0'0"""		"0°0'0"""	Gustavo A. Madero	DIN690900511	251		NUEVA INDUSTRIAL VALLEJO	324191	Quimica	Produccion de grasas, aceites lubricantes y aditivos	0.0	0.0
FABRICACIÓN Y VENTA DE ARTICULOS DE HULE	Atributo no considerado en este año	2007	JESUS GARCIA	6D	45140		Fabricación de otros productos de hule.	Atributo no considerado en este año	Atributo no considerado en este año	DEPORTIVA INDUSTRIAL S.A. DE C.V.	JALISCO	20.72741	ZAPOPAN	-103.38725	Zapopan	DIN6D1412011	274			326290	Quimica	Fabricacion de articulos y productos de hule	0.0	0.0
SCIAN .333412 Fabricacion de sistemas de refrigeracion industrial y comercial	Atributo no considerado en este año	2007	Carretera a Miguel Alemán	8N	66634	El Milagro	Fabricación de equipo de refrigeración industrial y comercial.	Atributo no considerado en este año	Atributo no considerado en este año	Danfoss Industries S.A.de C.V.	NUEVO LEON	"25º45'19"""	Apodaca	"100º11'57"""	Apodaca	DIN8N1900611	162			333412	Articulos y productos metalicos	Produccion de aparatos de refrigeracion y/o aire acondicionado	382650.0	2851850.0
INYECCION TERMOFORMADO EMPAQUE PRODUUCCION DE HULE	Atributo no considerado en este año	2007	TENAYUCA TLALNEPANTLA	6D	54150	SAN BARTOLO TENAYUCA	Fabricación de otros productos de hule.	Atributo no considerado en este año	Atributo no considerado en este año	DISTLAN S.A. DE C.V.	MEXICO	"19°31'55"""	TLALNEPANTLA	"99°10'40"""	Tlalnepantla de Baz	DIS6D1510411	39			326290	Quimica	Fabricacion de articulos y productos de hule	0.0	0.0
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2007	Avenida  Michigan	9M	87316	Parque Industrial de Norte	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Delphi Interior Systems de México S.A. de C.V Operaciones RIMIR	TAMAULIPAS	"25°53'24"""	H Matamoros	"97°33'45"""	Matamoros	DIS9M2802211	1017		Parque Industrial del Norte	336390	Automotriz	Produccion de otras auto partes	0.0	0.0
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2007	Av. uniones	9M	87316	parque ind del norte FINSA	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Delphi Interior Systems de Mexico S.A de  C.V. Op. Actuadores  CMM3	TAMAULIPAS	"25°53'24"""		"97°33'45"""	Matamoros	DIS9M2802212	2800		Parque   industrial  del   norte   FINSA	336390	Automotriz	Produccion de otras auto partes	24.0	45.0
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2007	Avenida Michigan	9M	87310	Parque industrial del Norte	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Delphi Interior Systems De Mexico S.A de C.V Operaciones Componentes Mecanicos	TAMAULIPAS	"25°52'58"""	H. Matamoros	"97°32'51"""	Matamoros	DIS9M2802221	SN		parque industrial	336390	Automotriz	Produccion de otras auto partes	645519.125	2863345.5
PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O	Atributo no considerado en este año	2007	AV. REPUBLICA MEXICANA	5W	66848	SECTOR INDUSTRIAL NOGALAR	Fabricación de jabones, limpiadores y dentífricos.	Atributo no considerado en este año	Atributo no considerado en este año	DETERGENTES Y JABONES SASIL, S.A. DE C.V.	NUEVO LEON	"25º43'11.36"""		"100º17'33.97"""	San Nicolas de los Garza	DJS5W1904611	101		SECTOR INDUSTRIAL NOGALAR	325610	Quimica	Produccion de jabones y detergentes		
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2007	AVENIDA INTERMEX	9M	32575	PARQUE IND INTERMEX	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DELMEX DE JUAREZ S. DE R.L. DE C.V. PLANTA II	CHIHUAHUA	31.63041	CIUDAD JUAREZ	-106.38825	Juarez	DJU9M0803712	1681		PARQUE INDUSTRIAL INTERMEX	336390	Automotriz	Produccion de otras auto partes		
Fabricación de otras partes y accesorios auto y camiones	Atributo no considerado en este año	2007	CALLE CENZONTLE No. 4100	9M	25904		Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DONG KWANG RAMOS S.A DE C.V.	COAHUILA	"25°24'1"""	RAMOS ARIZPE	"100°56'19"""	Ramos Arizpe	DKRQF0502711	4100		PARQUE INDUSTRIAL FINSA	336390	Automotriz	Produccion de otras auto partes	0.0	0.0
Fabricación de productos químicos no tóxicos	Atributo no considerado en este año	2007	Km. 4.5 Carretera ZacapuPuruándiro	MB	58600		Fabricación de otros productos químicos.	Atributo no considerado en este año	Atributo no considerado en este año	Derivados Macroquímicos S.A. de C.V.	MICHOACAN	"19°50'1"""	Zacapu	"101°46'12"""	Zacapu	DMAN31610711	SN		Parque Industrial Zacapu	325999	Quimica	Produccion de substancias quimicas a partir de mezclas		
FABRICACION Y ENSAMBLE DE EMPAQUES (CAJAS) DE CARTON CORRUGADO	Atributo no considerado en este año	2007	TECNOLOGIA	58	66648	PARQUE IND. LA SILLA APODACA	Fabricación de envases de cartón.	Atributo no considerado en este año	Atributo no considerado en este año	DanHil de Mexico .S.A DE C.V.	NUEVO LEON	"25º45'16.01"""	APODACA	"100º08'18.2"""	Apodaca	DME581900611	110		PARQUE INDUSTRIAL LA SILLA APODACA	322210	Celulosa y papel	Fabricacion de articulos y productos de papel y/o carton	0.0	0.0
PRODUCCIÓN DE RESINAS SINTÉTICAS (INCLUYE PLASTIFICANTES).	Atributo no considerado en este año	2007	CARRETERA PANAMERICANA KM 959 INTERIOR	5Q	34304	POB JOSE MARIA MORELOS Y PAVON	Fabricación de resinas sintéticas.	Atributo no considerado en este año	Atributo no considerado en este año	DYNEA MEXICO S.A. DE C.V.	DURANGO	24.07927	DURANGO	-104.66687	Durango	DME5Q1000511	SN		MASISA DE MEXICO	325211	Quimica	Produccion de resinas sinteticas	0.0	0.0
PRODUCCIÓN DE GRASAS, ACEITES LUBRICANTES Y ADITIVOS (INCLUYE MEZCLAS).	Atributo no considerado en este año	2007	Curtidor	69	37290	Industrial Julian de Obregon	Fabricación de aceites y grasas lubricantes.	Atributo no considerado en este año	Atributo no considerado en este año	Diator de Mexico S.A. de C.V.	GUANAJUATO	21.10389	Leon	-101.62436	Leon	DME691102011	550		Colonia Industrial Julián de Obregón	324191	Quimica	Produccion de grasas, aceites lubricantes y aditivos		
FABRICACIÓN DE ARTICULOS Y PRODUCTOS METALICOS (METAL MECANICA)	Atributo no considerado en este año	2007	CARR. MONTERREY SALTILLO KM 28.2	7X	66050	ARCO VIAL LIBRAMIENTO NORESTE	Fabricación de otros productos metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	DOFASCO DE MEXICO S.A DE C.V.	NUEVO LEON	"25º50'2.84"""		"100º18'40.27"""	Gral.  Escobedo	DME7X1902111	SN			332999	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos	367350.0	2856400.0
FABRICACION DE PARTES AUTOMOTRICES	Atributo no considerado en este año	2007	AV. LAS NORIAS	9M	67150	RANCHO VIEJO	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DENSO MEXICO S.A. DE C.V. PLANTA GUADALUPE	NUEVO LEON	"25º38'44.56""  "	GUADALUPE	"100º11'0.29"""	Guadalupe	DME8L1902611	1000		PARQUE INDUSTRIAL ACUEDUCTO	336390	Automotriz	Produccion de otras auto partes		
Fabricacion ensamble y reparacion de maquinas de oficina	Atributo no considerado en este año	2007	brecha E 99	1F	88980	parque industrial	Fabricación de otra maquinaria y equipo para el comercio y los servicios.	Atributo no considerado en este año	Atributo no considerado en este año	Datacom de mexico S.A de C.V.	TAMAULIPAS	"26°1'7"""	reynosa	"98°13'59"""	Reynosa	DME8S2803211	SN		Parque Industrial rReynosa	333319	Otros	Reparacion y mantenimiento de equipos,maquinas y vehiculos industriales	2375346.0	3166043.0
FABRICACION DE PARTES AUTOMOTRICES	Atributo no considerado en este año	2007	BOULEVARD PARQUE INDUSTRIAL MONTERREY	9M	66603	PARQUE INDUSTRIAL MONTERREY	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DENSO MEXICO S.A. DE C.V.	NUEVO LEON	"25º46'18"""	APODACA	"100º09'46"""	Apodaca	DME8V1900611	502		PARQUE INDUSTRIAL MONTERREY	336390	Automotriz	Produccion de otras auto partes	383377.3125	2850925.75
PRODUCCIÓN DE AUTOMÓVILES Y CAMIONES (INCLUYE TRACTOCAMIONES Y SIMILARES).	Atributo no considerado en este año	2007	Km  1.5  Carretera a Derramadero	9G	25000		Fabricación de automóviles y camionetas.	Atributo no considerado en este año	Atributo no considerado en este año	DaimlerChrysler de México SA de CV        Complejo Saltillo	COAHUILA	"25°16'30"""	Saltillo	"100°8'30"""	Saltillo	DME9G0503011	Sin Numero		Parque Industrial Santa Fé	336110	Automotriz	Produccion de automoviles, camiones, tractocamiones y similares	0.0	0.0
MANUFACTURA DE MOTOR A GASOLINA DE 4 Y 8 CILINDROS	Atributo no considerado en este año	2007	AUTOPISTA SALTILLO  MONTEREY	9I	25900	RAMOS ARIZPE	Fabricación de motores de gasolina y sus partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DAIMLERCHRYSLER DE MEXICO S.A.DE C.V. MOTORES SALTILLO	COAHUILA	"25°31'20"""	RAMOS  ARIZPE	"100°57'15"""	Ramos Arizpe	DME9I0502711	KM 9.5			336310	Automotriz	Produccion de motores automotrices a gasolina y diesel	100.0	120.0
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2007	Poniente 2  y Norte 7	9M	87499	Ciudad Industrial	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Dura de Mexico S.A de C.V	TAMAULIPAS	"25°50'24"""		"97°26'41"""	Matamoros	DME9M2802211	1	6	Ciudad Industrial	336390	Automotriz	Produccion de otras auto partes	655650.0	2859050.0
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2007	Poniente 2	9M	87499	Ciudad Industrial	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Dura de Mexico S.A de C.V.	TAMAULIPAS	"25°50'24"""	H Matamoros	"97°26'41"""	Matamoros	DME9M2802212	23		Ciudad Industrial	336390	Automotriz	Produccion de otras auto partes	655650.0	2859050.0
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2007	Diagonal Lorenzo de la Garza	9M	87499	ciudad Industrial	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Dura de Mexico S.A de C.V.	TAMAULIPAS	"25°50'24"""		"97°26'41"""	Matamoros	DME9M2802213	42		Ciudad Industrial	336390	Automotriz	Produccion de otras auto partes		
Producción de ingredientes alimenticios para consumo humano de origen vegetal	Atributo no considerado en este año	2007	Carretera Colima a Manzanillo	BF	28100		Elaboración de concentrados, polvos, jarabes y esencias de sabor para bebidas.	Atributo no considerado en este año	Atributo no considerado en este año	Danisco Mexicana S.A. de C.V.	COLIMA	"18°58'15"""	Tecomán	"103°52'8"""	Tecoman	DMEBF0600911	37		Km. 37 Carretera Colima a Manzanillo	311930	Alimenticio y/o de consumo humano	Produccion de aditivos para alimentos		
DESHIDRATAR CASCARILLA DE LIMON INDUSTRIAL	Atributo no considerado en este año	2007	KM. 1 CARRETERA APATZINGAN AGUILILLA	2M	60667		Elaboración de concentrados, polvos, jarabes y esencias de sabor para bebidas.	Atributo no considerado en este año	Atributo no considerado en este año	DANISCO MEXICANA S.A DE C.V.	MICHOACAN	"19°8'0"""	APATZINGAN	"102°26'0"""	Apatzingan	DMEBF1600611			AGROPECUARIO	311930	Alimenticio y/o de consumo humano	Produccion de concentrados para preparar bebidas	0.0	0.0
CAPTURA DE DATOS EN COMPUTADORA	Atributo no considerado en este año	2007	BLVD. TOMAS FERNANDEZ CAMPOS	5E	32470	P. IND. A.J. BERMUDEZ	Servicios de preparación de documentos.	Atributo no considerado en este año	Atributo no considerado en este año	DATAMARK DE MEXICO S.A. DE C.V.	CHIHUAHUA	31.72583	CD JUAREZ	-106.4	Juarez	DMEJA0803711	8583	INT.	PARQUE INDUSTRIAL ANTONIO J BERMUDEZ	561410	Otros	Edicion, Encuadernacion y/o impresion	0.0	0.0
PRODUCCION DE PETROQUIMICOS SECUNDARIOS	Atributo no considerado en este año	2007	CALLE 4 ESQUINA CALLE  7	LQ	96400	PARQUE INDUSTRIAL PAJARITO	Fabricación de petroquímicos básicos del gas natural y del petróleo refinado.	Atributo no considerado en este año	Atributo no considerado en este año	GRUPO CELANESE S.A. PLANTA DERIVADOS DE AMINAS	VERACRUZ	"18°6'50"""	COATZACOALCOS	"94°18'40"""	Coatzacoalcos	DMEMB3003911	SN		PARQUE INDUSTRIAL	325110	Petroleo y petroquimica	Produccion de petroquimicos secundarios	0.0	0.0
ELABORACION DE PRODUCTOS LACTEOS FRESCOS Y POSTRES	Atributo no considerado en este año	2007	AVENIDA IRAPUATO	1S	36541	CIUDAD INDUSTRIAL	Elaboración de derivados y fermentos lácteos.	Atributo no considerado en este año	Atributo no considerado en este año	DANONE DE MEXICO S.A DE C.V	GUANAJUATO	"20°40'28"""	IRAPUATO	"101°20'51"""	Irapuato	DMEML1101711	2030			311513	Alimenticio y/o de consumo humano	Pasteurizacion, deshidratacion, evaporizacion y condensacion de leche		
