actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
FEBRICACIÓN Y NSAMBLE DE LUMINARIOS FLUORESCENTES Y HID	Atributo no considerado en este año	2007	AVE. LA SILLA	92	67190	SANTA MARÍA	Fabricación de focos.	Atributo no considerado en este año	Atributo no considerado en este año	ACUITY BRANDS LIGHTING DE MÉXCIO, S. DE R.L. DE C.V.	NUEVO LEON	"25°39'21.53"""	GUADALUPE	"100°10'52.19"""	Guadalupe	ABL921902611	7711		PARQUE INDUSTRIAL LA SILLA	335110	Equipos y articulos electronicos, electricos y domesticos	Produccion de focos y tubos de iluminacion		
PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI	Atributo no considerado en este año	2007	BLVD. MIGUEL ALEMAN	MC	35000	CENTRO	Elaboración de aceites y grasas vegetales comestibles.	Atributo no considerado en este año	Atributo no considerado en este año	ADM BIO PRODUCTOS S.A. DE C.V.	DURANGO	25.55178	GOMEZ PALACIO	-103.48431	Gomez Palacio	ABPMC1000711	KM. 11.40			311222	Quimica	Fabricacion de aceites y grasas alimenticias		
Todo tipo  de lamparas sistemas y dispositivos de iluminacion	Atributo no considerado en este año	2007	Av. Ramon Rivera Lara	92	32618	Acacias	Fabricación de focos.	Atributo no considerado en este año	Atributo no considerado en este año	Amglo Bravo S. de R.L. de C.V.	CHIHUAHUA	"31°41'51"""	Cd Juarez	"0.106°26'36"""	Juarez	ABR910803711	5465			335110	Equipos y articulos electronicos, electricos y domesticos	Produccion de focos y tubos de iluminacion	0.0	0.0
Fabricacion de catalizadores ambientales para la industria automotriz	Atributo no considerado en este año	2007	Eje 128 Manzana 10	9M	78395	Zona Industrial del Potosí	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	AS Catalizadores Ambientales, S.A. de C.V.	SAN LUIS POTOSI	"22°4'17"""	San Luis Potosí	"100°53'44"""	San Luis Potosi	ACA9M2402511	215		Zona Industrial del Potosí	336390	Automotriz	Produccion de otras auto partes	0.0	0.0
ADMINISTRACIÓN DE AEROPUERTOS	Atributo no considerado en este año	2007	CARRETERA CANCÚN - CHETUMAL KM.22	L7	77565		Administración de aeropuertos y helipuertos.	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CANCÚN, S. A DE C. V	QUINTANA ROO	"21°2'12"""	CANCÚN	"86°52'37"""	Benito Juarez	ACARP2300511			AEROPUERTO	488112	Otros	Servicios de administracion de aeropuertos y helipuertos		
FABRICACIÓN DE PRODUCTOS DE LIMPIEZA	Atributo no considerado en este año	2007	CARRETERA GUADALAJARA EL SALTO KM 24.5	QV	44680	LA ALAMEDA	Fabricación de jabones, limpiadores y dentífricos.	Atributo no considerado en este año	Atributo no considerado en este año	ALEN DEL NORTE S. A.  DE C. V.	JALISCO	"20°29'15"""	TLAJOMULCO DE ZUCIGA	"103°16'5"""	Tlajomulco de Zuniga	ACCQA1409711	SN		CORREDOR INDUSTRIAL	325610	Quimica	Fabricacion de productos quimicos para aseo en general		
MAQUILADORA DE MANUFACTURA Y EXPORTACION DE PRODUCTOS Y HERRAMIENTAS ROTATIVAS CORTANTES	Atributo no considerado en este año	2007	CALLE 30 ENTRE LA 5 Y LA 7	7Z	44940	ZONA INDUSTRIAL	Fabricación de herramientas de mano metálicas sin motor.	Atributo no considerado en este año	Atributo no considerado en este año	AT CARBIDE DE MEXICO, S. DE R.L. DE C.V.	JALISCO	"20°37'56"""	GUADALAJARA	"103°21'11"""	Guadalajara	ACD521403911	2715		ZONA INDUSTRIAL DE GUADALAJARA	332211	Metalurgica (incluye la siderurgica)	Produccion de herramientas de mano	0.0	0.0
Corte de rollos de acero en hojas y  cintas.	Atributo no considerado en este año	2007	Ave. Nogalar	7I	66452	Cuauhtemoc	Fabricación de otros productos de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	Acerex SA de CV	NUEVO LEON	"25°43'34.53"""		"100°18'0.26"""	San Nicolas de los Garza	ACE1I1904611	330			331220	Metalurgica (incluye la siderurgica)	Laminacion secundaria de hierro y acero	0.0	0.0
Comercialización y formulación de solventes orgánicos	Atributo no considerado en este año	2007	Av. Industrias sn esq. Av. Ampliación	5H	78395	Zona Industrial	Fabricación de otros productos químicos básicos orgánicos.	Atributo no considerado en este año	Atributo no considerado en este año	Adydsa del Centro S.A. DE C.V.	SAN LUIS POTOSI	"22°53'5"""	San Luis Potosí	"100°5'25"""	San Luis Potosi	ACE5H2402811	s n		Parque industrial	325190	Quimica	Produccion de acidos organicos	305534.19	2449037.85
Inyección de Plástico para moldeo	Atributo no considerado en este año	2007	Boulevard Fusión esq. Ave. Mercury	6E	83297	Parque Industrial	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos S.A. de C.V.	SONORA	"28°59'27"""	Hermosillo	"110°54'16"""	Hermosillo	ACE6E2603011	120		Parque Industrial Dynatech Sur	336320	Articulos y productos plasticos	Fabricacion de productos y articulos de plastico		
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2007	carretera panamericana tramo Celaya-sala	7I	38110	rancho el chinaco	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	ArcelorMittal celaya S.A. de C.V.	GUANAJUATO	"20°30'57"""	Villagran	"100°54'45"""	Villagran	ACE7F1104411	km. 7.5			331510	Metalurgica (incluye la siderurgica)	Laminacion secundaria de hierro y acero		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2007	CAMINO A SAN PEDRO AHUACATLAN	7T	76802	VALLE DE ORO	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	Acerlan S.A. de C.V.	QUERETARO	20.42301		-99.98039	San Juan del Rio	ACE7T2201611	3		Zona Industrial Valle de Oro	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
Ensamble de Arneses Automotrices	Atributo no considerado en este año	2007	Blvd. Macario Gaxiola Sur	91	81285	Raúl Romanillo	Construcción de obras de generación y conducción de energía eléctrica.	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos S.A de C.V.ACE VII	SINALOA	"25°46'21"""	Los Mochis	"108°59'06"""	Ahome	ACE8V2500111	1001			237131	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
Fabricación de flechas intermedias,columnas y flechas homocinéticas.	Atributo no considerado en este año	2007	Convento de la Cruz	9K	76246	Parque Industrial  FINSA	Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos, S.A. de C.V. P-66	QUERETARO	20.62508	El Marques	-100.43776	El Marques	ACE9K2201111	12		Parque Industrial Bernardo Quintana	336330	Automotriz	Produccion de partes para el sistema de suspension y direccion	0.0	0.0
Fabricación de Cajas de dirección Hidráulica Manual e Integral	Atributo no considerado en este año	2007	Santa Rosa de Viterbo	9K	76246	Zona Industrial Bernardo Quintana	Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos, S.A. de C.V. P-65	QUERETARO	"20°37'32"""	El Marques	"100°26'16"""	El Marques	ACE9K2201112	12		Parque Industrial Bernardo Quintana	336330	Automotriz	Produccion de partes para el sistema de suspension y direccion	0.0	0.0
Costura y Ensamble de Bolsas de aire para autopartes	Atributo no considerado en este año	2007	Av. Tepeyac No. 1360	6E	76250	El Tepeyac	Fabricación de asientos y accesorios interiores para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	Autoliv Components Mexico S. de R.L. de C.V.	QUERETARO	"0°0'0"""	Chichimequillas	"0°0'0"""	El Marques	ACM9M2201111	Km. 2.5	1360	Parque Industrial Tepeyac	336360	Articulos y productos plasticos	Fabricacion de productos y articulos de plastico	372539.7054	2280118.4441
FABRICACION DE PERFUMERIA Y COSMETICOS.	Atributo no considerado en este año	2007	GUERRERO No. 149	5V	38090	RANCHO SECO	Fabricación de cosméticos, perfumes y otras preparaciones de tocador.	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS S. DE R.L. DE C.V.	GUANAJUATO	20.4876	CELAYA	-100.80152	Celaya	ACO5V1100711	149			325620	Quimica	Produccion de materias primas para perfumes y cosmeticos	0.0	0.0
PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O	Atributo no considerado en este año	2007	PROLONGACION GALEANA	5W	54460	MIGUEL HIDALGO	Fabricación de jabones, limpiadores y dentífricos.	Atributo no considerado en este año	Atributo no considerado en este año	ASTRO COMERCIAL S.A. DE C.V.	MEXICO	19.52775		-99.21127	Tlalnepantla de Baz	ACO5W1510411	273			325610	Quimica	Produccion de jabones y detergentes		
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2007	AV. DE LA PRESA	7F	54187	FRACC. INDUSTRIAL LA PRESA	Complejos siderúrgicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CORSA S.A. DE C.V.	MEXICO	19.52053		-99.12399	Tlalnepantla de Baz	ACO7F1510411	2		FRACCIONAMIENTO INDUSTRIAL LA PRESA	331111	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero		
FABRICACION DE VALVULAS DE REFRIGERACION	Atributo no considerado en este año	2007	AVENIDA INDUSTRIAL FALCON	87	88730	PARQUE INDUSTRIAL DEL NORTE	Fabricación de válvulas metálicas.	Atributo no considerado en este año	Atributo no considerado en este año	ALCO CONTROLS S.A. DE C.V.	TAMAULIPAS	26.04288	REYNOSA	-98.36888	Reynosa	ACO8N2803211	M4	1 a 3	PARQUE INDUSTRIAL DEL NORTE	332910	Articulos y productos metalicos	Produccion de valvulas metalicas	0.0	0.0
ACABADOS METALICOS PARTA CERRADURAS, ACCESORIOS DE BACOS/REGADERAS	Atributo no considerado en este año	2007	Km 3 CARRETERA TECATE ENSENADA	7X	21490	Maclovio Herrera	Fabricación de otros productos metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS DE CALIDAD TECATE S.A. DE C.V.	BAJA CALIFORNIA	"32°24'02"""	TECATE	"116°37'45"""	Tecate	ACT7X0200311			NO ESPECIFICO	332999	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos		
Compra y venta de automoviles nuevos con taller mecanico	Atributo no considerado en este año	2007	Av. Insurgentes Sur	EE	04530	Insurgentes Cuicuilco	Comercio al por menor de automóviles y camionetas nuevos.	Atributo no considerado en este año	Atributo no considerado en este año	Automotriz Cuicuilco S.A. de C.V.	DISTRITO FEDERAL	"19°18'24"""		"0.99°11'11"""	Coyoacan	ACUEE0900311	3195			468111	Otros	Centros distribuidores de autotransportes	0.0	0.0
PRESTADOR DE SERVICIOS AEROPORTUARIOS	Atributo no considerado en este año	2007	CARRETERA A NAVOLATO KM 4.5	L7	80130	BACHIGUALATO	Administración de aeropuertos y helipuertos.	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CULIACAN S.A. DE C.V.	SINALOA	"24°45'51"""	CULIACAN	"107°11'21"""	Culiacan	ACURP2500611	SN		TERRENO CONCESIONADO PARA EXPLOTACION DE SERVICIOS AEROPORTU	488112	Otros	Servicios de administracion de aeropuertos y helipuertos	0.0	0.0
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS.	Atributo no considerado en este año	2007	MARTIN MONGE	5H	58190	NUEVA VALLADOLID	Fabricación de otros productos químicos básicos orgánicos.	Atributo no considerado en este año	Atributo no considerado en este año	ALKEMIN S. DE R.L. DE C.V.	MICHOACAN	"19°41'44"""	MORELIA	"101°12'44"""	Morelia	ACV5H1605311	307			325190	Quimica	Produccion de acidos organicos		
PETROQUÍMICA BÁSICA (INCLUYE PROCESAMIENTO DE CUALQUIER TIPO DE GAS).	Atributo no considerado en este año	2007	KM 6.5 CARRETERA TEXMELUCAN TLAXCALA	5G	90120	CORR. IND. IXTACUIXTLA	Fabricación de petroquímicos básicos del gas natural y del petróleo refinado.	Atributo no considerado en este año	Atributo no considerado en este año	ADHESIVOS, S.A.D E C.V.	TLAXCALA	"19°18'6"""	SAN FELIPE IXTACUIXTLA DE MARIANO MATAMOROS	"98°23'00"""	Ixtacuixtla de Mariano Matamoros	ADH5G2901511			PARQUE INDUSTRIAL	325110	Petroleo y petroquimica	Petroquimica basica		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2007	EJE 114	7T	78395	ZONA INDUSTRIAL	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS DM., S. A. DE C. V.	SAN LUIS POTOSI	22.10455	SAN LUIS POTOSÍ	-100.91426	San Luis Potosi	ADM7T2402811	415		ZONA INDUSTRIAL DE SAN LUIS POTOSÍ	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	0.0	0.0
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2007	15	8A	01400	OLIVAR DEL CONDE	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS ELECTROLITICOS ESTELA,S.A. DE C.V.	DISTRITO FEDERAL	19.37598		-99.20903	Alvaro Obregon	AEE8A0901011	30A	2		332810	Quimica	Galvanoplastia	0.0	0.0
ENSAMBLE / MANUFACTURA / PRODUCCION DE TODA CLASE DE GUANTES Y RECUBRIMIENTOS DE HULE	Atributo no considerado en este año	2007	AVE. ANTONIO J. BERMUDEZ	6D	32470	ANTONIO J BERMUDEZ	Fabricación de otros productos de hule.	Atributo no considerado en este año	Atributo no considerado en este año	ANSELL EDMONT INDUSTRIAL INC. DE MEXICO S.A. DE C.V.	CHIHUAHUA	31.71875	CD JUAREZ	-106.39462	Juarez	AEI6D0803711	1050		PARQUE INDUSTRIAL A. J. BERMUDEZ	326290	Quimica	Fabricacion de articulos y productos de hule		
Diseño y fabricacion de Productos electricos y electronicos	Atributo no considerado en este año	2007	Av. de las Industrias	91	32630		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	Autoelectronica de Juarez S.A de C.V.  Planta I	CHIHUAHUA	31.6913	Juarez	-106.44813	Jimenez	AEJ9M0803711	4250		Juarez	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
Diseño y fabricación de productos electricos y electrónicos S.A de C.V.	Atributo no considerado en este año	2007	Av. Eje vial  Juan Gabriel	91	32630		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	Autoelectronica de Juárez  S.A de C.V.Planta II	CHIHUAHUA	"31°43'9"""	Cd Juarez	"106°27'50"""	Juarez	AEJ9M0803712	2150		Parque Eje vial Juan Gabriel	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
MANUFACTURA, ENSAMBLE Y EMPAQUE DE PRODUCTOS ELECTRICOS	Atributo no considerado en este año	2007	ALFREDO DEL MAZO	91	52968	ZONA INDUSTRIAL 1 Y 2	Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas.	Atributo no considerado en este año	Atributo no considerado en este año	APPLETON ELECTRIC, S.A. DE C.V.	MEXICO	19°35'17.05''	ATIZAPAN DE ZARAGOZA	"99°16'15.97"""	Atizapan de Zaragoza	AEL911501311	9			335930	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2007	Carretera federal Mexico Puebla Camino	8A	56400	Los Reyes Acacquilpan	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ANODIZADOS ESPECIALES DE MEXICO S.A.	MEXICO	"19°18'18"""	Los Reyes la Paz	"98°27'42"""	La Paz	AEM8A1507011	km 21			332810	Quimica	Galvanoplastia	0.0	0.0
PRODUCCION DE EQUIPO ELECTRONICO Y ELECTRICO DE USO AUTOMOTRIZ	Atributo no considerado en este año	2007	AVENIDA INDUSTRIAL DEL NORTE	91	88740	PARQUE INDUSTRIAL DEL NORTE	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	ALCOM ELECTRONICOS DE MEXICO S.A. DE C.V.	TAMAULIPAS	"26°2'27"""	REYNOSA	"98°21'56"""	Reynosa	AEM972803211	LOTE 51		PARQUE INDUSTRIAL DEL NORTE	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2007	14	8A	01400	OLIVAR DDEL CONDE	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS ELECTROLITICOS OLIVAR,S.A. DE C.V.	DISTRITO FEDERAL	19.37596		-99.20882	Alvaro Obregon	AEO8A0901011	30 A	5		332810	Quimica	Galvanoplastia	0.0	0.0
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2007	PRIV. SMETANA	QU	07870	VALLEJO	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ANODIZADOS ESPECIALIZADOS S.A. DE C.V.	DISTRITO FEDERAL	19.46545		-99.13119	Gustavo A. Madero	AES8A0900511	15	E		332810	Quimica	Anodizado de aluminio		
SERVICIO DE TAXI AEREO	Atributo no considerado en este año	2007	KM 2.5 CARRETERA CARMEN PUERTO REAL	B0	24119	FRANCISCO I. MADERO	Transporte aéreo no regular.	Atributo no considerado en este año	Atributo no considerado en este año	AEROSERVICIOS ESPECIALIZADOS S.A. DE C.V.	CAMPECHE	"91°49'75"""	CD DEL CARMEN	"18°23'22"""	Carmen	AESL70400311	SIN NUMERO			481210	Otros	Transporte de carga en general	0.0	0.0
Ensamble de Componentes Electrónicos	Atributo no considerado en este año	2007	Av. San Lorenzo	91	32310	Parque Omega	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	AVIO EXCELENTE S.DE R.L. DE C.V.	CHIHUAHUA	"31°44'33"""	Cd Juarez	"106°25'31"""	Juarez	AEX910803711	651	1	Omega	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO).	Atributo no considerado en este año	2007	HERIBERTO FRIAS	5T	03100	DEL VALLE	Fabricación de preparaciones farmacéuticas.	Atributo no considerado en este año	Atributo no considerado en este año	APLICACIONES FARMACEÚTICAS, S.A. DE C.V.	DISTRITO FEDERAL	"19°22'50"""		"0.99°9'43"""	Benito Juarez	AFA5T0901411	1035			325412	Quimica	Produccion de farmaceuticos y medicamentos	0.0	0.0
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2007	BLV. INDUSTRIA DE LA TRANSFORMACIÓN	7T	25900	PARQUE INDUSTRIAL SALTILLO RAMOS ARIZPE	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS FUNDIDOS INTERNACIONALES, S. DE R.L. DE C.V.	COAHUILA	25.56799	RAMOS ARIZPE	-100.92327	Ramos Arizpe	AFI7T0502711	3135		PARQUE INDUSTRIAL SALTILLO - RAMOS ARIZPE	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
Procesos de Ensamble de Arneses Eléctricos y Electrónicos	Atributo no considerado en este año	2007	Carretera Presa La Amistad km. 5.0	91	26220	Parque Industrial Amistad	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	AEES Manufacturera S. de  R. L. de C.V. Localidad Acuña	COAHUILA	"29°20'28"""	Ciudad Acuña	"100°59'10"""	Acuna	AFM910500221	SN	SN	Parque Industrial Amistad	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
Procesos de ensamble de arneses eléctricos y/o electónicos.	Atributo no considerado en este año	2007	Carretera Presa la Amistad Km 4.5	91	26220	Parque Industrial Amistad	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	Alcoa Fujikura de México S. de R.L. de C.V. - Localidad Acuña 2	COAHUILA	"29°20'24"""	Cd Acuña	"100°58'42"""	Acuna	AFM910500222	SN	SN	Parque Industrial Amistad	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
