actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
VENTA DE AUTOMOVILES Y REFACCIONES Y SERVICIO DE MANTTO. AUTOMOTRIZ LAMINADO Y PINTURA	Atributo no considerado en este año	2014	Calle AV. LAZARO CARDENAS	EE	64754	Colonia JARDIN DE LAS TORRES	Hojalatería y pintura de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOVILES TECNOLOGICO SA DE CV,AUTOMOVILES TECNOLOGICO S.A. DE C.V.	NUEVO LEON	"25°38'7"""	Monterrey	"100°17'54"""	Monterrey	ATEKE1903912	1804 	 		811121	Otros	Centros distribuidores de autotransportes 		
COMPRA-VENTA DE PERFILES DE ALUMINIO	Atributo no considerado en este año	2014	Calle  PALMAS	7Q	91697	Colonia BRUNO PAGLIAI	Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO TEXCOCO SA DE CV,	VERACRUZ	"19°9'26"""	Las Amapolas Dos	"96°12'35"""	Veracruz	ATEQY3019311	LOTES 10 15 16 	 		331310	Metalurgica (incluye la siderurgica)	Afinacion y laminacion de aluminio		
Captación, tratamiento y suministro de agua para uso distinto realizados por particulares	Atributo no considerado en este año	2014	Calle AV.LOS LAURELES	UB	45679	Colonia PREDIO LAS CHIVAS	Captación, tratamiento y suministro de agua realizados por el sector público	Atributo no considerado en este año	Atributo no considerado en este año	AGUAS TRATADAS DE GUADALAJARA, S.A. DE C.V.,	JALISCO	"20°30'28"""	Tlajomulco de Zúñiga	"103°15'23"""	Tlajomulco de Zuniga	ATGS71409711	1000 	 		222111	Otros	Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot		
Compra-venta de autos nuevos y servicio de mantenimiento automotriz.	Atributo no considerado en este año	2014	Calle CALZADA DE TLALPAN	KE	04370	Colonia CIUDAD JARDIN	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	ALDEN TLALPAN S.A. DE C.V.,ALDEN TLALPAN	DISTRITO FEDERAL	"19°20'23"""	Coyoacán	"99°8'37"""	Coyoacan	ATLKE0900311	2169 	 		811111	Otros	Reparacion y mantenimiento automotriz		
TRANSPORTE DE SUSTANCIAS	Atributo no considerado en este año	2014	Calle KM. 10.5 CARR. FED. CORDOBA-VERACRUZ	B3	94946	Colonia VENTA PARADA	Otro autotransporte foráneo de carga especializado	Atributo no considerado en este año	Atributo no considerado en este año	AUTO TANQUES DE MEXICO, S.A. DE C.V.,	VERACRUZ	"18°51'1"""	Amatlán de los Reyes	"96°51'25"""	Amatlan de los Reyes	ATM2Y3001411	S/N 	 		484239	Otros	Transporte y reparto de alimentos, productos, articulos ,liquidos y otros		
COMPRA VENTA, SERVICIOS Y REFACCIONES DE VEHICULOS AUTOMOTORES	Atributo no considerado en este año	2014	Calle AVE.16 DE SEPTIEMBRE Y ALDAMA	KE	31606	Colonia 3 LAGUNITAS	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTRIZ TOUCHE, S.A. DE C.V.,TOUCHE CUAHUTEMOC	CHIHUAHUA	"28°24'34"""	Cuauhtémoc	"106°51'28"""	Cuauhtemoc	ATOEE0801711	680 	 		811111	Otros	Reparacion y mantenimiento automotriz		
Compra venta de autos nuevos y seminuevos, taller de servicio, venta de refacciones y HYP	Atributo no considerado en este año	2014	Periférico DE LA JUVENTUD	KE	31115	Colonia LAS MISIONES I, II, III Y IV	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTORES TOKIO S.A. DE C.V.,TOKIO	CHIHUAHUA	"28°39'0"""	Chihuahua	"106°7'47"""	Chihuahua	ATOEE0801912	4301 	 		811111	Otros	Reparacion y mantenimiento automotriz		
Compra venta de autos nuevos y seminuevos, refacciones y taller de servicio	Atributo no considerado en este año	2014	Calle AV. PERIF. DE LA JUVENTUD L. D. COLOSIO	KE	31217	Colonia FRACC. RESIDENCIAL  CUMBRES	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTRIZ TOUCHE, S.A. DE C.V.,TOUCHE CHIHUAHUA	CHIHUAHUA	"28°38'28"""	Chihuahua	"106°7'26"""	Chihuahua	ATOEE0801921	7101 	 		811111	Otros	Reparacion y mantenimiento automotriz		
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2014	Calle FRANCISCO J. MUGICA	7F	60950	Colonia CENTRO	Complejos siderúrgicos	Atributo no considerado en este año	Atributo no considerado en este año	ARCELORMITTAL LAS TRUCHAS, S.A. DE C.V.,	MICHOACAN	"17°56'10"""	Ciudad Lázaro Cárdenas	"102°11'57"""	Lazaro Cardenas	ATR7F1605211	1 	 		331111	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero		
FABRICACION DE OTRAS AUTOPARTES INCLUYE PROCESO DE FUNDICION	Atributo no considerado en este año	2014	Carretera Chihuahua Tabalaopa	9M	31380	Colonia FUNDADORES	Fabricación de otras partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	AUMA S.A. DE C.V.,	CHIHUAHUA	"28°39'1"""	Chihuahua	"106°1'21"""	Chihuahua	AUM0801900340	7700 	 		336390	Automotriz	Produccion de otras auto partes		
COMPRA VENTA DE REFACCIONES Y SERVICIO DE MANTENIMIENTO AUTOMOTRIZ	Atributo no considerado en este año	2014	Calle MELCHOR OCAMPO	KE	06470	Colonia SAN RAFAEL	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	AUTOPOLANCO SA DE CV,AUTOPOLANCO S.A DE C.V	DISTRITO FEDERAL	"19°26'17"""	Cuauhtémoc	"99°10'5"""	Cuauhtemoc	AUTKE0901511	126 	 		468111	Otros	Reparacion y mantenimiento automotriz		
Venta de Automoviles y Refacciones y Servicio de Mantto. Automotriz	Atributo no considerado en este año	2014	Prolongación MADERO	KE	64560	Colonia CHURUBUSCO	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOTAL S.A. DE C.V.,	NUEVO LEON	"25°39'18"""	Monterrey	"100°16'54"""	Monterrey	AUT1902600005	4596 	 		811111	Otros	Reparacion y mantenimiento automotriz		
Venta de Automoviles y Refacciones y Servicio de Mantto. Automotriz	Atributo no considerado en este año	2014	Calle AVENIDA MANUEL L. BARRAGAN	KE	66457	Colonia RESIDENCIAL ANAHUAC	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOTAL S.A. DE C.V.,AUTOTAL S.A. DE C. V.	NUEVO LEON	"25°44'45"""	San Nicolás de los Garza	"100°18'40"""	San Nicolas de los Garza	AUT1904600006	249 	 		811111	Otros	Reparacion y mantenimiento automotriz		
Venta de Automoviles y Refacciones y Servicio de Mantto. Automotriz	Atributo no considerado en este año	2014	Avenida MIGUEL ALEMAN	KE	66478	Colonia VILLAS DE SAN CRISTOBAL SECTOR 2	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOTAL S.A. DE C.V.,	NUEVO LEON	"25°43'53"""	San Nicolás de los Garza	"100°12'46"""	San Nicolas de los Garza	AUT1904600013	1858 	 		811111	Otros	Reparacion y mantenimiento automotriz		
ADMINISTRACION DE AEROPUERTOS Y HELIPUERTOS	Atributo no considerado en este año	2014	Camino LAS BAJADAS	L7	91698	Aeropuerto AEROPUERTO DE VERACRUZ	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE VERACRUZ S.A. DE C.V.,AEROPUERTO INTERNACIONAL DE VERACRUZ	VERACRUZ	"19°8'0"""	Las Bajadas	"96°11'11"""	Veracruz	AVEL73019311	S/N 	 		488112	Otros	Servicios de administracion de aeropuertos y helipuertos		
SERVICIOS DE CONSERVACIÓN Y EXHIBICIÓN DE ESPECIES	Atributo no considerado en este año	2014	Boulevard  MANUEL AVILA CAMACHO	ST	91900	Colonia RICARDO FLORES MAGON	Jardines botánicos y zoológicos del sector privado	Atributo no considerado en este año	Atributo no considerado en este año	ACUARIO DE VERACRUZ, A.C.,ACUARIO DE VERACRUZ	VERACRUZ	"19°11'18"""	Veracruz	"96°7'10"""	Veracruz	AVESY3019311	S/N 	 		712131	Otros	Fraccionamientos y villas para uso turistico		
Fabricación de dispositivos y productos médicos 	Atributo no considerado en este año	2014	Avenida EL CASTILLO	1C	84094		Fabricación de equipo no electrónico para uso médico, dental y para laboratorio	Atributo no considerado en este año	Atributo no considerado en este año	AVENT SRL DE CV,AVENT PLANTA 2	SONORA	"31°18'24"""	Heroica Nogales	"110°55'27"""	Nogales	AVE1C2604312	17 B	 	EL CID	339111	Articulos y productos compuestos de diferentes materiales	Produccion de equipos y/o articulos, medicos y/o quirurgicos		
Fabricación de productos y dispositivos médicos 	Atributo no considerado en este año	2014	Calle CIRCUITO INDUSTRIAL	1C	84000	Colonia PARQUE INDUSTRIAL	Fabricación de equipo no electrónico para uso médico, dental y para laboratorio	Atributo no considerado en este año	Atributo no considerado en este año	AVENT SRL DE CV,AVENT PLANTA 1	SONORA	"31°18'28"""	Heroica Nogales	"110°57'26"""	Nogales	AVE3S2604311	40 	40 		339111	Articulos y productos compuestos de diferentes materiales	Produccion de equipos y/o articulos, medicos y/o quirurgicos		
Fabricación de otras partes para vehiculos automotrices	Atributo no considerado en este año	2014	Calle RIO PAPALOAPAN	9M	72730	Pueblo SANCTORUM	Fabricación de otras partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTIVE VERITAS DE MÉXICO S.A. DE C.V.,	PUEBLA	"19°6'49"""	San Juan Cuautlancingo	"98°15'21"""	Cuautlancingo	AVMKE2104111	15 	 		336390	Automotriz	Produccion de otras auto partes		
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TERMICOS O DE FUNDICIÓN)	Atributo no considerado en este año	2014	Calle AV. TECNOLOGICO	9M	65550	Colonia FRACCIONAMIENTO INDUSTRIAL ESTRELLA	Fabricación de otras partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	ALCOA WHEEL PRODUCTS MEXICO S DE RL DE CV,	NUEVO LEON	"25°57'18"""	Ciénega de Flores	"100°9'50"""	Cienega de Flores	AWP9M1901221	NO.1255 	 		336390	Automotriz	Produccion de otras auto partes		
Administración de servicios aeroportuarios y helipuertos 	Atributo no considerado en este año	2014	Eje Vial KM. 23 CARR. PANAMERICANA TRAMO ZAC.-FLL	L7	98504	Colonia VICTOR ROSALES	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE ZACATECAS S.A. DE C.V.,AEROPUERTO DE ZACATECAS	ZACATECAS	"22°55'7"""	Víctor Rosales	"102°41'8"""	Calera	AZAL73200511	SN 	 		488112	Otros	Servicios de administracion de aeropuertos y helipuertos		
PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC	Atributo no considerado en este año	2014	Carretera MEXICO-OAXACA	30	74570	Colonia LA GALARZA	Elaboración de ron y otras bebidas destiladas de caña	Atributo no considerado en este año	Atributo no considerado en este año	BACARDI Y COMPAÑIA S.A. DE C.V.,	PUEBLA	"18°40'0"""	La Galarza	"98°27'25"""	Izucar de Matamoros	BACMB2108511	KM. 192 	 		312141	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion		
ELABORACION Y ENVASADO DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS	Atributo no considerado en este año	2014	Calle LIBRAMIENTO SUR	30	47180	Colonia CAMPO ABIERTO	Elaboración de bebidas destiladas de agave	Atributo no considerado en este año	Atributo no considerado en este año	BACARDI Y COMPA¿IA S.A. DE C.V.,	JALISCO	"20°41'4"""	Arandas	"102°21'23"""	Arandas	BAC301400821	KM 3.0 	 		312142	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion		
ELABORACION, PRODUCCION Y FABRICACION DE BEBIDAS	Atributo no considerado en este año	2014	Carretera AUTOPISTA MEXICO- QUERETARO	30	54900	Colonia NUEVA TULTITLAN	Elaboración de ron y otras bebidas destiladas de caña	Atributo no considerado en este año	Atributo no considerado en este año	BACARDI Y COMPAÑIA S.A. DE C.V.,	MEXICO	"19°37'40"""	Tultitlán de Mariano Escobedo	"99°11'28"""	Tultitlan	BAC301510911	4431 	 		312141	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion		
Fabricación de Pinturas y Recubrimientos	Atributo no considerado en este año	2014	Carretera AUTOPISTA MEXICO TOLUCA	5U	52743	Colonia JUAREZ (LOS CHIRINOS)	Fabricación de pinturas y recubrimientos	Atributo no considerado en este año	Atributo no considerado en este año	AXALTA COATING SYSTEMS MÉXICO S. DE R.L. DE C.V.,AXALTA COATING SYSTEMS PLANTA OCOYOACAC	MEXICO	"19°17'1"""	Ocoyoacac	"99°28'15"""	Ocoyoacac	BAI1506200003	KM. 45.5 	SIN NUMERO 		325510	Pinturas y tintas	Produccion de pinturas, recubrimientos e impermeabilizantes		
PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES	Atributo no considerado en este año	2014	Calle INDUSTRIA ELECTRICA	5U	54015		Fabricación de pinturas y recubrimientos	Atributo no considerado en este año	Atributo no considerado en este año	AXALTA COATING SYSTEMS MÉXICO S. DE R.L. DE C.V.,PLANTA TLALNEPANTLA	MEXICO	"19°34'4"""	Tlalnepantla	"99°11'58"""	Tlalnepantla de Baz	BAI1510400013	5 Y 10 	S/N 	INDUSTRIAL BARRIENTOS	325510	Pinturas y tintas	Produccion de pinturas, recubrimientos e impermeabilizantes		
Fabricación y ensamble de maquinaria y equipo para diversos usos industriales	Atributo no considerado en este año	2014	Avenida FELIPE CARRILLO PUERTO	LK	76130		Fabricación de bombas y sistemas de bombeo	Atributo no considerado en este año	Atributo no considerado en este año	BOMBAS ALEMANAS DE MÉXICO, S.A. DE C.V.,BOMBAS ACCESORIOS Y MANIOBRAS, S.A. DE C.V.	QUERETARO	"20°36'59"""	Santiago de Querétaro	"100°26'1"""	Queretaro	BAM2201401434	303 	 	BENITO JUAREZ	333910	Metalurgica (incluye la siderurgica)	Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales		
Elaboración de dulces y botanas	Atributo no considerado en este año	2014	Carretera Tlajomulco de Zúñiga-San Miguel Cuyutlán	2J	45660	Pueblo San Miguel Cuyutlán	Elaboración de dulces, chicles y productos de confitería que no sean de chocolate	Atributo no considerado en este año	Atributo no considerado en este año	BARCEL S.A DE C.V.,BARCEL TLAJOMULCO	JALISCO	"20°25'51"""	San Miguel Cuyutlán	"103°23'51"""	Tlajomulco de Zuniga	BAR1409700051	Km 13 	 		311340	Alimenticio y/o de consumo humano	Produccion de dulces y caramelos		
COMPRA VENTA DE ACUMULADORES AUTOMOTRICES	Atributo no considerado en este año	2014	Calle  ALMENDRA	TC	22116	Colonia LAS HUERTAS 1RA. SECC.	Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones	Atributo no considerado en este año	Atributo no considerado en este año	BATERIAS ATLAS, S.A. DE C.V.,BATERIAS ATLAS	BAJA CALIFORNIA	"32°29'13"""	Tijuana	"116°56'56"""	Tijuana	BATTC0200412	11 	 		436112	Otros	Almacenes de refacciones y aditivos automotrices		
FABRICACION, COMPRA-VENTA DE ACCESORIOS AUTOMOTRICES Y CROMADO DE LOS MISMOS.	Atributo no considerado en este año	2014	Calle 4 A	8A	44440	Colonia FERROCARRIL	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	EL BRONCO AUTOPARTES S.A. DE C.V.,	JALISCO	"20°38'39"""	Guadalajara	"103°20'43"""	Guadalajara	BAU8A1403911	2180 	 		332810	Quimica	Galvanoplastia		
FABRICACIÓN DE SUEROS Y DISPOSITIVOS MEDICOS	Atributo no considerado en este año	2014	Avenida AV.DE LOS 50 METROS	5T	62578	Colonia CIVAC	Fabricación de preparaciones farmacéuticas	Atributo no considerado en este año	Atributo no considerado en este año	BAXTER S.A. DE C.V.,BAXTER, S.A. DE C.V.	MORELOS	"18°55'16"""	Jiutepec	"99°10'10"""	Jiutepec	BAX5T1701111	2 	 		325412	Quimica	Produccion de farmaceuticos y medicamentos		
FABRICACION DE ARTICULOS DEPORTIVOS	Atributo no considerado en este año	2014	Calle VILLAS DE SAN ANTONIO	A4	22637	Colonia VALLE DEL SUR 2	Fabricación de artículos deportivos	Atributo no considerado en este año	Atributo no considerado en este año	BBS BAJA, S. DE R.L. DE C.V.,BBS BAJA	BAJA CALIFORNIA	"32°28'26"""	Tijuana	"117°2'20"""	Tijuana	BBAA60200411	20088 	 		339920	Articulos y productos compuestos de diferentes materiales	Produccion de articulos y aparatos deportivos		
FABRICACIÓN DE ARTÍCULOS DE ALUMINIO TIPO PEWTER	Atributo no considerado en este año	2014	Calle Guadalupe Victoria	LJ	52740	Pueblo CENTRO OCOYOACAC	Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	BEATRIZ BALL COLLECTION SA DE CV,	MEXICO	"19°16'5"""	Ocoyoacac	"99°27'56"""	Ocoyoacac	BBC1506200021	SIN NUMERO 	 		331310	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
ELABORACIÓN Y DISTRIBUCIÓN DE REFRESCOS EMBOTELLADOS CON GAS Y SIN GAS	Atributo no considerado en este año	2014	Carretera SM 111 L21 CARR MERIDA PTO JUAREZ	36	77539	Colonia ABC	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEPENSA BEBIDAS S.A. DE C.V.,BEPENSA BEBIDAS SA DE CV (SUCURSAL PLANTA CANCUN)	QUINTANA ROO	"21°7'7"""	Cancún	"86°56'28"""	Benito Juarez	BBEBT2300511	MZ 56 	 		312111	Bebidas y tabaco	Produccion de refrescos		
PRODUCCION, DISTRIBUCION Y C/VTA DE BEBIDAS CON GAS Y SIN GAS	Atributo no considerado en este año	2014	Avenida  KABAH	36	77516	Fraccionamiento VILLAS DEL MAR	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEPENSA BEBIDAS S.A. DE C.V.,, SUCURSAL PLANTA NORTE	QUINTANA ROO	"21°11'56"""	Cancún	"86°52'31"""	Benito Juarez	BBEKE2300511	MZ 11 SM 248	 		312111	Bebidas y tabaco	Produccion de refrescos		
FABRICACION Y ENSAMBLE DE BOTES A BASE DE RESINA Y FIBRA DE VIDRIO	Atributo no considerado en este año	2014	Avenida AV. EL PUENTE	9N	88783		Fabricación de embarcaciones	Atributo no considerado en este año	Atributo no considerado en este año	BRUNSWICK COMPAÑIAS DE MEXICO, S.A DE C.V.,	TAMAULIPAS	"26°1'9"""	Reynosa	"98°11'0"""	Reynosa	BCM6E2803212	S/N 	 	PARQUE INDUSTRIAL EL PUENTE (MANIMEX)	336610	Automotriz	Produccion de embarcaciones		
PRODUCCIÓN DE PARTES PARA EL SISTEMA DE FRENOS AUTOMOTRIZ	Atributo no considerado en este año	2014	Carretera  PRESA LA AMISTAD KM6 MAS 500	9L	26220		Fabricación de partes de sistemas de frenos para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	BENDIX CVS DE MEXICO S.A. DE C.V.,BENDIX CVS DE MÉXICO S.A DE C.V.	COAHUILA	"29°20'39"""	Ciudad Acuña	"101°0'15"""	Acuna	BCM9L0500211	SN 	SN 	PARQUE INDUSTRIAL LA AMISTAD	336340	Automotriz	Produccion de partes para el sistema de frenos automotriz		
FABRICACIÓN DE PARTES PARA SISTEMAS DE FRENOS DE VEHÍCULOS AUTOMITRICES	Atributo no considerado en este año	2014	Carretera  PRESA LA AMISTAD KM 6 + 500	9L	26220		Fabricación de partes de sistemas de frenos para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	BENDIX CVS DE MEXICO S.A. DE C.V.,BENDIX CVS DE MEXICO S.A DE C.V.	COAHUILA	"29°20'30"""	Ciudad Acuña	"100°59'26"""	Acuna	BCM9L0500212	KM 6 MAS 500 	 	PARQUE INDUSTRIAL LA AMISTAD	336340	Automotriz	Produccion de partes para el sistema de frenos automotriz		
FABRICACIÓN DE OTROS PRODUCTOS METALICOS	Atributo no considerado en este año	2014	Circuito Siglo Xxi	81	21254		Fabricación de herrajes y cerraduras	Atributo no considerado en este año	Atributo no considerado en este año	SPECTRUM BRANDS HHI MEXICO, S. DE R.L. DE C.V.,  PLANTA K2	BAJA CALIFORNIA	"32°38'48"""	Mexicali	"115°24'43"""	Mexicali	B&D0200200356	1991 	 	PARQUE INDUSTRIAL EX-XXI	332510	Articulos y productos metalicos	Produccion de cerraduras, candados y llaves		
Manufactura y Ensamble de Herramientas Eléctricas.	Atributo no considerado en este año	2014	Calle AV. LOS ENCINOS, LOTE 1 MZNA 1	91	88718	Colonia PARQUE INDUSTRIAL VILLA FLORIDA	Fabricación de otra maquinaria y equipo para la industria en general	Atributo no considerado en este año	Atributo no considerado en este año	BLACK &AMP; DECKER DE REYNOSA S DE RL DE CV,BLACK & DECKER DE REYNOSA S DE RL DE CV	TAMAULIPAS	"26°3'53"""	Reynosa	"98°22'4"""	Reynosa	B&D8L2803211	SN 	 		333999	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
FABRICACIÓN DE NEUMÁTICOS RADIALES	Atributo no considerado en este año	2014	Calle AUTOPISTA MEXICO-ACAPULCO K.M 87.5	6B	62370	Colonia RICARDO FLORES MAGON	Fabricación de llantas y cámaras	Atributo no considerado en este año	Atributo no considerado en este año	BRIDGESTONE DE MÉXICO, S.A. DE C.V.,BRIDGESTONE	MORELOS	"18°56'8"""	Cuernavaca	"99°11'22"""	Cuernavaca	BFM6B1700711	ND 	ND 		326211	Automotriz	Produccion de llantas y camaras nuevas		
Granja porcina	Atributo no considerado en este año	2014	Camino  A Colonia Joaquín Miguel Gutiérrez	1M	30486	Ninguno Km 3  sobre el camino a la Colonia Joaquín Miguel Gutiérrez	Explotación de porcinos en granja	Atributo no considerado en este año	Atributo no considerado en este año	BUENAVENTURA GRUPO PECUARIO, S.A. DE C.V.,GRANJA SHALATENCO	CHIAPAS	"16°20'44"""	Villaflores	"93°21'14"""	Villaflores	BGP0710800014	ND 	ND 		112211	Alimenticio y/o de consumo humano	Matanza de ganado y aves		
MANTENIMIENTO Y REPARACION DE HERRAMIENTAS, ASI COMO ASESORIA TECNICA PARA EL SECTOR PETRO	Atributo no considerado en este año	2014	Carretera  CARMEN-PUERTO REAL KM 14+200	K9	24119	Ninguno CIUDAD DEL CARMEN (CIUDAD DEL CARMEN)	Reparación y mantenimiento de maquinaria y equipo industrial	Atributo no considerado en este año	Atributo no considerado en este año	BAKER HUGHES OPERATIONS MEXICO, S.A. DE C.V.,BAKER HUGHES OPERATIONS MEXICO SA DE CV	CAMPECHE	"18°42'34"""	Ciudad del Carmen	"91°40'37"""	Carmen	BHO0400300015	S/N. 	 		811312	Otros	Reparacion y mantenimiento de maquinaria y equipo pesado		
FABRICACION DE TUBOS DE ACERO INOXIDABLE PARA USO MEDICO (CÁNULA)	Atributo no considerado en este año	2014	Calle AV.AGROINDUSTRIAL	7J	79526	Colonia LOGISTIK	Fabricación de material desechable de uso médico	Atributo no considerado en este año	Atributo no considerado en este año	BD HOLDING S DE RL DE CV,BD HOLDING, S DE R.L DE C.V.	SAN LUIS POTOSI	"21°58'24"""	Laguna de San Vicente	"100°53'19"""	Villa de Reyes	BHO7J2405011	104 	 		339112	Metalurgica (incluye la siderurgica)	Produccion de tubos y postes de hierro y acero		
REPARACION Y RECONSTRUCCION DE MARCHAS, ALTERNADORES Y OTROS PRODUCTOS AUTOMOTRICES	Atributo no considerado en este año	2014	Calle MIKE ALLEN	KE	88788		Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	BBB INDUSTRIES DE MEXICO S DE RL DE CV,	TAMAULIPAS	"26°0'27"""	Reynosa	"98°12'59"""	Reynosa	BIMKE2803211	1370 SN	 	PARQUE INDUSTRIAL DEL NORTE	811111	Otros	Reparacion y mantenimiento automotriz		
ELABORACIÓN, DISTRIBUCIÓN Y COMERCIALIZACIÓN DE PAN Y PRODUCTOS ALIMENTICIOS EN GENERAL	Atributo no considerado en este año	2014	Calle AV. DE LAS INDUSTRIAS	2A	50246	Colonia SAN LORENZO TETLIXTAC	Panificación industrial	Atributo no considerado en este año	Atributo no considerado en este año	BIMBO, S. A. DE C. V. PLANTA TOLUCA,	MEXICO	"19°17'46"""	Toluca de Lerdo	"99°34'13"""	Toluca	BIM2A1510612	MZA. 2 	LOTE E 		311811	Alimenticio y/o de consumo humano	Panaderias		
Fabricación, distribución, venta de pan, pastelillos, bizcochos(productos de panificación)	Atributo no considerado en este año	2014	Calle ANTIGUO CAMINO A APODACA	2A	66490	Colonia PEÑA GUERRA	Panificación industrial	Atributo no considerado en este año	Atributo no considerado en este año	BIMBO, S. A. DE C. V.,PLANTA MARINELA MONTERREY	NUEVO LEON	"25°43'21"""	San Nicolás de los Garza	"100°15'29"""	San Nicolas de los Garza	BIM2A1904612	203 	 		311811	Alimenticio y/o de consumo humano	Panaderias		
Elaboracion  y comercializacion de pan	Atributo no considerado en este año	2014	Calle EJE 128	2A	78395		Panificación industrial	Atributo no considerado en este año	Atributo no considerado en este año	BIMBO, S. A. DE C. V.,BIMBO SA DE CV	SAN LUIS POTOSI	"22°4'55"""	San Luis Potosí	"101°3'18"""	San Luis Potosi	BIM2A2402811	135 	 	ZONA INDUSTRIAL	311811	Alimenticio y/o de consumo humano	Panaderias		
PRODUCCIÓN DE PELÍCULA PLASTICA (POLIPROPILENO BIORENTADO	Atributo no considerado en este año	2014	Calle BLVD.DE LOS RIOS	ZA	89608	Colonia PUERTO INDUSTRIAL	Fabricación de bolsas y películas de plástico flexible	Atributo no considerado en este año	Atributo no considerado en este año	BIOFILM SA,	TAMAULIPAS	"22°27'3"""	Altamira	"97°53'43"""	Altamira	BIO602800311	9040 	 		326110	Articulos y productos plasticos	Produccion de telas y laminados plasticos		
PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS	Atributo no considerado en este año	2014	Calle MAIZ	5T	16090	Colonia BARRIO XALTOCAN	Fabricación de preparaciones farmacéuticas	Atributo no considerado en este año	Atributo no considerado en este año	BOEHRINGER INGELHEIM PROMECO S.A DE C.V.,BOEHRINGER INGELHEIM	DISTRITO FEDERAL	"19°15'13"""	Xochimilco	"99°6'41"""	Xochimilco	BIP5T0901311	49 	. 		325412	Quimica	Produccion de farmaceuticos y medicamentos		
ARRENDAMIENTO DE PLATAFORMAS DE PERFORACIÓN MARINA	Atributo no considerado en este año	2014	Carretera KM 13.8  CARMEN-PUERTO REAL	K9	24157	Fraccionamiento 18 DE MARZO	Reparación y mantenimiento de maquinaria y equipo industrial	Atributo no considerado en este año	Atributo no considerado en este año	BLAKE INTERNATIONAL USA RIGS LLC,EQUIPO MODULAR BLAKE RIG 2001	CAMPECHE	"18°40'46"""	Ciudad del Carmen	"91°43'58"""	Carmen	BIU0400300065	35 	 		811312	Otros	Reparacion y mantenimiento de maquinaria y equipo pesado		
