actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
FABRICACION DE EXPLOSIVOS	Atributo no considerado en este año	2014	Carretera DOM. CONOCIDO, DINAMITA	62	35100	Colonia DINAMITA	Fabricación de explosivos	Atributo no considerado en este año	Atributo no considerado en este año	AUSTIN BACIS S.A. DE C.V.,AUSTIN BACIS	DURANGO	"25°43'6"""	Gómez Palacio	"103°38'46"""	Gomez Palacio	ABA621000711	SN 	 		325920	Quimica	Produccion de explosivos		
Servicios médicos y hospitalarios	Atributo no considerado en este año	2014	Calle CARLOS GRAEF FERANDEZ	HM	05300	Colonia TLAXALA SANTA FE	Hospitales del sector privado de otras especialidades médicas	Atributo no considerado en este año	Atributo no considerado en este año	THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC	DISTRITO FEDERAL	"19°21'24"""	San Lorenzo Acopilco	"99°16'59"""	Cuajimalpa de Morelos	ABCHM0900411	154 	 		622311	Servicios de salud y de asistencia	Hospitales		
Servicios médicos y hospitalarios	Atributo no considerado en este año	2014	Calle SUR  136	HM	01120	Colonia LAS AMERICAS	Hospitales del sector privado de otras especialidades médicas	Atributo no considerado en este año	Atributo no considerado en este año	THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC	DISTRITO FEDERAL	"19°24'0"""	Álvaro Obregón	"99°12'15"""	Alvaro Obregon	ABCHM0901021	116 	 		622311	Servicios de salud y de asistencia	Hospitales		
INDUSTRIA DEL ALUMINIO	Atributo no considerado en este año	2014	Calle KM. 16.432 CARRET. TIJ.-ENS.	ND	22563	Colonia SAN ANTONIO DE LOS BUENOS	Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO DE BAJA CALIFORNIA SA DE CV,	BAJA CALIFORNIA	"32°25'37"""	Pórticos de San Antonio	"117°3'21"""	Tijuana	ABC8A0200411	S/N 	S/N 		331310	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos		
PRODUCCIÓN DE PIGMENTOS Y COLORANTES 	Atributo no considerado en este año	2014	Calle CARRETERA QUERETARO-IRAPUATO	5J	38160	Colonia APASEO EL GRANDE CENTRO	Fabricación de pigmentos y colorantes sintéticos	Atributo no considerado en este año	Atributo no considerado en este año	ALCOSA BIOTEC SA DE CV,	GUANAJUATO	"20°32'36"""	Apaseo el Grande	"100°44'2"""	Apaseo el Grande	ABI5J1100511	KM. 36 	 		325130	Quimica	Produccion de colorantes y pigmentos		
FABRICACIÓN DE OTROS PRODUCTOS DE HIERRO Y ACERO DE MATERIAL COMPRADO	Atributo no considerado en este año	2014	Calle SEPTIMA AVENIDA	7X	66603	Colonia PARQUE INDUSTRIAL MONTERREY	Fabricación de otros productos de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ABINSA SA DE CV,ABINSA S.A DE C.V. AB STEEL PLANTA PUEBLO NUEVO	NUEVO LEON	"25°46'0"""	Ciudad Apodaca	"100°9'18"""	Apodaca	ABI861900611	150 	 		331220	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos		
PRODUCCION DE ACEITE Y GRASAS VEGETALES	Atributo no considerado en este año	2014	Boulevard BLVD. MIGUEL ALEMAN	MC	35000	Ciudad ZONA CENTRO	Elaboración de aceites y grasas vegetales comestibles	Atributo no considerado en este año	Atributo no considerado en este año	ADM BIO PRODUCTOS, S.A. DE C.V.,ADM BIO PRODUCTOS, S.A DE C.V.	DURANGO	"25°33'5"""	Gómez Palacio	"103°28'58"""	Gomez Palacio	ABPMC1000711	SN KM 11.40	 		311222	Quimica	Fabricacion de aceites y grasas alimenticias		
MOLDEO POR FUNDICION DE PIEZAS NO FERROSAS	Atributo no considerado en este año	2014	Calle PRIMERA	ND	25100	Colonia NAZARIO S ORTIZ GARZA	Moldeo por fundición de piezas metálicas no ferrosas	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO Y BRONCES DE SALTILLO, S.A. DE C.V.,	COAHUILA	"25°27'57"""	Saltillo	"100°59'52"""	Saltillo	ABS7T0503011	1000 	 		331520	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos		
ADMINISTRACION DE AEROPUERTOS Y HELIPUERTOS	Atributo no considerado en este año	2014	Carretera CANCUN-CHETUMAL APTO INTERNACIONAL DE CA	L7	77569	Aeropuerto CANCUN (INTERNACIONAL DE CANCUN)	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CANCUN SA DE CV,AEROPUERTO DE CANCUN	QUINTANA ROO	"21°2'26"""	Cancún	"86°52'28"""	Benito Juarez	ACARP2300511	KM 22 	 		488112	Otros	Servicios de administracion de aeropuertos y helipuertos		
PRODUCCIÓN DE LEVADURA PARA PANIFICACIÓN	Atributo no considerado en este año	2014	Carretera  LA TINAJA-CORDOBA	2A	94910	Colonia CUITLAHUAC CENTRO	Panificación industrial	Atributo no considerado en este año	Atributo no considerado en este año	AB CALSA S.A. DE C.V.,	VERACRUZ	"18°43'55"""	Cuitláhuac	"96°30'42"""	Cuitlahuac	ACAS73005311	KM 49 	 		311811	Alimenticio y/o de consumo humano	Panaderias		
Compra-Venta de vehículos nuevos, mantenimiento y refacciones	Atributo no considerado en este año	2014	Avenida CIRCUITO COLONIAS 	KE	97210	Fraccionamiento PEDREGALES DE TANLUM	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN CIRCUITO	YUCATAN	"20°59'52"""	Mérida	"89°37'37"""	Merida	ACA3105000082	S/N 	 		811111	Otros	Reparacion y mantenimiento automotriz		
COMPRA Y VENTA DE AUTOMÓVILES Y SERVICIO AUTOMOTRIZ	Atributo no considerado en este año	2014	Calle 7 POR 18 Y 20	KE	97130	Fraccionamiento ALTABRISA	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN ALTABRISA	YUCATAN	"21°1'23"""	Mérida	"89°34'37"""	Merida	ACA3105000083	411 	 		468111	Otros	Reparacion y mantenimiento automotriz		
FABRICACION Y VENTA DE CABLE DE ACERO MECANICO Y ELECTROMECANICO	Atributo no considerado en este año	2014	Calle MARGARITA MAZA DE JUAREZ	7I	07700	Colonia NUEVA INDUSTRIAL VALLEJO	Fabricación de cables de conducción eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CAMESA, S.A. DE C.V.,	DISTRITO FEDERAL	"19°30'32"""	Gustavo A. Madero	"99°9'0"""	Gustavo A. Madero	ACA910900511	154 	 		335920	Metalurgica (incluye la siderurgica)	Laminacion secundaria de hierro y acero		
ADMINISTRACIÓN DE RÉGIMEN DE PROPIEDAD EN CONDOMINIO	Atributo no considerado en este año	2014	Calle BLVD. COSTERO	3U	63732	Colonia CONDOMINIO MAESTRO LOS FLAMINGOS	Otros servicios relacionados con los servicios inmobiliarios	Atributo no considerado en este año	Atributo no considerado en este año	ASOCIACIÓN DE CONDÓMINOS DEL CONDOMINIO MAESTRO LOS FLAMINGOS, A.C.,CONDOMINIO MAESTRO LOS FLAMINGOS	NAYARIT	"20°44'17"""	Bucerías	"105°19'4"""	Bahia de Banderas	ACCUB1802011	900 SUR 	 		531319	Otros	Descarga de aguas residuales de servicios		
Laminación Primaria de Hierro y Acero	Atributo no considerado en este año	2014	Corredor Celaya- villagran	7F	38260	Colonia Rancho el Chinaco	Complejos siderúrgicos	Atributo no considerado en este año	Atributo no considerado en este año	ARCELORMITTAL CELAYA SA DE CV,ARCELORMITTAL CELAYA S.A. DE C.V.	GUANAJUATO	"20°30'56"""	Villagrán	"100°54'59"""	Villagran	ACE7F1104411	km 7.5	 		331111	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO	Atributo no considerado en este año	2014	Calle CAMINO A SAN PEDRO AHUACATLAN	7T	76800		Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ACERLAN S.A. DE C.V.,	QUERETARO	"20°25'15"""	San Juan del Río	"99°58'49"""	San Juan del Rio	ACE7T2201611	3 	 	Valle de Oro	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
Fabricación de arneses automotrices	Atributo no considerado en este año	2014	Boulevard Macario Gaxiola	91	81285		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S. DE R.L. DE C.V., PLANTA VII	SINALOA	"25°46'28"""	Los Mochis	"108°59'12"""	Ahome	ACE8V2500111	1001 Sur	 	Raúl Romanillo	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
Administración de Aeropuertos y Helipuertos 	Atributo no considerado en este año	2014	Boulevard JUAN PABLO II KM. 14	L7	31390	Colonia AEROPUERTO	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CHIHUAHUA S.A DE C.V,AEROPUERTO DE CHIHUAHUA	CHIHUAHUA	"28°42'8"""	Chihuahua	"105°57'47"""	Chihuahua	ACIRP0801911	S/N 	 		488112	Otros	Servicios de administracion de aeropuertos y helipuertos		
Administracion de Aeropuertos y Helipuertos	Atributo no considerado en este año	2014	Carretera PANAMERICANA	L7	32661	Colonia AEROPUERTO INFONAVIT	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CIUDAD JUAREZ S.A. DE C.V.,	CHIHUAHUA	"31°38'21"""	Juárez	"106°25'43"""	Juarez	ACJL70803711	KM 18.5 	 		488112	Otros	Servicios de administracion de aeropuertos y helipuertos		
RENTA Y VENTA DE EQUIPO Y MAQUINARIA PESADA	Atributo no considerado en este año	2014	Avenida Churubusco	B2	64560	Colonia VENUSTIANO CARRANZA	Alquiler de maquinaria y equipo agropecuario, pesquero y para la industria manufacturera	Atributo no considerado en este año	Atributo no considerado en este año	ATLAS COPCO MEXICANA S.A. DE C.V,ATLAS COPCO	NUEVO LEON	"25°41'30"""	Monterrey	"100°16'6"""	Monterrey	ACM1903900209	748 	 		532491	Otros	Alquiler, renta o venta de equipos,aparatos, instrumentos  y otros		
PRODUCCION Y DISTRIBUCION DE PRODUCTOS COSMETICOS 	Atributo no considerado en este año	2014	Calle GERRERO	N6	38090	Colonia RANCHO SECO	Fabricación de cosméticos, perfumes y otras preparaciones de tocador	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS MANUFACTURING S DE RL DE CV,AVON COMSMETICS MANUFACTURING S DE RL DE CV	GUANAJUATO	"20°29'8"""	Celaya	"100°48'4"""	Celaya	ACM3L1100711	149 	 		325620	Quimica	Produccion de perfumes, cosmeticos y similares a base de mezclas		
Compra venta de autos y camiones nuevos y usados servicio refacciones y accesorios	Atributo no considerado en este año	2014	Carretera AUTOPISTA MEXICO-PUEBLA	KE	72110	Exhacienda EXRANCHO MORATILLA	Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMÓVILES Y CAMIONES RIVERA S.A. DE C.V.,AUTOMÓVILES Y CAMIONES RIVERA S.A. DE C.V.	PUEBLA	"19°5'58"""	Heróica Puebla de Zaragoza	"98°13'58"""	Puebla	ACRKE2111411	7520 	 		468211	Otros	Reparacion y mantenimiento automotriz		
RECUBRIMIENTOS METALICOS GALVANOPLASTIA Y OTROS	Atributo no considerado en este año	2014	Calle HERMANOS ESCOBAR	8A	32649	Colonia PARQUE IND. OMEGA	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ALFA CRONOS SA DE CV,ALFA CRONOS S.A. DE C.V.	CHIHUAHUA	"31°44'52"""	Juárez	"106°25'5"""	Juarez	ACR7X0803711	7046 	8 9 Y 10 		332810	Quimica	Galvanoplastia		
PRESTACIÓN DE SERVICIOS AEROPORTUARIOS	Atributo no considerado en este año	2014	Carretera CARR. NAVOLATO KM. 4.5	L7	80130	Colonia BACHIGUALATO [80130]	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CULIACAN SA DE CV,	SINALOA	"24°45'53"""	Culiacán Rosales	"107°28'23"""	Culiacan	ACURP2500611	S/N 	 		488112	Otros	Servicios de administracion de aeropuertos y helipuertos		
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS	Atributo no considerado en este año	2014	Calle MARTIN MONGE	5H	58190	Colonia NUEVA VALLADOLID	Fabricación de otros productos químicos básicos orgánicos	Atributo no considerado en este año	Atributo no considerado en este año	ALKEMIN, S. DE R.L. DE C.V.,	MICHOACAN	"19°41'51"""	Morelia	"101°12'46"""	Morelia	ACV5H1605311	307 	 		325190	Quimica	Produccion de acidos organicos		
La producción, venta y almacenamiento de  resinas, formol, hexametilentetramina y paraform	Atributo no considerado en este año	2014	Calle CARRETERA TEXMELUCAN TLAXCALA	5Q	90120	Colonia CORREDOR INDUSTRIAL IXTACUIXTLA	Fabricación de resinas sintéticas	Atributo no considerado en este año	Atributo no considerado en este año	ADHESIVOS, S.A. DE C.V.,ADHESIVOS, S.A. DE C.V.	TLAXCALA	"19°18'39"""	Villa Mariano Matamoros	"98°23'38"""	Ixtacuixtla de Mariano Matamoros	ADH5G2901511	KM 6 MAS 5 	 		325211	Quimica	Produccion de resinas sinteticas		
FABRICACION DE HARINA Y BIODISEL	Atributo no considerado en este año	2014	Camino vecinal al ejido bajo Amacohite	25	29550	Ejido Bajo Amacohite	Elaboración de alimentos para animales	Atributo no considerado en este año	Atributo no considerado en este año	ACUAGRANJAS DOS LAGOS SA DE CV,ACUAGRANJA DOS LAGOS SA DE CV	CHIAPAS	"17°31'22"""	Ostuacán	"93°29'39"""	Ostuacan	ADLSE0706211	SN 	 		311110	Alimenticio y/o de consumo humano	Produccion de harinas		
Manufactura de componentes electronicos para la industria automotriz	Atributo no considerado en este año	2014	Calle PARQUE INDUSTRIAL EL SAUCITO	91	31620	Colonia EL SAUZ	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALTEC ELECTRONICA CHIHUAHUA S.A. DE C.V.,	CHIHUAHUA	"28°40'40"""	Chihuahua	"106°8'4"""	Chihuahua	AEC9M0801911	S/N NA	NA  NA		336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
Renta de energía temporal y aire acondicionado	Atributo no considerado en este año	2014	Calle CARRETERA COACALCO-TULTEPEC	B2	55717	Colonia LOS PERIODISTAS	Alquiler de maquinaria y equipo agropecuario, pesquero y para la industria manufacturera	Atributo no considerado en este año	Atributo no considerado en este año	AGGREKO ENERGY MEXICO S.A. DE C.V.,	MEXICO	"19°38'12"""	San Francisco Coacalco	"99°6'45"""	Coacalco de Berriozabal	AEMLS1502011	8 	 		532491	Otros	Alquiler, renta o venta de equipos,aparatos, instrumentos  y otros		
EXTRACCIÓN Y BENEFICIO DE MINERAL	Atributo no considerado en este año	2014	Calle CONOCIDO	12	33320	Colonia OCAMPO	Minería de oro	Atributo no considerado en este año	Atributo no considerado en este año	AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE	CHIHUAHUA	"28°16'23"""	Melchor Ocampo	"108°17'55"""	Ocampo	AEMSP0805111	S/N 	 		212221	Metalurgica (incluye la siderurgica)	Mineria de oro		
Extracción y beneficio de mineral	Atributo no considerado en este año	2014	Calle DOMICILIO CONOCIDO	12	33320	Colonia OCAMPO	Minería de oro	Atributo no considerado en este año	Atributo no considerado en este año	AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE MEXICO	CHIHUAHUA	"28°19'59"""	Melchor Ocampo	"108°20'57"""	Ocampo	AEMSP0805112	0 	 		212221	Metalurgica (incluye la siderurgica)	Mineria de oro		
Fabricacion de partes automotrices (frenos)	Atributo no considerado en este año	2014	Avenida JAVIER ROJO GOMEZ	9L	09360	Barrio SAN PEDRO	Fabricación de partes de sistemas de frenos para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	AUTO ELECTRICOS DE MÉXICO, S.A.P.I. DE C.V.,	DISTRITO FEDERAL	"19°21'55"""	Iztapalapa	"99°4'59"""	Iztapalapa	AEM0900700106	1201-A 	 		336340	Automotriz	Produccion de partes para el sistema de frenos automotriz		
Fabricación de forros (balatas) para frenos automotrices	Atributo no considerado en este año	2014	Carretera México - Texcoco Km. 19+500	9L	56400	Colonia Los Reyes Acaquilpan	Fabricación de partes de sistemas de frenos para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	AUTO ELÉCTRICOS DE MÉXICO, S.A.P.I. DE C.V., PLANTA LOS REYES	MEXICO	"19°21'13"""	Los Reyes Acaquilpan	"98°58'7"""	La Paz	AEM1507000029	- -	- -		336340	Automotriz	Produccion de partes para el sistema de frenos automotriz		
ENSAMBLE DE PARTES PARA LA INDUSTRIA AUTOMOTRIZ	Atributo no considerado en este año	2014	Calle AVE. INDUSTRIAL DEL NORTE	91	88730	Colonia PARQUE INDUSTRIAL DEL NORTE	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALCOM ELECTRONICOS DE MEXICO S.A DE C.V.,	TAMAULIPAS	"26°1'58"""	Reynosa	"98°21'52"""	Reynosa	AEM972803211	M5 	L1 		336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
CENTRO INTEGRAL DE MANEJO DE RESIDUOS PELIGROSOS	Atributo no considerado en este año	2014	Calle RANCHERIA ALVARADO 2 SECC.	M6	86291	Colonia ALVARADO 1A SECC [86291]	Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos	Atributo no considerado en este año	Atributo no considerado en este año	AMBIENTAL Y ENERGIA RACIONAL SA DE CV,AMBYER	TABASCO	"17°50'39"""	Playas del Rosario (Subteniente García)	"92°58'33"""	Centro	AERM62700411	sn 	 		562111	Tratamiento de residuos peligrosos	Centros integrales de manejo de residuos peligrosos		
TRANSPORTACION AEREA	Atributo no considerado en este año	2014	Calle CARRETERA CARMEN-PUERTO REAL S/N	TG	24190	Colonia FRANCISCO I. MADERO	Transporte aéreo no regular	Atributo no considerado en este año	Atributo no considerado en este año	AEROSERVICIOS ESPECIALIZADOS, S. A. DE C. V.,	CAMPECHE	"18°38'50"""	Ciudad del Carmen	"91°48'5"""	Carmen	AESL70400311	SN 	 		481210	Otros	Reparacion y mantenimiento de buques y aeronaves		
Elaboración de aceites y grasas Y vegetales comestibles 	Atributo no considerado en este año	2014	Calle AV EJE NORTE SUR	MC	58200	Colonia CIUDAD INDUSTRIAL	Elaboración de aceites y grasas vegetales comestibles	Atributo no considerado en este año	Atributo no considerado en este año	ACEITES ESPECIALES TH SA DE CV,ACEITES EPECIALE TH S.A. DE C.V.	MICHOACAN	"19°43'41"""	Morelia	"101°8'46"""	Morelia	AET1605300706	451 	 		311222	Quimica	Fabricacion de aceites y grasas alimenticias		
FUNDICION DE PIEZAS METALICAS FERROSAS	Atributo no considerado en este año	2014	Calle BLVD. INDUSTRIA DE LA TRANSFORMACION	7T	25900		Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	CATERPILLAR RAMOS ARIZPE S. DE R.L. DE C.V.,	COAHUILA	"25°33'31"""	Ramos Arizpe	"100°54'44"""	Ramos Arizpe	AFI7T0502711	3135 	 	RAMOS ARIZPE	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
Fundicion de aluminio	Atributo no considerado en este año	2014	Calle MONTES URALES	ND	37980		Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINICASTE FUNDICION DE MEXICO S DE RL DE CV,	GUANAJUATO	"21°3'50"""	San José Iturbide	"100°27'50"""	San Jose Iturbide	AFM1103200008	88 	 	Parque Industrial Opcion Los Nogales	331310	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos		
Ensamble de arneses electricos y/o electronicos	Atributo no considerado en este año	2014	Carretera  PRESA LA AMISTAD	91	26220		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	AEES MANUFACTURERA S DE RL DE CV,	COAHUILA	"29°20'36"""	Ciudad Acuña	"100°59'53"""	Acuna	AFM910500221	KM. 5.0 	 	PARQUE INDUSTRIAL AMISTAD	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
FABRICACION DE AUTOPARTES DE PLASTICO CON Y SIN REFORZAMIENTO	Atributo no considerado en este año	2014	Boulevard CARRETERA A  MATAMOROS ENTRONQUE CON MIELERAS LOTE 11 Y 12 	6E	27277		Fabricación de autopartes de plástico con y sin reforzamiento	Atributo no considerado en este año	Atributo no considerado en este año	AEES MANUFACTURERA S DE RL DE CV,	COAHUILA	"25°31'44"""	Torreón	"103°21'35"""	Torreon	AFM910503511	S/N 	S/N 	IND. LAS AMERICAS	326192	Articulos y productos plasticos	Fabricacion de productos y articulos de plastico		
Manufactura y Ensamble de Arneses y Componentes Electrónicos Automotrices	Atributo no considerado en este año	2014	Calle FRESNEL	91	32470	Colonia PARQUE IND. A.J. BERMUDEZ	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	AEES MANUFACTURERA S DE RL DE CV,	CHIHUAHUA	"31°43'28"""	Juárez	"106°23'45"""	Juarez	AFM910803713	7650 	 		336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
