actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
GRANJA PORCICOLA	Atributo no considerado en este año	2022	Camino 7.0 KM AL NORESTE DEL KM 9+000 DE LA CARRETERA VALLADOLID-CHEMAX	1M	97794	Pueblo YALCOBA	Explotación de porcinos en granja	Atributo no considerado en este año	Atributo no considerado en este año	JUSTINA ANSELMA ABASCAL ALMADA,GRANJA PORCICOLA YALCOBA SITIO 3	Yucatán	"20°41'27"""	YALCOBA	"88°3'43"""	Valladolid	AAA3110200079	SN 	SN 		112211	Alimenticio y/o de consumo humano	Matanza de ganado y aves	389389.4295	2288304.2371
COMPRA VENTA DE AUTOMÓVILES NUEVOS Y USADOS CON SERVICIO AUTOMOTRIZ 	Atributo no considerado en este año	2022	Boulevard  PUERTO AEREO	KE	15700	Colonia FEDERAL	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPLASA AEROPUERTO SA DE CV,	Ciudad de México	"19°25'30"""	VENUSTIANO CARRANZA	"99°5'35"""	Venustiano Carranza	AAE0901700310	141 	 		468111	Otros	Reparacion y mantenimiento automotriz	490224.004	2147859.0763
MAQUILA DE GALVANOPLASTIA	Atributo no considerado en este año	2022	Calle  10a	8A	44440	Colonia FERROCARRIL	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	JESUS ALVARADO GARCIA,TALLER DEL SR. JESUS ALVARADO	Jalisco	"20°38'33"""	GUADALAJARA	"103°20'57"""	Guadalajara	AAG1403901019	2083 	 		332810	Quimica	Galvanoplastia	671986.3405	2283474.4223
FUNDICIÓN Y LAMINACIÓN DE ALUMINIO	Atributo no considerado en este año	2022	Calle BENJAMIN FRANKLIN	LJ	54730	Colonia CONJUNTO IND. LA JOYA	Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	ALMEXA ALUMINIO SA DE CV,	México	"19°38'20"""	CUAUTITLAN IZCALLI	"99°12'24"""	Cuautitlán Izcalli	AAL1512102650	9 	 		331310	Cemento y Cal	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos	478326.458	2171540.3221
TRANSFORMACIÓN DE ALUMINIO	Atributo no considerado en este año	2022	Calle VIA MORELOS	7Q	55400	Colonia STA. MARIA TULPETLAC	Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	ALMEXA ALUMINIO SA DE CV,	México	"19°33'24"""	ECATEPEC DE MORELOS	"99°3'0"""	Ecatepec de Morelos	AAL7Q1503321	347 	 		331310	Metalurgica (incluye la siderurgica)	Afinacion y laminacion de aluminio	494746.4971	2162444.2738
AFINACIÓN Y LAMINACION DE ALUMINIO (INCLUYE FUNDICION, EXTRUSION O ESTIRAJE)	Atributo no considerado en este año	2022	Calle AV. DOS	7Q	54900	Colonia FRACC. INDUSTRIAL CARTAGENA	Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	AZINSA ALUMINIO, S.A.P.I. DE C.V.,	México	"19°38'34"""	TULTITLAN DE MARIANO ESCOBEDO	"99°9'9"""	Tultitlán	AAL7Q1510911	4 	 		331310	Metalurgica (incluye la siderurgica)	Afinacion y laminacion de aluminio	483998.7598	2171967.9268
Fabricación de Partes de Aluminio para Motores y Transmisiones	Atributo no considerado en este año	2022	Avenida  DE MINERAL DE VALENCIANA	9M	36275		Moldeo por fundición de piezas metálicas no ferrosas	Atributo no considerado en este año	Atributo no considerado en este año	ASAHI ALUMINIUM MEXICO, S.A. DE C.V.,ASAHI	Guanajuato	"21°0'45"""	SILAO DE LA VICTORIA	"101°28'39"""	Silao de la Victoria	AAM1103700017	140 	 	PUERTO INTERIOR	331520	Automotriz	Produccion de otras auto partes	242476.2698	2325538.4811
LAMINACIÓN DE VARILLA Y SIMILARES	Atributo no considerado en este año	2022	Calle Seminario	7I	56576	Colonia SAN JUAN TLALPIZAHUAC	Complejos siderúrgicos	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS AMERICA S.A. DE C.V.,	México	"19°19'51"""	IXTAPALUCA	"98°56'58"""	Ixtapaluca	AAM1503900040	3 	 		331111	Metalurgica (incluye la siderurgica)	Laminacion secundaria de hierro y acero	505305.747	2137438.0757
Manufactura y venta de partes automotrices	Atributo no considerado en este año	2022	Calle CIRCUITO SAN MIGUELITO PONIENTE	9I	78423	Colonia CIUDAD SATELITE	Fabricación de motores y sus partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	AISAN AUTOPARTES MÉXICO, S.A. DE C.V.,	San Luis Potosí	"22°7'16"""	SAN LUIS POTOSI	"100°48'48"""	San Luis Potosí	AAM2402800314	106 	 		336310	Automotriz	Produccion de motores automotrices a gasolina y diesel	312936.8919	2447357.0094
Producción, Manufactura y Ensamble de Productos de Interconexion y de todas clases de Arti	Atributo no considerado en este año	2022	Boulevard ANTONIO QUIROGA	91	83210		Fabricación de componentes electrónicos	Atributo no considerado en este año	Atributo no considerado en este año	AMP AMERMEX SA DE CV,AMP AMERMEX, S.A. DE C.V. PLANTA QUIROGA	Sonora	"29°5'53"""	HERMOSILLO	"111°1'24"""	Hermosillo	AAM2603000075	22 	 	EL LLANO	334410	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	497722.1676	3218864.3483
COMERCIALIZADORA DE EJES Y AUTOPARTES	Atributo no considerado en este año	2022	Calle AVENIDA DE LOS COMERCIANTES	9M	36100	Colonia PARQUE INDUSTRIAL FIPASI	Fabricación de partes de sistemas de transmisión para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	AMERICAN AXLE & MANUFACTURING DE MEXICO S DE RL DE CV,AMERICAN AXLE & MANUFACTURING DE MEXICO	Guanajuato	"20°53'24"""	SILAO DE LA VICTORIA	"101°21'34"""	Silao de la Victoria	AAM9M1103711	1300 	 		336350	Automotriz	Produccion de otras auto partes	254545.9119	2311788.66
FABRICACION Y COMERCIALIZACION DE CERRADURAS	Atributo no considerado en este año	2022	Periférico Anillo Periferico Sur	81	45601	Colonia SANTA MARIA TEQUEPEXPAN	Fabricación de herrajes y cerraduras	Atributo no considerado en este año	Atributo no considerado en este año	ASSA ABLOY OCCIDENTE, SA DE CV,	Jalisco	"20°36'34"""	TLAQUEPAQUE	"103°24'8"""	San Pedro Tlaquepaque	AAO1409800253	7980 	EDIFICIO 2B 		332510	Cemento y Cal	Produccion de cerraduras, candados y llaves	666492.136	2279753.1929
Comercio al por menor de automóviles y camionetas nuevos / Servicio de mantto. automotriz	Atributo no considerado en este año	2022	Avenida Gomez Morin	KE	66273	Colonia Villas de Aragon	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	ALIANZA AUTOMOTRIZ RIVERO S.A. DE C.V.,RIVERO GOMEZ MORIN	Nuevo León	"25°38'46"""	SAN PEDRO GARZA GARCIA	"100°21'34"""	San Pedro Garza García	AARKE1901911	402 	12A 		468111	Otros	Reparacion y mantenimiento automotriz	363513.1086	2837197.5503
Comercio al por menor de automóviles y camionetas nuevos / Servicio de mantto. Automotriz	Atributo no considerado en este año	2022	Calzada  DEL VALLE	KE	66220	Colonia DEL VALLE	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	ACCESO AUTOMOTRIZ SA DE CV,AUDI CALZADA DEL VALLE	Nuevo León	"25°39'21"""	SAN PEDRO GARZA GARCIA	"100°21'59"""	San Pedro Garza García	AAUEE1901911	340 OTE 	 		468111	Otros	Reparacion y mantenimiento automotriz	362826.2733	2838279.078
Comercio al por menor de automóviles y camionetas nuevos / Servicio de mantto. Automotriz	Atributo no considerado en este año	2022	Avenida JOSE VASCONCELOS	KE	66236	Colonia JARDINES DE MIRASIERRA	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	ACCESO AUTOMOTRIZ SA DE CV,AUDI VASCONCELOS	Nuevo León	"25°39'24"""	SAN PEDRO GARZA GARCIA	"100°23'21"""	San Pedro Garza García	AAU1901900044	1552 	 		468111	Otros	Reparacion y mantenimiento automotriz	360555.6658	2838396.4318
FABRICACION DE AUTOMOVILES Y CAMIONETAS	Atributo no considerado en este año	2022	Boulevard Q5	9G	75012		Fabricación de automóviles y camionetas	Atributo no considerado en este año	Atributo no considerado en este año	AUDI MEXICO, S.A DE C.V.,AUDI AUTOMOTIVE	Puebla	"19°13'2"""	SAN JOSE CHIAPA	"97°45'8"""	San José Chiapa	AAU2112800014	1 	 	SAN JOSE  CHIAPA	336110	Automotriz	Produccion de automoviles, camiones, tractocamiones y similares	631151.4602	2125346.2759
Cría y engorda de cerdos y borregos en granja	Atributo no considerado en este año	2022	Carretera KM3+100 DE LA  KINCHIL-CELESTUN	1M	97360	Ninguno NINGUNO	Explotación de porcinos en granja	Atributo no considerado en este año	Atributo no considerado en este año	ADMINISTRACION AGROPECUARIA DE YUCATAN, S.P.R. DE R.L. DE C.V.,GRANJA SANTA MARIA 1	Yucatán	"20°54'12"""	KINCHIL	"89°59'3"""	Kinchil	AAY3104400003	S/N 	 		112211	Alimenticio y/o de consumo humano	Matanza de ganado y aves	189544.4284	2314352.9247
VENTA DE AUTOMÓVILES Y TALLER AUTOMOTRIZ	Atributo no considerado en este año	2022	Calle AV. DE LAS GRANJAS	KE	02530	Colonia BARRIO JAGUEY	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	ANGAR AZCAPOTZALCO S.A. DE C.V.,ANGAR AZCAPOTZALCO	Ciudad de México	"19°29'1"""	AZCAPOTZALCO	"99°10'27"""	Azcapotzalco	AAZEE0900211	NO.473 	 		468111	Otros	Reparacion y mantenimiento automotriz	481717.006	2154350.8162
PRODUCCIÓN DE FERTILIZANTES QUIMICOS	Atributo no considerado en este año	2022	Calle Sin Numero	5N	60950		Fabricación de fertilizantes	Atributo no considerado en este año	Atributo no considerado en este año	AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V.	Michoacán de Ocampo	"17°55'20"""	CIUDAD LAZARO CARDENAS	"102°10'39"""	Lázaro Cárdenas	ABA1605200103	SIN NUMERO 	SIN NUMERO 	CENTRO	325310	Quimica	Produccion de fertilizantes quimicos	799017.2929	1983869.6107
FABRICACION DE EXPLOSIVOS	Atributo no considerado en este año	2022	Camino DOM. CONOCIDO, DINAMITA	62	35100	Ejido DINAMITA	Fabricación de explosivos	Atributo no considerado en este año	Atributo no considerado en este año	AUSTIN BACIS S.A. DE C.V.,AUSTIN BACIS	Durango	"25°43'6"""	GOMEZ PALACIO	"103°38'46"""	Gómez Palacio	ABA621000711	SN 	 		325920	Quimica	Produccion de explosivos	635820.9142	2845202.2087
Servicios médicos y hospitalarios	Atributo no considerado en este año	2022	Calle CARLOS GRAEF FERANDEZ	HM	05300	Colonia TLAXALA SANTA FE	Hospitales del sector privado de otras especialidades médicas	Atributo no considerado en este año	Atributo no considerado en este año	THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC	Ciudad de México	"19°21'24"""	CUAJIMALPA DE MORELOS	"99°16'59"""	Cuajimalpa de Morelos	ABCHM0900411	154 	 		622311	Servicios de salud y de asistencia	Hospitales	470268.7949	2140333.0675
Servicios médicos y hospitalarios	Atributo no considerado en este año	2022	Calle SUR  136	HM	01120	Colonia LAS AMERICAS	Hospitales generales del sector privado	Atributo no considerado en este año	Atributo no considerado en este año	THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC	Ciudad de México	"19°24'0"""	ALVARO OBREGON	"99°12'15"""	Álvaro Obregón	ABCHM0901021	116 	 		622111	Servicios de salud y de asistencia	Hospitales	478549.0421	2145130.6186
Centro de acopio, valorizacion y reciclaje de metales no ferrosos	Atributo no considerado en este año	2022	Carretera  TIJUANA-ROSARITO	ND	22114	Colonia SAN ANTONIO	Moldeo por fundición de piezas metálicas no ferrosas	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO DE BAJA CALIFORNIA SA DE CV,ALUMINIO DE BAJA CALIFORNIA PLANTA TRANSFORMADORA	Baja California	"32°25'27"""	TIJUANA	"117°2'3"""	Tijuana	ABC0200402352	14040 	 		331520	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos	496783.8089	3587477.0156
Elaboración de otros alimentos	Atributo no considerado en este año	2022	Calle RET.PABLO NERUDA	1P	31109		Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles	Atributo no considerado en este año	Atributo no considerado en este año	AMERICAN BEEF, S.A. DE C.V.,	Chihuahua	"28°43'6"""	CHIHUAHUA	"106°7'37"""	Chihuahua	ABE1Z0801911	107 	 	COMPLEJO INDUSTRIAL CHIHUAHUA	311613	Alimenticio y/o de consumo humano	Produccion de embutidos y conservas de carnes	389917.4402	3177305.1613
PRODUCCIÓN DE PIGMENTOS Y COLORANTES 	Atributo no considerado en este año	2022	Carretera Autopista 45 Querétaro-Irapuato 	5J	38180		Fabricación de pigmentos y colorantes sintéticos	Atributo no considerado en este año	Atributo no considerado en este año	ALCOSA BIOTEC SA DE CV,	Guanajuato	"20°32'42"""	APASEO EL GRANDE	"100°44'10"""	Apaseo el Grande	ABI5J1100511	KM.36 sin numero	 	APASEO EL GRANDE GUANAJUATO 	325130	Quimica	Produccion de colorantes y pigmentos	319004.7963	2272758.5099
ENSAMBLE Y PINTURA DE COMPONENTES Y SISSTEMAS DE ILUMINACIÓN	Atributo no considerado en este año	2022	Calle URANIO	92	67205		Fabricación de focos	Atributo no considerado en este año	Atributo no considerado en este año	ACUITY BRANDS LIGHTING DE MEXICO S DE RL DE CV,ACUITY BRANDS LIGHTING DE MÉXICO, S. DE R.L. DE C.V.	Nuevo León	"25°39'57"""	LAS ESCOBAS	"100°9'15"""	Guadalupe	ABL1902600106	704 	 	PARQUE KALOS DE GUADALUPE	335110	Equipos y articulos electronicos, electricos y domesticos	Produccion de focos y tubos de iluminacion	384151.6988	2839210.2649
ENSAMBLE Y COMERCIALIZACIÓN DE LUMINARIAS Y COMPONENTES 	Atributo no considerado en este año	2022	Calle AV. DE LOS PARQUES	92	66445	Colonia FRACC. INDUSTRIAL LOS PARQUES	Fabricación de focos	Atributo no considerado en este año	Atributo no considerado en este año	ACUITY BRANDS LIGHTING DE MEXICO S DE RL DE CV, PLANTA MEZQUITAL,ACUITY BRANDS LIGHTING DE MÉXICO, S.A. DE C.V.	Nuevo León	"25°44'46"""	SAN NICOLAS DE LOS GARZA	"100°14'21"""	San Nicolás de los Garza	ABL911904611	320 	 		335110	Equipos y articulos electronicos, electricos y domesticos	Produccion de focos y tubos de iluminacion	375705.0143	2848173.6303
FABRICACIÓN Y ENSAMBLE DE LUMINARIA	Atributo no considerado en este año	2022	Calle AVENIDA LA SILLA	92	67193		Fabricación de focos	Atributo no considerado en este año	Atributo no considerado en este año	ACUITY BRANDS LIGHTING DE MEXICO S DE RL DE CV,ACUITY BRANDS LIGHTING DE MÉXICO	Nuevo León	"25°41'37"""	GUADALUPE	"100°9'5"""	Guadalupe	ABL921902611	7711 	 	PARQUE INDUSTRIAL LA SILLA	335110	Equipos y articulos electronicos, electricos y domesticos	Produccion de focos y tubos de iluminacion	384453.463	2842271.1547
PRODUCCION DE ACEITE Y GRASAS VEGETALES	Atributo no considerado en este año	2022	Boulevard BLVD. MIGUEL ALEMAN	MC	35000	Ciudad ZONA CENTRO	Elaboración de aceites y grasas vegetales comestibles	Atributo no considerado en este año	Atributo no considerado en este año	ADM BIO PRODUCTOS, S.A. DE C.V.,ADM BIO PRODUCTOS, S.A DE C.V.	Durango	"25°33'13"""	GOMEZ PALACIO	"103°28'58"""	Gómez Palacio	ABPMC1000711	SN KM 11.40	 		311222	Quimica	Fabricacion de aceites y grasas alimenticias	652397.6267	2827132.419
PRODUCCIÓN DE LEVADURA PARA PANIFICACIÓN	Atributo no considerado en este año	2022	Carretera  CARR. FEDERAL IZUCAR -ATENCINGO 	2A	74590	Colonia ATZALA	Elaboración de levadura	Atributo no considerado en este año	Atributo no considerado en este año	AB CALSA S.A. DE C.V.,	Puebla	"18°32'39"""	ATZALA	"98°33'11"""	Atzala	ACABF2102111	S/N 	 		311992	Alimenticio y/o de consumo humano	Panaderias	547151.5808	2050450.2697
VENTA DE AUTOMOVILES Y REFACCIONES Y SERVICIO DE MANTTO. AUTOMOTRIZ	Atributo no considerado en este año	2022	Calle ALFONSO  REYES	EE	64500	Colonia DEL NORTE	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOVILES Y CAMIONES, S.A. DE C.V.,	Nuevo León	"25°42'29"""	MONTERREY	"100°18'48"""	Monterrey	ACAKE1903911	3635 	 		811111	Otros	Centros distribuidores de autotransportes 	368207.251	2844010.8106
ADMINISTRACIÓN DE AEROPUERTOS Y HELIPUERTOS	Atributo no considerado en este año	2022	Carretera  CANCUN CHETUMAL	L7	77569	Colonia AEROPUERTO CANCUN (INTERNACIONAL DE CANCUN)	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CANCUN,	Quintana Roo	"21°2'24"""	CANCUN	"86°52'21"""	Benito Juárez	ACARP2300511	KM 22 	 		488112	Otros	Servicios de administracion de aeropuertos y helipuertos	513223.3439	2326600.0324
PRODUCCIÓN DE LEVADURA PARA PANIFICACIÓN	Atributo no considerado en este año	2022	Carretera  LA TINAJA-CORDOBA	2A	94910	Rancho El limón	Panificación industrial	Atributo no considerado en este año	Atributo no considerado en este año	AB CALSA S.A. DE C.V.,	Veracruz de Ignacio de la Llave	"18°44'36"""	CUITLAHUAC	"96°33'20"""	Cuitláhuac	ACAS73005311	KM 49 	 		311811	Alimenticio y/o de consumo humano	Panaderias	757728.3899	2074201.9749
Comercio de automoviles y camionetas nuevas, mantenimiento , refaccciones 	Atributo no considerado en este año	2022	Boulevard LUIS DONALDO COLOSIO, LOTE 1 MZA 5 SUPERMANZANA 310	KE	77500	Supermanzana SUPERMANZANA 310	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN CANCUN	Quintana Roo	"21°6'29"""	CANCUN	"86°50'23"""	Benito Juárez	ACA2300500033	SMZA 310 MZA 5 LOTE 1 	 		468111	Otros	Reparacion y mantenimiento automotriz	516628.5616	2334117.9359
CAPACITACIÓN, TRATAMIENTO Y SUMINISTRO DE AGUA PARA USO DOMESTICO	Atributo no considerado en este año	2022	Calle Mojarra	UB	94299	Fracción COSTA DE ORO	Captación, tratamiento y suministro de agua realizados por el sector privado	Atributo no considerado en este año	Atributo no considerado en este año	COMPA¿ÍA DE AGUA DEL MUNICIPIO DE BOCA DEL RIO S.A.P.I DE C. V,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES COSTA DE ORO	Veracruz de Ignacio de la Llave	"19°9'9"""	VERACRUZ	"96°5'52"""	Boca del Río	ACA3002800384	SN 	 		222112	Otros	Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot	805274.2945	2120251.1551
Comercio de Automóviles y Camionetas nuevas, Mantenimiento, Refacciones , Accesorios	Atributo no considerado en este año	2022	Avenida CIRCUITO COLONIAS 	KE	97210	Fraccionamiento PEDREGALES DE TANLUM	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN CIRCUITO	Yucatán	"20°59'52"""	MERIDA	"89°37'37"""	Mérida	ACA3105000082	S/N 	 		468111	Otros	Reparacion y mantenimiento automotriz	226896.3504	2324151.776
COMERCIO DE AUTOMOVILES Y CAMIONETAS NUEVAS, MANTENIMIENTO Y REFACCIONES	Atributo no considerado en este año	2022	Calle 7 POR 18 Y 20	KE	97130	Fraccionamiento ALTABRISA	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN ALTABRISA	Yucatán	"21°1'23"""	MERIDA	"89°34'37"""	Mérida	ACA3105000083	411 	 		468111	Otros	Reparacion y mantenimiento automotriz	232145.8161	2326867.7762
Comercio de Automóviles y Camionetas nuevas, Mantenimiento, Refacciones , Accesorios	Atributo no considerado en este año	2022	Calle CARRETERA PROGRESO KM. 9.5	KE	97110	Colonia UNIDAD HABITACIONAL REVOLUCION I (CORDEMEX)	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN NORTE	Yucatán	"21°3'7"""	MERIDA	"89°37'53"""	Mérida	ACA3105000380	S/N 	 		468111	Otros	Reparacion y mantenimiento automotriz	226521.5333	2330170.3182
ADMINISTRACIÓN DE RÉGIMEN DE PROPIEDAD EN CONDOMINIO	Atributo no considerado en este año	2022	Calle BLVD. COSTERO	S7	63732	Colonia CONDOMINIO MAESTRO LOS FLAMINGOS	Otros servicios relacionados con los servicios inmobiliarios	Atributo no considerado en este año	Atributo no considerado en este año	ASOCIACIÓN DE CONDÓMINOS DEL CONDOMINIO MAESTRO LOS FLAMINGOS, A.C.,CONDOMINIO MAESTRO LOS FLAMINGOS	Nayarit	"20°44'18"""	BUCERIAS	"105°19'4"""	Bahía de Banderas	ACCUB1802011	900 SUR 	 		531319	Otros	Plantas de tratamiento de aguas residuales	466905.2366	2293223.288
FABRICACION DE MUEBLES PARA BAÑO	Atributo no considerado en este año	2022	Calle KM.14.8 CARRETERA VIA CORTA PUEBLA SANTA	6S	90870	Colonia CORREDOR INDUSTRIAL MALINTZI	Fabricación de muebles de baño	Atributo no considerado en este año	Atributo no considerado en este año	ALPHA CERAMICA S.A.P.I DE C.V.,ALPHA CERAMICA, S.A.P.I. DE C.V.	Tlaxcala	"19°10'59"""	MAZATECOCHCO	"98°11'0"""	Mazatecochco de José María Morelos	ACE6S2901711	S/N 	 		327112	Cemento y Cal	Produccion de muebles ceramicos	585854.6461	2121310.4465
FUNDICION Y MOLDEO DE PIEZAS DE HIERRO Y ACERO	Atributo no considerado en este año	2022	Calle CAMINO A SAN PEDRO AHUACATLAN	7T	76803		Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ACERLAN MATRIX METALS S.A. DE C.V.,ACERLAN MATRIX METALS S.A. DE C.V.	Querétaro	"20°25'15"""	SAN JUAN DEL RIO	"99°58'49"""	San Juan del Río	ACE7T2201611	3 	 	Valle de Oro	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	397704.4675	2258374.7802
Administración de Aeropuertos y Helipuertos 	Atributo no considerado en este año	2022	Boulevard JUAN PABLO II KM. 14	L7	31390	Colonia AEROPUERTO	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CHIHUAHUA S.A DE C.V,AEROPUERTO DE CHIHUAHUA	Chihuahua	"28°42'8"""	CHIHUAHUA	"105°57'47"""	Chihuahua	ACIRP0801911	S/N 	 		488112	Otros	Servicios de administracion de aeropuertos y helipuertos	405924.9234	3175401.9614
PRODUCCION Y DISTRIBUCION DE PRODUCTOS COSMETICOS	Atributo no considerado en este año	2022	Calle GERRERO	N6	38090	Colonia RANCHO SECO	Fabricación de cosméticos, perfumes y otras preparaciones de tocador	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS MANUFACTURING  S DE RL DE CV,AVON COSMETICS MANUFACTURING S DE RL DE CV	Guanajuato	"20°29'18"""	CELAYA	"100°48'4"""	Celaya	ACM3L1100711	149 	 		325620	Quimica	Produccion de perfumes, cosmeticos y similares a base de mezclas	312139.2368	2266585.2465
Fabricación, reconstrucción, ensamble y subensamble de equipo aeroespacial, incluso motore	Atributo no considerado en este año	2022	Avenida INDUSTRIA DE LA TRANSFORMACION	9S	76220		Fabricación de equipo aeroespacial	Atributo no considerado en este año	Atributo no considerado en este año	AERNNOVA COMPONENTES MEXICO SA DE CV,AERNNOVA COMPONENTES MEXICO S.A. DE C.V.	Querétaro	"20°49'33"""	SANTA ROSA JAUREGUI	"100°25'35"""	Querétaro	ACM7X2201411	431 	 	Querétaro	336410	Automotriz	Industria aeroespacial	351566.4873	2303556.029
RECUBRIMIENTOS METALICOS GALVANOPLASTIA Y OTROS	Atributo no considerado en este año	2022	Prolongación HERMANOS ESCOBAR	8A	32649		Fabricación de otros productos químicos	Atributo no considerado en este año	Atributo no considerado en este año	ALFA CRONOS, S.A. DE C.V.,	Chihuahua	"31°44'52"""	JUAREZ	"106°25'5"""	Juárez	ACR7X0803711	7046 	8 9 Y 10 	OMEGA	325999	Quimica	Galvanoplastia	365684.4601	3513358.8345
Comercio al por menor de automóviles y camionetas nuevos / Servicio de mantto. automotriz	Atributo no considerado en este año	2022	Avenida Paseo de los Triunfadores	EE	64610	Colonia Las Cumbres 8vo Sector	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	AUTOPOLIS CUMBRES, S.A. DE C.V.,NISSAN AUTOPOLIS CUMBRES	Nuevo León	"25°43'39"""	MONTERREY	"100°23'30"""	Monterrey	ACUKE1903911	3231 	 		468111	Otros	Centros distribuidores de autotransportes 	360388.4875	2846268.5564
Venta de vehículos y refacciones, servicio de mantto. automotriz, hojalatería y pintura	Atributo no considerado en este año	2022	Boulevard GUSTAVO DIAZ ORDAZ	EE	66100	Colonia LA FAMA	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	AUTOPOLIS CUMBRES, S.A. DE C.V.,NISSAN AUTOPOLIS SANTA CATARINA	Nuevo León	"25°40'28"""	CIUDAD SANTA CATARINA	"100°25'41"""	Santa Catarina	ACUKE1904811	150 	 		468111	Otros	Centros distribuidores de autotransportes 	356673.6309	2840431.2097
SERVICIOS DE ADMINISTRACION DE NEGOCIOS	Atributo no considerado en este año	2022	Calle 3 ENTRE 24 Y 60	TZ	97204	Colonia REVOLUCION	Servicios de administración de negocios	Atributo no considerado en este año	Atributo no considerado en este año	ADCONINS, S.A. DE C.V.,GALERIAS MERIDA	Yucatán	"21°2'22"""	MERIDA	"89°37'49"""	Mérida	ADCBE3105011	300 	 		561110	Otros	Centros comerciales y/o tiendas departamentales	226622.6123	2328795.0326
Servicios de administración de negocios	Atributo no considerado en este año	2022	Avenida PEDRO SAINZ DE BARANDA	TZ	24014	Ciudad AH	Servicios de administración de negocios	Atributo no considerado en este año	Atributo no considerado en este año	ADCONINS, S.A. DE C.V.,GALERIAS CAMPECHE	Campeche	"19°51'23"""	SAN FRANCISCO DE CAMPECHE	"90°31'18"""	Campeche	ADC0400200328	139 	SN 		561110	Otros	Centros comerciales y/o tiendas departamentales	759525.6609	2197520.8619
ADMINISTRACION DE NEGOCIOS (CENTRO COMERCIAL)	Atributo no considerado en este año	2022	Carretera LIBRAMIENTO PONIENTE	TZ	90111	Pueblo SAN SEBASTIAN ATLAHAPA	Servicios de administración de negocios	Atributo no considerado en este año	Atributo no considerado en este año	ADCONINS, S.A. DE C.V.,GALERIAS TLAXCALA	Tlaxcala	"19°17'25"""	SANTA MARIA ACUITLAPILCO	"98°13'47"""	Tlaxcala	ADC2903300062	KM 8 238 AL KM 8 674.44 	 		561110	Otros	Centros comerciales y/o tiendas departamentales	580911.6231	2133153.1861
