nra	pag_1	nra_comp	pag_2	similitud
PAUKE2802711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PAUKE2802711	PAUKE2803211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PAUKE2803211	0.9166666666666666
PAV1M1000711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PAV1M1000711	PAV1M1000713	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PAV1M1000713	0.9166666666666666
PAV1M1000711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PAV1M1000711	PAV1M1000714	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PAV1M1000714	0.9166666666666666
PAV1M1000713	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PAV1M1000713	PAV1M1000714	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PAV1M1000714	0.9166666666666666
PBBA52802711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PBBA52802711	PBBA52802712	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PBBA52802712	0.9166666666666666
PBBA52802711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PBBA52802711	PBBA52802721	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PBBA52802721	0.9166666666666666
PBBA52802712	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PBBA52802712	PBBA52802721	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PBBA52802721	0.9166666666666666
PCE0400300042	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCE0400300042	PCE0400300204	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCE0400300204	0.9230769230769231
PCE0400300204	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCE0400300204	PCE0400300214	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCE0400300214	0.9230769230769231
PCE0400300214	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCE0400300214	PCE0400300215	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCE0400300215	0.9230769230769231
PCLN51103211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCLN51103211	PCLN51103221	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCLN51103221	0.9166666666666666
PCM1902600047	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCM1902600047	PCM1902600048	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCM1902600048	0.9230769230769231
PCM690900511	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCM690900511	PCM690900521	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCM690900521	0.9166666666666666
PCOLQ3004811	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCOLQ3004811	PCOLQ3004831	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PCOLQ3004831	0.9166666666666666
PED8V0803711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PED8V0803711	PED8V0803712	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PED8V0803712	0.9166666666666666
PED8V0803711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PED8V0803711	PED8V0803713	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PED8V0803713	0.9166666666666666
PED8V0803712	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PED8V0803712	PED8V0803713	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PED8V0803713	0.9166666666666666
PEM121002611	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEM121002611	PEM121002612	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEM121002612	0.9166666666666666
PEM912803211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEM912803211	PEM912803212	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEM912803212	0.9166666666666666
PEM9G1100711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEM9G1100711	PEM9H1100711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEM9H1100711	0.9166666666666666
PEP0706200008	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0706200008	PEP0706200009	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0706200009	0.9230769230769231
PEP0901500885	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500885	PEP0901500886	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500886	0.9230769230769231
PEP0901500885	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500885	PEP0901500888	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500888	0.9230769230769231
PEP0901500885	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500885	PEP0901500889	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500889	0.9230769230769231
PEP0901500886	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500886	PEP0901500888	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500888	0.9230769230769231
PEP0901500886	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500886	PEP0901500889	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500889	0.9230769230769231
PEP0901500888	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500888	PEP0901500889	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500889	0.9230769230769231
PEP0901500889	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500889	PEP0901500890	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP0901500890	0.9230769230769231
PEP100400211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400211	PEP100400212	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400212	0.9166666666666666
PEP100400211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400211	PEP100400213	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400213	0.9166666666666666
PEP100400211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400211	PEP100400214	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400214	0.9166666666666666
PEP100400211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400211	PEP100400215	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400215	0.9166666666666666
PEP100400211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400211	PEP100400217	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400217	0.9166666666666666
PEP100400211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400211	PEP100400311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400311	0.9166666666666666
PEP100400212	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400212	PEP100400213	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400213	0.9166666666666666
PEP100400212	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400212	PEP100400214	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400214	0.9166666666666666
PEP100400212	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400212	PEP100400215	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400215	0.9166666666666666
PEP100400212	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400212	PEP100400217	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400217	0.9166666666666666
PEP100400213	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400213	PEP100400214	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400214	0.9166666666666666
PEP100400213	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400213	PEP100400215	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400215	0.9166666666666666
PEP100400213	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400213	PEP100400217	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400217	0.9166666666666666
PEP100400214	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400214	PEP100400215	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400215	0.9166666666666666
PEP100400214	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400214	PEP100400217	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400217	0.9166666666666666
PEP100400214	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400214	PEP100400314	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400314	0.9166666666666666
PEP100400215	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400215	PEP100400217	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400217	0.9166666666666666
PEP100400215	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400215	PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	0.9166666666666666
PEP100400310	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400310	PEP100400311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400311	0.9166666666666666
PEP100400310	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400310	PEP100400314	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400314	0.9166666666666666
PEP100400310	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400310	PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	0.9166666666666666
PEP100400310	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400310	PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	0.9166666666666666
PEP100400310	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400310	PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	0.9166666666666666
PEP100400310	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400310	PEP10040031C	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031C	0.9166666666666666
PEP100400310	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400310	PEP10040031D	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031D	0.9166666666666666
PEP100400310	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400310	PEP10040031F	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031F	0.9166666666666666
PEP100400310	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400310	PEP10040031G	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031G	0.9166666666666666
PEP100400310	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400310	PEP10040031K	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031K	0.9166666666666666
PEP100400311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400311	PEP100400314	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400314	0.9166666666666666
PEP100400311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400311	PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	0.9166666666666666
PEP100400311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400311	PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	0.9166666666666666
PEP100400311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400311	PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	0.9166666666666666
PEP100400311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400311	PEP10040031C	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031C	0.9166666666666666
PEP100400311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400311	PEP10040031D	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031D	0.9166666666666666
PEP100400311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400311	PEP10040031F	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031F	0.9166666666666666
PEP100400311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400311	PEP10040031G	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031G	0.9166666666666666
PEP100400311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400311	PEP10040031K	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031K	0.9166666666666666
PEP100400311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400311	PEP10040031L	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031L	0.9166666666666666
PEP100400314	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400314	PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	0.9166666666666666
PEP100400314	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400314	PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	0.9166666666666666
PEP100400314	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400314	PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	0.9166666666666666
PEP100400314	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400314	PEP10040031C	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031C	0.9166666666666666
PEP100400314	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400314	PEP10040031D	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031D	0.9166666666666666
PEP100400314	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400314	PEP10040031F	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031F	0.9166666666666666
PEP100400314	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400314	PEP10040031G	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031G	0.9166666666666666
PEP100400314	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400314	PEP10040031K	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031K	0.9166666666666666
PEP100400314	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400314	PEP10040031L	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031L	0.9166666666666666
PEP100400314	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400314	PEP10040031O	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031O	0.9166666666666666
PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	0.9166666666666666
PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	0.9166666666666666
PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	PEP10040031C	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031C	0.9166666666666666
PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	PEP10040031D	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031D	0.9166666666666666
PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	PEP10040031F	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031F	0.9166666666666666
PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	PEP10040031G	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031G	0.9166666666666666
PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	PEP10040031K	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031K	0.9166666666666666
PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	PEP10040031L	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031L	0.9166666666666666
PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	PEP10040031O	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031O	0.9166666666666666
PEP100400315	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP100400315	PEP10040031P	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031P	0.9166666666666666
PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	0.9166666666666666
PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	PEP10040031C	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031C	0.9166666666666666
PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	PEP10040031D	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031D	0.9166666666666666
PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	PEP10040031F	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031F	0.9166666666666666
PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	PEP10040031G	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031G	0.9166666666666666
PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	PEP10040031K	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031K	0.9166666666666666
PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	PEP10040031L	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031L	0.9166666666666666
PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	PEP10040031O	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031O	0.9166666666666666
PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	PEP10040031P	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031P	0.9166666666666666
PEP10040031A	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031A	PEP10040031Q	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031Q	0.9166666666666666
PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	PEP10040031C	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031C	0.9166666666666666
PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	PEP10040031D	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031D	0.9166666666666666
PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	PEP10040031F	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031F	0.9166666666666666
PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	PEP10040031G	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031G	0.9166666666666666
PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	PEP10040031K	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031K	0.9166666666666666
PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	PEP10040031L	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031L	0.9166666666666666
PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	PEP10040031O	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031O	0.9166666666666666
PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	PEP10040031P	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031P	0.9166666666666666
PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	PEP10040031Q	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031Q	0.9166666666666666
PEP10040031B	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031B	PEP10040031R	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031R	0.9166666666666666
PEP10040031C	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031C	PEP10040031D	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031D	0.9166666666666666
PEP10040031C	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031C	PEP10040031F	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031F	0.9166666666666666
PEP10040031C	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031C	PEP10040031G	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031G	0.9166666666666666
PEP10040031C	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031C	PEP10040031K	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031K	0.9166666666666666
PEP10040031C	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031C	PEP10040031L	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031L	0.9166666666666666
PEP10040031C	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031C	PEP10040031O	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=PEP10040031O	0.9166666666666666
