nra	pag_1	nra_comp	pag_2	similitud
CFEAD0300211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300211	CFEAD0300213	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300213	0.9166666666666666
CFEAD0300211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300211	CFEAD0300311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300311	0.9166666666666666
CFEAD0300211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300211	CFEAD0300811	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300811	0.9166666666666666
CFEAD0300211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300211	CFEAD0400211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0400211	0.9166666666666666
CFEAD0300212	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300212	CFEAD0300213	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300213	0.9166666666666666
CFEAD0300311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300311	CFEAD0300381	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300381	0.9166666666666666
CFEAD0300311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300311	CFEAD0300811	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300811	0.9166666666666666
CFEAD0300381	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300381	CFEAD0300811	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0300811	0.9166666666666666
CFEAD0500911	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0500911	CFEAD0502011	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0502011	0.9166666666666666
CFEAD0502011	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0502011	CFEAD0502211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0502211	0.9166666666666666
CFEAD0502011	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0502011	CFEAD0502411	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0502411	0.9166666666666666
CFEAD0502211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0502211	CFEAD0502221	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0502221	0.9166666666666666
CFEAD0502211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0502211	CFEAD0502411	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0502411	0.9166666666666666
CFEAD0600711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0600711	CFEAD0600721	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0600721	0.9166666666666666
CFEAD0706211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0706211	CFEAD0709211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0709211	0.9166666666666666
CFEAD0706211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0706211	CFEAD0710611	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0710611	0.9166666666666666
CFEAD0803711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0803711	CFEAD0803731	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0803731	0.9166666666666666
CFEAD0803731	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0803731	CFEAD0803734	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD0803734	0.9166666666666666
CFEAD1000712	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1000712	CFEAD1000713	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1000713	0.9166666666666666
CFEAD1000712	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1000712	CFEAD1000714	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1000714	0.9166666666666666
CFEAD1000713	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1000713	CFEAD1000714	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1000714	0.9166666666666666
CFEAD1001211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1001211	CFEAD1200111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1200111	0.9166666666666666
CFEAD1001211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1001211	CFEAD1500211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1500211	0.9166666666666666
CFEAD1101711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1101711	CFEAD1102711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1102711	0.9166666666666666
CFEAD1307611	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1307611	CFEAD1307621	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1307621	0.9166666666666666
CFEAD1605211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1605211	CFEAD1605221	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1605221	0.9166666666666666
CFEAD1801712	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1801712	CFEAD1801713	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1801713	0.9166666666666666
CFEAD1902611	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1902611	CFEAD1904611	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1904611	0.9166666666666666
CFEAD1903922	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1903922	CFEAD1903923	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1903923	0.9166666666666666
CFEAD1903922	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1903922	CFEAD1903924	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1903924	0.9166666666666666
CFEAD1903923	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1903923	CFEAD1903924	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1903924	0.9166666666666666
CFEAD1904111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1904111	CFEAD1904611	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1904611	0.9166666666666666
CFEAD1904111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1904111	CFEAD2104111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2104111	0.9166666666666666
CFEAD1904611	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1904611	CFEAD1904621	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD1904621	0.9166666666666666
CFEAD2104111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2104111	CFEAD2104121	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2104121	0.9166666666666666
CFEAD2201211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2201211	CFEAD2201213	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2201213	0.9166666666666666
CFEAD2300111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300111	CFEAD2300411	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300411	0.9166666666666666
CFEAD2300111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300111	CFEAD2300511	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300511	0.9166666666666666
CFEAD2300111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300111	CFEAD2300711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300711	0.9166666666666666
CFEAD2300111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300111	CFEAD2500111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2500111	0.9166666666666666
CFEAD2300411	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300411	CFEAD2300511	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300511	0.9166666666666666
CFEAD2300411	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300411	CFEAD2300711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300711	0.9166666666666666
CFEAD2300511	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300511	CFEAD2300521	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300521	0.9166666666666666
CFEAD2300511	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300511	CFEAD2300711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300711	0.9166666666666666
CFEAD2300711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2300711	CFEAD2500711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2500711	0.9166666666666666
CFEAD2404011	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2404011	CFEAD2405011	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2405011	0.9166666666666666
CFEAD2500111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2500111	CFEAD2500611	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2500611	0.9166666666666666
CFEAD2500111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2500111	CFEAD2500711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2500711	0.9166666666666666
CFEAD2500611	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2500611	CFEAD2500711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2500711	0.9166666666666666
CFEAD2501021	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2501021	CFEAD2501211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2501211	0.9166666666666666
CFEAD2600311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2600311	CFEAD2604311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2604311	0.9166666666666666
CFEAD2601711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2601711	CFEAD2604711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2604711	0.9166666666666666
CFEAD2602911	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2602911	CFEAD2602921	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2602921	0.9166666666666666
CFEAD2602911	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2602911	CFEAD2606911	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2606911	0.9166666666666666
CFEAD260301C	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD260301C	CFEAD2603021	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2603021	0.9166666666666666
CFEAD2604311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2604311	CFEAD2604711	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2604711	0.9166666666666666
CFEAD2606111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2606111	CFEAD2606911	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2606911	0.9166666666666666
CFEAD2800311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2800311	CFEAD2800313	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2800313	0.9166666666666666
CFEAD2800311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2800311	CFEAD2803311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD2803311	0.9166666666666666
CFEAD3008511	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3008511	CFEAD3010511	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3010511	0.9166666666666666
CFEAD3010511	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3010511	CFEAD3017511	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3017511	0.9166666666666666
CFEAD3017511	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3017511	CFEAD3017521	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3017521	0.9166666666666666
CFEAD3018311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018311	CFEAD3018911	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018911	0.9166666666666666
CFEAD3018311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018311	CFEAD3018931	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018931	0.9166666666666666
CFEAD3018311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018311	CFEAD3019311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3019311	0.9166666666666666
CFEAD3018911	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018911	CFEAD3018912	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018912	0.9166666666666666
CFEAD3018911	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018911	CFEAD3018913	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018913	0.9166666666666666
CFEAD3018911	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018911	CFEAD3018921	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018921	0.9166666666666666
CFEAD3018911	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018911	CFEAD3018931	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018931	0.9166666666666666
CFEAD3018911	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018911	CFEAD3019311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3019311	0.9166666666666666
CFEAD3018912	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018912	CFEAD3018913	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018913	0.9166666666666666
CFEAD3018912	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018912	CFEAD3018921	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018921	0.9166666666666666
CFEAD3018912	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018912	CFEAD3018931	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018931	0.9166666666666666
CFEAD3018912	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018912	CFEAD3018932	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018932	0.9166666666666666
CFEAD3018913	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018913	CFEAD3018921	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018921	0.9166666666666666
CFEAD3018913	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018913	CFEAD3018931	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018931	0.9166666666666666
CFEAD3018913	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018913	CFEAD3018932	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018932	0.9166666666666666
CFEAD3018921	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018921	CFEAD3018931	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018931	0.9166666666666666
CFEAD3018921	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018921	CFEAD3018932	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018932	0.9166666666666666
CFEAD3018931	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018931	CFEAD3018932	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018932	0.9166666666666666
CFEAD3018931	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3018931	CFEAD3019311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3019311	0.9166666666666666
CFEAD3105011	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3105011	CFEAD3105021	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3105021	0.9166666666666666
CFEAD3105037	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3105037	CFEAD3105038	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3105038	0.9166666666666666
CFEAD3110211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3110211	CFEAD3110221	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEAD3110221	0.9166666666666666
CFEEA0300121	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEEA0300121	CFEEA0300311	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFEEA0300311	0.9166666666666666
CFELR0803721	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFELR0803721	CFELR0803722	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFELR0803722	0.9166666666666666
CFELS0200111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFELS0200111	CFELS0200211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFELS0200211	0.9166666666666666
CFELS0200211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFELS0200211	CFELS0300211	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFELS0300211	0.9166666666666666
CFELS2105411	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFELS2105411	CFELS2105511	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFELS2105511	0.9166666666666666
CFELS2105511	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFELS2105511	CFELS2105521	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFELS2105521	0.9166666666666666
CFELS2500512	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFELS2500512	CFELS2500612	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFELS2500612	0.9166666666666666
CFSMA2201111	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFSMA2201111	CFSMA2201411	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CFSMA2201411	0.9166666666666666
CGI0300100025	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0300100025	CGI0300100053	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0300100053	0.9230769230769231
CGI0300200072	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0300200072	CGI0300200073	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0300200073	0.9230769230769231
CGI0300300331	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0300300331	CGI0300300337	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0300300337	0.9230769230769231
CGI0300300337	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0300300337	CGI0300300378	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0300300378	0.9230769230769231
CGI0300300337	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0300300337	CGI0300300387	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0300300387	0.9230769230769231
CGI0300300378	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0300300378	CGI0300300387	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0300300387	0.9230769230769231
CGI0803700849	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0803700849	CGI0803700879	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0803700879	0.9230769230769231
CGI0900702508	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0900702508	CGI0900702509	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0900702509	0.9230769230769231
CGI0900702508	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0900702508	CGI0900702510	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0900702510	0.9230769230769231
CGI0900702509	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0900702509	CGI0900702510	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI0900702510	0.9230769230769231
CGI1307600090	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI1307600090	CGI1307600091	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI1307600091	0.9230769230769231
CGI1512102560	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI1512102560	CGI1512102561	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI1512102561	0.9230769230769231
CGI2500700022	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI2500700022	CGI2500700025	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI2500700025	0.9230769230769231
CGI2600200040	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI2600200040	CGI2600200100	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI2600200100	0.9230769230769231
CGI2602500056	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI2602500056	CGI2602500062	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI2602500062	0.9230769230769231
CGI2602500056	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI2602500056	CGI2602500063	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI2602500063	0.9230769230769231
CGI2602500062	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI2602500062	CGI2602500063	https://rnca.tamps.cinvestav.mx/verificacion/nra/nombresestablecimientos.php?nra=CGI2602500063	0.9230769230769231
