_id,aire,anio,cas,cve_ent,estado,iarc,nombre,nra,sector,sustancia,unidad,actprincipal,calle,colonia,coordenadaUTMX,coordenadaUTMY,cp,cve_mun,cveamb,descscian,entrec1,entrec2,latitudnorte,localidad,longitudoeste,municipio,numexterior,numinterior,parqueind,scian,subsector,lat,lng,calculada,enmunicipio,flat,flng
65298bb1bb426186d9054b5e,0,2005,7440-43-9,28,TAMAULIPAS,1,GRUPO LMC S.A. DE C.V.,GLM9H2802711,Automotriz,Cadmio,kg/año,CONVERSION DE AUTOMOVILES REGULARES A LIMUSINAS,PLAZA,ENRIQUE CARDENAS,447859,3032881,88277,27,No disponible,No disponible,KM. 8.5 CARRETERA MEXICO LAREDO,No disponible,27.41854,NUEVO LAREDO,-99.52898,Nuevo Laredo,17,No disponible,PARQUE INDUSTRIAL MODULO INDUSTRIAL DE AMERICA,No disponible,No disponible,27.41854,-99.52898,0,1,27.41854,-99.52898
65298bb1bb426186d9054d85,0,2005,7440-43-9,28,TAMAULIPAS,1,Industrias FronterizasHLI S.A. de C.V.,IFH9M2802711,Automotriz,Cadmio,kg/año,Manufactura Producción Fundición Importación y Exportación de Múltiples de Admisión y esca,Manuel avila camacho,Hipodromo,2241970,1324765,88170,27,No disponible,No disponible,Guatemala,Iturbide,27.48151,Nuevo Laredo,-99.54443,Nuevo Laredo,Mza. 3,L 8Y9,O L Longoria,No disponible,No disponible,27.48151,-99.54443,0,1,27.48151,-99.54443
65298bb1bb426186d9054d86,0,2005,7440-38-2,28,TAMAULIPAS,1,Industrias FronterizasHLI S.A. de C.V.,IFH9M2802711,Automotriz,Arsénico,kg/año,Manufactura Producción Fundición Importación y Exportación de Múltiples de Admisión y esca,Manuel avila camacho,Hipodromo,2241970,1324765,88170,27,No disponible,No disponible,Guatemala,Iturbide,27.48151,Nuevo Laredo,-99.54443,Nuevo Laredo,Mza. 3,L 8Y9,O L Longoria,No disponible,No disponible,27.48151,-99.54443,0,1,27.48151,-99.54443
65298bb1bb426186d9054db4,0,2005,7440-38-2,28,TAMAULIPAS,1,INTERCRAFT HOLDINGS S. DE R.L. DE C.V.,IHO892802711,Articulos y productos metalicos,Arsénico,kg/año,FABRICACION ENSAMBLE VENTA Y DISTRIBUCION DE ARTICULOS PARA LA COCINA OLLAS-CACEROLAS,AVENIDA NEW YORK,No disponible,0,0,88000,27,No disponible,No disponible,WORLD TRADE CENTER,No disponible,"27°28'28""",NUEVO LAREDO,"99°31'55""",Nuevo Laredo,202,No disponible,PARQUE INDUSTRIAL ORADEL,No disponible,No disponible,27.4744444444444,-99.5319444444444,1,1,27.4744444444444,-99.5319444444444
65298bb1bb426186d9054db5,0,2005,7440-43-9,28,TAMAULIPAS,1,INTERCRAFT HOLDINGS S. DE R.L. DE C.V.,IHO892802711,Articulos y productos metalicos,Cadmio,kg/año,FABRICACION ENSAMBLE VENTA Y DISTRIBUCION DE ARTICULOS PARA LA COCINA OLLAS-CACEROLAS,AVENIDA NEW YORK,No disponible,0,0,88000,27,No disponible,No disponible,WORLD TRADE CENTER,No disponible,"27°28'28""",NUEVO LAREDO,"99°31'55""",Nuevo Laredo,202,No disponible,PARQUE INDUSTRIAL ORADEL,No disponible,No disponible,27.4744444444444,-99.5319444444444,1,1,27.4744444444444,-99.5319444444444
65298bb1bb426186d9054f62,0,2005,7440-38-2,28,TAMAULIPAS,1,Industrias Rheem S.A. de C.V.,IRH882802711,Articulos y productos metalicos,Arsénico,kg/año,Produccion de calentadores y quemadores,Los Dos Laredos,Parque Industrial Los Dos Laredos,0,0,88290,27,No disponible,No disponible,No disponible,No disponible,27.46126,Nuevo Laredo,-99.53168,Nuevo Laredo,7,No disponible,Los Dos Laredos,No disponible,No disponible,27.46126,-99.53168,0,1,27.46126,-99.53168
65298bb1bb426186d9054f63,0,2005,7440-43-9,28,TAMAULIPAS,1,Industrias Rheem S.A. de C.V.,IRH882802711,Articulos y productos metalicos,Cadmio,kg/año,Produccion de calentadores y quemadores,Los Dos Laredos,Parque Industrial Los Dos Laredos,0,0,88290,27,No disponible,No disponible,No disponible,No disponible,27.46126,Nuevo Laredo,-99.53168,Nuevo Laredo,7,No disponible,Los Dos Laredos,No disponible,No disponible,27.46126,-99.53168,0,1,27.46126,-99.53168
65298bb1bb426186d9054f69,0,2005,7440-43-9,28,TAMAULIPAS,1,INDUSTRIAS RHEEM S.A. DE C.V.,IRH8N2802712,Articulos y productos metalicos,Cadmio,kg/año,Fabricacion de unidades de aire acondicionado tipo split.,AVE. LOS DOS LAREDOS,PARQUE INDUSTRIAL LOS DOS LAREDOS,0,0,88290,27,No disponible,No disponible,No disponible,No disponible,27.46126,NUEVO LAREDO,-99.53163,Nuevo Laredo,10,No disponible,PARQUE INDUSTRIAL LOS DOS LAREDOS,No disponible,No disponible,27.46126,-99.53163,0,1,27.46126,-99.53163
65298bb2bb426186d9055497,0,2005,7440-38-2,28,TAMAULIPAS,1,NCH PROMOTIONAL SERVICES DE MEXICO S. DE R.L. DE C.V.,NPSBD2802711,Otros,Arsénico,kg/año,CONSULTORIA EN MERCADOTECNIA,PASEO LOMA REAL,PARQUE INDUSTRIAL RIO BRAVO,448966,3035092,88274,27,No disponible,No disponible,No disponible,No disponible,"27°26'18""",NUEVO LAREDO,"99°30'59""",Nuevo Laredo,4,No disponible,PARQUE INDUSTRIAL RIO BRAVO,No disponible,No disponible,27.4383333333333,-99.5163888888889,1,1,27.4383333333333,-99.5163888888889
65298bb2bb426186d905549d,0,2005,7440-43-9,28,TAMAULIPAS,1,NCH PROMOTIONAL SERVICES DE MEXICO S. DE R.L. DE C.V.,NPSBD2802711,Otros,Cadmio,kg/año,CONSULTORIA EN MERCADOTECNIA,PASEO LOMA REAL,PARQUE INDUSTRIAL RIO BRAVO,448966,3035092,88274,27,No disponible,No disponible,No disponible,No disponible,"27°26'18""",NUEVO LAREDO,"99°30'59""",Nuevo Laredo,4,No disponible,PARQUE INDUSTRIAL RIO BRAVO,No disponible,No disponible,27.4383333333333,-99.5163888888889,1,1,27.4383333333333,-99.5163888888889
