nra,anio,cantidad_reportes
ILM150281111,2009,1
ILMND1502811,2008,1
ILMND1502811,2010,1
ILMND1502811,2011,1
ILMND1502811,2012,1
ILMND1502811,2013,1
ILMND1502811,2014,1
ILN6X1901811,2007,1
ILP1100500059,2018,1
ILP1100500059,2020,1
ILP1100500059,2021,1
ILP6E1900611,2019,1
ILV3019300005,2015,1
ILV3019300005,2016,1
ILV3019300005,2017,1
ILV3019300005,2018,1
ILV3019300005,2019,1
ILV3019300005,2020,1
IMA1900600074,2017,1
IMA251403911,2018,1
IMA251403911,2019,1
IMA251403911,2021,1
IMA251403911,2022,1
IMA2G2802111,2006,1
IMA2G2802111,2007,1
IMA2G2802111,2008,1
IMA2G2802111,2009,1
IMA2G2802111,2010,1
IMA2G2802111,2011,1
IMA2G2802111,2012,1
IMA2G2802111,2013,1
IMA2G2802111,2014,1
IMA2G2802111,2015,1
IMA2G2802111,2016,1
IMA2G2802111,2017,1
IMA2G2802111,2018,1
IMA2G2802111,2019,1
IMA2G2802111,2020,1
IMA2G2802111,2021,1
IMA2G2802111,2022,1
IMA2G3003811,2005,1
IMA2G3003811,2006,1
IMA2G3003811,2007,1
IMA2G3003811,2009,1
IMA2G3003811,2010,1
IMA2G3003811,2011,1
IMA2G3003811,2012,1
IMA2G3003811,2013,1
IMA2G3003811,2014,1
IMA2G3003811,2015,1
IMA2G3003811,2016,1
IMA2G3003811,2017,1
IMA2G3003811,2018,1
IMA2G3003811,2019,1
IMA2G3003811,2020,1
IMA2G3003811,2021,1
IMA2G3003811,2022,1
IMA3M1610212,2008,1
IMA3M1610212,2011,1
IMA3M1610213,2008,1
IMA3M1610213,2011,1
IMA3M1610214,2008,1
IMA3M1610214,2010,1
IMA3M1610214,2011,1
IMA560803711,2005,1
IMA560803711,2007,1
IMA560803711,2008,1
IMA5I0502711,2010,1
IMA5I0502711,2012,1
IMA5I0502711,2013,1
IMA5I0502711,2014,1
IMA5I0502711,2015,1
IMA5I0502711,2017,1
IMA5I0502711,2018,1
IMA5I0502711,2019,1
IMA7Q1512111,2004,1
IMA7Q1512111,2005,1
IMA7Q1512111,2006,1
IMA7Q1512111,2007,1
IMA7Q1512111,2012,1
IMA7Q1512111,2013,1
IMA7Q1512111,2014,1
IMA7Q1512111,2015,1
IMA7Q1512111,2016,1
IMA7Q1512111,2017,1
IMA7Q1512111,2018,1
IMA9J0803711,2009,1
IMA9J0803711,2010,1
IMA9J0803711,2011,1
IMA9J0803711,2012,1
IMA9J0803711,2013,1
IMA9J0803711,2014,1
IMA9J0803711,2015,1
IMA9J0803711,2016,1
IMA9J0803711,2017,1
IMA9J0803711,2018,1
IMA9J0803711,2019,1
IMA9J0803711,2020,1
IMA9J0803711,2021,1
IMA9J0803711,2022,1
IMAQV0803711,2007,1
IMATQ2000211,2011,1
IMATQ2000211,2012,1
IMATQ2000211,2013,1
IMATQ2000211,2015,1
IMATQ2000211,2021,1
IMATQ2000211,2022,1
IMB1510901063,2014,1
IMB5T1510911,2004,1
IMB5T1510911,2005,1
IMB5T1510911,2006,1
IMB5T1510911,2007,1
IMB5T1510911,2008,1
IMB5T1510911,2009,1
IMB5T1510911,2010,1
IMB5T1510911,2011,1
IMB5T1510911,2012,1
IMB5T1510911,2013,1
IMB5T1510911,2015,1
IMB5T1510911,2016,1
IMB5T1510911,2017,1
IMB5T1510911,2018,1
IMB5T1510911,2019,1
IMB5T1510911,2021,1
IMB5T1510911,2022,1
IMC6S1904611,2016,1
IMC6S1904611,2017,1
IMC6S1904611,2018,1
IMC6S1904611,2019,1
IMC6S1904611,2020,1
IMC6S1904611,2021,1
IMC6S1904611,2022,1
IMC742115611,2004,1
IMC742115611,2005,1
IMC742115611,2006,1
IMC8S1407011,2009,1
IMC8S1407011,2013,1
IMC8S1407011,2014,1
IMCL70801911,2014,1
IMCL70801911,2015,1
IMCL70801911,2016,1
IMCL70801911,2017,1
IMCL70801911,2018,1
IMCL70801911,2019,1
IMCL70801911,2020,1
IMCL70801911,2021,1
IME0500400014,2015,1
IME0500400014,2018,1
IME0500400014,2019,1
IME1100700091,2022,1
IME1503500027,2017,1
IME1503500027,2018,1
IME1503500027,2019,1
IME1503500027,2020,1
IME1503500027,2021,1
IME1503500027,2022,1
IME1I0502711,2017,1
IME1I0502711,2018,1
IME1I0502711,2019,1
IME2405000011,2015,1
IME2405000011,2016,1
IME2405000011,2017,1
IME2405000011,2018,1
IME2405000011,2019,1
IME2405000011,2020,1
IME2405000011,2021,1
IME2405000011,2022,1
IME5T1503311,2004,1
IME5T1503311,2005,1
IME5T1503311,2006,1
IME5T1503311,2007,1
IME5T1503311,2009,1
IME5T1503311,2010,1
IME5T1503311,2011,1
IME5T1503311,2012,1
IME5T1503311,2013,1
IME5T1503311,2015,1
IME5T1503311,2016,1
IME5T1503311,2017,1
IME5T1503311,2018,1
IME5T1503311,2019,1
IME5T1503311,2020,1
IME5T1503311,2021,1
IME5T1510111,2006,1
IME5T1510111,2007,1
IME5T1510111,2008,1
IME5T1510112,2004,1
IME5T1510112,2005,1
IME5T1510112,2009,1
IME5T1510112,2010,1
IME5T1510112,2011,1
IME5T1510112,2012,1
IME5T1510112,2013,1
IME5T1510112,2014,1
IME5T1510112,2015,1
IME5T1510112,2016,1
IME5T1510112,2017,1
IME5T1510112,2018,1
IME5T1510112,2019,1
IME5U1510411,2005,1
IME5U1510411,2006,1
IME5U1510411,2007,1
IME691407011,2005,1
IME691407011,2006,1
IME691407011,2007,1
IME691407011,2008,1
IME691407011,2009,1
IME691407011,2010,1
IME691407011,2012,1
IME691407011,2013,1
IME691407011,2017,1
IME6E0503011,2010,1
IME6E0503011,2014,1
IME6E0503011,2015,1
IME6E0503011,2021,1
IME6E2803211,2005,1
IME720200211,2012,1
IME720200211,2013,1
IME7F1605211,2005,1
IME7I1903911,2004,1
IME7I1903911,2005,1
IME7X0801711,2004,1
IME7X0801711,2005,1
IME7X0801711,2006,1
IME7X0801711,2007,1
IME7X0801711,2008,1
IME7X0801711,2009,1
IME7X0801711,2010,1
IME7X0801711,2011,1
IME7X0801711,2012,1
IME7X0801711,2013,1
IME7X0801711,2014,1
IME7X0801711,2015,1
IME7X0801711,2016,1
IME7X0801711,2017,1
IME7X0801711,2018,1
IME7X0801711,2019,1
IME7X0801711,2020,1
IME7X0801711,2021,1
IME7X0801711,2022,1
IME851503511,2014,1
IME851503511,2015,1
IME851503511,2016,1
IME851503512,2012,1
IME851503512,2013,1
IME851503512,2014,1
IME851503512,2017,1
IME851503512,2018,1
IME851503512,2019,1
IME851503512,2020,1
IME851503512,2021,1
IME851503512,2022,1
IME8N1904812,2005,1
IME8N1904812,2006,1
IME8N1904812,2007,1
IME8T0803711,2006,1
IME8T0803711,2007,1
IME8T0803712,2004,1
IME8T0803712,2005,1
IME8T0803712,2006,1
IME8T0803712,2007,1
IME8T0803712,2008,1
IME8T0803712,2009,1
IME8T0803712,2010,1
IME8T0803713,2005,1
IME8T0803713,2006,1
IME8T0803713,2007,1
IME8T0803713,2008,1
IME8T0803714,2005,1
IME8T0803714,2007,1
IME8T0803714,2008,1
IME8T0803715,2007,1
IME8T0803715,2008,1
IME8T0803715,2009,1
IME8T0803715,2010,1
IME8T0803715,2011,1
IME8T0803715,2012,1
IME912802211,2007,1
IME912802211,2013,1
IME912802211,2020,1
IME912802211,2022,1
IME9H2201112,2011,1
IME9H2201112,2012,1
IME9H2201112,2013,1
IME9H2201112,2014,1
IME9H2201112,2015,1
IME9H2201112,2016,1
IME9H2201112,2017,1
IME9H2201112,2018,1
IME9H2201112,2019,1
IME9H2201112,2020,1
IME9H2201112,2021,1
IME9H2201112,2022,1
IME9J1510411,2014,1
IMEAD1900611,2006,1
IMEAD1900611,2007,1
IMEAD1900611,2009,1
IMEAD1900611,2010,1
IMEAD1900611,2011,1
IMEAD1900611,2012,1
IMEAD1900611,2014,1
IMEAD1900611,2015,1
IMEAD1900611,2016,1
IMEAD1900611,2017,1
IMEAD1900611,2018,1
IMEAD1900611,2019,1
IMEAD1900611,2020,1
IMEAD1900611,2021,1
IMEAD1900611,2022,1
IMECE2802211,2008,1
IMEEA0803751,2004,1
IMEEA1407011,2004,1
IMEEA1904611,2004,1
IMEK91503311,2013,1
IMEK91503311,2018,1
IMEK91503311,2019,1
IMEK91503311,2020,1
IMEK91503311,2021,1
IMEK91503311,2022,1
IMELJ1510411,2017,1
IMELJ1510411,2018,1
IMELJ1510411,2019,1
IMELJ1510411,2020,1
IMELJ1510411,2021,1
IMELJ1510411,2022,1
IMELK1512111,2012,1
IMEMA1904811,2010,1
IMEMA1904811,2011,1
IMEMA1904811,2012,1
IMEMA1904811,2013,1
IMEMA1904811,2017,1
IMEMA1904811,2018,1
IMEMA1904811,2019,1
IMEMA1904811,2020,1
IMEMA1904811,2021,1
IMEMA1904811,2022,1
IMEMB1103211,2008,1
IMEMB1103211,2009,1
IMEMB1103211,2010,1
IMEMB1103211,2011,1
IMEMB1103211,2012,1
IMEMB1103211,2013,1
IMEMB1103211,2018,1
IMEMB1103211,2019,1
IMEMB1103211,2020,1
IMEMB1103211,2021,1
IMEQH0803711,2005,1
IMEQH0803711,2006,1
IMEQH0803711,2007,1
IMEQH0803711,2008,1
IMFA30200111,2015,1
IMG7X0500611,2005,1
IMG7X0500611,2006,1
IMG7X0500611,2007,1
IMG7X0500611,2008,1
IMG7X0500611,2010,1
IMG7X0500611,2011,1
IMG7X0500611,2012,1
IMG7X0500611,2013,1
IMG7X0500611,2015,1
IMG7X0500611,2016,1
IMI1102000649,2019,1
IMI1102000649,2020,1
IMI1102000649,2021,1
IMI1102000649,2022,1
IMI6B2201411,2004,1
IMI6B2201411,2005,1
IMI6B2201411,2006,1
IMI6B2201411,2008,1
IMI6B2201411,2009,1
IMI6B2201411,2010,1
IMI6B2201411,2011,1
IMI6B2201411,2012,1
IMI6B2201411,2013,1
IMI6B2201411,2015,1
IMI6B2201411,2016,1
IMI6B2201411,2017,1
IMI6B2201411,2018,1
IMI6B2201411,2019,1
IMI6B2201411,2020,1
IMI6B2201411,2021,1
IMI6B2201411,2022,1
IMI9M2113611,2017,1
IMI9M2201111,2007,1
IMM0500400003,2015,1
IMM0500400003,2016,1
IMM0500400003,2018,1
IMM0500400003,2019,1
IMM0500400003,2020,1
IMM0500400003,2021,1
IMM0502700048,2017,1
IMM0502700048,2018,1
IMM0502700048,2019,1
IMM0502700048,2020,1
IMM0502700048,2021,1
IMM0502700048,2022,1
IMM0900700052,2014,1
IMM0900700052,2015,1
IMM0900700052,2016,1
IMM0900700052,2017,1
IMM140800411,2006,1
IMM140800411,2007,1
IMM140800421,2004,1
IMM140800421,2005,1
IMM140800421,2008,1
IMM140800421,2009,1
IMM140800421,2010,1
IMM140800421,2011,1
IMM140800421,2012,1
IMM140800421,2013,1
IMM140800421,2015,1
IMM141205511,2005,1
IMM141205511,2006,1
IMM141205511,2007,1
IMM142401511,2014,1
IMM142401511,2015,1
IMM142401511,2019,1
IMM142401511,2020,1
IMM142401511,2021,1
IMM153204211,2005,1
IMM153204211,2006,1
IMM153204211,2007,1
IMM1C0200111,2005,1
IMM1C0200111,2006,1
IMM1C0200111,2009,1
IMM1C0200111,2010,1
IMM1C0200111,2011,1
IMM1C0200111,2012,1
IMM1C0200111,2013,1
IMM1C0200111,2014,1
IMM1C0200111,2015,1
IMM1C0200111,2016,1
IMM1C0200111,2017,1
IMM1C0200111,2018,1
IMM1C0200111,2019,1
IMM1C0200111,2020,1
IMM1C0200111,2021,1
IMM1C0200111,2022,1
IMM1F0803211,2008,1
IMM1F0803211,2009,1
IMM1F0803211,2010,1
IMM1F0803211,2011,1
IMM1F0803211,2012,1
IMM1F0803211,2013,1
IMM2402800836,2021,1
IMM2402800836,2022,1
IMM2803200555,2022,1
IMM680503211,2006,1
IMM680503211,2007,1
IMM680503211,2008,1
IMM680503211,2009,1
IMM680503211,2010,1
IMM680503211,2011,1
IMM680503211,2012,1
IMM680503211,2013,1
IMM680503211,2014,1
IMM680503211,2015,1
IMM680503211,2016,1
IMM680503211,2017,1
IMM7L1205511,2006,1
IMM7L2402811,2006,1
IMM7L2402811,2007,1
IMM7L2402811,2009,1
IMM7L2402811,2010,1
IMM7L2402811,2011,1
IMM7L2402811,2012,1
IMM7L2402811,2013,1
IMM7L2402811,2014,1
IMM7L2402821,2004,1
IMM7L2402821,2005,1
IMM7L2402821,2006,1
IMM7L2402821,2008,1
IMM7L2402821,2009,1
IMM7L2402821,2010,1
IMM7L2402821,2011,1
IMM7L2402821,2012,1
IMM7L2402821,2013,1
IMM7L2402821,2015,1
IMM7L2402821,2016,1
IMM7L2402821,2017,1
IMM7L2402821,2018,1
IMM7L2402821,2019,1
IMM7L2402821,2020,1
IMM7L2402821,2021,1
IMM7L2402821,2022,1
IMM7X0200421,2015,1
IMM7X0200421,2018,1
IMM7X0200421,2019,1
IMM7X0200421,2020,1
IMM7X0200421,2022,1
IMM8L2803211,2004,1
IMM8L2803211,2005,1
IMM8L2803211,2006,1
IMM8L2803211,2007,1
IMM8L2803211,2008,1
IMM8L2803211,2009,1
IMM8L2803211,2010,1
IMM8L2803211,2011,1
IMM8L2803211,2012,1
IMM8L2803211,2013,1
IMM8L2803211,2015,1
IMM8L2803211,2016,1
IMM8L2803211,2017,1
IMM8L2803211,2018,1
IMM8L2803211,2020,1
IMM8L2803211,2021,1
IMM8L2803211,2022,1
IMM8S1407011,2006,1
IMM8S1407011,2008,1
IMM950200411,2009,1
IMM9L0503011,2016,1
IMM9L0503011,2019,1
IMM9L0503011,2020,1
IMM9L0503011,2021,1
IMM9M0803711,2005,1
IMM9M0803711,2006,1
IMM9M0803711,2007,1
IMM9M0803711,2008,1
IMM9M0803711,2010,1
IMM9M0803711,2011,1
IMM9M0803711,2012,1
IMM9M0803711,2013,1
IMM9M0803711,2014,1
IMM9M0803711,2016,1
IMM9M0803711,2019,1
IMM9M0803711,2021,1
IMM9M0803711,2022,1
IMMLJ0100111,2010,1
IMMLJ0100111,2011,1
IMMLJ0100111,2012,1
IMNS72800711,2012,1
IMO1F1501311,2006,1
IMO2G1401511,2014,1
IMO2G1401511,2015,1
IMO2G1401511,2016,1
IMO2G1401511,2017,1
IMO2G1401511,2018,1
IMO2G1401511,2019,1
IMO2G1401511,2020,1
IMO2G1401511,2021,1
IMO2G1401511,2022,1
IMO5H2402811,2004,1
IMO5H2402811,2005,1
IMO5H2402811,2006,1
IMO5H2402811,2007,1
IMO5H2402811,2008,1
IMO5H2402811,2009,1
IMO5H2402811,2010,1
IMO5H2402811,2011,1
IMO5H2402811,2012,1
IMO5H2402811,2013,1
IMO5H2402811,2014,1
IMO5H2402811,2015,1
IMO5H2402811,2016,1
IMO5H2402811,2017,1
IMO5H2402811,2018,1
IMO5H2402811,2019,1
IMO5H2402811,2020,1
IMO5H2402811,2021,1
IMO5H2402811,2022,1
IMO7I0501811,2007,1
IMO7I0501811,2008,1
IMO7I0501811,2009,1
IMO7I0501811,2010,1
IMO7I0501811,2011,1
IMO7I0501811,2012,1
IMO7I1903911,2006,1
IMO7I1903911,2007,1
IMO7I1903911,2008,1
IMO7U0801911,2019,1
IMO7U0801911,2020,1
IMO7U0801911,2021,1
IMO7U0801911,2022,1
IMO7X1900621,2005,1
IMO7X1900621,2007,1
IMO7X1900621,2008,1
IMO7X2201411,2010,1
IMO7X2201411,2011,1
IMO7X2201411,2012,1
IMO7X2201411,2013,1
IMO7X2201411,2014,1
IMO7X2201411,2015,1
IMO7X2201411,2016,1
IMO7X2201411,2017,1
IMO7X2201411,2018,1
IMO7X2201411,2019,1
IMO7X2201411,2020,1
IMO7X2201411,2021,1
IMO7X2201411,2022,1
IMO8A1904621,2005,1
IMO8A1904621,2006,1
IMO8A1904621,2007,1
IMO8A1904621,2008,1
IMOBB1505112,2011,1
IMOBB1505112,2013,1
IMOBB1505112,2015,1
IMOEE1903911,2011,1
IMOEE1903911,2012,1
IMOEE1903911,2013,1
IMOKE0901011,2015,1
IMOND1505711,2011,1
IMP0803700476,2017,1
IMP0900500319,2014,1
IMP0900500319,2015,1
IMP0900500319,2018,1
IMP0900500319,2019,1
IMP0900500319,2020,1
IMP0900500319,2021,1
IMP0900500319,2022,1
IMP272801711,2006,1
IMP272801711,2007,1
IMP5U0900511,2005,1
IMP5U0900511,2006,1
IMP5U0900511,2007,1
IMP5U0900511,2009,1
IMP5U0900511,2010,1
IMP5U0900511,2011,1
IMP5U0900511,2012,1
IMP5U0900511,2013,1
IMP6E1700411,2006,1
IMP6E1700411,2010,1
IMP7L1503311,2007,1
IMP7L1503311,2008,1
IMP7L1503311,2009,1
IMP7L1503311,2012,1
IMP9K0803711,2014,1
IMP9K0803711,2015,1
IMP9K0803711,2016,1
IMP9K0803711,2017,1
IMP9K0803711,2018,1
IMPEA1508111,2004,1
IMPLY1503312,2006,1
IMPLY1503312,2007,1
IMPLY1503312,2008,1
IMPLY1503312,2009,1
IMPLY1503312,2010,1
IMPLY1503312,2011,1
IMPLY1503312,2012,1
IMPLY1503312,2013,1
IMPMB1508111,2006,1
IMPMB1508111,2007,1
IMPMB1508111,2008,1
IMPMB1508111,2009,1
IMPMB1508111,2010,1
IMPMB1508111,2011,1
IMPMB1508111,2012,1
IMPMB1508111,2013,1
IMPMB1508111,2019,1
IMPMB1508111,2022,1
IMPTS0900511,2011,1
IMPTS0900511,2013,1
IMR1508100480,2021,1
IMR1508100480,2022,1
IMS1I0803711,2005,1
IMS1I0803711,2006,1
IMS2401500001,2013,1
IMS2401500001,2014,1
IMS2401500001,2015,1
IMS3W2902611,2017,1
IMS3W2902611,2018,1
IMS3W2902611,2019,1
IMS3W2902611,2022,1
IMS3Y0803711,2005,1
IMS3Y0803711,2006,1
IMS3Y0803711,2007,1
IMS3Y0803711,2008,1
IMS4K0803711,2005,1
IMS4K0803711,2006,1
IMS4K0803711,2007,1
IMS4K0803711,2008,1
IMS520803711,2007,1
IMS862802211,2007,1
IMS870803711,2005,1
IMS870803711,2006,1
IMS870803711,2007,1
IMS870803711,2008,1
IMS910803711,2005,1
IMS910803711,2006,1
IMS910803711,2007,1
IMS910803711,2008,1
IMS910803712,2005,1
IMS910803712,2006,1
IMS910803712,2007,1
IMS910803712,2008,1
IMS910803713,2006,1
IMS910803713,2008,1
IMS910803714,2006,1
IMS910803714,2008,1
IMS910803715,2005,1
IMS910803715,2006,1
IMS910803715,2007,1
IMS910803716,2007,1
IMS910803716,2008,1
IMS9M0803711,2008,1
IMS9M0803711,2012,1
IMS9M0803712,2008,1
IMS9M0803712,2013,1
IMS9M0803712,2017,1
IMS9M0803713,2008,1
IMSEA0803761,2004,1
IMSHI0710611,2006,1
IMSHI0803722,2007,1
IMSHI1607517,2016,1
IMSHI1607517,2017,1
IMSHI1607517,2018,1
IMSHI1607517,2019,1
IMSHI1610212,2011,1
IMSHI1610212,2012,1
IMSHI1610813,2010,1
IMSHI1610813,2011,1
IMSHI1610813,2012,1
IMSHI1610813,2013,1
IMSHI1902613,2005,1
IMSHI1902613,2006,1
IMSHI2700422,2007,1
IMSHI2700511,2005,1
IMSHI2700511,2006,1
IMSHI2700712,2004,1
IMSHI2700712,2005,1
IMSHI2700712,2006,1
IMSHI3105011,2016,1
IMSHI3105011,2017,1
IMSHI3105012,2016,1
IMSHM0100123,2005,1
IMSHM0100123,2006,1
IMSHM0200111,2015,1
IMSHM0200111,2016,1
IMSHM0200111,2017,1
IMSHM0200111,2018,1
IMSHM0200211,2015,1
IMSHM0200211,2016,1
IMSHM0200211,2017,1
IMSHM0200211,2018,1
IMSHM0200231,2011,1
IMSHM0200231,2012,1
IMSHM0200231,2013,1
IMSHM0200231,2015,1
IMSHM0200231,2016,1
IMSHM0200411,2015,1
IMSHM0200414,2015,1
IMSHM0803714,2006,1
IMSHM0803714,2007,1
IMSHM0900211,2010,1
IMSHM0900211,2011,1
IMSHM0900211,2016,1
IMSHM0900211,2017,1
IMSHM0900211,2018,1
IMSHM0900512,2005,1
IMSHM1100712,2009,1
IMSHM1302811,2010,1
IMSHM1302811,2011,1
IMSHM1505711,2012,1
IMSHM1505711,2013,1
IMSHM1607511,2012,1
IMSHM1610211,2013,1
IMSHM1903914,2016,1
IMSHM1903914,2017,1
IMSHM1903915,2015,1
IMSHM1903915,2016,1
IMSHM1903915,2017,1
IMSHM1903915,2018,1
IMSHM1903915,2019,1
IMSHM1903915,2020,1
IMSHM1903915,2021,1
IMSHM1903915,2022,1
IMSHM1904811,2006,1
IMSHM2300523,2018,1
IMSHM2300523,2019,1
IMSHM2300523,2020,1
IMSHM2300523,2021,1
IMSHM2300523,2022,1
IMSHM2605512,2016,1
IMSHM2605512,2017,1
IMSHM2700211,2004,1
IMSHM2700211,2005,1
IMSHM2700211,2006,1
IMSHM2700211,2007,1
IMSHM2700211,2010,1
IMSHM2700213,2005,1
IMSHM2700213,2006,1
IMSHM2700411,2006,1
IMSHM2700411,2007,1
IMSHM2700411,2010,1
IMSHM2700421,2004,1
IMSHM2700421,2005,1
IMSHM2700421,2006,1
IMSHM2700421,2007,1
IMSHM2701711,2007,1
IMSHM2701711,2008,1
IMSHM2701711,2009,1
IMSHM2701711,2010,1
IMSHM2903311,2007,1
IMSHM2903311,2008,1
IMSHM2903312,2007,1
IMSHM2903312,2008,1
IMSHM2903312,2009,1
IMSHM2903312,2010,1
IMSHM2903312,2011,1
IMSRP2701711,2004,1
IMT1103700133,2018,1
IMT1103700133,2019,1
IMT1103700133,2020,1
IMT1103700133,2021,1
IMT1103700133,2022,1
INC741412111,2004,1
INC741412111,2005,1
INC741412111,2006,1
INC741412111,2008,1
INC741412111,2010,1
INC741412111,2011,1
INC741412111,2012,1
INC741412111,2013,1
INC741412111,2014,1
INC741412111,2015,1
INC741412111,2016,1
INCHI0901211,2012,1
INCHI0901211,2013,1
INCHI0901211,2014,1
INCHI0901211,2015,1
INCHI0901211,2016,1
INCHI0901211,2017,1
INCHI0901211,2018,1
INCHI0901211,2019,1
INCHI0901211,2020,1
INCHI0901211,2021,1
INCHI0901211,2022,1
INCHI0901221,2021,1
INCHI0901221,2022,1
INCHM0901221,2011,1
INCHM0901221,2012,1
INCHM0901221,2013,1
INCHM0901221,2022,1
INCHM0901231,2012,1
INCHM0901231,2013,1
INCHM0901231,2021,1
INCHM0901231,2022,1
IND190461111,2005,1
IND5W2402811,2012,1
IND5W2402811,2013,1
IND662800311,2005,1
IND662800311,2006,1
IND662800311,2007,1
IND662800311,2008,1
IND662800311,2009,1
IND662800311,2010,1
IND662800311,2011,1
IND662800311,2012,1
IND662800311,2013,1
IND662800311,2014,1
IND662800311,2015,1
IND662800311,2016,1
IND7Q1904611,2005,1
IND7Q1904611,2006,1
IND7Q1904611,2007,1
IND7Q1904611,2009,1
IND7Q1904611,2010,1
IND7Q1904611,2012,1
IND7Q1904611,2013,1
IND7Q1904611,2016,1
IND7Q1904611,2017,1
IND7Q1904611,2018,1
IND7Q1904611,2019,1
IND7Q1904611,2020,1
IND7Q1904611,2021,1
IND7X0901011,2005,1
IND7X0901011,2006,1
IND7X0901011,2007,1
IND7X0901011,2009,1
IND7X0901011,2010,1
IND7X0901011,2011,1
IND7X0901011,2012,1
IND7X0901011,2013,1
IND7X0901011,2014,1
IND7X0901011,2015,1
IND7X0901011,2016,1
IND7X0901011,2017,1
IND7X0901011,2018,1
IND7X0901011,2020,1
IND7X0901011,2021,1
IND7X0901011,2022,1
IND9M0901111,2014,1
IND9M0901111,2015,1
IND9M0901111,2016,1
IND9M0901111,2017,1
IND9M0901111,2018,1
IND9M0901111,2019,1
IND9M0901112,2014,1
IND9M0901112,2015,1
IND9M0901112,2016,1
IND9M0901112,2017,1
IND9M0901112,2018,1
IND9M0901112,2019,1
IND9M0901112,2020,1
IND9M0901112,2021,1
IND9M0901112,2022,1
INDAY0200311,2004,1
INDAY0200311,2005,1
INE0901200215,2014,1
INE0901200215,2017,1
INE0901200215,2021,1
INE0901200215,2022,1
INE5R2800311,2005,1
INE5R2800311,2006,1
INE5R2800311,2007,1
INE5R2800311,2011,1
INE5R2800311,2012,1
INE5R2800311,2013,1
INE5R2800311,2015,1
INE5R2800311,2017,1
INE5R2800311,2018,1
INE5R2800311,2019,1
INE5R2800311,2020,1
INE5R2800311,2022,1
INEHM0901211,2011,1
INEHM0901211,2012,1
INEHM0901211,2013,1
INEHM0901211,2019,1
INEHM0901211,2020,1
INF5K1403911,2005,1
INF5K1403911,2006,1
INF5K1403912,2006,1
INF5K1403912,2008,1
INF5K1510411,2022,1
INF5K2601811,2006,1
INF5K2601811,2007,1
INFEA1306911,2004,1
INFND1306911,2007,1
INFND1306911,2008,1
INFND1306911,2009,1
INFND1306911,2010,1
INFND1306911,2011,1
INFND1306911,2012,1
INFND1306911,2013,1
INFND1306911,2016,1
INFND1306911,2017,1
INFND1306911,2018,1
INFND1306911,2019,1
INLLY1412011,2004,1
INLLY1412011,2005,1
INLLY1412011,2006,1
INLLY1412011,2007,1
INLLY1412011,2008,1
INLLY1412011,2009,1
INLLY1412011,2012,1
INLLY1412011,2013,1
INM8A1510911,2011,1
INM8A1510911,2012,1
INM8A1510911,2013,1
INM8A1510911,2020,1
INM8A1510911,2021,1
INM8A1510911,2022,1
INM9M1103211,2014,1
INM9M1103211,2015,1
INM9M1103211,2016,1
INM9M1103211,2018,1
INM9M1103211,2019,1
INNHI0901211,2014,1
INNHI0901211,2015,1
INNHI0901211,2016,1
INNHI0901211,2019,1
INNHI0901211,2020,1
INNHI0901211,2021,1
INO1901800048,2016,1
INO1901800048,2017,1
INO1901800048,2018,1
INO1901800048,2019,1
INO1901800048,2020,1
INO1901800048,2021,1
INO1901800048,2022,1
INOA11300811,2005,1
INOA11300811,2006,1
INORP2104111,2004,1
INP0900300222,2014,1
INP9N2602911,2005,1
INP9N2602911,2006,1
INP9N2602911,2007,1
INP9N2602911,2008,1
INP9N2602911,2009,1
INP9N2602911,2010,1
INP9N2602911,2011,1
INP9N2602911,2012,1
INP9N2602911,2013,1
INPHI0900311,2020,1
INPHM0901211,2005,1
INPHM0901211,2006,1
INRHM0901211,2014,1
INRHM0901212,2015,1
INRHM0901212,2016,1
INRHM0901212,2017,1
INRHM0901212,2018,1
INRHM0901212,2019,1
INRHM0901212,2020,1
INRHM0901212,2022,1
INS2G3009711,2011,1
INT5M1512111,2013,1
INT5M1512111,2014,1
INT5M1512111,2015,1
INT5M1512111,2016,1
INT5M1512111,2017,1
INT5M1512111,2018,1
INT5M1512111,2019,1
INT5M1512111,2020,1
INT5M1512111,2021,1
INT5M1512111,2022,1
INTEE1000511,2019,1
INTM91412011,2005,1
INTM91412011,2008,1
INTM91412011,2009,1
INTM91412011,2010,1
INTM91412011,2011,1
INTM91412011,2012,1
INTM91412011,2013,1
INTM91412011,2015,1
INTM91412011,2016,1
INTM91412011,2017,1
INTM91412011,2018,1
INTM91412011,2019,1
INTM91412011,2020,1
INTM91412011,2021,1
INTM91412011,2022,1
INTQF1510911,2012,1
INTQF1510911,2013,1
INV1506200035,2016,1
INV1506200035,2017,1
INV1506200035,2018,1
INV1506200035,2019,1
INV1506200035,2020,1
INV1506200035,2021,1
INV1506200035,2022,1
INV7Y2803211,2005,1
INV7Y2803211,2006,1
INV7Y2803211,2007,1
INV7Y2803211,2008,1
INV7Y2803211,2009,1
INV7Y2803211,2010,1
INV7Y2803211,2011,1
INV7Y2803211,2012,1
INV7Y2803211,2013,1
INV7Y2803211,2016,1
INV7Y2803211,2017,1
INV7Y2803211,2018,1
INV7Y2803211,2019,1
INV7Y2803211,2020,1
INV7Y2803211,2021,1
INV7Y2803211,2022,1
IOI9M0502711,2009,1
IOI9M0502711,2010,1
IOK2111900043,2016,1
IOK2111900043,2017,1
IOK2111900043,2018,1
IOK2111900043,2019,1
