nra,anio,cantidad_reportes
BMS5T0901011,2008,1
BMS5T0901011,2009,1
BMT9J1407011,2004,1
BMT9J1407011,2005,1
BMT9J1407011,2006,1
BMT9J1407011,2012,1
BMT9J1407011,2013,1
BMT9J1407011,2014,1
BMT9J1407011,2015,1
BMT9J1407011,2016,1
BMT9J1407011,2017,1
BMT9J1407011,2018,1
BMT9J1407011,2019,1
BMT9J1407011,2020,1
BMT9J1407011,2021,1
BMT9J1407011,2022,1
BMU0100100012,2012,1
BMU0100100012,2013,1
BMU0100100014,2012,1
BMU0100100014,2013,1
BMU0100100014,2014,1
BMU0100100014,2015,1
BMU0100100014,2017,1
BMU0100100014,2018,1
BMU0100100014,2019,1
BMU0100100014,2020,1
BMU0100100014,2021,1
BMU0100100014,2022,1
BMU0503500027,2013,1
BMU0503500027,2017,1
BMU0503500027,2018,1
BMU0503500035,2019,1
BMU1000500015,2012,1
BMU1000500015,2013,1
BMU1000500015,2014,1
BMU1000500015,2015,1
BMU1000500015,2016,1
BMU1000500015,2017,1
BMU1000500015,2019,1
BMU1000500015,2020,1
BMU1000500015,2021,1
BMU1000500015,2022,1
BMU1403900235,2018,1
BMU1409300003,2013,1
BMU1409300003,2018,1
BMU1409300003,2019,1
BMU1409300003,2020,1
BMU1412000040,2017,1
BMU1412000040,2018,1
BMU1412000040,2019,1
BMU1412000040,2020,1
BMU1412000040,2021,1
BMU1412000040,2022,1
BMU190391111,2005,1
BMU2402800119,2013,1
BMU2402800119,2014,1
BMU2402800119,2015,1
BMU2402800119,2016,1
BMU2402800119,2017,1
BMU2402800119,2018,1
BMU2402800119,2019,1
BMU2402800119,2020,1
BMU2402800119,2021,1
BMU2402800119,2022,1
BMU2P0502211,2008,1
BMU2P0502211,2009,1
BMU2P0502211,2010,1
BMU2P0502211,2012,1
BMU2P0502211,2014,1
BMU2P0502211,2015,1
BMU2P0502211,2016,1
BMU2P0502211,2017,1
BMU2P0502211,2018,1
BMU2P0502211,2019,1
BMU2P0502211,2020,1
BMU2P0502211,2021,1
BMU2P0502211,2022,1
BMU2P0503011,2013,1
BMU360200211,2014,1
BMU360200211,2015,1
BMU360200211,2016,1
BMU360200211,2017,1
BMU360300311,2014,1
BMU360300311,2015,1
BMU360300311,2016,1
BMU360300311,2017,1
BMU360300311,2018,1
BMU360300311,2019,1
BMU360300311,2020,1
BMU360300311,2021,1
BMU360300311,2022,1
BMU360503011,2008,1
BMU360503011,2009,1
BMU360503011,2010,1
BMU360503012,2013,1
BMU361000711,2017,1
BMU361400611,2015,1
BMU361400611,2016,1
BMU361400611,2017,1
BMU361400611,2018,1
BMU361400611,2019,1
BMU361400611,2020,1
BMU361409811,2012,1
BMU361409811,2013,1
BMU361409811,2014,1
BMU361409811,2015,1
BMU361409811,2016,1
BMU361409811,2017,1
BMU361409811,2022,1
BMU361412011,2012,1
BMU361412011,2013,1
BMU361412011,2014,1
BMU361412011,2015,1
BMU361412011,2016,1
BMU361412011,2017,1
BMU361412011,2018,1
BMU361412011,2019,1
BMU361412011,2020,1
BMU361412011,2021,1
BMU361412011,2022,1
BMU361902611,2005,1
BMU361902611,2006,1
BMU361902621,2007,1
BMU361902621,2010,1
BMU361902621,2012,1
BMU361902621,2013,1
BMU361902621,2014,1
BMU361902621,2015,1
BMU361902621,2016,1
BMU361902621,2017,1
BMU361902621,2018,1
BMU361902621,2019,1
BMU361902621,2020,1
BMU361902621,2021,1
BMU361902621,2022,1
BMU361903931,2008,1
BMU361903931,2009,1
BMU361903931,2010,1
BMU361903931,2013,1
BMU361903931,2014,1
BMU361903931,2015,1
BMU361903931,2016,1
BMU361903931,2017,1
BMU361903931,2018,1
BMU361903931,2019,1
BMU361903931,2020,1
BMU361903931,2021,1
BMU361903931,2022,1
BMU362802211,2012,1
BMU362802211,2013,1
BMU362802211,2014,1
BMU362802211,2015,1
BMU362802211,2022,1
BMU362803211,2014,1
BMU362803211,2015,1
BMUB31903911,2010,1
BMUB31903911,2011,1
BMUB31903911,2012,1
BMUB31903911,2013,1
BMUB31903911,2014,1
BMUB31903911,2015,1
BMUB31903911,2016,1
BMUB31903911,2017,1
BMUB31903911,2018,1
BMUB31903911,2019,1
BMUB31903911,2020,1
BMUB31903911,2021,1
BMUB31903911,2022,1
BMUBT0801911,2014,1
BMUBT0801911,2015,1
BMUBT0801911,2016,1
BMUBT0801911,2017,1
BMUBT0801911,2018,1
BMUBT0801911,2019,1
BMUBT0801911,2020,1
BMUBT0801911,2021,1
BMUBT2500611,2014,1
BMUMQ1904611,2013,1
BMUMQ1904611,2014,1
BMUMQ1904611,2015,1
BMUMQ1904611,2016,1
BMUMQ1904611,2017,1
BMUMQ1904611,2018,1
BMUMQ1904611,2019,1
BMUMQ1904611,2020,1
BNLAD1904511,2005,1
BNLAD1904511,2006,1
BNLAD1904511,2007,1
BNLAD1904511,2008,1
BNLAD1904511,2009,1
BNLAD1904511,2010,1
BNLAD1904511,2011,1
BNLAD1904511,2012,1
BNLAD1904511,2013,1
BNLLJ1903911,2004,1
BNLLJ1903911,2005,1
BNLLJ1903911,2006,1
BNLLJ1903911,2008,1
BNLLJ1903911,2009,1
BNLLJ1903911,2010,1
BNLLJ1903911,2011,1
BNLLJ1903911,2012,1
BNLLJ1903911,2013,1
BNLLJ1903911,2014,1
BNLLJ1903911,2015,1
BNLLJ1903911,2016,1
BNLLJ1903911,2017,1
BNLLJ1903911,2018,1
BNLLJ1903911,2019,1
BNLLJ1903911,2020,1
BNM6B1901211,2007,1
BNM6B1901211,2009,1
BNM6B1901211,2010,1
BNM6B1901211,2011,1
BNM6B1901211,2012,1
BNM6B1901211,2013,1
BNM6B1901211,2014,1
BNM6B1901211,2015,1
BNM6B1901211,2016,1
BNM6B1901211,2017,1
BNM6B1901211,2018,1
BNM6B1901211,2019,1
BNM6B1901211,2020,1
BNM6B1901211,2021,1
BNM6B1901211,2022,1
BNO1802000020,2014,1
BNO1802000020,2015,1
BNO1802000020,2016,1
BNO1802000020,2017,1
BNO1802000020,2018,1
BNO1802000020,2019,1
BNO1802000020,2020,1
BOC9M0900311,2004,1
BOC9M0900311,2005,1
BOC9M0900311,2006,1
BOC9M0900311,2007,1
BOC9M0900311,2008,1
BOC9M0900311,2009,1
BOC9M0900311,2010,1
BOC9M0900311,2011,1
BOC9M0900311,2012,1
BOC9M0900311,2013,1
BOC9M0900311,2014,1
BOC9M0900311,2015,1
BOC9M0900311,2016,1
BOC9M0900311,2017,1
BOC9M0900311,2018,1
BOC9M0900311,2019,1
BOC9M0900311,2020,1
BOC9M0900311,2021,1
BOC9M0900311,2022,1
BOC9M1505111,2007,1
BOC9M1505111,2008,1
BOC9M1505111,2009,1
BOC9M1505111,2010,1
BOC9M1505111,2011,1
BOC9M1505111,2012,1
BOC9M1505111,2013,1
BOC9M1505111,2014,1
BOC9M1505111,2015,1
BOC9M1505111,2016,1
BOC9M1505111,2017,1
BOC9M1505111,2018,1
BOC9M1505111,2019,1
BOC9M1505111,2020,1
BOC9M1505111,2021,1
BOC9M1505111,2022,1
BOJRC1102011,2012,1
BON1510601507,2022,1
BON1512102724,2021,1
BON2500601631,2021,1
BON2700600755,2021,1
BON3K2402811,2010,1
BON3K2402811,2011,1
BON3K2402811,2012,1
BON3K2402811,2013,1
BOP912201411,2007,1
BOP912201411,2008,1
BOP912201411,2009,1
BOP912201411,2010,1
BOP912201411,2011,1
BOP912201411,2012,1
BOP912201411,2013,1
BOQBB1605311,2013,1
BOQBB1605311,2016,1
BOQBB1605311,2017,1
BOQBB1605311,2018,1
BOR2200600087,2014,1
BOR2200600087,2015,1
BOR2200600087,2016,1
BOR9M0200112,2007,1
BOR9M0200112,2011,1
BOR9M0200112,2012,1
BOR9M0200112,2013,1
BOR9M0200112,2014,1
BOS3013311,2009,1
BOS972605511,2005,1
BOS972605511,2006,1
BOS972605511,2007,1
BOSTG3013311,2006,1
BOSTG3013311,2010,1
BOSTG3013311,2011,1
BOSTG3013311,2012,1
BOSTG3013311,2013,1
BOT851503311,2018,1
BOT851503311,2019,1
BPA721510411,2012,1
BPA721510411,2013,1
BPA721510411,2017,1
BPA721510411,2018,1
BPA721510411,2019,1
BPA721510411,2020,1
BPAQB0200411,2012,1
BPI7X0900511,2007,1
BPIEA0900511,2004,1
BPM1510600723,2014,1
BPM1510600723,2015,1
BPM1510600723,2017,1
BPM1510600723,2018,1
BPM1510600723,2019,1
BPM1510600723,2020,1
BPM1510600723,2021,1
BPM1510600723,2022,1
BPM1510901058,2019,1
BPM1510901058,2020,1
BPM1510901058,2021,1
BPM1510901058,2022,1
BPM361605311,2005,1
BPM361605311,2006,1
BPM361605311,2007,1
BPM3Y2802211,2019,1
BPM3Y2802211,2021,1
BPM3Y2802211,2022,1
BPM5Y1610711,2014,1
BPM5Y1610711,2015,1
BPM5Y1610711,2016,1
BPM5Y1610711,2017,1
BPM5Y1610711,2018,1
BPM5Y1610711,2019,1
BPM5Y1610711,2020,1
BPM5Y1610711,2021,1
BPM5Y1610711,2022,1
BPM6E1409811,2010,1
BPM6E1409811,2012,1
BPM6E1409811,2013,1
BPM6E1409811,2014,1
BPM6E1409811,2017,1
BPM6J1610211,2006,1
BPM861904811,2015,1
BPM861904811,2016,1
BPM861904811,2017,1
BPM861904811,2018,1
BPM861904811,2019,1
BPM861904811,2020,1
BPM861904811,2021,1
BPM861904811,2022,1
BPMEA1605311,2004,1
BPMLJ1510611,2010,1
BPMLJ1510611,2011,1
BPMLJ1510611,2012,1
BPMLJ1510611,2013,1
BPOLM0901111,2006,1
BPOLM0901111,2007,1
BPOLM0901111,2008,1
BPOLM0901111,2009,1
BPOLM0901111,2010,1
BPOLM0901111,2011,1
BPOLM0901111,2012,1
BPOLM0901111,2013,1
BPOLM0901111,2014,1
BPOLM0901111,2015,1
BPOLM0901111,2017,1
BPOLM0901111,2018,1
BPOLM0901111,2019,1
BPOLM0901111,2020,1
BPOLM0901111,2022,1
BPP0200200198,2014,1
BPP0708900073,2015,1
BPP0708900073,2016,1
BPP0708900073,2017,1
BPP0708900095,2014,1
BPP0801900131,2013,1
BPP1103700036,2014,1
BPP1409800252,2014,1
BPP1409800252,2015,1
BPP1510400196,2014,1
BPP1510400196,2015,1
BPP1510400196,2016,1
BPP1512102290,2015,1
BPP1512102394,2014,1
BPP1512102394,2016,1
BPP2201400281,2014,1
BPP2500600844,2014,1
BPP2500600844,2016,1
BPR0503500001,2013,1
BPR0503500001,2014,1
BPR0503500001,2015,1
BPR0503500001,2016,1
BPR0503500001,2017,1
BPR0503500001,2018,1
BPR0503500001,2019,1
BPR0503500001,2020,1
BPR0503500001,2021,1
BPR0503500001,2022,1
BPS362300511,2008,1
BPS362300511,2009,1
BPS362300511,2011,1
BPSKE0400211,2015,1
BPSKE0400211,2020,1
BPU0400200532,2022,1
BPU0702700048,2022,1
BPU1200100578,2021,1
BPU1200100578,2022,1
BPU1404400042,2022,1
BPU1610800094,2022,1
BPU2111400602,2016,1
BPU2111400602,2017,1
BPU2111400602,2018,1
BPU2111400602,2019,1
BPU2111400602,2020,1
BPU2111400602,2021,1
BPU2111400602,2022,1
BPU2700400612,2016,1
BPU2700400612,2018,1
BPU2700400612,2020,1
BPU2700400612,2022,1
BPU3010500570,2016,1
BPU3010500570,2017,1
BPU3010500570,2018,1
BPU3010500570,2019,1
BPU3010500570,2020,1
BPU3010500570,2022,1
BPU3010800099,2016,1
BPU3010800099,2017,1
BPU3010800099,2018,1
BPU3010800099,2019,1
BPU3010800099,2020,1
BPU3010800099,2021,1
BPU3010800099,2022,1
BPU3105001308,2022,1
BPURP2104111,2004,1
BQU2200500036,2018,1
BQU2200500036,2019,1
BQU2200500036,2020,1
BQU2200500036,2021,1
BQU2200500036,2022,1
BQU2201400022,2013,1
BQU2201400022,2015,1
BQU2201400022,2016,1
BQU2201400022,2017,1
BQU2201400022,2018,1
BQU2201400022,2020,1
BQU2201400022,2021,1
BQU2201400022,2022,1
BRA1410200001,2017,1
BRA1410200001,2019,1
BRA1410200001,2020,1
BRA1410200001,2021,1
BRE1503300332,2014,1
BRE1503300332,2015,1
BRE1503300332,2016,1
BRE2803200115,2015,1
BRE2803200115,2016,1
BRE2803200115,2017,1
BRE2803200115,2018,1
BRE2803200115,2019,1
BRE2803200115,2020,1
BRE2803200115,2021,1
BRE2803200115,2022,1
BRE5Q1503311,2009,1
BRE5Q1503311,2010,1
BRE5Q1503311,2011,1
BRE5Q1503311,2012,1
BRE5Q1503311,2013,1
BRE5Q1503311,2017,1
BRE5Q1503311,2018,1
BRE5Q1503311,2019,1
BRE5Q1503311,2020,1
BRE5Q1503311,2021,1
BRE5Q1503311,2022,1
BRE9M2803211,2012,1
BRE9M2803211,2013,1
BRE9U2803211,2007,1
BRE9U2803211,2008,1
BRE9U2803211,2009,1
BRE9U2803211,2010,1
BRE9U2803211,2011,1
BRE9U2803211,2012,1
BRE9U2803211,2013,1
BRE9U2803211,2014,1
BRE9U2803211,2015,1
BRM8L0503511,2013,1
BRM8L0503511,2014,1
BRM8L0503511,2019,1
BRM8L0503511,2020,1
BRM8L0503511,2021,1
BRM8L0503511,2022,1
BRMLJ1508111,2009,1
BRMLJ1508111,2010,1
BRMLJ1508111,2011,1
BRMLJ1508111,2013,1
BRN362604311,2005,1
BRN362604311,2006,1
BRU5T1501411,2004,1
BRU5T1501411,2005,1
BRU5T1501411,2006,1
BRU5T1501411,2007,1
BRU5T1501411,2008,1
BRU5T1501411,2009,1
BRU5T1501411,2010,1
BRU5T1501411,2011,1
BRU5T1501411,2012,1
BRU5T1501411,2013,1
BRU5T1501411,2014,1
BRU5T1501411,2015,1
BRU5T1501411,2016,1
BRU5T1501411,2017,1
BRU5T1501411,2018,1
BRU5T1501411,2019,1
BRU5T1501411,2020,1
BRU5T1501411,2021,1
BRU5T1501411,2022,1
BSI871100511,2004,1
BSI871100511,2005,1
BSI871100511,2006,1
BSI871100511,2007,1
BSI871100511,2008,1
BSI871100511,2009,1
BSI871100511,2010,1
BSI871100511,2011,1
BSI871100511,2012,1
BSI871100511,2013,1
BSI871100511,2014,1
BSI871100511,2015,1
BSI871100511,2016,1
BSI871100511,2017,1
BSI871100511,2018,1
BSI871100511,2019,1
BSI871100511,2021,1
BSI871100511,2022,1
BSI9A0803711,2005,1
BSI9A0803711,2006,1
BSI9A0803711,2007,1
BSI9A0803711,2009,1
BSL2405000025,2018,1
BSL2405000025,2019,1
BSL2405000025,2020,1
BSL2405000025,2021,1
BSL2405000025,2022,1
BSM0200400554,2020,1
BSM0200400554,2021,1
BSM0200400554,2022,1
BSM102701411,2005,1
BSM102701411,2006,1
BSM102701411,2007,1
BSM102800711,2006,1
BSM102800711,2007,1
BSM102800711,2008,1
BSM1902600058,2022,1
BSM1F2603011,2010,1
BSM1F2603011,2011,1
BSM1F2603011,2012,1
BSM1F2603011,2013,1
BSM2603000127,2014,1
BSM2603000127,2015,1
BSM2603000127,2017,1
BSMBY3019311,2008,1
BSMEA2800711,2004,1
BSMZU2701411,2010,1
BSO7S1510411,2007,1
BSO7S1510411,2008,1
BSO7S1510411,2009,1
BSO7S1510411,2010,1
BSO7S1510411,2013,1
BSO7S1510411,2016,1
BSO7S1510411,2017,1
BSO7S1510411,2018,1
BSO7S1510411,2019,1
BSO7S1510411,2020,1
BSO7S1510411,2021,1
BSO7S1510411,2022,1
BSOBB2604311,2007,1
BSOBB2604311,2008,1
BSOBB2604311,2009,1
BSOBB2604311,2010,1
BSOBB2604311,2011,1
BSOBB2604311,2012,1
BSOBB2604311,2013,1
BSP5E0200311,2007,1
BSP5E0200311,2009,1
BSP5E0200311,2010,1
BSS5E0200411,2013,1
BSTEA1904811,2004,1
BSTLX1904811,2006,1
BSTLX1904811,2007,1
BSTLX1904811,2009,1
BSU8T0803711,2005,1
BSU8T0803711,2007,1
BSU8T0803711,2008,1
BSY5P2201421,2012,1
BSY5P2201421,2013,1
BTE0200200003,2016,1
BTE0200200003,2017,1
BTE9M0502711,2013,1
BTI2904300023,2020,1
BTI2904300023,2021,1
BTI2904300023,2022,1
BTM1505100107,2014,1
BTM1505100107,2015,1
BTM1505100107,2016,1
BTM1505100107,2017,1
BTM1505100107,2018,1
BTM1505100107,2019,1
BTM1505100107,2020,1
BTM1505100107,2021,1
BTM1505100107,2022,1
BTM301403911,2014,1
BTM301403911,2015,1
BTM301403911,2016,1
BTM301403911,2017,1
BTM301403911,2018,1
BTM301403911,2019,1
BTM301403911,2021,1
BTM301403911,2022,1
BTM9G1306111,2006,1
BTM9G1306111,2007,1
BTM9G1306111,2008,1
BTM9G1306111,2009,1
BTM9G1306111,2010,1
BTM9G1306111,2012,1
BTM9G1306111,2013,1
BTM9G1306111,2015,1
BTM9G1306111,2016,1
BTM9G1306111,2017,1
BTM9G1306111,2018,1
BTM9G1306111,2019,1
BTM9G1306111,2020,1
BTM9G1306111,2021,1
BTM9G1306111,2022,1
BTMLX1505111,2007,1
BTMLX1505111,2008,1
BTMLX1505111,2009,1
BTMLX1505111,2010,1
BTMLX1505111,2011,1
BTMLX1505111,2012,1
BTMLX1505111,2013,1
BTPMD1103711,2019,1
BTPMD1103711,2020,1
BTPMD1103711,2021,1
BTPMD1103711,2022,1
BTS7S1510411,2004,1
BTS7S1510411,2005,1
BTS7S1510411,2006,1
BTT9M2200611,2011,1
BUN752402811,2004,1
BUN752402811,2005,1
BUN752402811,2006,1
BUN752402811,2007,1
BUN752402811,2008,1
BUS910803713,2005,1
BUS910803713,2006,1
BUS910803713,2012,1
BUS910803713,2013,1
BUS910803713,2014,1
BUS910803713,2015,1
BUS910803713,2021,1
BUS910803713,2022,1
BVEM11510011,2010,1
BVEM11510011,2011,1
BVEM11510011,2012,1
BVEM11510011,2013,1
BVEM11510011,2014,1
BVEM11510011,2017,1
BVEM11510011,2018,1
BVEM11510011,2020,1
BWA9M1510911,2006,1
BWI462802211,2004,1
BWI462802211,2006,1
BWI462802211,2008,1
BWLM90400311,2007,1
BWLM90400311,2008,1
BWLM90400311,2009,1
BWLM90400311,2010,1
BWLM90400311,2012,1
BWLM90400311,2013,1
BWLM90400311,2015,1
BWLM90400311,2016,1
BWLM90400311,2017,1
BWLM90400311,2018,1
BWLM90400311,2019,1
BWLM90400311,2020,1
BWLM90400311,2021,1
BWSBB0200411,2011,1
BWSBB0200411,2013,1
BWSBB0200411,2014,1
BYE170000002,2014,1
BYE170000002,2015,1
BYE170000002,2016,1
BYE170000002,2017,1
BYE170000002,2018,1
BYE170000002,2019,1
BYE170000002,2020,1
BYE170000002,2021,1
BYE170000002,2022,1
BYES71703012,2004,1
BYES71703012,2005,1
BYES71703012,2006,1
BYES71703012,2007,1
BYES71703012,2008,1
BYES71703012,2009,1
BYES71703012,2010,1
BYES71703012,2011,1
BYES71703012,2012,1
BYES71703012,2013,1
BYP9M2201611,2004,1
BYP9M2201611,2005,1
BYP9M2201611,2006,1
BYP9M2201611,2010,1
BYP9M2201611,2011,1
BYP9M2201611,2012,1
BYP9M2201611,2013,1
BYP9M2201611,2014,1
BYP9M2201611,2015,1
BYP9M2201611,2016,1
BYU2A3105011,2018,1
BYU2A3105011,2019,1
BYU2A3105011,2020,1
BYU2A3105011,2021,1
BYU2A3105011,2022,1
BZO5T1412011,2017,1
BZO5T1412011,2018,1
BZO5T1412011,2019,1
BZO5T1412011,2020,1
BZO5T1412011,2021,1
BZO5T1412011,2022,1
C&A050301111,2004,1
C&A050301111,2005,1
C&A6E0503011,2007,1
C&A9M2113611,2006,1
C&AMV2201111,2005,1
C&ARP2113611,2004,1
C&S690101011,2008,1
C&S690101011,2009,1
C&S690101011,2010,1
C&S690101011,2011,1
C&S690101011,2012,1
C&S690101011,2013,1
C&S690101011,2016,1
C0C741412111,2008,1
CAA1403902064,2019,1
CAA1403902064,2020,1
CAA1403902064,2021,1
CAA1403902064,2022,1
CAA1409800274,2017,1
CAAEE1000511,2012,1
CAB1500200001,2012,1
CAB1510600478,2017,1
CAB1510600478,2018,1
CAB1510600478,2019,1
CAB1510600478,2020,1
CAB1510600478,2021,1
CAB7I2201411,2005,1
CAB7I2201411,2006,1
CAB7I2201411,2007,1
CABKE1903913,2020,1
CABKE1903913,2021,1
CABKE1903913,2022,1
CAC3103800024,2021,1
CAC7U2802711,2005,1
CAC8A1403911,2004,1
CAC8A1403911,2005,1
CAC8A1403911,2008,1
CACAD2804011,2006,1
CACAD2804011,2007,1
CACAD2804011,2008,1
CACAD2804011,2009,1
CACAD2804011,2010,1
CACAD2804011,2011,1
CACAD2804011,2012,1
CACAD2804011,2013,1
CACAD2804011,2014,1
CACAD2804011,2015,1
CACAD2804011,2016,1
CACAD2804011,2017,1
CACAD2804011,2018,1
CACAD2804011,2019,1
CACAD2804011,2020,1
CACAD2804011,2021,1
CACAD2804011,2022,1
CACND1502311,2011,1
CACND1502311,2013,1
CAD691510911,2006,1
CAD691510911,2022,1
CAD910800111,2005,1
CAD910800111,2006,1
CAD9M0803711,2007,1
CAD9M0803711,2008,1
CAD9M0803711,2017,1
CAD9M0803711,2018,1
CAD9M0803711,2019,1
CAD9M0803711,2020,1
CAD9M0803711,2021,1
CADEA0803711,2004,1
CAE8A1403911,2007,1
CAE8A1403921,2006,1
CAE8A1403921,2007,1
CAE8A1403921,2010,1
CAE8A1403921,2011,1
CAE8A1403921,2012,1
CAE8A1403921,2013,1
CAE8A1403921,2017,1
CAE8A1403921,2018,1
CAE8A1403931,2005,1
CAE8A1403941,2011,1
CAE8A1403941,2012,1
CAE8A1403941,2013,1
CAE8A1403941,2014,1
CAF233008511,2006,1
CAF233008511,2007,1
CAF233008511,2014,1
CAF233008511,2015,1
CAF233008511,2016,1
CAF233008511,2017,1
CAF233008511,2018,1
CAF233008511,2019,1
CAF233008511,2020,1
CAF233008511,2021,1
CAF233008511,2022,1
CAF6D1501411,2005,1
CAF6D1501411,2006,1
CAF6D1501411,2007,1
CAF6D1501411,2008,1
CAF6D1501411,2009,1
CAF6D1501411,2010,1
CAF6D1501411,2012,1
CAF6D1501411,2013,1
CAF6D1501411,2014,1
CAF6D1501411,2015,1
CAF6D1501411,2017,1
CAF6D1501411,2022,1
CAG1L1901811,2013,1
CAH2Z1503311,2007,1
CAH8A1510411,2006,1
CAH8A1510411,2009,1
CAH8A1510411,2010,1
CAH8A1510411,2011,1
CAH8A1510411,2013,1
CAI8A1409811,2005,1
CAI8A1409811,2006,1
CAI8A1409811,2012,1
CAI8A1409811,2013,1
CAI8A1409811,2015,1
CAI8A1409811,2016,1
CAI8A1409811,2017,1
CAI8A1409811,2018,1
CAI8A1409811,2019,1
CAI8A1409811,2020,1
CAI8A1409811,2021,1
CAJ6W1403911,2006,1
CAL2800300044,2014,1
CAL2800300044,2015,1
CAL2800300044,2016,1
CAL2800300044,2017,1
CAL2800300044,2018,1
CAL2800300044,2019,1
CAL2800300044,2020,1
CAL2800300044,2021,1
CAL2800300044,2022,1
CAL2800300190,2020,1
CAL2800300190,2021,1
CAL2800300190,2022,1
CAL2W3005911,2009,1
CAL2W3005911,2010,1
CAL2W3005911,2011,1
CAL3102000003,2021,1
CAL461510611,2019,1
CAL461510611,2020,1
CAL461510611,2021,1
CAL6M0200411,2004,1
CAL6M0200411,2005,1
CAL6M0200411,2006,1
CAL6M0200411,2007,1
CAL6M0200411,2008,1
CAL6M0200411,2009,1
CAL6M0200411,2010,1
CAL6M0200411,2011,1
CAL6M0200411,2012,1
CAL6M0200411,2013,1
CAL6M0200411,2014,1
CAL6M0200411,2015,1
CAL6M0200411,2016,1
CAL6M0200411,2018,1
CAL6M0200411,2019,1
CAL6M0200411,2020,1
CAL6M0200411,2021,1
CAL6M0200411,2022,1
CAM0802102112,2014,1
CAM0802102112,2015,1
CAM1R1510611,2007,1
CAM1R1510611,2013,1
CAM2604300011,2013,1
CAM711510913,2004,1
CAM711510913,2005,1
CAM7I1510911,2006,1
CAM7I1510911,2007,1
CAM7I1510911,2008,1
CAM880503011,2012,1
CAM880503011,2013,1
CAM880503011,2014,1
CAM880503011,2015,1
CAM880503011,2016,1
CAM880503011,2017,1
CAM880503011,2018,1
CAM880503011,2019,1
CAM880503011,2020,1
CAM880503011,2021,1
CAM880900721,2011,1
CAM911700411,2005,1
CAM911700411,2006,1
CAM911700411,2007,1
CAM911700411,2008,1
CAM911700411,2009,1
CAM911700411,2010,1
CAM911700411,2011,1
CAM911700411,2012,1
CAM911700411,2013,1
CAM911700411,2014,1
CAM911700411,2015,1
CAM911700411,2016,1
CAM911700411,2017,1
CAM9D0802111,2006,1
CAM9D0802111,2007,1
CAM9D0802111,2008,1
CAM9D0802111,2009,1
CAM9D0802111,2010,1
CAM9D0802111,2011,1
CAM9D0802111,2012,1
CAM9D0802111,2013,1
CAM9L1103711,2013,1
CAM9L1103711,2014,1
CAM9L1103711,2015,1
CAM9L1103711,2016,1
CAM9L1103711,2017,1
CAM9L1103711,2019,1
CAM9L1103712,2014,1
CAM9L1103712,2016,1
CAM9L1103712,2018,1
CAM9L1103721,2018,1
CAM9L1103721,2020,1
CAM9L1103721,2021,1
CAMBU0100111,2013,1
CAMEA1904811,2004,1
CAMK90400321,2014,1
CAMK90400321,2015,1
CAMK90400321,2016,1
CAMK90400321,2019,1
CAMK90400321,2020,1
CAMLJ1512011,2012,1
CAMLJ1512011,2013,1
CAMND1509111,2012,1
CAMRP0802111,2004,1
CAMTI0901411,2005,1
CAN1505600001,2016,1
CAN1505600001,2017,1
CAN1505600001,2018,1
CAN1505600001,2019,1
CAN1505600001,2020,1
CAN1505600001,2021,1
CAN3L2804011,2004,1
CAN3L2804011,2005,1
CAN461502611,2017,1
CAN461502611,2018,1
CAN461502611,2019,1
CAN461502611,2020,1
CAN461502611,2021,1
CAN461502611,2022,1
CAN9M2604311,2011,1
CAN9M2604311,2012,1
CANEE1507011,2012,1
CANKE2500611,2015,1
CANKE2500611,2016,1
CAOLJ2902511,2012,1
CAOLJ2902511,2013,1
CAP023004111,2007,1
CAP023004111,2008,1
CAP023004111,2009,1
CAP023004111,2010,1
CAP1305000007,2014,1
CAP1305000007,2015,1
CAP1305000007,2016,1
CAP1305000007,2018,1
CAP1305000007,2020,1
CAP1305000007,2021,1
CAP1305000007,2022,1
CAP1605200212,2022,1
CAP1F1200111,2004,1
CAP1F1200111,2005,1
CAP1F1200111,2006,1
CAP1F1200111,2007,1
CAP1F1200111,2008,1
CAP1F1200111,2009,1
CAP1F1200111,2010,1
CAP1F1200111,2011,1
CAP1F1200111,2012,1
CAP1F1200111,2013,1
CAP1F1200111,2014,1
CAP1F1200111,2015,1
CAP1F1200111,2016,1
CAP1F1200111,2017,1
CAP1F1200111,2018,1
CAP1F1200111,2019,1
CAP1F1200111,2020,1
CAP1F1200111,2021,1
CAP1F1200111,2022,1
CAP2111400555,2017,1
CAP2111400555,2018,1
CAP2111400555,2019,1
CAP2111400555,2020,1
CAP2111400555,2021,1
CAP2111400555,2022,1
CAP2200400022,2019,1
CAP2200400022,2020,1
CAP2200400022,2021,1
CAP2200700016,2020,1
CAP300851111,2009,1
CAP730502711,2004,1
CAP730502711,2005,1
CAP730502711,2006,1
CAP730502711,2007,1
CAP730502711,2009,1
CAP730502711,2010,1
CAP730502711,2011,1
CAP730502711,2012,1
CAP730502711,2013,1
CAP730502711,2014,1
CAP730502711,2015,1
CAP730502711,2016,1
CAP730502711,2017,1
CAP730502711,2018,1
CAP730502711,2019,1
CAP730502711,2020,1
CAP730502711,2021,1
CAP730502711,2022,1
CAP730600911,2004,1
CAP730600911,2005,1
CAP730600911,2006,1
CAP730600911,2008,1
CAP730600911,2009,1
CAP730600911,2010,1
CAP730600911,2011,1
CAP730600911,2012,1
CAP730600911,2013,1
CAP730600911,2014,1
CAP730600911,2015,1
CAP730600911,2016,1
CAP730600911,2017,1
