_id,latitudnorte,longitudoeste
65bec4d7675c397043f164fd,"19°26'31""","92°1'60"""
65bec4d7675c397043f164fe,"19°30'49""","92°9'18"""
65bec4d7675c397043f164ff,19.38199,-99.15865
65bec4d7675c397043f16500,"19°35'44""","92°14'21"""
65bec4d7675c397043f16501,"25°47'52.40""","100°09'29.11"""
65bec4d7675c397043f16502,"21°21'41""","101°56'4"""
65bec4d7675c397043f16503,20.6358,-103.35459
65bec4d7675c397043f16504,"26°3'2""","98°22'19"""
65bec4d7675c397043f16505,"26°4'20""","98°22'21"""
65bec4d7675c397043f16506,21.81807,-102.28556
65bec4d7675c397043f16507,"18°52'51""","99°10'33"""
65bec4d7675c397043f16508,"19°17'4""","0.99°31'46"""
65bec4d7675c397043f16509,19.82426,-98.97622
65bec4d7675c397043f1650a,19.82454,-98.97376
65bec4d7675c397043f1650b,19.82393,-98.97398
65bec4d7675c397043f1650c,"20°44'56""","100°26'36"""
65bec4d7675c397043f1650d,32.47986,-116.92228
65bec4d7675c397043f1650e,"25°47'18.96""","100°26'21.92"""
65bec4d7675c397043f1650f,"20°34'12""","0.1°17'57"""
65bec4d7675c397043f16510,"27°26'18""","99°30'59"""
65bec4d7675c397043f16511,"26°0'30""","98°13'10"""
65bec4d7675c397043f16512,"25°15'40""","101°6'3"""
65bec4d7675c397043f16513,19.29214,-99.58684
65bec4d7675c397043f16514,"32°31'42""","116°58'8"""
65bec4d7675c397043f16515,"21°8'38""","86°47'3"""
65bec4d7675c397043f16516,"19°35'20""","99°6'15"""
65bec4d7675c397043f16517,19.30208,-99.61291
65bec4d7675c397043f16518,"18°0'0""","0.99°0'0"""
65bec4d7675c397043f16519,19.53624,-99.2258
65bec4d7675c397043f1651a,"32°30'9""","117°2'45"""
65bec4d7675c397043f1651b,"19°21'30""","99°5'58"""
65bec4d7675c397043f1651c,"19°10'35""","97°10'1"""
65bec4d7675c397043f1651d,"26°1'59""","98°22'6"""
65bec4d7675c397043f1651e,31.66702,-106.34251
65bec4d7675c397043f1651f,"19°44'45.14""","99°04'15.00"""
65bec4d7675c397043f16520,31.74682,-106.42189
65bec4d7675c397043f16521,22.06556,-100.892
65bec4d7675c397043f16522,"20°17'0""","98°36'0"""
65bec4d7675c397043f16523,"32°30'54""","116°54'52"""
65bec4d7675c397043f16524,22.11899,-100.91896
65bec4d7675c397043f16525,"21°11'59""","86°47'15"""
65bec4d7675c397043f16526,"21°4'18""","86°46'35"""
65bec4d7675c397043f16527,"21°4'13""","86°46'37"""
65bec4d7675c397043f16528,"20°55'7""","89°41'52"""
65bec4d7675c397043f16529,"21°4'24""","86°46'33"""
65bec4d7675c397043f1652a,"19°12'34""","99°27'56"""
65bec4d7675c397043f1652b,"31°18'54""","113°32'02"""
65bec4d7675c397043f1652c,"19°43'10.37""","99°12'10.02"""
65bec4d7675c397043f1652d,"22°29'3""","97°51'45"""
65bec4d7675c397043f1652e,19.46351,-99.23152
65bec4d7675c397043f1652f,"19°59'33""","99°13'53"""
65bec4d7675c397043f16530,"19°16'21""","98°24'60"""
65bec4d7675c397043f16531,"19°25'0""","98°08'00"""
65bec4d7675c397043f16532,"19°27'48""","99°13'46"""
65bec4d7675c397043f16533,"19°10'0""","99°13'0"""
65bec4d7675c397043f16534,20.62846,-100.44086
65bec4d7675c397043f16535,"22°0'30""","100°49'2"""
65bec4d7675c397043f16536,"25°36'19""","103°26'38"""
65bec4d7675c397043f16537,31.65371,-106.42621
65bec4d7675c397043f16538,"20°55'38""","0.89°41'24"""
65bec4d7675c397043f16539,"19°49'22""","98°58'31"""
65bec4d7675c397043f1653a,"25°47'18.88""","100°26'22.06"""
65bec4d7675c397043f1653b,"19°40'00""","99°10'00"""
65bec4d7675c397043f1653c,31.63018,-106.37052
65bec4d7675c397043f1653d,"0°0'0""","0°0'0"""
65bec4d7675c397043f1653e,"26°1'03""","98°13'59"""
65bec4d7675c397043f1653f,"17°59'50""","92°57'40"""
65bec4d7675c397043f16540,"19°22'00""","98°56'53.89"""
65bec4d7675c397043f16541,"19°31'10""","103°26'15"""
65bec4d7675c397043f16542,"25°39'12.91""","100°20'51.52"""
65bec4d7675c397043f16543,"25°39'11.57""","100°20'33.35"""
65bec4d7675c397043f16544,"25°40'21.07","100°22'23.73"""
65bec4d7675c397043f16545,"25°41'3.46""","100°21'16.24"""
65bec4d7675c397043f16546,"32°26'34""","116°55'8"""
65bec4d7675c397043f16547,"25°52'36""","97°32'0"""
65bec4d7675c397043f16548,"32°26'38""","116°54'48"""
65bec4d7675c397043f16549,31.77514,-106.52373
65bec4d7675c397043f1654a,31.70971,-106.40092
65bec4d7675c397043f1654b,"18°5'28""","94°21'37"""
65bec4d7675c397043f1654c,"19°12'0""","91°48'0"""
65bec4d7675c397043f1654d,"31°41'28""","106°27'26"""
65bec4d7675c397043f1654e,"19°3'59""","98°9'35"""
65bec4d7675c397043f1654f,"28°38'12""","106°4'20"""
65bec4d7675c397043f16550,"20°23'6""","100°16'05"""
65bec4d7675c397043f16551,"25°27'42""","102°10'21"""
65bec4d7675c397043f16552,"19°28'19""","99°6'8"""
65bec4d7675c397043f16553,32.49555,-116.90487
65bec4d7675c397043f16554,"19°4'43""","98°09'03"""
65bec4d7675c397043f16555,"31°16'48""","111°55'49"""
65bec4d7675c397043f16556,"18°0'17""","94°33'51"""
65bec4d7675c397043f16557,31.75046,-106.42089
65bec4d7675c397043f16558,"20°36'18""","100°22'55"""
65bec4d7675c397043f16559,"31°15'32""","109°55'30"""
65bec4d7675c397043f1655a,"19°3'08""","98°13'53"""
65bec4d7675c397043f1655b,"25°43'39.05""","100°12'30.14"""
65bec4d7675c397043f1655c,"28°40'13""","106°5'10"""
65bec4d7675c397043f1655d,"19°23'22""","98°3'46"""
65bec4d7675c397043f1655e,"32°27'44""","116°56'11"""
65bec4d7675c397043f1655f,"20°35'36""","100°25'26"""
65bec4d7675c397043f16560,"25º42'08.58""","100º12'19.86"""
65bec4d7675c397043f16561,19.8227,-98.97177
65bec4d7675c397043f16562,31.69564,-106.43926
65bec4d7675c397043f16563,31.69384,-106.43206
65bec4d7675c397043f16564,31.69097,-106.44574
65bec4d7675c397043f16565,"19°29'55""","98°3'0"""
65bec4d7675c397043f16566,"20°25'9""","103°18'5"""
65bec4d7675c397043f16567,31.63212,-106.44311
65bec4d7675c397043f16568,25.58468,-103.38851
65bec4d7675c397043f16569,"31°39'2""","106°25'48"""
65bec4d7675c397043f1656a,"26°1'45""","98°12'5"""
65bec4d7675c397043f1656b,"26°1'45""","98°12'5"""
65bec4d7675c397043f1656c,"20°31'5""","100°51'11"""
65bec4d7675c397043f1656d,"20°29'23""","103°13'6"""
65bec4d7675c397043f1656e,"19°38'58.36""","99°09'15.28"""
65bec4d7675c397043f1656f,"19°14'3""","90°15'1"""
65bec4d7675c397043f16570,"19°17'42""","92°11'59"""
65bec4d7675c397043f16571,"19°14'3""","90°15'1"""
65bec4d7675c397043f16572,"19°17'51""","92°10'10"""
65bec4d7675c397043f16573,"19°35'20""","92°11'59"""
65bec4d7675c397043f16574,"19°22'2""","92°0'16"""
65bec4d7675c397043f16575,"19°26'55""","92°5'1"""
65bec4d7675c397043f16576,"19°31'9""","92°11'19"""
65bec4d7675c397043f16577,"19°24'22""","92°12'37"""
65bec4d7675c397043f16578,"19°35'20""","92°11'59"""
65bec4d7675c397043f16579,"19°31'9""","92°11'19"""
65bec4d7675c397043f1657a,"20°57'54""","91°57'44"""
65bec4d7675c397043f1657b,"19°25'42""","92°4'33"""
65bec4d7675c397043f1657c,"18°52'0""","92°37'14"""
65bec4d7675c397043f1657d,"19°23'35""","92°2'24"""
65bec4d7675c397043f1657e,"17°45'0""","92°50'0"""
65bec4d7675c397043f1657f,"17°29'0""","93°28'15"""
65bec4d7675c397043f16580,"17°45'18""","93°22'48"""
65bec4d7675c397043f16581,"17°45'18""","93°22'48"""
65bec4d7675c397043f16582,"17°39'31""","93°21'43"""
65bec4d7675c397043f16583,"17°46'16""","92°54'51"""
65bec4d7675c397043f16584,"17°45'0""","92°50'0"""
65bec4d7675c397043f16585,"17°45'0""","92°50'0"""
65bec4d7675c397043f16586,"17°45'18""","93°22'48"""
65bec4d7675c397043f16587,"17°45'0""","92°50'0"""
65bec4d7675c397043f16588,"17°53'18""","93°10'39"""
65bec4d7675c397043f16589,"17°45'0""","92°50'0"""
65bec4d7675c397043f1658a,"17°45'0""","92°50'0"""
65bec4d7675c397043f1658b,"17°29'35""","93°13'39"""
65bec4d7675c397043f1658c,"18°12'0""","94°1'0"""
65bec4d7675c397043f1658d,"18°12'0""","94°2'0"""
65bec4d7675c397043f1658e,"18°15'30""","93°55'0"""
65bec4d7675c397043f1658f,"18°9'0""","93°49'0"""
65bec4d7675c397043f16590,"18°10'0""","94°1'0"""
65bec4d7675c397043f16591,"18°12'10""","94°3'8"""
65bec4d7675c397043f16592,"18°12'0""","94°1'0"""
65bec4d7675c397043f16593,"18°14'30""","93°55'10"""
65bec4d7675c397043f16594,"18°6'17""","93°52'54"""
65bec4d7675c397043f16595,"18°11'49""","93°8'38"""
65bec4d7675c397043f16596,"18°15'12""","93°29'42"""
65bec4d7675c397043f16597,"18°5'4""","93°25'10"""
65bec4d7675c397043f16598,"17°59'55""","93°17'38"""
65bec4d7675c397043f16599,"18°23'17""","92°49'51"""
65bec4d7675c397043f1659a,"93°6'26""","17°25'0"""
65bec4d7675c397043f1659b,"18°22'57""","93°18'31"""
65bec4d7675c397043f1659c,"18°19'49""","93°24'56"""
65bec4d7675c397043f1659d,"18°0'6""","93°27'0"""
65bec4d7675c397043f1659e,"18°19'32""","93°21'46"""
65bec4d7675c397043f1659f,"18°0'6""","93°27'4"""
65bec4d7675c397043f165a0,"18°23'8""","93°18'38"""
65bec4d7675c397043f165a1,"18°7'5""","93°19'40"""
65bec4d7675c397043f165a2,"10°3'53""","93°18'50"""
65bec4d7675c397043f165a3,"17°59'45""","93°5'33"""
65bec4d7675c397043f165a4,"17°59'45""","93°5'33"""
65bec4d7675c397043f165a5,"18°4'0""","93°5'42"""
65bec4d7675c397043f165a6,"18°1'59""","93°3'17"""
65bec4d7675c397043f165a7,"18°3'53""","93°18'50"""
65bec4d7675c397043f165a8,"18°3'31""","93°5'48"""
65bec4d7675c397043f165a9,"18°3'18""","93°4'18"""
65bec4d7675c397043f165aa,"17°54'57""","93°15'55"""
65bec4d7675c397043f165ab,"18°12'8""","94°0'38"""
65bec4d7675c397043f165ac,"18°44'0""","97°29'0"""
65bec4d7675c397043f165ad,"18°1'1""","93°55'36"""
65bec4d7675c397043f165ae,"18°6'0""","93°58'0"""
65bec4d7675c397043f165af,"18°5'0""","94°1'0"""
65bec4d7675c397043f165b0,"17°52'0""","93°30'0"""
65bec4d7675c397043f165b1,"17°54'59""","93°15'55"""
65bec4d7675c397043f165b2,"17°54'57""","93°23'14"""
65bec4d7675c397043f165b3,"17°52'0""","93°30'0"""
65bec4d7675c397043f165b4,"18°1'54""","93°55'36"""
65bec4d7675c397043f165b5,"18°15'30""","94°55'0"""
65bec4d7675c397043f165b6,"18°10'1""","94°1'1"""
65bec4d7675c397043f165b7,"18°13'30""","93°1'50"""
65bec4d7675c397043f165b8,"17°54'59""","93°15'55"""
65bec4d7675c397043f165b9,"18°4'23""","93°2'43"""
65bec4d7675c397043f165ba,"18°14'13""","92°22'23"""
65bec4d7675c397043f165bb,"18°13'16""","92°15'24"""
65bec4d7675c397043f165bc,"18°7'7""","92°23'16"""
65bec4d7675c397043f165bd,"17°48'5""","92°37'6"""
65bec4d7675c397043f165be,"17°67'44""","92°28'21"""
65bec4d7675c397043f165bf,"18°25'24""","93°9'37"""
65bec4d7675c397043f165c0,"17°46'16""","92°54'51"""
65bec4d7675c397043f165c1,"17°46'16""","92°54'51"""
65bec4d7675c397043f165c2,"22°24'44""","97°56'31"""
65bec4d7675c397043f165c3,"22°24'21""","97°55'38"""
65bec4d7675c397043f165c4,"25°40'52""","98°34'24"""
65bec4d7675c397043f165c5,"25°54'18""","99°2'41"""
65bec4d7675c397043f165c6,"25°59'23""","98°1'43"""
65bec4d7675c397043f165c7,"26°36'10""","99°18'14"""
65bec4d7675c397043f165c8,"25°27'48""","98°44'36"""
65bec4d7675c397043f165c9,"25°53'40""","98°47'1"""
65bec4d7675c397043f165ca,"25°54'38""","98°31'40"""
65bec4d7675c397043f165cb,"26°28'52""","99°5'54"""
65bec4d7675c397043f165cc,"18°14'0""","95°51'0"""
65bec4d7675c397043f165cd,"18°46'55""","96°4'20"""
65bec4d7675c397043f165ce,"17°53'0""","94°6'0"""
65bec4d7675c397043f165cf,"17°5'0""","94°8'0"""
65bec4d7675c397043f165d0,"17°5'0""","94°4'0"""
65bec4d7675c397043f165d1,"18°6'16""","94°20'37"""
65bec4d7675c397043f165d2,"17°58'20""","94°14'6"""
65bec4d7675c397043f165d3,"18°38'12""","95°58'45"""
65bec4d7675c397043f165d4,"20°31'0""","0.97°27'25"""
65bec4d7675c397043f165d5,"21°31'20""","97°38'10"""
65bec4d7675c397043f165d6,"20°31'0""","0.97°27'25"""
65bec4d7675c397043f165d7,"20°31'0""","97°27'25"""
65bec4d7675c397043f165d8,"18°54'31""","95°58'1"""
65bec4d7675c397043f165d9,"18°32'39""","95°57'1"""
65bec4d7675c397043f165da,"26°14'18""","98°16'54"""
65bec4d7675c397043f165db,"19°26'11""","92°3'41"""
65bec4d7675c397043f165dc,"17°34'0""","93°9'48"""
65bec4d7675c397043f165dd,"17°59'3""","94°17'44"""
65bec4d7675c397043f165de,"18°01'30""","94°23'23"""
65bec4d7675c397043f165df,"20°31'0""","97°27'25"""
65bec4d7675c397043f165e0,"20°31'0""","97°27'25"""
65bec4d7675c397043f165e1,"20°31'0""","97°27'25"""
65bec4d7675c397043f165e2,"20°31'0""","0.97°27'25"""
65bec4d7675c397043f165e3,"20°31'0""","97°97'25"""
65bec4d7675c397043f165e4,"20°31'0""","97°27'25"""
65bec4d7675c397043f165e5,"20°7'3""","96°44'38"""
65bec4d7675c397043f165e6,"18°39'60""","91°56'44"""
65bec4d7675c397043f165e7,"18°38'16""","92°9'43"""
65bec4d7675c397043f165e8,"18°56'43""","52°37'10"""
65bec4d7675c397043f165e9,"17°53'16""","92°29'0"""
65bec4d7675c397043f165ea,"18°27'10""","93°47'20"""
65bec4d7675c397043f165eb,"18°21'27""","96°8'33"""
65bec4d7675c397043f165ec,"21°31'20""","97°38'10"""
65bec4d7675c397043f165ed,"20°31'0""","97°27'25"""
65bec4d7675c397043f165ee,"21°31'20""","97°38'10"""
65bec4d7675c397043f165ef,"21°31'20""","97°38'10"""
65bec4d7675c397043f165f0,"21°31'20""","97°38'10"""
65bec4d7675c397043f165f1,"0°0'0""","0°0'0"""
65bec4d7675c397043f165f2,"17°23'0""","93°21'8"""
65bec4d7675c397043f165f3,"17°43'0""","93°55'0"""
65bec4d7675c397043f165f4,"17°39'31""","93°21'43"""
65bec4d7675c397043f165f5,"17°58'25""","93°52'39"""
65bec4d7675c397043f165f6,"18°17'30""","92°55'0"""
65bec4d7675c397043f165f7,"17°28'11""","94°10'20"""
65bec4d7675c397043f165f8,"17°45'18""","93°22'48"""
65bec4d7675c397043f165f9,"17°56'39""","92°30'59"""
65bec4d7675c397043f165fa,"17°54'57""","94°15'10"""
65bec4d7675c397043f165fb,"20°34'50""","101°10'12"""
65bec4d7675c397043f165fc,19.50786,-99.21974
65bec4d7675c397043f165fd,"25°41'59.04""","100°19'16.97"""
65bec4d7675c397043f165fe,"19°47'0""","99°35'0"""
65bec4d7675c397043f165ff,"19°49'38""","98°58'32"""
65bec4d7675c397043f16600,20.63859,-101.28638
65bec4d7675c397043f16601,"22°22'18""","97°53'36"""
65bec4d7675c397043f16602,"32°35'32""","115°25'01"""
65bec4d7675c397043f16603,"23°24'45""","99°22'4"""
65bec4d7675c397043f16604,"22°10'11.00""","102°19'55.00"""
65bec4d7675c397043f16605,19.43859,-99.19321
65bec4d7675c397043f16606,"19°17'49""","99°39'42"""
65bec4d7675c397043f16607,"19°27'16""","96°58'6"""
65bec4d7675c397043f16608,20.63299,-103.37658
65bec4d7675c397043f16609,"19°54'52""","99°20'34"""
65bec4d7675c397043f1660a,"20°36'33""","100°24'29"""
65bec4d7675c397043f1660b,"20°26'10""","103°12'11"""
65bec4d7675c397043f1660c,"19°15'0""","99°38'0"""
65bec4d7675c397043f1660d,"19°16'20""","99°28'45"""
65bec4d7675c397043f1660e,"19°29'30""","99°9'29"""
65bec4d7675c397043f1660f,19.47537,-99.10928
65bec4d7675c397043f16610,"20°34'9""","100°33'41"""
65bec4d7675c397043f16611,31.67546,-106.45703
65bec4d7675c397043f16612,22.27839,-97.81699
65bec4d7675c397043f16613,"17°54'0""","93°12'0"""
65bec4d7675c397043f16614,"19°51'43""","99°17'44"""
65bec4d7675c397043f16615,"19°4'32""","98°09'28"""
65bec4d7675c397043f16616,"17°48'10""","93°7'40"""
65bec4d7675c397043f16617,"18°5'23""","94°2'22"""
65bec4d7675c397043f16618,"17°57'0""","92°19'15"""
65bec4d7675c397043f16619,"26°4'18""","98°16'48"""
65bec4d7675c397043f1661a,"26°0'53""","98°28'55"""
65bec4d7675c397043f1661b,"18°49'21""","96°24'5"""
65bec4d7675c397043f1661c,"20°31'10""","97°28'20"""
65bec4d7675c397043f1661d,32.37488,-117.06962
65bec4d7675c397043f1661e,"93°10'46""","17°54'24"""
65bec4d7675c397043f1661f,"31°35'9""","106°31'41"""
65bec4d7675c397043f16620,20.71089,-103.46003
65bec4d7675c397043f16621,"16°12'52""","95°11'4"""
65bec4d7675c397043f16622,"22°15'25""","97°47'57"""
65bec4d7675c397043f16623,"18°6'32""","94°24'5"""
65bec4d7675c397043f16624,"18°6'32""","94°24'5"""
65bec4d7675c397043f16625,25.58985,-103.3953
65bec4d7675c397043f16626,"28°39'57""","106°4'46"""
65bec4d7675c397043f16627,"20°34'10""","101°5'50"""
65bec4d7675c397043f16628,"25º48'46.51""","100º21'5.17"""
65bec4d7675c397043f16629,"18°15'30""","93°9'31"""
65bec4d7675c397043f1662a,"26°7'11""","0.98°20'3"""
65bec4d7675c397043f1662b,"19°25'19""","98°8'40"""
65bec4d7675c397043f1662c,"17°59'9""","94°32'59"""
65bec4d7675c397043f1662d,"0°0'0""","0°0'0"""
65bec4d7675c397043f1662e,"15°8'30""","95°11'30"""
65bec4d7675c397043f1662f,"31°13'22""","109°36'22"""
65bec4d7675c397043f16630,"27°52'37""","110°52'13"""
65bec4d7675c397043f16631,19.58169,-99.03076
65bec4d7675c397043f16632,"25°43'50.01""","100°17'26.85"""
65bec4d7675c397043f16633,"25°11'20.23""","99°51'11.16"""
65bec4d7675c397043f16634,19.34354,-99.16836
65bec4d7675c397043f16635,"20°35'11""","100°24'19"""
65bec4d7675c397043f16636,"31°37'22""","106°40'4"""
65bec4d7675c397043f16637,"25°51'50""","97°30'10"""
65bec4d7675c397043f16638,32.53717,-116.92071
65bec4d7675c397043f16639,"25°47'7.48""","100°08'29.59"""
65bec4d7675c397043f1663a,"27°28'14""","99°32'32"""
65bec4d7675c397043f1663b,"27°37'35""","99°32'33"""
65bec4d7675c397043f1663c,"25°36'14""","97°31'33"""
65bec4d7675c397043f1663d,"23°12'44""","106°23'39"""
65bec4d7675c397043f1663e,"20°38'02""","100°24'39"""
65bec4d7675c397043f1663f,19.31835,-99.07746
65bec4d7675c397043f16640,31.72305,-106.39063
65bec4d7675c397043f16641,"19°48'0""","99°16'30"""
65bec4d7675c397043f16642,"20°38'56""","103°19'59"""
65bec4d7675c397043f16643,"32°30'52""","116°58'0"""
65bec4d7675c397043f16644,"32°30'52""","116°58'0"""
65bec4d7675c397043f16645,"18°54'49""","99°9'56"""
65bec4d7675c397043f16646,"32°28'5""","116°59'12"""
65bec4d7675c397043f16647,32.52775,-116.96525
65bec4d7675c397043f16648,32.52725,-116.96404
65bec4d7675c397043f16649,"32°28'58""","116°54'14"""
65bec4d7675c397043f1664a,32.46105,-116.91059
65bec4d7675c397043f1664b,"25°39'21.26""","100°10'52.25"""
65bec4d7675c397043f1664c,"19°54'6""","102°0'15"""
65bec4d7675c397043f1664d,"19°19'0""","98°53'0"""
65bec4d7675c397043f1664e,"19°54'50""","102°00'17"""
65bec4d7675c397043f1664f,19.2841,-99.19143
65bec4d7675c397043f16650,"19°16'0""","39°29'0"""
65bec4d7675c397043f16651,"19°47'22""","99°53'45"""
65bec4d7675c397043f16652,"28°43'25""","106°7'52"""
65bec4d7675c397043f16653,32.54223,-116.91353
65bec4d7675c397043f16654,"20°34'22""","101°11'39"""
65bec4d7675c397043f16655,"20°1'20""","99°9'99"""
65bec4d7675c397043f16656,20.64659,-103.36636
65bec4d7675c397043f16657,"19°31'9""","99°6'50"""
65bec4d7675c397043f16658,"25°43'1.83""","100°17'42.42"""
65bec4d7675c397043f16659,"18°2'51""","94°19'30"""
65bec4d7675c397043f1665a,"18°8'2""","0.94°22'1"""
65bec4d7675c397043f1665b,"19°12'0""","96°8'0"""
65bec4d7675c397043f1665c,"19°8'25""","96°8'47"""
65bec4d7675c397043f1665d,20.63119,-100.42248
65bec4d7675c397043f1665e,"24°4'24""","98°22'16"""
65bec4d7675c397043f1665f,20.63739,-103.36568
65bec4d7675c397043f16660,"31°40'22""","106°26'57"""
65bec4d7675c397043f16661,"22°6'7""","100°53'37"""
65bec4d7675c397043f16662,"22°3'30""","100°53'00"""
65bec4d7675c397043f16663,20.5795,-101.20004
65bec4d7675c397043f16664,"22°4'45""","100°53'31"""
65bec4d7675c397043f16665,"17°59'58""","0.94°33'30"""
65bec4d7675c397043f16666,"20°56'52""","89°39'2"""
65bec4d7675c397043f16667,31.63366,-106.38561
65bec4d7675c397043f16668,31.7139,-106.40131
65bec4d7675c397043f16669,"31°37'58""","106°23'7"""
65bec4d7675c397043f1666a,"25°40'25.41""","100°24'35.87"""
65bec4d7675c397043f1666b,"20°30'32""","100°54'52"""
65bec4d7675c397043f1666c,"25°21'0""","95°30'0"""
65bec4d7675c397043f1666d,"18°8'2""","94°22'8"""
65bec4d7675c397043f1666e,"25°30'50""","100°57'0"""
65bec4d7675c397043f1666f,"25º41'36.77""","100º09'31.7"""
65bec4d7675c397043f16670,"0°0'0""","0°0'0"""
65bec4d7675c397043f16671,"19°20'36""","99°48'14"""
65bec4d7675c397043f16672,"25°52'41""","97°16'26"""
65bec4d7675c397043f16673,"31°37'13""","106°25'52"""
65bec4d7675c397043f16674,"24°44'27""","107°22'56"""
65bec4d7675c397043f16675,"21°45'3""","100°56'3"""
65bec4d7675c397043f16676,"20°27'36""","103°26'53"""
65bec4d7675c397043f16677,"19°31'29""","99°7'7"""
65bec4d7675c397043f16678,"22°26'3""","97°58'52"""
65bec4d7675c397043f16679,"19°17'16""","99°32'34"""
65bec4d7675c397043f1667a,"22°25'14""","97°53'22"""
65bec4d7675c397043f1667b,"19°17'16.81""","99°38'48.34"""
65bec4d7675c397043f1667c,"25º44'44.14","100º31'47.27"""
65bec4d7675c397043f1667d,19.55101,-99.19425
65bec4d7675c397043f1667e,"19°23'59""","98°4'20"""
65bec4d7675c397043f1667f,"28°28'50""","106°43'45"""
65bec4d7675c397043f16680,19.56542,-99.19866
65bec4d7675c397043f16681,"20°58'0""","100°26'0"""
65bec4d7675c397043f16682,"25°43'18.71""","100°12'06.91"""
65bec4d7675c397043f16683,"26°1'915""","98°22'197"""
65bec4d7675c397043f16684,"25º45'42.74""","100º18'26.44"""
65bec4d7675c397043f16685,"18°6'32""","94°24'5"""
65bec4d7675c397043f16686,"25°44'8.53""","100°15'18.69"""
65bec4d7675c397043f16687,"23°23'0""","103°45'26"""
65bec4d7675c397043f16688,31.63676,-106.44754
65bec4d7675c397043f16689,"19°4'11""","98°09'45"""
65bec4d7675c397043f1668a,"20°10'0""","99°16'0"""
65bec4d7675c397043f1668b,"19°15'51""","0.98°25'25"""
65bec4d7675c397043f1668c,"20°30'5""","97°28'30"""
65bec4d7675c397043f1668d,"27°52'46""","110°52'13"""
65bec4d7675c397043f1668e,"22°29'32""","97°51'45"""
65bec4d7675c397043f1668f,20.40769,-99.9811
65bec4d7675c397043f16690,"32°39'9""","117°2'43"""
65bec4d7675c397043f16691,"32°32'5""","117°00'45"""
65bec4d7675c397043f16692,"32°28'16""","116°54'52"""
65bec4d7675c397043f16693,"19°39'7""","99°9'14"""
65bec4d7675c397043f16694,31.67406,-106.45753
65bec4d7675c397043f16695,19.66763,-99.19997
65bec4d7675c397043f16696,"20°45'58""","100°17'16"""
65bec4d7675c397043f16697,28.64894,-106.02426
65bec4d7675c397043f16698,"25°41'38.58","100°19'11.63"""
65bec4d7675c397043f16699,"19°20'4""","99°08'04"""
65bec4d7675c397043f1669a,"29°0'30""","110°0'15"""
65bec4d7675c397043f1669b,"19°50'0""","98°59'0"""
65bec4d7675c397043f1669c,20.5773,-101.24832
65bec4d7675c397043f1669d,20.04732,-99.27206
65bec4d7675c397043f1669e,"25º35'26.33""","99º56'38.13"""
65bec4d7675c397043f1669f,"16°12'59""","95°10'30"""
65bec4d7675c397043f166a0,"20°9'52""","98°4'50"""
65bec4d7675c397043f166a1,22.26534,-97.80875
65bec4d7675c397043f166a2,"17°58'0""","94°31'0"""
65bec4d7675c397043f166a3,"22°44'54""","102°26'21"""
65bec4d7675c397043f166a4,"25°52'55.22""","100°21'11.23"""
65bec4d7675c397043f166a5,"26°5'0""","105°4'0"""
65bec4d7675c397043f166a6,"28°22'57""","110°16'17"""
65bec4d7675c397043f166a7,"30°37'0""","110°58'0"""
65bec4d7675c397043f166a8,"31°16'44""","110°56'50"""
65bec4d7675c397043f166a9,"21°45'3""","102°13'0"""
65bec4d7675c397043f166aa,32.57403,-115.67157
65bec4d7675c397043f166ab,"24°13'13""","110°18'37"""
65bec4d7675c397043f166ac,"26°57'21""","0.101°25'30"""
65bec4d7675c397043f166ad,"27°51'30""","101°7'15"""
65bec4d7675c397043f166ae,25.48982,-100.97137
65bec4d7675c397043f166af,"19°13'55""","0.103°45'57"""
65bec4d7675c397043f166b0,"19°17'29.35""","103°44'14.84"""
65bec4d7675c397043f166b1,"14°53'45""","0.92°16'15"""
65bec4d7675c397043f166b2,"16°45'57""","93°11'40"""
65bec4d7675c397043f166b3,"28°0'0""","105°0'0"""
65bec4d7675c397043f166b4,"31°35'32""","106°31'33"""
65bec4d7675c397043f166b5,19.40478,-99.10361
65bec4d7675c397043f166b6,19.36598,-99.21425
65bec4d7675c397043f166b7,19.46661,-99.20439
65bec4d7675c397043f166b8,25.56185,-103.46832
65bec4d7675c397043f166b9,"20°31'13""","0.1°51'10"""
65bec4d7675c397043f166ba,"20°38'59""","101°17'59"""
65bec4d7675c397043f166bb,21.0994,-101.71198
65bec4d7675c397043f166bc,"20°33'0""","101°11'0"""
65bec4d7675c397043f166bd,18.35948,-99.53728
65bec4d7675c397043f166be,"20°5'45""","98°44'50"""
65bec4d7675c397043f166bf,20.53362,-103.21298
65bec4d7675c397043f166c0,20.71092,-103.45999
65bec4d7675c397043f166c1,19.52728,-99.11364
65bec4d7675c397043f166c2,"19°17'21.01""","99°36'10.69"""
65bec4d7675c397043f166c3,"17°56'13""","102°10'3"""
65bec4d7675c397043f166c4,"19°50'43""","101°8'52"""
65bec4d7675c397043f166c5,"19°25'9""","102°4'8"""
65bec4d7675c397043f166c6,"20°16'5""","102°5'22"""
65bec4d7675c397043f166c7,"18°45'20""","98°54'17"""
65bec4d7675c397043f166c8,"21°28'36""","0.104°50'40"""
65bec4d7675c397043f166c9,"25º42'18.92""","100º29'07.54"""
65bec4d7675c397043f166ca,"16°99'40""","95°11'58"""
65bec4d7675c397043f166cb,"16°12'55""","95°10'22"""
65bec4d7675c397043f166cc,"17°3'28""","96°38'12"""
