actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2010	CENTENO	8A	8400.0	GRANJAS MÉXICO	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ANODIZADOS DE CALIDAD GBL S.A. DE C.V.	DISTRITO FEDERAL	"19°24'5"""		"99°6'32"""	Iztacalco	ACG8A0900611	430		FRACC. IND. GRANJAS MÉXICO	332810	Quimica	Galvanoplastia		
BODEGA DE ALMACEDNAMIENTO DE PRODUCTOS PERECEDEROS Y NO PERECEDEROS	Atributo no considerado en este año	2010	CIRCUNVALACIÓN	QD	54605.0	BARRIO TEXCACOA	Almacenamiento con refrigeración.	Atributo no considerado en este año	Atributo no considerado en este año	AMB ACCION CARRIZAL INDUSTRIAL PARK S DE R.L DE C.V	MEXICO	"19°42'46"""		"99°11'56"""	Tepotzotlan	ACI3L1509511	20			493120	Alimenticio y/o de consumo humano	Almacenes de productos congelados y en refrigeracion		
FABRICACIÓN DE PERFUMERÍA Y COSMÉTICOS	Atributo no considerado en este año	2010	GUERREO	N6	38090.0	RANCHO SECO	Fabricación de cosméticos, perfumes y otras preparaciones de tocador.	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS  MANUFACTURING S. DE R.L. DE C.V.	GUANAJUATO	"20°29'5"""	CELAYA	"100°47'59"""	Celaya	ACM3L1100711	149			325620	Quimica	Produccion de perfumes, cosmeticos y similares a base de mezclas		
FABRICACION DE ADITIVOS PARA PAPEL A PARTIR DE MEZCLAS CON Y SIN REACCION QUIMICA.	Atributo no considerado en este año	2010	Sara	MB	7840.0	Guadalupe Tepeyac	Fabricación de otros productos químicos.	Atributo no considerado en este año	Atributo no considerado en este año	ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V.	DISTRITO FEDERAL	"19°28'43"""		"99°7'71"""	Gustavo A. Madero	ACM690900511	4553			325999	Quimica	Produccion de substancias quimicas a partir de mezclas		
PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O	Atributo no considerado en este año	2010	PROLONGACION GALEANA	5W	54460.0	MIGUEL HIDALGO	Fabricación de jabones, limpiadores y dentífricos.	Atributo no considerado en este año	Atributo no considerado en este año	ASTRO COMERCIAL S.A. DE C.V.	MEXICO	"19°31'33"""		"99°12'38"""	Tlalnepantla de Baz	ACO5W1510411	273			325610	Quimica	Produccion de jabones y detergentes		
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2010	AV. DE LA PRESA	7F	54187.0	FRACC. INDUSTRIAL LA PRESA	Complejos siderúrgicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CORSA S.A. DE C.V.	MEXICO	"19°31'14"""		"100°7'26"""	Tlalnepantla de Baz	ACO7F1510411	2		FRACCIONAMIENTO INDUSTRIAL LA PRESA	331111	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero		
COMPRA VENTA ALMACENAMIENTO Y DISTRIBUCIÓN DE COMBUSTIBLES	Atributo no considerado en este año	2010	Calle Norte Zona Industrial Pesquera	M9	70690.0	Cantarranas	Comercio al por mayor de combustibles de uso industrial.	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑIA ABASTECEDORA DE COMBUSTIBLE, S.A. DE C.V. PLANTA SALINA CRUZ	OAXACA	"16°10'6"""	Salina Cruz	"95°11'30"""	Salina Cruz	ACOM92007911	sin numero		API-Salina Cruz	434230	Petroleo y petroquimica	Almacenamiento y distribucion de productos derivados del petroleo		
ACABADOS METALICOS PARTA CERRADURAS, ACCESORIOS DE BAÑOS/REGADERAS	Atributo no considerado en este año	2010	Km 3 CARRETERA TECATE ENSENADA	7X	21490.0	Maclovio Herrera	Fabricación de otros productos metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS DE CALIDAD TECATE S.A. DE C.V.	BAJA CALIFORNIA	"32°33'15"""	TECATE	"116°37'26"""	Tecate	ACT7X0200311			NO ESPECIFICO	332999	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos		
REPARACION DE VEHICULOS AUTOMOTORES	Atributo no considerado en este año	2010	MARIA IZQUIERDO	EE	66220.0	VALLE ORIENTE	Comercio al por menor de automóviles y camionetas usados.	Atributo no considerado en este año	Atributo no considerado en este año	AUTO CAMIONES UNIVERSIDAD SA DE CV	NUEVO LEON	"25°38'30"""	SAN PEDRO GARZA GARCIA	"100°19'32"""	San Pedro Garza Garcia	ACUEE1901911	519			468112	Otros	Centros distribuidores de autotransportes		
COMPRA VENTA DE VEHICULOS NUEVOS Y SEMINUEVOS SERVICIO DE MTTO. AUTOMOTRIZ Y REFACCIONES	Atributo no considerado en este año	2010	PASEO DE LOS TRINFADORES	KE	64610.0	CUMBRES 8avo. SECTOR	Reparación mecánica en general de automóviles y camiones.	Atributo no considerado en este año	Atributo no considerado en este año	AUTOPOLIS CUMBRES S.A. DE C.V.	NUEVO LEON	"25°43'44"""	MONTERREY	"100°22'35"""	Monterrey	ACUKE1903911	3231			811111	Otros	Reparacion y mantenimiento automotriz		
COMPRA VENTA DE VEHICULOS SERVICIO DE MANTTO. Y VENTA DE REFACCIONES	Atributo no considerado en este año	2010	AV. PASEO DE LOS LEONES	KE	64360.0	BOSQUES DE CUMBRES	Reparación mecánica en general de automóviles y camiones.	Atributo no considerado en este año	Atributo no considerado en este año	AUTOMOTORES CUMBRES S.A. DE C.V.	NUEVO LEON	"25°43'37"""	MONTERREY	"100°23'43"""	Monterrey	ACUKE1903921	3200			811111	Otros	Reparacion y mantenimiento automotriz		
REPARACION DE VEHICULOS AUTOMOTORES	Atributo no considerado en este año	2010	AV. ALFONSO REYES	KE	66400.0	CUAUHTEMOC	Reparación mecánica en general de automóviles y camiones.	Atributo no considerado en este año	Atributo no considerado en este año	AUTO CAMIONES UNIVERSIDAD, S.A. DE C.V.	NUEVO LEON	"25°43'23"""	SAN NICOLAS DE LOS GARZA	"100°18'26"""	San Nicolas de los Garza	ACUKE1904611	1000			811111	Otros	Reparacion y mantenimiento automotriz		
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS.	Atributo no considerado en este año	2010	MARTIN MONGE	5H	58190.0	NUEVA VALLADOLID	Fabricación de otros productos químicos básicos orgánicos.	Atributo no considerado en este año	Atributo no considerado en este año	ALKEMIN S. DE R.L. DE C.V.	MICHOACAN	"19°41'48"""	MORELIA	"101°12'46"""	Morelia	ACV5H1605311	307			325190	Quimica	Produccion de acidos organicos		
PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (INCLUYE PRODUCTOS ORGÁNICOS E INORGÁ	Atributo no considerado en este año	2010	AV. PARQUE INDUSTRIAL S/N	5P	66600.0	P.  IND. DR. GONZALEZ	Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes.	Atributo no considerado en este año	Atributo no considerado en este año	AGROFORMULADORA DELTA S.A. DE C.V.	NUEVO LEON	"25°51'19"""		"99°57'13"""	Dr. Gonzalez	ADE5P1901611	NUN 3	NUM 3	PARQUE INDUSTRIAL DR. GONZALEZ	325320	Quimica	Produccion de plaguicidas y otros quimicos agricolas		
PETROQUÍMICA BÁSICA (INCLUYE PROCESAMIENTO DE CUALQUIER TIPO DE GAS).	Atributo no considerado en este año	2010	KM 6.5 CARRETERA TEXMELUCAN TLAXCALA	5G	90120.0	CORR. IND. IXTACUIXTLA	Fabricación de petroquímicos básicos del gas natural y del petróleo refinado.	Atributo no considerado en este año	Atributo no considerado en este año	ADHESIVOS, S.A.D E C.V.	TLAXCALA	"19°18'39"""	SAN FELIPE IXTACUIXTLA DE MARIANO MATAMOROS	"98°23'38"""	Ixtacuixtla de Mariano Matamoros	ADH5G2901511			PARQUE INDUSTRIAL	325110	Petroleo y petroquimica	Petroquimica basica		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2010	EJE 114	7T	78395.0	ZONA INDUSTRIAL	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS DM., S. A. DE C. V.	SAN LUIS POTOSI	"22°6'17"""	SAN LUIS POTOSÍ	"100°55'7"""	San Luis Potosi	ADM7T2402821	415		ZONA INDUSTRIAL DE SAN LUIS POTOSÍ	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
Ensamblado de Diferentes Partes que son Utilizados en la Industria Electrica	Atributo no considerado en este año	2010	Carretera Presa La Amistad Km 7	91	26220.0		Fabricación de otros productos eléctricos.	Atributo no considerado en este año	Atributo no considerado en este año	Aparatos Electricos de Acuna S.A de C.V	COAHUILA	"29°20'31"""		"101°2'2"""	Acuna	AEA910500211	Km 7		Parque Industrial Amistad	335999	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2010	15	8A	1400.0	OLIVAR DEL CONDE	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS ELECTROLITICOS ESTELA,S.A. DE C.V.	DISTRITO FEDERAL	"19°22'32"""		"99°12'33"""	Alvaro Obregon	AEE8A0901011	30A	2		332810	Quimica	Galvanoplastia		
ENSAMBLE / MANUFACTURA / PRODUCCION DE TODA CLASE DE GUANTES Y RECUBRIMIENTOS DE HULE	Atributo no considerado en este año	2010	AVE. ANTONIO J. BERMUDEZ	6D	32470.0	ANTONIO J BERMUDEZ	Fabricación de otros productos de hule.	Atributo no considerado en este año	Atributo no considerado en este año	ANSELL EDMONT INDUSTRIAL INC. DE MEXICO S.A. DE C.V.	CHIHUAHUA	"31°44'6"""	CD JUAREZ	"106°28'42"""	Juarez	AEI6D0803711	1050		PARQUE INDUSTRIAL A. J. BERMUDEZ	326290	Quimica	Fabricacion de articulos y productos de hule		
MANUFACTURA, ENSAMBLE Y EMPAQUE DE PRODUCTOS ELECTRICOS	Atributo no considerado en este año	2010	ALFREDO DEL MAZO	91	52968.0	ZONA INDUSTRIAL 1 Y 2	Fabricación de otros productos eléctricos.	Atributo no considerado en este año	Atributo no considerado en este año	APPLETON ELECTRIC, S.A. DE C.V.	MEXICO	"19°33'0"""	ATIZAPAN DE ZARAGOZA	"99°14'0"""	Atizapan de Zaragoza	AEL911501311	9			335999	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
PRODUCCION DE EQUIPO ELECTRONICO Y ELECTRICO DE USO AUTOMOTRIZ	Atributo no considerado en este año	2010	AVENIDA INDUSTRIAL DEL NORTE	91	88740.0	PARQUE INDUSTRIAL DEL NORTE	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	ALCOM ELECTRONICOS DE MEXICO S.A. DE C.V.	TAMAULIPAS	"26°2'27"""	REYNOSA	"98°21'56"""	Reynosa	AEM972803211	LOTE 51		PARQUE INDUSTRIAL DEL NORTE	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
EXPLORACION Y BENEFICIO DE MINERALES	Atributo no considerado en este año	2010	CONOCIDO	12	33321.0		Minería de oro.	Atributo no considerado en este año	Atributo no considerado en este año	AGNICO EAGLE MEXICO SA DE CV	CHIHUAHUA	"28°16'24"""	PINOS ALTOS	"108°17'56"""	Ocampo	AEMSP0805111	SN		PINOS ALTOS	212221	Metalurgica (incluye la siderurgica)	Mineria de oro		
Reciclado de aceite usado y Distribución de derivados del petroleo	Atributo no considerado en este año	2010	Libramiento Martinez Dominguez	6A	67450.0	N. A.	Comercio al por mayor de combustibles de uso industrial.	Atributo no considerado en este año	Atributo no considerado en este año	Asfaltos Energex, S. A. de C. V.	NUEVO LEON	"25°34'40"""	Cadereyta Jimenez	"100°1'42"""	Cadereyta Jimenez	AEN6A1900911	Km 0.5		Zona Industrial y Comercial	434230	Petroleo y petroquimica	Produccion de asfalto y sus mezclas para pavimentacion		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2010	14	8A	1400.0	OLIVAR DDEL CONDE	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS ELECTROLITICOS OLIVAR,S.A. DE C.V.	DISTRITO FEDERAL	"19°22'33"""		"99°12'31"""	Alvaro Obregon	AEO8A0901011	30 A	5		332810	Quimica	Galvanoplastia		
FUNDICION DE PIEZAS DE HIERRO COLADO	Atributo no considerado en este año	2010	CARRETERA CONEJOS Y O MELCHOR	7T	42870.0	CONEJOS	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	MARTIN ARREGUIN PACHECO	HIDALGO	"19°57'36"""	HIDALGO	"99°16'99"""	Tepeji del Rio de Ocampo	AEP7T1306311	SN	SN	MIXTO	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
FORMULACION Y ELABORACION DE PRODUCTOS AGROQUIMICOS	Atributo no considerado en este año	2010	NORTE 5 ESQ. AV. JOSE DE ESCANDON	ME	87499.0	CIUDAD INDUSTRIAL	Fabricación de otros productos químicos básicos orgánicos.	Atributo no considerado en este año	Atributo no considerado en este año	AGROQUIMICOS Y EQUIPOS S.A DE C.V	TAMAULIPAS	"25°50'9"""	H. MATAMOROS	"97°26'15"""	Matamoros	AEQME2802211	SN		CIUDAD INDUSTRIAL CIMA	325190	Quimica	Produccion de materias primas para fabricar plaguicidas		
PRODUCCIÓN DE MATERIAS PRIMAS PARA PERFUMES Y COSMÉTICOS.	Atributo no considerado en este año	2010	AV. SAN RAFAEL	5V	52000.0	INDUSTRIAL LERMA	Fabricación de otros productos químicos básicos orgánicos.	Atributo no considerado en este año	Atributo no considerado en este año	AEROBAL SA DE CV	MEXICO	"19°18'6"""	ESTADO DE MEXICO	"99°31'32"""	Toluca	AER5V1505111	12		PARQUE INDUSTRIAL LERMA	325190	Quimica	Produccion de materias primas para perfumes y cosmeticos		
