actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
PRODUCCIÓN DE PARTES PARA EL SISTEMA DE SUSPENSIÓN Y DIRECCIÓN (SI INCLUYE PROCESOS TÉRMIC	Atributo no considerado en este año	2010	ALBERTO EINSTEIN	9K	50071.0	IND AUTOMOTRIZ E IND QUIMICA	Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DANA HEAVY AXLE MEXICO S.A. DE C.V.	MEXICO	"19°17'37"""	TOLUCA	"99°36'32"""	Toluca	DHA9K1510611	401		INDUSTRIAL TOLUCA	336330	Automotriz	Produccion de partes para el sistema de suspension y direccion		
PRODUCCIÓN DE PARTES PARA EL SISTEMA DE SUSPENSIÓN Y DIRECCIÓN (SI INCLUYE PROCESOS TÉRMIC	Atributo no considerado en este año	2010	AV. INDUSTRIA AUTOMOTRIZ	9K	50200.0	PARQUE INDUSTRIAL COESILLO	Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DANA HEAVY AXLE MÉXICO, S.A. DE C.V. PLANTA TOLUCA II	MEXICO	"19°17'46"""	TOLUCA	"99°34'35"""	Toluca	DHA9K1510621	128	MZ 520	COESILLO	336330	Automotriz	Produccion de partes para el sistema de suspension y direccion		
TRATAMIENTO DE AGUA RESIDUAL	Atributo no considerado en este año	2010	Calle Av. Cetina Gasca	S7	77580.0	Villas Morelos II	Captación, tratamiento y suministro de agua realizados por el sector privado.	Atributo no considerado en este año	Atributo no considerado en este año	DESARROLLOS HIDRAULICOS DE CANCUN SA DE CV- PTAR VILLA MORELOS II	QUINTANA ROO	"20°52'15"""	PUERTO MORELOS	"86°53'47"""	Benito Juarez	DHCS72300512	SM 21 Mza 6	Lote 9.		222112	Otros	Plantas de tratamiento de aguas residuales		
TRATAMIENTO DE AGUA RESIDUAL	Atributo no considerado en este año	2010	Calle Av. Girasol	S7	77500.0	Residencial Isla Azul	Captación, tratamiento y suministro de agua realizados por el sector privado.	Atributo no considerado en este año	Atributo no considerado en este año	DESARROLLOS HIDRAULICOS DE CANCUN SA DE CV- PTAR ISLA AZUL	QUINTANA ROO	"21°7'31"""	CANCUN	"86°50'23"""	Benito Juarez	DHCS72300513	SM 312	Lote 1 y 2		222112	Otros	Plantas de tratamiento de aguas residuales		
TRATAMIENTO DE AGUAS RESIDUALES	Atributo no considerado en este año	2010	SM 18 CARRETRA FEDERAL CANCUN-TULUM	S7	77580.0	Villas Morelos I	Captación, tratamiento y suministro de agua realizados por el sector privado.	Atributo no considerado en este año	Atributo no considerado en este año	DESARROLLOS HIDRAULICOS DE CANCUN SA DE CV- PTAR VILLA MORELOS I	QUINTANA ROO	"20°51'35"""	PUERTO MORELOS	"86°54'29"""	Benito Juarez	DHCS72300514	SM 18			222112	Otros	Plantas de tratamiento de aguas residuales		
TRATAMIENTO DE AGUAS RESIDUALES	Atributo no considerado en este año	2010	Carretera Garrafón	S7	77400.0	Fraccionamiento Mundaca	Captación, tratamiento y suministro de agua realizados por el sector privado.	Atributo no considerado en este año	Atributo no considerado en este año	DESARROLLOS HIDRAULICOS DE CANCUN SA DE CV- PTAR ISLA MUJERES	QUINTANA ROO	"21°12'59"""	Isla Mujeres	"86°43'14"""	Isla Mujeres	DHCUB2300311	S.N			222112	Otros	Plantas de tratamiento de aguas residuales		
TRATAMIENTO DE AGUA RESIDUAL	Atributo no considerado en este año	2010	Av. Bonampack	S7	77528.0	Corales	Captación, tratamiento y suministro de agua realizados por el sector privado.	Atributo no considerado en este año	Atributo no considerado en este año	DESARROLLOS HIDRAULICOS DE CANCUN SA DE CV- PTAR CORALES	QUINTANA ROO	"21°11'42"""	Cancun	"86°49'4"""	Benito Juarez	DHCUB2300511	SM 77	Mza 17 Lote 6		222112	Otros	Plantas de tratamiento de aguas residuales		
TRATAMIENTO DE AGUA RESIDUAL	Atributo no considerado en este año	2010	Prolongación Tulum	S7	77500.0	Región 237 Franja Ejidal	Captación, tratamiento y suministro de agua realizados por el sector privado.	Atributo no considerado en este año	Atributo no considerado en este año	DESARROLLOS HIDRAULICOS DE CANCUN SA DE CV- PTAR NORTE	QUINTANA ROO	"21°12'16"""	CANCUN	"86°49'41"""	Benito Juarez	DHCUB2300512	SN			222112	Otros	Plantas de tratamiento de aguas residuales		
TRATAMIENTO DE AGUAS RESIDUALES	Atributo no considerado en este año	2010	Av. Nichupté	S7	77500.0	Region 511	Captación, tratamiento y suministro de agua realizados por el sector privado.	Atributo no considerado en este año	Atributo no considerado en este año	DESARROLLOS HIDRAULICOS DE CANCUN SA DE CV- PTAR CARIBE 2000	QUINTANA ROO	"21°8'18"""	Cancun	"86°51'12"""	Benito Juarez	DHCUB2300513	Smza.95			222112	Otros	Plantas de tratamiento de aguas residuales		
TRATAMIENTO DE AGUA RESIDUALES	Atributo no considerado en este año	2010	Prolongación  Avenida 137	S7	77510.0	Zona Ejidal Alfredo V. Bonfil	Captación, tratamiento y suministro de agua realizados por el sector privado.	Atributo no considerado en este año	Atributo no considerado en este año	DESARROLLOS HIDRAULICOS DE CANCUN SA DE CV- PTAR NORPONIENTE	QUINTANA ROO	"21°10'51"""	CANCUN	"86°53'48"""	Benito Juarez	DHCUB230051C	S.N			222112	Otros	Plantas de tratamiento de aguas residuales		
TRATAMIENTO DE AGUA RESIDUAL	Atributo no considerado en este año	2010	carretera Punta Sam- Playa Blanca	S7	77520.0	Punta Sam	Captación, tratamiento y suministro de agua realizados por el sector privado.	Atributo no considerado en este año	Atributo no considerado en este año	DESARROLLOS HIDRAULICOS DE CANCUN SA DE CV- FOSA FRACCIONAMIENTO PLAYA BLANCA	QUINTANA ROO	"21°11'33"""	Cancun	"86°48'28"""	Benito Juarez	DHCUB2300521	SN			222112	Otros	Plantas de tratamiento de aguas residuales		
FABRICACIÓN DE PRODUCTOS MOLDEADOS CON DIVERSAS RESINAS; NO INCLUYE LA MICROINDUSTRIA NI	Atributo no considerado en este año	2010	AVENIDA FORTUNE BRANDS	MA	84020.0	PARQUE INDUSTRIAL NUEVO NOGALES	Fabricación de otros productos de plástico de uso industrial sin reforzamiento.	Atributo no considerado en este año	Atributo no considerado en este año	DEARBORN HL S. DE R.L. DE C.V.	SONORA	"31°15'33"""	NOGALES	"110°57'27"""	Nogales	DHLMA2604311	SN		PARQUE INDUSTRIAL NUEVO NOGALES	326194	Quimica	Fabricacion de productos moldeados con diversas resinas		
ELABORACION DE PRODUCTOS PARA USO AUTOMOTRIZ	Atributo no considerado en este año	2010	CURTIDOR	69	37290.0	INDUSTRIAL  JULIAN DE OBREGON	Fabricación de aceites y grasas lubricantes.	Atributo no considerado en este año	Atributo no considerado en este año	DIATOR S.A. DE C.V.	GUANAJUATO	"21°6'12"""	LEON	"101°37'26"""	Leon	DIA691102011	550		COLONIA INDUSTRIAL JULIAN DE OBREGON	324191	Quimica	Produccion de grasas, aceites lubricantes y aditivos		
PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO).	Atributo no considerado en este año	2010	CIRCUITO NEMESIO DIEZ RIEGA	5T	52000.0		Fabricación de preparaciones farmacéuticas.	Atributo no considerado en este año	Atributo no considerado en este año	DINAFARMA S.A. DE C.V.	MEXICO	"19°18'29"""		"99°32'2"""	Lerma	DIN5T1505111	10		PARQUE INDUSTRIAL CERRILLO II	325412	Quimica	Produccion de farmaceuticos y medicamentos		
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2010	Avenida  Michigan	9M	87316.0	Parque Industrial de Norte	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Delphi Interior Systems de México S.A. de C.V Operaciones RIMIR	TAMAULIPAS	"25°53'24"""	H Matamoros	"97°33'45"""	Matamoros	DIS9M2802211	1017		Parque Industrial del Norte	336390	Automotriz	Produccion de otras auto partes		
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2010	Avenida Michigan	9M	87310.0	Parque industrial del Norte	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Delphi Interior Systems De Mexico S.A de C.V Operaciones Componentes Mecanicos	TAMAULIPAS	"25°52'58"""	H. Matamoros	"97°32'51"""	Matamoros	DIS9M2802221	SN		parque industrial	336390	Automotriz	Produccion de otras auto partes		
RECICLAJE DE ENVASES METALICOS	Atributo no considerado en este año	2010	Paseo Vicente Lombardo	M1	50200.0	Santa Maria Totoltepec	Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos.	Atributo no considerado en este año	Atributo no considerado en este año	EDUARDO GERMAN DIAZ URQUIZA	MEXICO	"19°18'12"""	Toluca	"99°35'48"""	Toluca	DIUM11510611	408			562111	Tratamiento de residuos peligrosos	Otros tratamientos a residuos peligrosos		
FABRICACION DE ACCESORIOS NUEVOS PARA AUTOS Y CAMIONES	Atributo no considerado en este año	2010	CALZADA ERMITA IZTAPALAPA	9M	9360.0	BARRIO SAN MIGUEL	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DMI  IZTAPALAPA S.A. DE C.V.	DISTRITO FEDERAL	"19°21'27"""		"99°5'4"""	Iztapalapa	DIZ9M0900711	1478			336390	Automotriz	Produccion de otras auto partes		
PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O	Atributo no considerado en este año	2010	AV. REPUBLICA MEXICANA	5W	66848.0	SECTOR INDUSTRIAL NOGALAR	Fabricación de jabones, limpiadores y dentífricos.	Atributo no considerado en este año	Atributo no considerado en este año	DETERGENTES Y JABONES SASIL, S.A. DE C.V.	NUEVO LEON	"25°43'8"""		"100°17'34"""	San Nicolas de los Garza	DJS5W1904611	101		SECTOR INDUSTRIAL NOGALAR	325610	Quimica	Produccion de jabones y detergentes		
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2010	AVENIDA INTERMEX	9M	32575.0	PARQUE IND INTERMEX	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DELMEX DE JUAREZ S. DE R.L. DE C.V. PLANTA II	CHIHUAHUA	"31°35'40"""	CIUDAD JUAREZ	"106°30'58"""	Juarez	DJU9M0803712	1681		PARQUE INDUSTRIAL INTERMEX	336390	Automotriz	Produccion de otras auto partes		
Fabricación de otras partes y accesorios auto y camiones	Atributo no considerado en este año	2010	CALLE CENZONTLE No. 4100	9M	25904.0		Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DONG KWANG RAMOS S.A DE C.V.	COAHUILA	"25°31'6"""	RAMOS ARIZPE	"100°58'35"""	Ramos Arizpe	DKRQF0502711	4100		PARQUE INDUSTRIAL FINSA	336390	Automotriz	Produccion de otras auto partes		
FABRICACIÓN Y COMERCIALIZACIÓN DE ANHÍDRIDO MALEICO	Atributo no considerado en este año	2010	PROLONGACIÓN DEFENSORES DE LA REPUBLICA	MB	72226.0	ZONA INDUSTRIAL	Fabricación de otros productos químicos.	Atributo no considerado en este año	Atributo no considerado en este año	DERIVADOS MALEICOS, S.A. DE C.V.	PUEBLA	"19°3'47"""	PUEBLA	"98°9'57"""	Puebla	DMAMB2111411	1003		PUEBLA 2000	325999	Quimica	Produccion de substancias quimicas a partir de mezclas		
Fabricación de productos químicos no tóxicos	Atributo no considerado en este año	2010	Km. 4.5 Carretera ZacapuPuruándiro	MB	58600.0		Fabricación de otros productos químicos.	Atributo no considerado en este año	Atributo no considerado en este año	Derivados Macroquímicos S.A. de C.V.	MICHOACAN	"19°50'1"""	Zacapu	"101°46'12"""	Zacapu	DMAN31610711	SN		Parque Industrial Zacapu	325999	Quimica	Produccion de substancias quimicas a partir de mezclas		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2010	CARRETERA FEDERAL MEXICO VERACRUZ	7T	90460.0	XALOSTOC	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	DANA DE MEXICO CORPORACION S. DE R.L DE C.V.	TLAXCALA	"19°23'45"""		"98°3'45"""	Apizaco	DMC7T2903911	KM 143.6		PARQUE INDUSTRIAL XALOSTOC	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2010	AV. DE LAS INDUSTRIAS	9M	54180.0	LA PRESA	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DANA DE MEXICOCORPORACION, S.DE R.L. DE C.V. DIVISION EJES TRACTIVOS	MEXICO	"19°31'24"""	SAN JUAN IXHUATEPEC	"99°7'16"""	Tlalnepantla de Baz	DMC9M1510411	10		LA PRESA	336390	Automotriz	Produccion de otras auto partes		
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2010	AV, DE LAS INDUSTRIAS	9M	54180.0	PRESA	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DANA DE MEXICO CORPORACIÓN S. DE R.L. DE C.V.	MEXICO	"19°34'11"""	SAN JUAN IXHUATEPEC	"99°9'9"""	Tlalnepantla de Baz	DMC9M1510412	24		ZONA INDUSTRIAL LA PRESA	336390	Automotriz	Produccion de otras auto partes		
PRODUCCIÓN DE PARTES PARA EL SISTEMA DE TRANSMISIÓN AUTOMOTRIZ (SI INCLUYE PROCESOS TÉRMIC	Atributo no considerado en este año	2010	Acceso III	9J	76120.0	Fracc. Industrial Benito Juárez	Fabricación de partes de sistemas de transmisión para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	Dana de México Corporación, S. de R.L. de C.V.	QUERETARO	"20°37'19"""	Querétaro	"100°26'9"""	Queretaro	DMCAI2201411	7		Fracc. Industrial Benito Juárez	336350	Automotriz	Produccion de partes para el sistema de transmision automotriz		
COMPRA - VENTA, EXPORTACIÓN, IMPORTACIÓN Y DISTRIBUCIÓN DE MATERIAL MEDICO	Atributo no considerado en este año	2010	FEBRERO DE 1917	1C	56600.0	ZONA INDUSTRIAL	Fabricación de equipo no electrónico para uso médico, dental y para laboratorio.	Atributo no considerado en este año	Atributo no considerado en este año	DL MEDICA, S.A. DE C.V.	MEXICO	"19°20'16"""		"98°58'14"""	Chalco	DME521502511	SN	SN	ZONA INDUSTRIAL DE CHALCO	339111	Articulos y productos compuestos de diferentes materiales	Produccion de equipos y/o articulos, medicos y/o quirurgicos		
PRODUCCIÓN DE GRASAS, ACEITES LUBRICANTES Y ADITIVOS (INCLUYE MEZCLAS).	Atributo no considerado en este año	2010	Curtidor	69	37290.0	Industrial Julian de Obregon	Fabricación de aceites y grasas lubricantes.	Atributo no considerado en este año	Atributo no considerado en este año	Diator de Mexico S.A. de C.V.	GUANAJUATO	"21°6'12"""	Leon	"101°37'26"""	Leon	DME691102011	550		Colonia Industrial Julián de Obregón	324191	Quimica	Produccion de grasas, aceites lubricantes y aditivos		
FABRICACIÓN DE PRODUCTOS DE ESPUMAS DE POLIESTIRENO EXPANDIBLE (SÓLO SI SE ELABORA EL POLI	Atributo no considerado en este año	2010	BRECHA E 99 Y 1 DE MAYO	6J	88788.0		Fabricación de espumas y productos de poliestireno.	Atributo no considerado en este año	Atributo no considerado en este año	DISEÑOS Y MERCADOTECNIA S.A. DE C.V.	TAMAULIPAS	"26°0'49"""	REYNOSA	"98°13'3"""	Reynosa	DME6J2803211	SN		PARQUE INDUSTRIAL REYNOSA	326140	Quimica	Fabricacion de productos de espumas de poliestireno expandible		
FABRICACION DE PARTES AUTOMOTRICES	Atributo no considerado en este año	2010	AV. LAS NORIAS	9M	67150.0	RANCHO VIEJO	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DENSO MEXICO S.A. DE C.V. PLANTA GUADALUPE	NUEVO LEON	"25°43'58"""	GUADALUPE	"100°11'6"""	Guadalupe	DME8L1902611	1000		PARQUE INDUSTRIAL ACUEDUCTO	336390	Automotriz	Produccion de otras auto partes		
FABRICACION DE PARTES AUTOMOTRICES	Atributo no considerado en este año	2010	BOULEVARD PARQUE INDUSTRIAL MONTERREY	9M	66603.0	PARQUE INDUSTRIAL MONTERREY	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DENSO MEXICO S.A. DE C.V.	NUEVO LEON	"25°46'18"""	APODACA	"100°9'46"""	Apodaca	DME8V1900611	502		PARQUE INDUSTRIAL MONTERREY	336390	Automotriz	Produccion de otras auto partes		
ENSAMBLE DE AUTOS	Atributo no considerado en este año	2010	CARRETERA MEXICO TOLUCA KM. 60.5	9G	50071.0		Fabricación de automóviles y camionetas.	Atributo no considerado en este año	Atributo no considerado en este año	CHRYSLER DE MEXICO S.A. DE C.V.        COMPLEJO TOLUCA	MEXICO	"19°8'44"""	Toluca	"99°34'41"""	Toluca	DME9G1510612	SN		CORREDOR INDUSTRIAL TOLUCA LERMA	336110	Automotriz	Produccion de automoviles, camiones, tractocamiones y similares		
FABRICACIÓN DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES	Atributo no considerado en este año	2010	AVENIDA STA ANA	9M	52000.0	PARQUE INDUSTRIAL LERMA	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DURAKON MEXICANA S. DE R.L. DE C.V.	MEXICO	"19°17'45"""	LERMA	"99°31'39"""	Lerma	DME9M1505111	No. 7 L 23	MZ 3	PARQUE INDUSTRIAL LERMA	336390	Automotriz	Produccion de otras auto partes		
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2010	Diagonal Lorenzo de la Garza	9M	87499.0	ciudad Industrial	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Dura de Mexico S.A de C.V.	TAMAULIPAS	"25°50'24"""		"97°26'41"""	Matamoros	DME9M2802213	42		Ciudad Industrial	336390	Automotriz	Produccion de otras auto partes		
Producción de ingredientes alimenticios para consumo humano de origen vegetal.	Atributo no considerado en este año	2010	Carretera Colima a Manzanillo	BF	28100.0		Elaboración de concentrados, polvos, jarabes y esencias de sabor para bebidas.	Atributo no considerado en este año	Atributo no considerado en este año	Danisco Mexicana S.A. de C.V.	COLIMA	"18°58'15"""	Tecomán	"103°52'8"""	Tecoman	DMEBF0600911	37			311930	Alimenticio y/o de consumo humano	Produccion de aditivos para alimentos		
PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC	Atributo no considerado en este año	2010	SAN ANDRES ATOTO	MB	53370.0	ALCE BLANCO	Fabricación de otros productos químicos.	Atributo no considerado en este año	Atributo no considerado en este año	DYSTAR. S DE R.L DE C.V.	MEXICO	"19°28'12"""	NAUCALPAN DE JUAREZ	"99°13'35"""	Naucalpan de Juarez	DMEMB1505711	5 Y 5 A		SAN ANDRES ATOTO	325999	Quimica	Produccion de substancias quimicas a partir de mezclas		
ELABORACION DE PRODUCTOS LACTEOS FRESCOS Y POSTRES	Atributo no considerado en este año	2010	AVENIDA IRAPUATO	1S	36541.0	CIUDAD INDUSTRIAL	Elaboración de derivados y fermentos lácteos.	Atributo no considerado en este año	Atributo no considerado en este año	DANONE DE MEXICO S.A. DE C.V.	GUANAJUATO	"20°37'33"""	IRAPUATO	"101°17'36"""	Irapuato	DMEML1101711	2030		CIUDAD INDUSTRIAL IRAPUATO	311513	Alimenticio y/o de consumo humano	Pasteurizacion, deshidratacion, evaporizacion y condensacion de leche		
FABRICACION DE PRODUCTOS QUIMICOS	Atributo no considerado en este año	2010	CARRETERRA PEMEX CADEREYTA A PAPAGAYOS	5I	66650.0		Fabricación de otros productos químicos básicos inorgánicos.	Atributo no considerado en este año	Atributo no considerado en este año	QUIMICA PESQUERIA SA  DE CV PLANTA PESQUERIA	NUEVO LEON	"25°43'14"""	PESQUERIA	"99°55'26"""	Pesqueria	DMO5I1904111			ZONA AGRICOLA	325180	Quimica	Produccion de acidos, bases y sales inorganicas		
PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES (EXCLUYE PRODUCTO	Atributo no considerado en este año	2010	AVE. LOS ANGELES 3408 OTE	5U	64510.0	COYOACAN	Fabricación de pinturas y recubrimientos.	Atributo no considerado en este año	Atributo no considerado en este año	DERIVADOS METAL ORGANICOS SA DE CV	NUEVO LEON	"25°42'27"""	MONTERREY	"100°16'39"""	Monterrey	DMO5U1903911	3408			325510	Pinturas y tintas	Produccion de pinturas, recubrimientos e impermeabilizantes		
MINERÍA DE ORO (SÓLO INCLUYE BENEFICIO).	Atributo no considerado en este año	2010	DOMICILIO CONOCIDO S/N	ND	40191.0		Moldeo por fundición de piezas metálicas no ferrosas.	Atributo no considerado en este año	Atributo no considerado en este año	DESARROLLOS MINEROS SAN LUIS S.A. DE C.V.	GUERRERO	"17°41'16"""	MEZCALA	"99°40'48"""	Eduardo Neri	DMS121207511			TERRENOS RURALES FUERA DE POBLACION	331520	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos		
Fabricación de productos metálicos, plásticos. zamack y alambre.	Atributo no considerado en este año	2010	Carr. Santiago Tianguistenco-Xalatlaco	52	52680.0	Sin colonia	Otras industrias manufactureras.	Atributo no considerado en este año	Atributo no considerado en este año	D¿novo, S.A. de C.V.	MEXICO	"19°10'4369"""	Xalatlaco	"99°26'849"""	Xalatlaco	DNOLJ1504311	Km. 1.5			339999	Articulos y productos compuestos de diferentes materiales	Articulos y productos compuestos de diferentes materiales		
PRODUCCION DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES	Atributo no considerado en este año	2010	LIBRAMIENTO NORESTE	5U	66000.0	INDUSTRIAL MITRAS	Fabricación de pinturas y recubrimientos.	Atributo no considerado en este año	Atributo no considerado en este año	DESARROLLOS QUIMICOS MUNDIALES, S.A. DE C.V.	NUEVO LEON	"25°47'24"""		"100°25'49"""	Garcia	DOM5U1901811	1013		PARQUE INDUSTRIAL MITRAS.	325510	Pinturas y tintas	Produccion de pinturas, recubrimientos e impermeabilizantes		
FABRICACION DE UNIDADES METALICAS DE FILTRACION	Atributo no considerado en este año	2010	AVENIDA DEL PARQUE	7X	65550.0	MONTERREY TECHNOLOGY PARK	Fabricación de otros productos metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	DONALDSON SA DE CV	NUEVO LEON	"25°54'7"""		"100°13'57"""	Cienega de Flores	DON7X1901211	1170		MONTERREY TECHNOLOGY PARK	332999	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos		
FABRICACION DE OTRAS PARTES Y ACCESORIOS	Atributo no considerado en este año	2010	Boulevar Huejotzingo - Aeropuerto	9M	74160.0	CORREDOR INDUSTRIAL HUEJOTZINGO	Fabricación de otras partes para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	DRAEXLMAIER PARTES AUTOMOTRICES DE MEXICO S. DE R. L. DE C. V.	PUEBLA	"19°10'18"""		"98°22'47"""	Huejotzingo	DPA9M2107411	3		CORREDOR INDUSTRIAL HUEJOTZINGO	336390	Automotriz	Produccion de otras auto partes		
Fabricante y Formulador de Plaguicidas	Atributo no considerado en este año	2010	Km. 52.5 Carretera México Toluca	5P	52000.0		Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes.	Atributo no considerado en este año	Atributo no considerado en este año	DuPont México S.A de C.V.	MEXICO	"19°17'11"""	Lerma	"99°32'2"""	Lerma	DPM5P1505111	SN		Parque Industrial Lerma	325320	Quimica	Produccion de plaguicidas y otros quimicos agricolas		
PRODUCCIÓN DE RESINAS SINTÉTICAS (INCLUYE PLASTIFICANTES).	Atributo no considerado en este año	2010	Km. 45.5 Carretera México-Toluca	5U	52740.0	Benito Juárez	Fabricación de pinturas y recubrimientos.	Atributo no considerado en este año	Atributo no considerado en este año	DuPont México S.A. de C.V.	MEXICO	"19°16'0"""	Ocoyoacac	"99°28'0"""	Ocoyoacac	DPM5U1506211	SN	SN		325510	Pinturas y tintas	Produccion de pinturas, recubrimientos e impermeabilizantes		
PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES (EXCLUYE PRODUCTO	Atributo no considerado en este año	2010	Carretera Tampico-Mante Km. 14.5	5U	89609.0	Laguna de la Puerta	Fabricación de pinturas y recubrimientos.	Atributo no considerado en este año	Atributo no considerado en este año	DuPont México S.A. de C.V.	TAMAULIPAS	"22°20'42"""	Altamira	"97°52'8"""	Altamira	DPM5U2800311	SN		Corredor Industrial Altamira	325510	Pinturas y tintas	Produccion de pinturas, recubrimientos e impermeabilizantes		
FABRICACION DE SILICATO DE SODIO	Atributo no considerado en este año	2010	PONIENTE 150	5I	2300.0	INDUSTRIAL VALLEJO	Fabricación de otros productos químicos básicos inorgánicos.	Atributo no considerado en este año	Atributo no considerado en este año	DIATOM QUIMICA MEXICO S.A. DE C.V.	DISTRITO FEDERAL	"19°30'10"""		"99°9'41"""	Azcapotzalco	DQM5I0900211	713		INDUSTRIAL VALLEJO	325180	Quimica	Produccion de acidos, bases y sales inorganicas		
FABRICACIÓN DE PRODUCTOS DE ESPUMAS URETÁNICAS (SÓLO SI SE FABRICAN LAS SUBSTANCIAS BÁSICA	Atributo no considerado en este año	2010	Blvd. Emilio Sánchez Piedras	6M	90434.0	Xicohtencatl	Fabricación de espumas y productos de uretano.	Atributo no considerado en este año	Atributo no considerado en este año	Dow Química Mexicana S.A. de C.V.	TLAXCALA	"19°24'24"""	Cd industrial Xicohtencatl	"98°3'36"""	Tetla de la Solidaridad	DQM6M2903111	302		Ciudad Industrial Xicohtencatl	326150	Quimica	Fabricacion de productos de espumas uretanicas		
FABRICACION -COMPRA VENTA DE PRODUCTOS QUIMICOS PARA LA INDUSTRIA TEXTIL Y EN GENERAL .	Atributo no considerado en este año	2010	ADALBERTO TEJEDA	5Q	13210.0	LOS OLIVOS	Fabricación de resinas sintéticas.	Atributo no considerado en este año	Atributo no considerado en este año	DISTRIBUIDORA QUIMICA TEXTIL S.A DE C.V	DISTRITO FEDERAL	"19°83'23"""	MEXICO	"99°3'55"""	Tlahuac	DQT5Q0901111	29			325211	Quimica	Produccion de resinas sinteticas		
PRODUCCION DE POLIETILENTEREFTALATO	Atributo no considerado en este año	2010	Predio buenavista de Torre	MB	96340.0	Rancho el Pipinaco	Fabricación de otros productos químicos.	Atributo no considerado en este año	Atributo no considerado en este año	DAK RESINAS AMERICAS MEXICO, S.A. DE C.V.	VERACRUZ	"18°2'54"""	Cosoleacaque	"94°35'41"""	Cosoleacaque	DRA5Q3004811	SIN NUMERO		Zona Industrial	325999	Quimica	Produccion de substancias quimicas a partir de mezclas		
