actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
ADMINISTRACIÓN DE AEROPUERTOS	Atributo no considerado en este año	2009	CARRETERA CANCÚN - CHETUMAL KM.22	L7	77565.0		Administración de aeropuertos y helipuertos.	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CANCÚN, S. A DE C. V	QUINTANA ROO	"21°2'12"""	CANCÚN	"86°52'37"""	Benito Juarez	ACARP2300511			AEROPUERTO	488112	Otros	Servicios de administracion de aeropuertos y helipuertos		
FABRICACIÓN DE PRODUCTOS DE LIMPIEZA	Atributo no considerado en este año	2009	CARRETERA GUADALAJARA EL SALTO KM 24.5	QV	44680.0	LA ALAMEDA	Fabricación de jabones, limpiadores y dentífricos.	Atributo no considerado en este año	Atributo no considerado en este año	ALEN DEL NORTE S. A.  DE C. V.	JALISCO	"20°29'15"""	TLAJOMULCO DE ZUCIGA	"103°16'5"""	Tlajomulco de Zuniga	ACCQA1409711	SN		CORREDOR INDUSTRIAL	325610	Quimica	Fabricacion de productos quimicos para aseo en general		
Inyección de Plástico para moldeo	Atributo no considerado en este año	2009	Boulevard Fusión esq. Ave. Mercury	6E	83297.0	Parque Industrial	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos S.A. de C.V.	SONORA	"28°59'27"""	Hermosillo	"110°54'16"""	Hermosillo	ACE6E2603011	120		Parque Industrial Dynatech Sur	336320	Articulos y productos plasticos	Fabricacion de productos y articulos de plastico		
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2009	carretera panamericana tramo Celaya-sala	7I	38110.0	rancho el chinaco	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	ArcelorMittal celaya S.A. de C.V.	GUANAJUATO	"20°30'57"""	Villagran	"100°54'45"""	Villagran	ACE7F1104411	km. 7.5			331510	Metalurgica (incluye la siderurgica)	Laminacion secundaria de hierro y acero		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2009	CAMINO A SAN PEDRO AHUACATLAN	7T	76802.0	VALLE DE ORO	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	Acerlan S.A. de C.V.	QUERETARO	20.42301		-99.98039	San Juan del Rio	ACE7T2201611	3		Zona Industrial Valle de Oro	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
Elaboracion de Arneses Automotrices	Atributo no considerado en este año	2009	ANILLO PERIMETRAL SUR	91	33800.0	PREDIO SANTO TOMAS	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta X	CHIHUAHUA	"26°55'4"""	Hidalgo del Parral	"105°41'43"""	Hidalgo del Parral	ACE8V0803211	S/N			336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
Elaboración de Arneses para Automoviles	Atributo no considerado en este año	2009	Carretera Panamericana Km. 1588	91	33130.0		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	Alambrados y Circuitos Eléctricos, S.A. de C.V. Planta VI	CHIHUAHUA	"28°16'31"""	Meoqui	"105°29'04"""	Meoqui	ACE8V0804511	2700		Zona Industrial	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
BODEGA DE ALMACEDNAMIENTO DE PRODUCTOS PERECEDEROS Y NO PERECEDEROS	Atributo no considerado en este año	2009	CIRCUNVALACIÓN	3L	54605.0	BARRIO TEXCACOA	Otros servicios de almacenamiento con instalaciones especializadas.	Atributo no considerado en este año	Atributo no considerado en este año	AMB ACCION CARRIZAL INDUSTRIAL PARK S DE R.L DE C.V	MEXICO	"19°42'46"""		"99°11'56"""	Tepotzotlan	ACI3L1509511	20			493190	Otros	Infraestructura hidraulica 		
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2009	AV. DE LA PRESA	7F	54187.0	FRACC. INDUSTRIAL LA PRESA	Complejos siderúrgicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CORSA S.A. DE C.V.	MEXICO	19.52053		-99.12399	Tlalnepantla de Baz	ACO7F1510411	2		FRACCIONAMIENTO INDUSTRIAL LA PRESA	331111	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero		
FABRICACION DE VALVULAS DE REFRIGERACION	Atributo no considerado en este año	2009	AVENIDA INDUSTRIAL FALCON	87	88730.0	PARQUE INDUSTRIAL DEL NORTE	Fabricación de válvulas metálicas.	Atributo no considerado en este año	Atributo no considerado en este año	ALCO CONTROLS S.A. DE C.V.	TAMAULIPAS	26.04288	REYNOSA	-98.36888	Reynosa	ACO8N2803211	M4	1 a 3	PARQUE INDUSTRIAL DEL NORTE	332910	Articulos y productos metalicos	Produccion de valvulas metalicas	0.0	0.0
COMPRA VENTA ALMACENAMIENTO Y DISTRIBUCIÓN DE COMBUSTIBLES	Atributo no considerado en este año	2009	Calle Norte Zona Industrial Pesquera	M9	70690.0	Cantarranas	Comercio al por mayor de combustibles de uso industrial.	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑIA ABASTECEDORA DE COMBUSTIBLE, S.A. DE C.V. PLANTA SALINA CRUZ	OAXACA	"16°10'6"""	Salina Cruz	"95°11'30"""	Salina Cruz	ACOM92007911	sin numero		API-Salina Cruz	434230	Petroleo y petroquimica	Almacenamiento y distribucion de productos derivados del petroleo	26500.0	177872.0
ACABADOS METALICOS PARTA CERRADURAS, ACCESORIOS DE BACOS/REGADERAS	Atributo no considerado en este año	2009	Km 3 CARRETERA TECATE ENSENADA	7X	21490.0	Maclovio Herrera	Fabricación de otros productos metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS DE CALIDAD TECATE S.A. DE C.V.	BAJA CALIFORNIA	"32°24'02"""	TECATE	"116°37'45"""	Tecate	ACT7X0200311			NO ESPECIFICO	332999	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos		
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS.	Atributo no considerado en este año	2009	MARTIN MONGE	5H	58190.0	NUEVA VALLADOLID	Fabricación de otros productos químicos básicos orgánicos.	Atributo no considerado en este año	Atributo no considerado en este año	ALKEMIN S. DE R.L. DE C.V.	MICHOACAN	"19°41'44"""	MORELIA	"101°12'44"""	Morelia	ACV5H1605311	307			325190	Quimica	Produccion de acidos organicos		
PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (INCLUYE PRODUCTOS ORGÁNICOS E INORGÁ	Atributo no considerado en este año	2009	AV. PARQUE INDUSTRIAL S/N	5P	66600.0	P.  IND. DR. GONZALEZ	Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes.	Atributo no considerado en este año	Atributo no considerado en este año	AGROFORMULADORA DELTA S.A. DE C.V.	NUEVO LEON	"25°51'19"""		"99°57'13"""	Dr. Gonzalez	ADE5P1901611	NUN 3	NUM 3	PARQUE INDUSTRIAL DR. GONZALEZ	325320	Quimica	Produccion de plaguicidas y otros quimicos agricolas		
PETROQUÍMICA BÁSICA (INCLUYE PROCESAMIENTO DE CUALQUIER TIPO DE GAS).	Atributo no considerado en este año	2009	KM 6.5 CARRETERA TEXMELUCAN TLAXCALA	5G	90120.0	CORR. IND. IXTACUIXTLA	Fabricación de petroquímicos básicos del gas natural y del petróleo refinado.	Atributo no considerado en este año	Atributo no considerado en este año	ADHESIVOS, S.A.D E C.V.	TLAXCALA	"19°18'6"""	SAN FELIPE IXTACUIXTLA DE MARIANO MATAMOROS	"98°23'00"""	Ixtacuixtla de Mariano Matamoros	ADH5G2901511			PARQUE INDUSTRIAL	325110	Petroleo y petroquimica	Petroquimica basica		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2009	EJE 114	7T	78395.0	ZONA INDUSTRIAL	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS DM., S. A. DE C. V.	SAN LUIS POTOSI	"22°6'17"""	SAN LUIS POTOSÍ	"100°55'7"""	San Luis Potosi	ADM7T2402821	415		ZONA INDUSTRIAL DE SAN LUIS POTOSÍ	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
Ensamblado de diferentes partes que son utilizadas en la industria eléctrica.	Atributo no considerado en este año	2009	Parque Industrial Amistad	91	26220.0		Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas.	Atributo no considerado en este año	Atributo no considerado en este año	Aparatos Electricos de Acuna S.A. de C.V.	COAHUILA	"29°20'31"""	Cd. Acuna	"101°2'2"""	Acuna	AEA 91050021	Km 7		Carretera Presa La amistad Km. 7.0	335930	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2009	15	8A	1400.0	OLIVAR DEL CONDE	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS ELECTROLITICOS ESTELA,S.A. DE C.V.	DISTRITO FEDERAL	19.37598		-99.20903	Alvaro Obregon	AEE8A0901011	30A	2		332810	Quimica	Galvanoplastia	0.0	0.0
ENSAMBLE / MANUFACTURA / PRODUCCION DE TODA CLASE DE GUANTES Y RECUBRIMIENTOS DE HULE	Atributo no considerado en este año	2009	AVE. ANTONIO J. BERMUDEZ	6D	32470.0	ANTONIO J BERMUDEZ	Fabricación de otros productos de hule.	Atributo no considerado en este año	Atributo no considerado en este año	ANSELL EDMONT INDUSTRIAL INC. DE MEXICO S.A. DE C.V.	CHIHUAHUA	31.71875	CD JUAREZ	-106.39462	Juarez	AEI6D0803711	1050		PARQUE INDUSTRIAL A. J. BERMUDEZ	326290	Quimica	Fabricacion de articulos y productos de hule		
MANUFACTURA, ENSAMBLE Y EMPAQUE DE PRODUCTOS ELECTRICOS	Atributo no considerado en este año	2009	ALFREDO DEL MAZO	91	52968.0	ZONA INDUSTRIAL 1 Y 2	Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas.	Atributo no considerado en este año	Atributo no considerado en este año	APPLETON ELECTRIC, S.A. DE C.V.	MEXICO	19°35'17.05''	ATIZAPAN DE ZARAGOZA	"99°16'15.97"""	Atizapan de Zaragoza	AEL911501311	9			335930	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2009	Carretera federal Mexico Puebla Camino	8A	56400.0	Los Reyes Acacquilpan	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ANODIZADOS ESPECIALES DE MEXICO S.A.	MEXICO	"19°18'18"""	Los Reyes la Paz	"98°27'42"""	La Paz	AEM8A1507011	km 21			332810	Quimica	Galvanoplastia	0.0	0.0
Reciclado de aceite usado y Distribución de derivados del petroleo	Atributo no considerado en este año	2009	Libramiento Martinez Dominguez	6A	67450.0	N. A.	Comercio al por mayor de combustibles de uso industrial.	Atributo no considerado en este año	Atributo no considerado en este año	Asfaltos Energex, S. A. de C. V.	NUEVO LEON	"25°34'40"""	Cadereyta Jimenez	"100°1'42"""	Cadereyta Jimenez	AEN6A1900911	Km 0.5		Zona Industrial y Comercial	434230	Petroleo y petroquimica	Produccion de asfalto y sus mezclas para pavimentacion		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2009	14	8A	1400.0	OLIVAR DDEL CONDE	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS ELECTROLITICOS OLIVAR,S.A. DE C.V.	DISTRITO FEDERAL	19.37596		-99.20882	Alvaro Obregon	AEO8A0901011	30 A	5		332810	Quimica	Galvanoplastia	0.0	0.0
FUNDICION DE PIEZAS DE HIERRO COLADO	Atributo no considerado en este año	2009	CARRETERA CONEJOS Y O MELCHOR	7T	42870.0	CONEJOS	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	MARTIN ARREGUIN PACHECO	HIDALGO	"19°57'36"""	HIDALGO	"99°16'99"""	Tepeji del Rio de Ocampo	AEP7T1306311	SN	SN	MIXTO	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
PRODUCCIÓN DE MATERIAS PRIMAS PARA PERFUMES Y COSMÉTICOS.	Atributo no considerado en este año	2009	AV. SAN RAFAEL	5V	52000.0	INDUSTRIAL LERMA	Fabricación de materias primas para la industria farmacéutica.	Atributo no considerado en este año	Atributo no considerado en este año	AEROBAL SA DE CV	MEXICO	19.29968	ESTADO DE MEXICO	-99.52658	Toluca	AER5V1505111	12		PARQUE INDUSTRIAL LERMA	325411	Quimica	Produccion de materias primas para perfumes y cosmeticos		
CENTROS INTEGRALES DE MANEJO DE RESIDUOS PELIGROSOS.	Atributo no considerado en este año	2009	RANCHERIA ALVARADO 2DA SECCION	M1	86280.0	ND	Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos.	Atributo no considerado en este año	Atributo no considerado en este año	AMBIENTAL Y ENERGIA RACIONAL, S.A. DE C.V.	TABASCO	"17°48'32"""	VILLAHERMOSA	"92°59'8"""	Centro	AERM62700411	ND		CARRETERA VILLAHERMOSA-TEAPA KM 25	562111	Tratamiento de residuos peligrosos	Otros tratamientos a residuos peligrosos		
FABRICACIÓN DE ACEITE VEGETAL PARA USO INDUSTRIAL	Atributo no considerado en este año	2009	INDEPENDENCIA  ORIENTE	64	50070.0	ZONA INDUSTRIAL TOLUCA	Fabricación de otros productos químicos.	Atributo no considerado en este año	Atributo no considerado en este año	ACEITES ESPECIALES S.A. DE C.V.	MEXICO	19.29217	TOLUCA	-99.62428	Toluca	AES641510611	1700		ZONA INDUSTRIAL	325999	Quimica	Produccion de aceites esenciales		
FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME	Atributo no considerado en este año	2009	CALLE RIO JORDAN	LJ	90970.0	BARRIO DE SAN COSME	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	ANDRES ARENAS VAZQUEZ	TLAXCALA	"19°7'15"""	VILLA VICENTE GUERRERO	"98°11'4"""	San Pablo del Monte	AEVLJ2902511	58			331510	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
ELABORACION DE AZUCAR ESTANDAR, ALCOHOL Y MIEL INCRISTALIZABLE	Atributo no considerado en este año	2009	DOMICILIO CONOCIDO	2G	30310.0	SAN FRANCISCO PUJILTIC	Elaboración de azúcar de caña.	Atributo no considerado en este año	Atributo no considerado en este año	CIA AZUCARERA LA FE S.A. DE C.V.	CHIAPAS	"16°16'30"""	SAN FRANCISCO PUJILTIC	"92°27'13"""	Venustiano Carranza	AFE2G0710611	SIN NUMERO		CENTRO SUBURBANO	311311	Alimenticio y/o de consumo humano	Ingenios azucareros		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2009	BLV. INDUSTRIA DE LA TRANSFORMACIÓN	7T	25900.0	PARQUE INDUSTRIAL SALTILLO RAMOS ARIZPE	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS FUNDIDOS INTERNACIONALES, S. DE R.L. DE C.V.	COAHUILA	25.56799	RAMOS ARIZPE	-100.92327	Ramos Arizpe	AFI7T0502711	3135		PARQUE INDUSTRIAL SALTILLO - RAMOS ARIZPE	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
Procesos de Ensamble de Arneses Eléctricos y Electrónicos	Atributo no considerado en este año	2009	Carretera Presa La Amistad km. 5.0	91	26220.0	Parque Industrial Amistad	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	AEES Manufacturera S. de  R. L. de C.V. Localidad Acuña	COAHUILA	"29°20'28"""	Ciudad Acuña	"100°59'10"""	Acuna	AFM910500221	SN	SN	Parque Industrial Amistad	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2009	Gral.M.Perez Treviño sn	91	26070.0		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	Alcoa Fujikura de Mexico S. de R.L. de C.V.	COAHUILA	"28°40'45"""	Piedras Negras	"100°33'23"""	Piedras Negras	AFM910502511	sin numero		Parque Industrial Amistad	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
Manufactura y Ensamble de Arneses y Componentes Electrónicos Automotrices.	Atributo no considerado en este año	2009	Avenida Fresnel  No. 7650	91	32470.0	Parque Ind. Antonio J.Bermúdez	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores.	Atributo no considerado en este año	Atributo no considerado en este año	AEES MANUFACTURERA S. DE R.L. DE C.V	CHIHUAHUA	"31°43'19"""	Cd. Juárez	"106°23'37"""	Juarez	AFM910803713	7650		Parque Industrial Antonio J.Bermúdez	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos		
ELABORACION DE CARNES FRIAS	Atributo no considerado en este año	2009	AV 8 DE JULIO	1P	44940.0	ZONA IND. GUADALAJARA	Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles.	Atributo no considerado en este año	Atributo no considerado en este año	ALIMENTOS FINOS DE OCCIDENTE SA DE CV	JALISCO	"20°38'32"""	GUADALAJARA	"103°22'47"""	Guadalajara	AFOHF1403911	2714		ZONA INDUSTRIAL	311613	Alimenticio y/o de consumo humano	Produccion de embutidos y conservas de carnes		
PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI	Atributo no considerado en este año	2009	AVENIDA VALLARTA	MC	45120.0	SECTOR JUÁREZ	Elaboración de aceites y grasas vegetales comestibles.	Atributo no considerado en este año	Atributo no considerado en este año	ACEITES GRASAS Y DERIVADOS S.A. DE C.V.	JALISCO	20.67685	ZAPOPAN	-103.40829	Zapopan	AGDMC1412011	5106			311222	Quimica	Fabricacion de aceites y grasas alimenticias		
FORMULACIÓN DE PLAGUICIDAS Y NUTRIENTES VEGETALES	Atributo no considerado en este año	2009	CARRETERA A CHICHIMEQUILLAS KM 8.1	5P	76147.0	SAN JOSE EL ALTO	Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes.	Atributo no considerado en este año	Atributo no considerado en este año	Agro Grow de México S.A. de C.V.	QUERETARO	"20°39'24"""	SAN JOSE EL ALTO	"100°23'23"""	Queretaro	AGM5P2201411	8.1		PREDIO LOCALIZADO FURA DEL AREA URBANA	325320	Quimica	Produccion de plaguicidas y otros quimicos agricolas	0.0	0.0
PRDDUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI	Atributo no considerado en este año	2009	17	MC	97288.0	CIUDAD INDUSTRIAL	Elaboración de aceites y grasas vegetales comestibles.	Atributo no considerado en este año	Atributo no considerado en este año	ACEITERA DEL GOLFO S.A. DE C.V.	YUCATAN	"20°55'57"""	MERIDA	"0.89°40'46"""	Merida	AGOMC3105011	407 B BIS		CIUDAD INDUSTRIAL FELIPE CARRILLO PUERTO	311222	Quimica	Fabricacion de aceites y grasas alimenticias		
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS.	Atributo no considerado en este año	2009	Mineria	5H	66350.0	Fracc. Las Palmas	Fabricación de otros productos químicos básicos orgánicos.	Atributo no considerado en este año	Atributo no considerado en este año	AGRICEL S. A. DE C. V.	NUEVO LEON	"25°41'40.55"""	Santa Catarina	"100°28'32.33"""	Santa Catarina	AGR5H1904811	201			325190	Quimica	Produccion de acidos organicos		
PRODUCCIÓN  DE FERTILIZANTES QUÍMICOS (SÓLO INCLUYE SU PRODUCCIÓN MEDIANTE REACCIONES QUÍM	Atributo no considerado en este año	2009	Carretera a Tlacote El Bajo Km. 5.5	5N	76000.0	No hay colonia	Fabricación de fertilizantes.	Atributo no considerado en este año	Atributo no considerado en este año	Agrogen S. A. de C. V.	QUERETARO	"20°35'8"""	Querétaro	"100°27'44"""	Queretaro	AGR5N2201411			Area rural agrícola sin asentamientos poblacionales	325310	Quimica	Produccion de fertilizantes quimicos		
PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (INCLUYE PRODUCTOS ORGÁNICOS E INORGÁ	Atributo no considerado en este año	2009	RETORNO ALFONSO REYES	5P	31109.0	COMPLEJO IND. CHIHUAHUA	Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes.	Atributo no considerado en este año	Atributo no considerado en este año	AgriEstrella S. de R.L. de C.V.	CHIHUAHUA	28.71617	CHIHUAHUA	-106.11878	Chihuahua	AGR5P0801911	331		PARQUE INDUSTRIAL	325320	Quimica	Produccion de plaguicidas y otros quimicos agricolas		
