actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
FABRICACION DE ENVASES DE PLASTICO Y METALICOS	Atributo no considerado en este año	2009	CALZADA DE GUADALUPE	85	54800.0	CENTRO	Fabricación de envases metálicos de calibre ligero.	Atributo no considerado en este año	Atributo no considerado en este año	ENVASES UNIVERSALES DE MEXICO S.A.P.I DE C.V	MEXICO	"19°40'4"""	EDO DE MEXICO	"99°11'7"""	Cuautitlan	EUMAI1502411	504			332430	Articulos y productos metalicos	Produccion de envases metalicos	0.0	0.0
PRODUCCIÓN DE ASBESTO CEMENTO Y SUS PRODUCTOS (INCLUYE LÁMINAS, TINACOS, TUBERÍAS Y CONEXI	Atributo no considerado en este año	2009	Km. 49.5 Carr. México Pachuca	79	43800.0	Camino a Huitzila	Fabricación de otros productos a base de minerales no metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	EUREKA S.A. de C.V.	HIDALGO	"19°48'38"""	Tizayuca	"98°58'5"""	Tizayuca	EUR791306911	Sin		Reserva del Parque Industrial Tizayuca	327999	Asbesto	Produccion de asbesto cemento y sus productos	503500.0	2190250.0
PRODUCCIÓN DE ASBESTO CEMENTO Y SUS PRODUCTOS (INCLUYE LÁMINAS, TINACOS, TUBERÍAS Y CONEXI	Atributo no considerado en este año	2009	ANTIGÜA CARRETERA A CHAPALA	79	44490.0	ÁLAMO INDUSTRIAL	Fabricación de otros productos a base de minerales no metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	EUREKA S.A DE C.V.	JALISCO	"20°37'31"""	GUADALAJARA	"103°20'4"""	Guadalajara	EUR791403911	KM. 6			327999	Asbesto	Produccion de asbesto cemento y sus productos	0.0	0.0
Fabricación de productos para el cuidado personal y del hogar.	Atributo no considerado en este año	2009	CARRETERA 57 QRO - SLP KM 58.5	5V	37980.0	SAN JOSÉ ITURBIDE	Fabricación de otros productos químicos básicos orgánicos.	Atributo no considerado en este año	Atributo no considerado en este año	ESTILO Y VANIDAD S.A. DE C.V.	GUANAJUATO	"21°3'34"""	SAN JOSÉ ITURBIDE	"100°29'7"""	San Jose Iturbide	EVA5V1103211	SN	SN	A un costado del parque industrial opción	325190	Quimica	Produccion de materias primas para perfumes y cosmeticos		
PRODUCCION DE BOTELLAS, ENVASES Y SIMILARES DE VIDRIO  SOLO CUANDO SE ELABORA EL VIDRIO	Atributo no considerado en este año	2009	CAMINO A LOMAS DE CRISTO TERRENO SIEMBRA	6Z	56330.0	LOMAS DE CRISTO	Fabricación de envases y ampolletas de vidrio.	Atributo no considerado en este año	Atributo no considerado en este año	ENVASES VITROPAR S.A DE C.V	MEXICO	"98°23'43"""	ESTADO DE MEXICO	"98°39'27"""	Texcoco	EVI6Z1509911	2			327213	Vidrio	Produccion de botellas, envases y similares de vidrio		
Embotellar  refrescos  y agua para consumo humano, ambos en diferentes presentaciones	Atributo no considerado en este año	2009	Carretera Tuxtla La Angostura Km. 9	36	29160.0	Ribera de Cupia	Elaboración de refrescos y otras bebidas no alcohólicas.	Atributo no considerado en este año	Atributo no considerado en este año	Embotelladora Valle de Oaxaca S.A. de C.V.	CHIAPAS	"17°42'25"""	Chiapa de Corzo	"93°0'50"""	Chiapa de Corzo	EVOS70702711	800	800		312111	Bebidas y tabaco	Produccion de refrescos		
PRODUCCIÓN  DE FERTILIZANTES QUÍMICOS (SÓLO INCLUYE SU PRODUCCIÓN MEDIANTE REACCIONES QUÍM	Atributo no considerado en este año	2009	ARROZ	5N	9820.0	FRAC. INDUSTRIAL SANTA ISABEL	Fabricación de fertilizantes.	Atributo no considerado en este año	Atributo no considerado en este año	EXIMGRO, S.A.	DISTRITO FEDERAL	"19°21'11"""		"99°21'11"""	Iztapalapa	EXI5N0900711	441		FRAC. INDUSTRIAL SANTA ISABEL	325310	Quimica	Produccion de fertilizantes quimicos		
Industria de bebidas no alcoholicas	Atributo no considerado en este año	2009	CARR. 54 VIA CORTA ZACATECAS GUADALAJARA	36	98170.0		Elaboración de refrescos y otras bebidas no alcohólicas.	Atributo no considerado en este año	Atributo no considerado en este año	Embotelladora Zacatecas S.A de C.V	ZACATECAS	"22°45'5"""		"102°40'0"""	Zacatecas	EZA363205611	KM. 306.2		PREDIO RURAL	312111	Bebidas y tabaco	Produccion de refrescos		
PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI	Atributo no considerado en este año	2009	RIO ALAMO	MC	44870.0	ATLAS	Elaboración de aceites y grasas vegetales comestibles.	Atributo no considerado en este año	Atributo no considerado en este año	FABRICA DE ACEITES LA CENTRAL S.A. DE C.V.	JALISCO	"20°38'14"""	GUADALAJARA	"0.103°19'46"""	Guadalajara	FACMC1403911	2310			311222	Quimica	Fabricacion de aceites y grasas alimenticias	8815.475	631.108
Fundición de Hierro Gris	Atributo no considerado en este año	2009	Galeana	7T	66350.0	El Lechugal	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	Fundición Aguilas S.A. de C.V.	NUEVO LEON	"25°40'24"""	Santa Catarina	"0.1°26'42"""	Santa Catarina	FAG7T1904811	501		Area Industrial El Lechugal	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
PRODUCCIÓN DE PARTES PARA EL SISTEMA DE SUSPENSIÓN Y DIRECCIÓN (SI INCLUYE PROCESOS TÉRMIC	Atributo no considerado en este año	2009	Boulevard Magna	9K	25947.0		Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	Formex Automotive Industries S.A. de C.V.	COAHUILA	"25°35'58"""		"0.1°54'19"""	Saltillo	FAI9K0502711	2000		Santa Maria	336330	Automotriz	Produccion de partes para el sistema de suspension y direccion	308742.0	2831952.0
COMPRA VENTA TRANSFORMACION Y DISTRIBUCION DE METALES Y PRODUCTOS QUIMICOS	Atributo no considerado en este año	2009	CECILIO GARZA	LJ	66600.0	FRACC. IND. EL MILAGRO	Fundición y refinación de cobre.	Atributo no considerado en este año	Atributo no considerado en este año	FALMET S.A. DE C.V.	NUEVO LEON	"25º44'59.03"""	APODACA	"100º11'33.7"""	Apodaca	FALND1900611	301			331411	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
ANODIZADO DE ALUMINIO.	Atributo no considerado en este año	2009	LOS OLIVOS	QU	21400.0		Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	FRONTERA ALUMINIOS S DE RL DE CV	BAJA CALIFORNIA	"32°31'30"""	TECATE	"116°41'27"""	Tecate	FALQU0200311	1500		EL BAJIO	332810	Quimica	Anodizado de aluminio		
FABRICACIÓN DE PRODUCTOS A BASE DE POLIESTIRENO EXPANDIDO	Atributo no considerado en este año	2009	CARRETERA A SAHUARIPA KM 4.5	6J	83299.0	PARQUE INDUSTRIAL	Fabricación de espumas y productos de poliestireno.	Atributo no considerado en este año	Atributo no considerado en este año	FANOSA S.A DE C.V PLANTA HERMOSILLO	SONORA	"29°2'46"""	HERMOSILLO	"110°51'28"""	Hermosillo	FAN6J2603011	SN			326140	Quimica	Fabricacion de productos de espumas de poliestireno expandible		
PRODUCCION DE CERRADURAS, CANDADOS, BISAGRAS Y TORNILLOS	Atributo no considerado en este año	2009	AV NOGALAR SUR	81	66480.0	FRACC. INDUSTRIAL NOGALAR	Fabricación de herrajes y cerraduras.	Atributo no considerado en este año	Atributo no considerado en este año	FANAL S.A. DE C.V.	NUEVO LEON	"25º43'8"""	SAN NICOLAS DE LOS GARZA	"100º17'23"""	San Nicolas de los Garza	FAN811904611	301			332510	Articulos y productos metalicos	Produccion de cerraduras, candados y llaves		
Fabricación de aparatos de línea blanca	Atributo no considerado en este año	2009	Blvd. Montebello	BC	88780.0	Parque Industrial Colonial	Fabricación de enseres electrodomésticos menores.	Atributo no considerado en este año	Atributo no considerado en este año	Fisher & Paykel  Appliances Mexico, S. de R.L. de C.V. Planta Cooking	TAMAULIPAS	"26°0'0"""		"98°11'55"""	Reynosa	FAP9A2803211	S N	123	Parque Industrial Colonial	335210	Articulos y productos compuestos de diferentes materiales	Fabricacion de productos electrodomesticos		
VENTA, FABRICACION Y DISTRIBUCION DE FIBRA ABRASIVAS	Atributo no considerado en este año	2009	CARRIL NORTE 2da. ETAPA	5S	90430.0	CIUDAD INDUSTRIAL XOCOHTENCATL	Fabricación de fibras químicas.	Atributo no considerado en este año	Atributo no considerado en este año	FIBRAS PARA EL ASEO, S.A DE C.V.	TLAXCALA	"19°28'34"""		"98°6'40"""	Tetla de la Solidaridad	FAS5S2903111	5		CIUDAD INDUSTRIAL XICOHTENCATL 1	325220	Quimica	Produccion de fibras y filamentos sinteticos y artificiales		
FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME	Atributo no considerado en este año	2009	MIMI DERBA	LJ	7140.0	LT. 248	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	FUNDICION ARTISTICA VELASCO, S.A. DE C.V.	DISTRITO FEDERAL	"19°33'48"""		"-99°7'42"""	Gustavo A. Madero	FAVLJ0900511	MZ. 39			331510	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
FUNDICIÓN DE CHATARRA DE FIERRO,  FABRICACION DE PIEZAS PARA ALCANTARILLADO	Atributo no considerado en este año	2009	CODIGO AGRARIO	7T	56600.0	AMPLIACION EMILIANO ZAPATA	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	FUNDIDORA DE ALCANTARILLADO YIRHE, S.A. DE C.V.	MEXICO	"19°27'86"""		"98°88'58"""	Chalco	FAY7T1502511	8			331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	0.0	0.0
AFINACIÓN Y LAMINACIÓN DE ALUMINIO (INCLUYE FUNDICIÓN, EXTRUSIÓN O ESTIRAJE).	Atributo no considerado en este año	2009	CARRETERA 70, SAN LUIS-RIOVERDE KM 14.2	7Q	78420.0		Industria básica del aluminio.	Atributo no considerado en este año	Atributo no considerado en este año	FUNDIDORA BECARO, S.A. DE C.V.	SAN LUIS POTOSI	"22°7'43"""	JASSOS	"100°50'6"""	San Luis Potosi	FBE7Q2402811	KM 14.2			331310	Metalurgica (incluye la siderurgica)	Afinacion y laminacion de aluminio		
COMPRA-VENTA DE CHATARRA Y FABRICACIÓN DE BOLAS FORJADAS PARA MINERIA	Atributo no considerado en este año	2009	QUINTA AVENIDA	7I	25900.0	RANCHO LOS CEDROS	Complejos siderúrgicos.	Atributo no considerado en este año	Atributo no considerado en este año	FORJAS Y CATARRAS, S.A. DE C.V.	COAHUILA	"25°30'57"""	RAMOS ARIZPE	"100°59'19"""	Ramos Arizpe	FCA7I0502711	SN		PREDIO RUSTICO RANCHO LOS CEDROS	331111	Metalurgica (incluye la siderurgica)	Laminacion secundaria de hierro y acero	0.0	0.0
ELABORACIÓN DE PIEZAS METÁLICAS A PARTIR DE FUNDICIÓN DE CHATARRA DE FIERRO Y ACERO	Atributo no considerado en este año	2009	CARRETERA CANANEA IMURIS KM. 1	7T	84620.0	INDUSTRIAL	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	FUNDIDORA DE CANANEA  S.A.  DE  C.V.	SONORA	"30°59'19"""	CANANEA	"111°17'11"""	Cananea	FCA7T2601911	S.N.		COLONIA INDUSTRIAL	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
COMPRA VENTA Y FABRICACIÓN DE PRODUCTOS QUIMICOS Y PETROQUIMICOS BASICOS Y SECUNDARIOS	Atributo no considerado en este año	2009	BLVD. CPQ LA CANGREJERA AL CPQ MORELOS	LQ	96400.0	PARQUE INDUSTRIAL	Fabricación de petroquímicos básicos del gas natural y del petróleo refinado.	Atributo no considerado en este año	Atributo no considerado en este año	FABRICANTE Y COMERCIALIZADORA BETA S.A DE C.V	VERACRUZ	"18°7'21"""		"94°22'23"""	Coatzacoalcos	FCBC13003911	KM 3		PARQUE INDUSTRIAL	325110	Petroleo y petroquimica	Produccion de petroquimicos secundarios		
PRODUCCIÓN DE CAL.	Atributo no considerado en este año	2009	CARRETERA MEXICO LAREDO	74	89960.0	NO APLICA	Fabricación de cal.	Atributo no considerado en este año	Atributo no considerado en este año	FABRICA DE CAL HIDRATADA DEL NORESTE, S.A. DE C.V.	TAMAULIPAS	"22°35'51"""	ANTIGUO MORELOS	"99°1'40"""	El Mante	FCH742800411	SN		ZONA RURAL	327410	Cemento y Cal	Produccion de cal		
PRODUCCIÓN DE CAL.	Atributo no considerado en este año	2009	TENAYO EL CHICO	74	62730.0	BUENA VISTA	Fabricación de cal.	Atributo no considerado en este año	Atributo no considerado en este año	FABRICA DE CAL Y MATERIALES DE CONSTRUCCION PURISIMA S.A DE C.V.	MORELOS	"18°52'48"""	YAUTEPEC	"99°3'10"""	Yautepec	FCM741702931	SIN NUMERO			327410	Cemento y Cal	Produccion de cal	0.0	0.0
Fabricación de Partes para Valvulas	Atributo no considerado en este año	2009	Industrias Quimicas S/N	LK	50071.0	Zona Industrial Toluca	Fabricación de otra maquinaria y equipo para la industria en general.	Atributo no considerado en este año	Atributo no considerado en este año	Fisher Controles de México S.A de C.V.	MEXICO	"19°17'16.70"""	Toluca	"99°38'48.36"""	Toluca	FCMLK1510611	SN	SN	Zona Industrial Toluca	333999	Metalurgica (incluye la siderurgica)	Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales		
SACRIFICIO DE GANADO	Atributo no considerado en este año	2009	CARRETERA PANAMERICANA	1M	20300.0	0	Matanza de ganado, aves y otros animales comestibles.	Atributo no considerado en este año	Atributo no considerado en este año	FRIGORIFICO Y EMPACADORA DE AGUASCALIENTES, S.A. DE C.V.	AGUASCALIENTES	"22°3'43"""		"102°16'26"""	San Francisco de los Romo	FEA1N0100111	KM. 21			311611	Alimenticio y/o de consumo humano	Matanza de ganado y aves		
PRODUCCION COMPRA-VENTA DE PRODUCTOS QUIMICOS PETROQUIMICOS Y DERIVADOS	Atributo no considerado en este año	2009	PREDIO ENCINO GORDO SIN NUMERO	MB	96340.0		Fabricación de otros productos químicos.	Atributo no considerado en este año	Atributo no considerado en este año	FEFERMEX S.A. DE C.V.	VERACRUZ	"18°1'25"""	COSOLEACAQUE	"94°35'30"""	Cosoleacaque	FEFM93004811	SN		COSOLEACAQUE VERACRUZ	325999	Quimica	Produccion de substancias quimicas a partir de mezclas		
FABRICACION DE VARILLA	Atributo no considerado en este año	2009	SEIS	7I	55340.0	RUSTICA XALSTOC	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	ARGENTINO FEITO GALLO	MEXICO	19.52469	XALOSTOC	-99.07497	Ecatepec de Morelos	FEG7I1503311	No. 7			331510	Metalurgica (incluye la siderurgica)	Laminacion secundaria de hierro y acero		
GENERACIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2009	3.3 KM AL NTE KM 14 CARRETERA  BAHÍA KIN	AD	83220.0	LA MANGA	Generación, transmisión y distribución de energía eléctrica.	Atributo no considerado en este año	Atributo no considerado en este año	FUERZA Y ENERGÍA DE HERMOSILLO  S.A DE C.V.	SONORA	"29°5'58"""	HERMOSILLO	"0.111°5'54"""	Hermosillo	FEHAD2603011	SN	SN	PARQUE INDUSTRIAL AEROPUERTO	221110	Generación de energia electrica	Generacion y transmision de energia electrica		
PRODUCCIÓN DE PARTES PARA EL SISTEMA DE FRENOS AUTOMOTRIZ	Atributo no considerado en este año	2009	LA GRIEGA	9L	76220.0		Fabricación de partes de sistemas de frenos para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	FRENOS Y MECANISMOS, S.A. DE C.V.	QUERETARO	"20°49'4"""	SANTA ROSA JÁUREGUI	"100°26'39"""	Queretaro	FEM9L2201411	101		PARQUE INDUSTRIAL QUERETARO	336340	Automotriz	Produccion de partes para el sistema de frenos automotriz		
GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES	Atributo no considerado en este año	2009	KM 14 CARRETERA AGUA PRIETA NACOZARI	AD	84200.0	PREDIO EL FRESNAL	Generación, transmisión y distribución de energía eléctrica.	Atributo no considerado en este año	Atributo no considerado en este año	FUERZA Y ENERGIA DE NACO NOGALES S.A. DE C.V.	SONORA	"31°18'34"""	AGUA PRIETA	"109°32'48"""	Agua Prieta	FENAD2600211	3.5	KM	PREDIO EL FRESNAL	221110	Generación de energia electrica	Generacion y transmision de energia electrica		
FABRICACION DE MATERIALES Y ACCESORIOS ELECTRICOS	Atributo no considerado en este año	2009	CINCO	91	50200.0	PARQUE INDUSTRIAL TOLUCA 2000	Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas.	Atributo no considerado en este año	Atributo no considerado en este año	FCI ELECTRICAL PRODUCTS MEXICO S.A DE C.V	MEXICO	"19°22'45"""	ESTADO DE MEXICO	"99°34'5"""	Toluca	FEPLJ1510611	104		PARQUE INDUSTRIAL TOLUCA 2000	335930	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	0.0	0.0
PRODUCCIÓN  DE FERTILIZANTES QUÍMICOS (SÓLO INCLUYE SU PRODUCCIÓN MEDIANTE REACCIONES QUÍM	Atributo no considerado en este año	2009	CALZADA CUAUHTEMOC	5N	27000.0	sn	Fabricación de fertilizantes.	Atributo no considerado en este año	Atributo no considerado en este año	FERTIREY S.A. DE C.V.	COAHUILA	25.52897	TORREON	-103.43699	Torreon	FER5N0503511	1318			325310	Quimica	Produccion de fertilizantes quimicos		
PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO).	Atributo no considerado en este año	2009	Reforma	5T	9850.0	San Nicolas Tolentino	Fabricación de preparaciones farmacéuticas.	Atributo no considerado en este año	Atributo no considerado en este año	FERMIC, S.A. de C.V.	DISTRITO FEDERAL	"19°19'19"""		"99°5'3"""	Iztapalapa	FER5T0900711	873		Zona semi-industrial	325412	Quimica	Produccion de farmaceuticos y medicamentos		
FABRICACION DE MEDICAMENTOS O PRODUCTOS BIOLOGICOS PARA CONSUMO HUMANO	Atributo no considerado en este año	2009	AVENIDA NEMESIO DIEZ RIEGA	5T	52000.0	PARQUE INDUSTRIAL CERRILLO II	Fabricación de preparaciones farmacéuticas.	Atributo no considerado en este año	Atributo no considerado en este año	FERRING SA DE CV	MEXICO	"19°17'2"""	LERMA	"99°31'16"""	Lerma	FER5T1505111	MZ. 2 LT 15	NO. 15	PARQUE INDUSTRIAL  CERRILLO II	325412	Quimica	Produccion de farmaceuticos y medicamentos	0.0	0.0
EMPRESA DE SERVICIOS, GENERACIÓN DE ENERGÍA ELÉCTRICA Y TERMICA	Atributo no considerado en este año	2009	REFORMA	AD	9850.0	SAN NICOLAS TOLENTINO	Generación, transmisión y distribución de energía eléctrica.	Atributo no considerado en este año	Atributo no considerado en este año	FERMICAISE SA DE CV	DISTRITO FEDERAL	"19°19'20"""		"99°5'3"""	Iztapalapa	FERAD0900711	873			221110	Generación de energia electrica	Generacion y transmision de energia electrica		
Fabricacion en bronce de partes y accesorios para lineas hidaulicas en medicion y conducci	Atributo no considerado en este año	2009	Carr. Gomez Palacio Fco. I. Madero Km 11	LJ	35140.0		Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	FABRICACIONES ESPECIALIZADAS S.A. DE C.V.	DURANGO	25.65401		-103.42624	Gomez Palacio	FESLJ1000711			ZONA RURAL	331510	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
GENERACIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2009	KM 9 CARRETERA AIRE    LIBRE CHILE  FRÍO	AD	92801.0	SITIO TRES ESTRELLAS	Generación, transmisión y distribución de energía eléctrica.	Atributo no considerado en este año	Atributo no considerado en este año	FUERZA Y ENERGÍA DE TUXPAN S. A. DE C. V.	VERACRUZ	"20°56'13"""	EJIDO CHILE FRIO	"97°14'57"""	Tuxpam	FETQR3018911	SN		ZONA RURAL	221110	Generación de energia electrica	Generacion y transmision de energia electrica		
FABRICACION DE ANILLOS ROLADOS DE ACERO Y FORJA ABIERTA	Atributo no considerado en este año	2009	VALENTIN G. RIVERO	7X	67110.0	LOS TREVINO	Fabricación de otros productos metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	FRISA FORJADOS, S.A.DE C.V.	NUEVO LEON	"25°40'49"""	SANTA CATARINA	"100°25'7"""	Santa Catarina	FFO7X1904811	127			332999	Articulos y productos metalicos	Fabricacion de articulos y productos metalicos		
FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO Y DE OTROS MATERIALES METALICOS	Atributo no considerado en este año	2009	AVENIDA DE LAS HOJAS No. 1	LJ	22640.0	FRACC. LAS HUERTAS 3 SECCION	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	FUNDICION GAMBOA S.A. DE C.V.	BAJA CALIFORNIA	"32°30'20"""		"116°58'18"""	Tijuana	FGALJ0200411	1			331510	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos	0.0	0.0
Fabricación de Materia Prima para la Elaboración de Medicamentos	Atributo no considerado en este año	2009	Camino a Guanajuato	5M	25900.0	N.A	Fabricación de materias primas para la industria farmacéutica.	Atributo no considerado en este año	Atributo no considerado en este año	Fersinsa Gb S.A de C.V     Planta Síntesis	COAHUILA	"25°31'36"""	Ramos Aizpe	"100°56'48"""	Ramos Arizpe	FGB5M0502721	S.N			325411	Quimica	Produccion de materias primas para medicamentos		
Fabricación de materias primas para la elaboración de medicamentos	Atributo no considerado en este año	2009	Carretera Saltillo Monterrey Km 12.5	5M	25900.0	N.A	Fabricación de materias primas para la industria farmacéutica.	Atributo no considerado en este año	Atributo no considerado en este año	Fersinsa Gb S.A de C.V   Planta Fermentación	COAHUILA	"25°32'24"""	Ramos Arizpe	"100°56'20"""	Ramos Arizpe	FGB5M0502722	Km 12.5			325411	Quimica	Produccion de materias primas para medicamentos		
FABRICACION DE AUTOPARTES	Atributo no considerado en este año	2009	AV. DE LA PRESA	9L	54180.0	SAN JUAN IXHUATEPEC	Fabricación de partes de sistemas de frenos para vehículos automotrices.	Atributo no considerado en este año	Atributo no considerado en este año	FRENOS HIDRAULICOS AUTOMORICES, S.A DE C.V.	MEXICO	"19°31'11"""	SAN JUAN IXHUATEPE	"99°7'24"""	Tlalnepantla de Baz	FHA691510411	6		ZONA INDUSTRIAL LA PRESA	336340	Automotriz	Produccion de partes para el sistema de frenos automotriz		
TRANSPORTE DE CARGA EN GENERAL	Atributo no considerado en este año	2009	CARRETERA FEDERAL MEXICO-VERACRUZ KM.321	B0	94450.0		Otro autotransporte foráneo de carga general.	Atributo no considerado en este año	Atributo no considerado en este año	FLETES HESA, S.A. DE C.V.	VERACRUZ	"18°47'12"""		"97°5'35"""	Ixtaczoquitlan	FHEB03008511	SN	2	CARRETERA FEDERAL MEXICO-VERACRUZ KM. 321	484129	Otros	Transporte de carga en general		
FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.	Atributo no considerado en este año	2009	PERA	7T	56640.0	SAN MARCOS HUIXTOCO	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	FUNDICION HIDROMAX, S. A. DE C. V. Y/O EVERARDO RIVERA MENDOZA	MEXICO	"19°15'0"""		"98°50'0"""	Chalco	FHI7T1502511	SN			331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero		
FUNDICIÓN Y MOLDEO DE PIEZAS DE METALES NO FERROSOS.	Atributo no considerado en este año	2009	Roberto Díaz Rodríguez	ND	20290.0	Ciudad Industrial	Moldeo por fundición de piezas metálicas no ferrosas.	Atributo no considerado en este año	Atributo no considerado en este año	Fundición Inyectada del Centro S.A. de C. V.	AGUASCALIENTES	21.83569	Aguascalientes	-102.28129	Aguascalientes	FICND0100111	401		Ciudad  Industrial	331520	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos		
GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA).	Atributo no considerado en este año	2009	NORTE 50	8A	7850.0	EMILIANO ZAPATA	Recubrimientos y terminados metálicos.	Atributo no considerado en este año	Atributo no considerado en este año	FIGUEROA GOMEZ MARIA DE LA LUZ	DISTRITO FEDERAL	"19°27'46"""		"99°7'6"""	Gustavo A. Madero	FIG8A0900511	3834			332810	Quimica	Galvanoplastia		
FUNDICIÓN DE CHATARRA DE FIERRO, DE ALUMINIO, DE BRONCE, DE PLOMO Y DE OTROS MATERIALES ME	Atributo no considerado en este año	2009	PUEBLA SUR	LJ	90970.0	SAN BARTOLOME	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	FUNDIDORA INDUSTRIAL METALICA S.A. DE C.V.	TLAXCALA	"19°6'53"""	SAN PABLO DEL MONTE	"98°10'16"""	San Pablo del Monte	FIMLJ2902511	75			331510	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos		
Fabricacion de Envases de Vidrio	Atributo no considerado en este año	2009	Carretera a San Felipe	6Z	21740.0	COLORADO 1	Fabricación de envases y ampolletas de vidrio.	Atributo no considerado en este año	Atributo no considerado en este año	Fevisa Industrial, S. A. de C. V.	BAJA CALIFORNIA	"32°31'26"""	Mexicali	"115°24'51"""	Mexicali	FIN6Z0200211	Km.9			327213	Vidrio	Produccion de botellas, envases y similares de vidrio		
PRODUCCIÓN DE HERRAMIENTAS DE MANO (SÓLO MEDIANTE PROCESOS TÉRMICOS O DE FUNDICIÓN; NO INC	Atributo no considerado en este año	2009	AVENIDA EJE NORTE	7Z	90434.0	IND XICOHTENCATL	Fabricación de herramientas de mano metálicas sin motor.	Atributo no considerado en este año	Atributo no considerado en este año	FAMTO INTERNACIONAL SA DE CV	TLAXCALA	"19°29'32"""	TETLA	"98°3'4"""	Tetla de la Solidaridad	FIN7Z2903111	6		CIUDAD INDSUTRIAL XICOHTENCATL	332211	Metalurgica (incluye la siderurgica)	Produccion de herramientas de mano		
FUNDICION DE HIERRO GRIS	Atributo no considerado en este año	2009	REP. DE PUERTO RICO	7T	78394.0	SAN FRANCISCO	Moldeo por fundición de piezas de hierro y acero.	Atributo no considerado en este año	Atributo no considerado en este año	FUNDICION INDUSTRIAL POTOSINA S.A. DE C.V.	SAN LUIS POTOSI	"22°9'54"""		"100°56'39"""	Soledad de Graciano Sanchez	FIP7T2403513	800			331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	0.0	0.0
