actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
Fabricación de calderas industriales	Atributo no considerado en este año	2018	Calle AV. REPUBLICA MEXICANA	LK	66450	Colonia CUAUHTEMOC	Fabricación de calderas industriales	Atributo no considerado en este año	Atributo no considerado en este año	CERREY, S.A. DE C.V.,CERREY	NUEVO LEON	"25°43'33"""	SAN NICOLAS DE LOS GARZA	"100°17'25"""	San Nicolas de los Garza	CRR7W1904611	300	 		332410	Metalurgica (incluye la siderurgica)	Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales	370563.4689	2845969.4109
FABRICACIÓN DE PIEZAS PLÁSTICAS DECORATIVAS PARA LA INDUSTRIA AUTOMOTRIZ	Atributo no considerado en este año	2018	Calle AV. COLONESQ.CORREGIDORA 	9M	76278		Otras industrias manufactureras	Atributo no considerado en este año	Atributo no considerado en este año	CERTUS AUTOMOTIVE, S. DE R.L DE C.V,	QUERETARO	"20°37'59"""	COLON	"100°7'25"""	Colon	CAU2200500023	6	 	PARQUE AEROTECH	339999	Automotriz	Produccion de otras auto partes	382924.4827	2281951.2845
PRODUCCIÓN, FABRICACIÓN O ENVASADO DE CERVEZA	Atributo no considerado en este año	2018	Avenida JUAREZ	30	33130	Fraccionamiento INDUSTRIAL EL VERGEL	Elaboración de cerveza	Atributo no considerado en este año	Atributo no considerado en este año	CERVECERÍA CUAUHTÉMOC MOCTEZUMA, S.A. DE C.V.,	CHIHUAHUA	"28°17'27"""	PEDRO MEOQUI	"105°30'27"""	Meoqui	CCM0804500019	6510	 		312120	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion	450213.6972	3129554.9381
ELABORACION Y ENVASADO DE CERVEZA	Atributo no considerado en este año	2018	Calle DOCTOR ARTURO GUERRA	30	21400	Colonia CENTRO	Elaboración de cerveza	Atributo no considerado en este año	Atributo no considerado en este año	CERVECERÍA CUAUHTÉMOC MOCTEZUMA, S.A. DE C.V.,	BAJA CALIFORNIA	"32°34'15"""	TECATE	"116°37'49"""	Tecate	CCM300200311	70	 		312120	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion	534688.0748	3603777.8522
FABRICACIÓN DE CERVEZA	Atributo no considerado en este año	2018	Calle AV. ALFONSO REYES	30	64410	Colonia BELLA VISTA	Elaboración de cerveza	Atributo no considerado en este año	Atributo no considerado en este año	CERVECERÍA CUAUHTÉMOC MOCTEZUMA, S.A. DE C.V.,	NUEVO LEON	"25°41'39"""	MONTERREY	"100°19'2"""	Monterrey	CCM301903921	2202	 		312120	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion	367827.6139	2842496.8225
ELABORACIÓN DE FECULAS ALMIDONES Y MALTAS	Atributo no considerado en este año	2018	Calle 3 NORTE	30	75000	Colonia CENTRO	Elaboración de cerveza	Atributo no considerado en este año	Atributo no considerado en este año	CERVECERÍA CUAUHTÉMOC MOCTEZUMA, S.A. DE C.V.,	PUEBLA	"19°13'53"""	CIUDAD DE RAFAEL LARA GRAJALES	"97°48'22"""	Rafael Lara Grajales	CCM302111731	63	 		312120	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion	625488.9029	2126889.6154
ELABORACION DE CERVEZA	Atributo no considerado en este año	2018	Calle SUR 10 Y PTE 9	30	94300	Ciudad ORIZABA CENTRO	Elaboración de cerveza	Atributo no considerado en este año	Atributo no considerado en este año	CERVECERÍA CUAUHTÉMOC MOCTEZUMA, S.A. DE C.V.,CERVECERÍA CUAUHTÉMOC MOCTEZUMA	VERACRUZ	"18°50'33"""	ORIZABA	"97°6'29"""	Orizaba	CCM303011821	SN 	 		312120	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion	699323.4788	2084474.8876
Producción y Venta de Cerveza	Atributo no considerado en este año	2018	Calle CARR. LOS MOCHIS-NAVOJOA KM 149.5	30	85800		Elaboración de cerveza	Atributo no considerado en este año	Atributo no considerado en este año	CERVECERÍA CUAUHTÉMOC MOCTEZUMA, S.A. DE C.V.,CERVECERÍA CUAUHTÉMOC MOCTEZUMA SA DE CV	SONORA	"27°0'56"""	NAVOJOA	"109°25'51"""	Navojoa	CCM302604211	S/N sn	S/N 	PARQUE INDUSTRIAL	312120	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion	655670.0581	2989144.6606
ELABORACIÓN DE CERVEZA	Atributo no considerado en este año	2018	Carretera MEXICO TOLUCA	30	50071		Elaboración de cerveza	Atributo no considerado en este año	Atributo no considerado en este año	CERVECERÍA CUAUHTÉMOC MOCTEZUMA, S.A. DE C.V.,PLANTA TOLUCA	MEXICO	"19°17'18"""	TOLUCA DE LERDO	"99°35'53"""	Toluca	CCM1510600690	KM 59.5 	 	TOLUCA	312120	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion	437151.8529	2132848.8735
Elaboración de cerveza	Atributo no considerado en este año	2018	Avenida AV. MARIANO OTERO	30	44900	Colonia DEL FRESNO 1A. SECCION	Elaboración de cerveza	Atributo no considerado en este año	Atributo no considerado en este año	CERVECERÍA MODELO DE GUADALAJARA, S. DE R. L. DE C. V.,	JALISCO	"20°39'46"""	GUADALAJARA	"103°22'32"""	Guadalajara	CMG301403911	663	 		312120	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion	669212.7043	2285679.6094
FABRICACION Y VENTA DE CERVEZA	Atributo no considerado en este año	2018	Calle 37	30	27060	Colonia NUEVO TORREON	Elaboración de cerveza	Atributo no considerado en este año	Atributo no considerado en este año	CERVECERIA MODELO DE TORREON, S. DE R. L. DE C. V.,CERVECERIA MODELO DE TORREON, S. DE R. L. DE C.V.	COAHUILA	"25°32'40"""	TORREON	"103°24'31"""	Torreon	CMT050000003	300	 		312120	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion	659868.4753	2826205.9045
Elaboración de cerveza	Atributo no considerado en este año	2018	Carretera ACOPINALCO	30	43920	Pueblo ACOPINALCO	Elaboración de cerveza	Atributo no considerado en este año	Atributo no considerado en este año	CERVECERÍA MODELO DEL CENTRO S DE RL DE CV,CERVECERÍA MODELO DEL CENTRO	HIDALGO	"19°41'53"""	APAN	"98°32'10"""	Apan	CMC1300800026	sn 	 		312120	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion	548606.4777	2178157.8335
Elaboración de Cerveza	Atributo no considerado en este año	2018	Calle LAGO ALBERTO	30	11320	Colonia ANAHUAC	Elaboración de cerveza	Atributo no considerado en este año	Atributo no considerado en este año	CERVECERÍA MODELO, S. DE R.L. DE C.V.,	DISTRITO FEDERAL	"19°26'25"""	MIGUEL HIDALGO	"99°11'19"""	Miguel Hidalgo	CMO300901612	156	 		312120	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion	480173.7892	2149566.4465
Elaboración y envasado de cerveza 	Atributo no considerado en este año	2018	Carretera Mérida  -  Celestún Km. 15.5	30	97350	Pueblo Hunucmá	Elaboración de cerveza	Atributo no considerado en este año	Atributo no considerado en este año	CERVECERÍA YUCATECA, S. DE R.L. DE C.V.,	YUCATAN	"20°58'51"""	HUNUCMA	"89°50'48"""	Hunucma	CCO3103800005	Tab. Cat. 1912 	 		312120	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion	204011.9072	2322683.4964
RECUBRIMIENTO DE PIEZAS METALICAS	Atributo no considerado en este año	2018	Calle BLVD. CASTELLON	8A	21389	Colonia HIDALGO	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	CESAR SANCHEZ QUIÑONES,SERVICIOS Y ACABADOS	BAJA CALIFORNIA	"32°24'49"""	MEXICALI	"115°32'6"""	Mexicali	SAQK90200211	1799	N/A 		332810	Quimica	Galvanoplastia	637743.7479	3587247.3994
Generación de Energía Eléctrica	Atributo no considerado en este año	2018	Carretera Km. 7.5  Libramiento Norte Santiago Oceguera Gutierrez. 	AD	23000	Colonia Zona Industrial	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN I EPS,CENTRAL DE COMBUSTIÓN INTERNA BAJA CALIFORNIA SUR	BAJA CALIFORNIA SUR	"24°11'51"""	LA PAZ	"110°15'29"""	La Paz	CGI0300300324	S/N 	S/N 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	575343.9307	2676299.6223
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2018	Calle AL PIE DE LA PRESA ADOLFO LOPEZ MATEOS	LS	80599	Rancho EL VAREJONAL	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION I,CENTRAL HIDROELÉCTRICA HUMAYA	SINALOA	"25°5'41"""	BADIRAGUATO	"107°23'22"""	Badiraguato	CGI2500300012	S/N 	 		221110	Generación de energia electrica	Generacion de energia electrica por procedimientos no convencionales contaminantes	259012.3468	2777583.0147
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2018	Carretera NAVOJOA-ALAMOS KM. 45	LS	85773	Pueblo MOCUZARI	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION I,CENTRAL HIDROELÉCTRICA MOCUZARI	SONORA	"27°13'25"""	ALAMOS	"109°6'22"""	Alamos	CGI2600300009	S/N 	 		221110	Generación de energia electrica	Generacion de energia electrica por procedimientos no convencionales contaminantes	687531.9554	3012625.6143
Generación y Transmisión de energía eléctrica; incluye instalaciones	Atributo no considerado en este año	2018	Carretera CARR. MEXICO-QUERETARO	AD	76729	Ejido EL SAUZ ALTO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN I,CENTRAL TERMOELÉCTRICA CICLO COMBINADO EL SAUZ	QUERETARO	"20°27'32"""	EL SAUZ (SAUZ ALTO, SAUZ BAJO)	"100°7'7"""	Pedro Escobedo	CGI2201200026	KM. 176.5 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	383300.3782	2262662.2048
GENERACIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2018	Carretera  JOROBAS-TULA KM. 27.5	AD	42800	Colonia El Llano segunda sección	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION I,CENTRAL TERMOELÉCTRICA FRANCISCO PÉREZ RÍOS	HIDALGO	"20°3'24"""	EL LLANO	"99°17'27"""	Tula de Allende	CGI1307600090	S/N 	S/N 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	469563.6123	2217808.1555
GENERACIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2018	Carretera SAN LUIS POTOSÍ A VILLA DE REYES	AD	79500	Ciudad VILLA DE REYES	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION I,CFE GENERACIÓN I CENTRAL TERMOELÉCTRICA VILLA DE REYES	SAN LUIS POTOSI	"21°49'58"""	VILLA DE REYES	"100°56'1"""	Villa de Reyes	CGI2405000673	A 44 KM 19.5 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	300143.2814	2415573.3824
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2018	Carretera CHOIX EL REPARO KM. 19	LS	81703	Rancho EL REPARO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION I,C.H. LUIS DONALDO COLOSIO MURRIETA (HUITES)	SINALOA	"26°50'44"""	CHOIX	"108°22'11"""	Choix	CGI2500700022	S/N 	 		221110	Generación de energia electrica	Generacion de energia electrica por procedimientos no convencionales contaminantes	761358.8356	2972062.9117
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2018	Carretera EL FUERTE - EL MAHONE KM.11	LS	81820	Rancho EL MAHONE	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION I,C.H. 27 DE SEPTIEMBRE (EL FUERTE)	SINALOA	"26°30'26"""	EL FUERTE	"108°34'31"""	El Fuerte	CGI2501000038	S/N 	 		221110	Generación de energia electrica	Generacion de energia electrica por procedimientos no convencionales contaminantes	741625.5323	2934142.7338
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2018	Carretera KM 7.8 AL SO DEL KM 196+724 CARR FEDERAL 45 TRAMO CHIHUAHUA-DELICIAS	AD	31105	Ejido TOMAS GARCIA	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION II EPS, C.C.C. CHIHUAHUA II (EL ENCINO)	CHIHUAHUA	"28°26'49"""	CHIHUAHUA	"105°55'19"""	Chihuahua	CGI0801900658	S/N 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	409721.6749	3147090.6206
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2018	Carretera RAMAL-TORREON	AD	35180	Ciudad CIUDAD JUAREZ	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION II EPS, C.T. GUADALUPE VICTORIA	DURANGO	"25°29'43"""	CIUDAD JUAREZ	"103°34'15"""	Lerdo	CGI1001200036	KM 9.7 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	643638.4893	2820584.8924
GENERACIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2018	Carretera FEDERAL 17 TRAMO AGUA PRIETA-NACOZARI	AD	84200	Ciudad CENTRO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION II EPS,C.C.C. AGUA PRIETA II CON CAMPO SOLAR.	SONORA	"31°15'51"""	AGUA PRIETA	"109°35'38"""	Agua Prieta	CGI2600200040	KM. 187 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	633864.4024	3459755.0548
GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SOLO GENERACIÓN; INCLUYE LAS INSTALACIONES)	Atributo no considerado en este año	2018	Carretera MEXICO- TUXPAN	AD	92903	Ejido SAN MIGUEL MECATEPEC	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION II EPS,CENTRAL CICLO COMBINADO POZA RICA	VERACRUZ	"20°31'29"""	ZACATE COLORADO	"97°29'28"""	Tihuatlan	CGI3017500163	KM 194 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	657311.893	2270288.0474
Generación de energía eléctrica	Atributo no considerado en este año	2018	Carretera Autopista México-Puebla Km. 117	AD	72700	Pueblo Camino a San Lorenzo Almecatla	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION II EPS,CENTRAL CICLO COMBINADO SAN LORENZO POTENCIA	PUEBLA	"19°7'12"""	SAN LORENZO ALMECATLA	"98°14'38"""	Cuautlancingo	CGI2104100088	SN 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	579506.5773	2114294.7133
GENERACIÓN DE ENERGÍA ELECTRICA	Atributo no considerado en este año	2018	Carretera CARRETARA JOROBAS-TULA	AD	42820		Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION II EPS,CENTRAL CICLO COMBINADO TULA	HIDALGO	"20°3'56"""	TULA DE ALLENDE	"99°22'14"""	Tula de Allende	CGI1307600091	KM. 28 	 	EL LLANO 2A SECCION	221110	Generación de energia electrica	Generacion y transmision de energia electrica	461229.2058	2218803.2949
GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES)	Atributo no considerado en este año	2018	Calle FIDEL VELAZQUEZ	AD	89600	Colonia AMERICANA	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION II EPS,CENTRAL TERMOELECTRICA ALTAMIRA	TAMAULIPAS	"22°26'24"""	ALTAMIRA	"98°0'36"""	Altamira	CGI2800300158	1100	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	601862.5101	2481880.8852
GENERACIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2018	Carretera TRANSMETROPILITANA	AD	55885	Pueblo TEPEXPAN	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION II EPS,CFE GENERACION II	MEXICO	"19°36'52"""	TEPEXPAN	"98°58'0"""	Acolman	CGI1500200092	KM 38 	S/N 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	503469.0336	2168840.0458
GENERACIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2018	Carretera GOMEZ PALACIO-FRANCISCO I. MADERO	AD	35000	Colonia GOMEZ PALACIO CENTRO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN III,CENTRAL CICLO COMBINADO GOMEZ PALACIO	DURANGO	"25°35'24"""	GOMEZ PALACIO	"103°28'35"""	Gomez Palacio	CGI1000700562	KM 3 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	653008.8699	2831181.6245
Generación de energía eléctrica	Atributo no considerado en este año	2018	Carretera PANAMERICANA MÉXICO-CD. JUAREZ KM. 1575	AD	33000		Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN III,CENTRAL TERMOELÉCTRICA FRANCISCO VILLA	CHIHUAHUA	"28°10'5"""	DELICIAS	"105°26'39"""	Delicias	CGI0802100061	S/N 	 	CIUDAD DELICIAS CENTRO	221110	Generación de energia electrica	Generacion y transmision de energia electrica	456369.2158	3115926.9386
GENERACIÓN DE ENERGÍA ELECTRICA	Atributo no considerado en este año	2018	Carretera  INTERNACIONAL KM 10	AD	82089	Colonia LA SIRENA	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN III,CENTRAL TERMOELÉCTRICA JOSE ACEVES POZOS	SINALOA	"23°11'28"""	MAZATLAN	"106°21'22"""	Mazatlan	CGI2501201018	S/N 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	361196.7499	2565347.8647
Generación de energía eléctrica	Atributo no considerado en este año	2018	Carretera LIBRE TIJUANA ENSENADA	AD	22704	Fracción RICA MAR	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN III,CENTRAL TERMOELÉCTRICA PRESIDENTE JUÁREZ	BAJA CALIFORNIA	"32°23'4"""	PLAYAS DE ROSARITO	"117°4'57"""	Playas de Rosarito	CGI0200500071	S/N 	S/N 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	492237.7052	3583066.2419
GENERACIÓN DE ENERGÍA ELECTRICA	Atributo no considerado en este año	2018	Carretera A DESEMBOQUE KM. 5	AD	83600	Pueblo DESEMBOQUE	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN III,CENTRAL TURBOGAS CABORCA	SONORA	"30°42'21"""	HEROICA CABORCA	"112°12'10"""	Caborca	CGI2601700057	S/N 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	384805.9534	3397621.7815
GENERACIÓN DE ENERGÍA ELECTRICA	Atributo no considerado en este año	2018	Boulevard LIC. ANTONIO RICO E/ BLVD. GRAL AGUSTIN	AD	23600	Colonia CIUDAD CONSTITUCION	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN III,CENTRAL TURBOGAS CONSTITUCIÓN	BAJA CALIFORNIA SUR	"25°8'30"""	CIUDAD CONSTITUCION	"111°41'43"""	Comondu	CGI0300100025	S/N 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	429903.5347	2780827.5623
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2018	Carretera INTERNACIONAL KM 1428 SALIDA NORTE	AD	80020	Colonia INFONAVIT HUMAYA	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN III,CENTRAL TURBOGAS CULIACÁN	SINALOA	"24°49'0"""	CULIACAN ROSALES	"107°25'6"""	Culiacan	CGI2500601402	S/N 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	255544.1426	2746832.3458
GENERACIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2018	Carretera TODOS SANTOS KM 114	AD	23450	Colonia CABO SAN LUCAS CENTRO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN III,CENTRAL TURBOGAS LOS CABOS	BAJA CALIFORNIA SUR	"22°53'56"""	CABO SAN LUCAS	"109°59'52"""	Los Cabos	CGI0300800287	S/N 	S/N 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	602770.3605	2532695.17
GENERACIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2018	Calle CALZADA TERAN TERAN	AD	21380	Fracción XOCHIMILCO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN III,CENTRAL TURBOGAS MEXICALI	BAJA CALIFORNIA	"32°36'22"""	MEXICALI	"115°27'42"""	Mexicali	CGI0200200811	1700	S/N 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	644325.5808	3608681.8857
Generación de energía electrica	Atributo no considerado en este año	2018	Calle 36 NORTE PROLONGACION FINAL	AD	83970	Pueblo PUERTO LIBERTAD	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN III,CT PUERTO LIBERTAD	SONORA	"29°54'30"""	PUERTO LIBERTAD	"112°41'42"""	Pitiquito	CGI2604700012	S/N 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	336357.5243	3309854.7955
GENERACIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2018	Carretera PANAMERICANA KM 166 T. SUECO-CD. JUAREZ	AD	32730	Pueblo SAMALAYUCA	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN IV,CCC SAMALAYUCA II	CHIHUAHUA	"31°19'38"""	JUAREZ	"106°29'4"""	Juarez	CGI0803700879	S/N N/A	N/S N/A		221110	Generación de energia electrica	Generacion y transmision de energia electrica	358751.6409	3466819.4258
GENERACION DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2018	Carretera  FEDERAL	AD	40811	Pueblo PETACALCO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN IV,CENTRAL TERMOELECTRICA PRESIDENTE PLUTARCO ELIAS CALLES	GUERRERO	"17°58'38"""	PETACALCO	"102°7'9"""	La Union de Isidoro Montes de Oca	CGI1206800026	200	KM. 28.5 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	805101.4109	1990060.4298
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2018	Carretera LA PAZ PICHILINGUE	AD	23300	Colonia CENTRO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN IV,CENTRAL TERMOELECTRICA PUNTA PRIETA Y TURBO GAS LA PAZ	BAJA CALIFORNIA SUR	"24°13'24"""	LA PAZ	"110°18'32"""	La Paz	CGI0300300331	KM 9.5 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	570158.2457	2679136.5665
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2018	Carretera PANAMERICANA KM 166 T. SUECO-CD. JUAREZ	AD	32730	Pueblo SAMALAYUCA	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN IV,CT SAMALAYUCA I	CHIHUAHUA	"31°21'35"""	JUAREZ	"106°24'9"""	Juarez	CGI0803700849	S/N N/A	N/S N/A		221110	Generación de energia electrica	Generacion y transmision de energia electrica	366600.3127	3470345.6395
GENERACIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2018	Carretera KM10 CAMPECHE A CHAMPOTON	AD	24500	Colonia LERMA CENTRO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE. GENERACIÓN VI. CENTRAL TERMOELÉCTRICA LERMA.,	CAMPECHE	"19°47'47"""	LERMA	"90°36'48"""	Campeche	CGV0400200467	SN 	SN 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	750015.3165	2190741.4207
Generación de Energía Eléctrica	Atributo no considerado en este año	2018	Calle DOMICILIO CONOCIDO	LS	61100	Ninguno AGUA FRIA	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACION VI EMPRESA PRODUCTIVA SUBSIDIARIA,CFE GENERACION VI	MICHOACAN	"19°47'37"""	CIUDAD HIDALGO	"100°40'33"""	Hidalgo	CGV1603400028	S/N 	 		221110	Generación de energia electrica	Generacion de energia electrica por procedimientos no convencionales contaminantes	324428.5592	2189539.9542
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2018	Carretera BAHIA TORTUGAS	AD	23935	Colonia CENTRO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN VI,CCI GUERRERO NEGRO II	BAJA CALIFORNIA SUR	"27°36'3"""	VILLA ALBERTO ANDRES ALVARADO ARAMBURO	"113°0'2"""	Mulege	CGV0300200052	KM 2.5 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	302539.5837	3054596.1036
Generación de energía eléctrica, generación de vapor	Atributo no considerado en este año	2018	Carretera GUANAJUATO - JUVENTINO ROSAS	AD	36860	Rancho Rancho el Divisador	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN VI,CENTRAL CICLO COMBINADO COGENERACIÓN SALAMANCA	GUANAJUATO	"20°34'43"""	SALAMANCA	"101°10'9"""	Salamanca	CGV1102700163	KM 1 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	273889.0892	2277029.7986
GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA	Atributo no considerado en este año	2018	Carretera VERACRUZ-MEDELLIN	AD	94271	Ejido EL TEJAR	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN VI,CENTRAL CICLO COMBINADO DOS BOCAS	VERACRUZ	"19°5'0"""	MEDELLIN	"96°8'49"""	Medellin	CGV3010500576	KM 7.5 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	800205.8615	2112507.9085
Generacion de Energía Eléctrica	Atributo no considerado en este año	2018	Carretera KM 10  HERMOSILLO-SAHUARIPA	AD	83000	Colonia HERMOSILLO CENTRO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	CFE GENERACIÓN VI,CENTRAL CICLO COMBINADO HERMOSILLO	SONORA	"29°1'54"""	HERMOSILLO	"110°50'22"""	Hermosillo	CGV2603000504	SN 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	515608.856	3211510.1484
