actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
MANUFACTURA DE COMPONENTES ELECTRONICOS	Atributo no considerado en este año	2016	Avenida Av. Sendero Divisorio	91	66425	Privada TABACHINES	Fabricación de equipo de transmisión y recepción de señales de radio y televisión, y equipo de comunicación inalámbrico	Atributo no considerado en este año	Atributo no considerado en este año	BELDEN LRC MEXICO S DE R.L. DE C.V.,BELDEN LRC MEXICO	NUEVO LEON	"25°45'46"""	San Nicolás de los Garza	"100°18'33"""	San Nicolas de los Garza	AAA190000015	500	B1		334220	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	368693.0927	2850093.9737
Servicios Aeroportuarios, comerciales y complementarios	Atributo no considerado en este año	2016	Calle CARRETERA PANAMERICANA SUR	L7	20340	Colonia PE¿UELAS	Corporativos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE AGUASCALIENTES SA DE CV,AEROPUERTO INTERNACIONAL DE AGUASCALIENTES	AGUASCALIENTES	"21°51'0"""	Aguascalientes	"102°17'10"""	Aguascalientes	AAGL70100111	KM.22			551111	Otros	Servicios de administracion de aeropuertos y helipuertos	780482.1602	2418722.0779
MAQUILA DE GALVANOPLASTIA	Atributo no considerado en este año	2016	Calle  10a	8A	44440	Colonia FERROCARRIL	Otras industrias manufactureras	Atributo no considerado en este año	Atributo no considerado en este año	JESUS ALVARADO GARCIA,TALLER DEL SR. JESUS ALVARADO	JALISCO	"20°38'33"""	Guadalajara	"103°20'57"""	Guadalajara	AAG1403901019	2083			339999	Quimica	Galvanoplastia	671986.3405	2283474.4223
TRANSFORMACION DE ALUMINIO	Atributo no considerado en este año	2016	Calle VIA MORELOS	LJ	55400	Colonia STA. MARIA TULPETLAC	Otras industrias manufactureras	Atributo no considerado en este año	Atributo no considerado en este año	ALMEXA ALUMINIO SA DE CV,	MEXICO	"19°33'36"""	Ecatepec de Morelos	"99°2'52"""	Ecatepec de Morelos	AAL7Q1503321	347			339999	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos	494987.9919	2162796.0933
LAMINACIÓN DE VARILLA Y SIMILARES	Atributo no considerado en este año	2016	Calle Seminario	7I	56576	Colonia SAN JUAN TLALPIZAHUAC	Fabricación de otros productos de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS AMERICA S.A. DE C.V.,	MEXICO	"19°19'51"""	Ixtapaluca	"98°56'58"""	Ixtapaluca	AAM1503900040	3			331220	Metalurgica (incluye la siderurgica)	Laminacion secundaria de hierro y acero	505305.747	2137438.0757
ENSAMBLE DE ESTRUCTURAS AERONAUTICAS	Atributo no considerado en este año	2016	Avenida BENITO JUAREZ	9S	76220		Fabricación de equipo aeroespacial	Atributo no considerado en este año	Atributo no considerado en este año	AERNNOVA AEROSPACE MEXICO SA DE CV,AERNNOVA AEROSPACE MEXICO S.A. DE C.V.	QUERETARO	"20°49'11"""	Santa Rosa Jáuregui	"100°26'42"""	Queretaro	AAM7X2201411	109		Querétaro	336410	Automotriz	Industria aeroespacial	349628.9088	2302886.3681
MANUFACTURA DE PAQUETE ENERGÉTICO E INFLADOR  PARA LA  INDUSTRIA  AUTOMOTRIZ	Atributo no considerado en este año	2016	Calle AVE. ALCALA S/N CARR. A SAN FERNANDO	9M	88796	Colonia PARQUE IND. STIVA ALCALA	Otras industrias manufactureras	Atributo no considerado en este año	Atributo no considerado en este año	ARC AUTOMOTRIZ DE MEXICO, S. DE R.L. DE C.V.,	TAMAULIPAS	"25°59'45"""	Reynosa	"98°15'42"""	Reynosa	AAM9I2803211	KM.2			339999	Automotriz	Produccion de otras auto partes	573886.4279	2875456.5873
COMERCIALIZADORA DE EJES Y AUTOPARTES	Atributo no considerado en este año	2016	Calle AVENIDA DE LOS COMERCIANTES	9M	36100	Colonia PARQUE INDUSTRIAL FIPASI	Fabricación de productos metálicos forjados y troquelados	Atributo no considerado en este año	Atributo no considerado en este año	AMERICAN AXLE & MANUFACTURING DE MEXICO S DE RL DE CV,AMERICAN AXLE & MANUFACTURING DE MEXICO	GUANAJUATO	"20°53'24"""	Silao de la Victoria	"101°21'34"""	Silao	AAM9M1103711	1300			332110	Automotriz	Produccion de otras auto partes	254545.9119	2311788.66
VENTA DE AUTOMOVILES Y REFACCIONES SERVICIO DE MANTTO. AUTOMOTRIZ LAMINADO Y PINTURA	Atributo no considerado en este año	2016	Avenida EUGENIO GARZA SADA	KE	64780	Colonia MAS PALOMAS	Hojalatería y pintura de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	AUTOKAM AUTOMOTRIZ S.A. DE C.V.,	NUEVO LEON	"25°38'5"""	Monterrey	"100°16'55"""	Monterrey	AAU1903900165	3800			811121	Otros	Reparacion y mantenimiento automotriz	371287.6752	2835859.9158
FABRICACION DE AUTOMOVILES Y CAMIONETAS	Atributo no considerado en este año	2016	Boulevard Q5	9G	75012		Fabricación de automóviles y camionetas	Atributo no considerado en este año	Atributo no considerado en este año	AUDI MEXICO, S.A DE C.V.,AUDI	PUEBLA	"19°13'2"""	San José Chiapa	"97°45'8"""	San Jose Chiapa	AAU2112800014	1		SAN JOSE  CHIAPA	336110	Automotriz	Produccion de automoviles, camiones, tractocamiones y similares	631151.4602	2125346.2759
VENTA DE AUTOMÓVILES Y TALLER AUTOMOTRIZ	Atributo no considerado en este año	2016	Calle AV. DE LAS GRANJAS	9G	02530	Colonia BARRIO JAGUEY	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	ANGAR AZCAPOTZALCO S.A. DE C.V.,ANGAR AZCAPOTZALCO	DISTRITO FEDERAL	"19°29'1"""	Azcapotzalco	"99°10'27"""	Azcapotzalco	AAZEE0900211	NO.473			468111	Automotriz	Produccion de automoviles, camiones, tractocamiones y similares	481717.006	2154350.8162
PRODUCCIÓN DE FERTILIZANTES QUIMICOS	Atributo no considerado en este año	2016	Ninguno Sin Numero	5N	60950		Fabricación de fertilizantes	Atributo no considerado en este año	Atributo no considerado en este año	AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V.	MICHOACAN	"17°55'23"""	Ciudad Lázaro Cárdenas	"102°10'32"""	Lazaro Cardenas	ABA1605200103	SIN NUMERO	SIN NUMERO	CENTRO	325310	Quimica	Produccion de fertilizantes quimicos	799214.3149	1983946.6084
FABRICACION DE EXPLOSIVOS	Atributo no considerado en este año	2016	Carretera DOM. CONOCIDO, DINAMITA	62	35100	Colonia DINAMITA	Fabricación de explosivos	Atributo no considerado en este año	Atributo no considerado en este año	AUSTIN BACIS S.A. DE C.V.,AUSTIN BACIS	DURANGO	"25°43'6"""	Gómez Palacio	"103°38'46"""	Gomez Palacio	ABA621000711	SN			325920	Quimica	Produccion de explosivos	635820.9639	2845201.5687
Servicios médicos y hospitalarios	Atributo no considerado en este año	2016	Calle CARLOS GRAEF FERANDEZ	HM	05300	Colonia TLAXALA SANTA FE	Hospitales del sector privado de otras especialidades médicas	Atributo no considerado en este año	Atributo no considerado en este año	THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC	DISTRITO FEDERAL	"19°21'24"""	Cuajimalpa de Morelos	"99°16'59"""	Cuajimalpa de Morelos	ABCHM0900411	154			622311	Servicios de salud y de asistencia	Hospitales	470268.7949	2140333.0675
Servicios médicos y hospitalarios	Atributo no considerado en este año	2016	Calle SUR  136	HM	01120	Colonia LAS AMERICAS	Hospitales del sector privado de otras especialidades médicas	Atributo no considerado en este año	Atributo no considerado en este año	THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC	DISTRITO FEDERAL	"19°24'0"""	Álvaro Obregón	"99°12'15"""	Alvaro Obregon	ABCHM0901021	116			622311	Servicios de salud y de asistencia	Hospitales	478549.0421	2145130.6186
PRODUCCION DE ACEITE Y GRASAS VEGETALES	Atributo no considerado en este año	2016	Boulevard BLVD. MIGUEL ALEMAN	MC	35000	Ciudad ZONA CENTRO	Elaboración de alimentos para animales	Atributo no considerado en este año	Atributo no considerado en este año	ADM BIO PRODUCTOS, S.A. DE C.V.,ADM BIO PRODUCTOS, S.A DE C.V.	DURANGO	"25°33'13"""	Gómez Palacio	"103°28'58"""	Gomez Palacio	ABPMC1000711	SN KM 11.40			311110	Quimica	Fabricacion de aceites y grasas alimenticias	652397.6267	2827132.419
MOLDEO POR FUNDICION DE PIEZAS NO FERROSAS	Atributo no considerado en este año	2016	Calle PRIMERA	ND	25100	Colonia NAZARIO S ORTIZ GARZA	Moldeo por fundición de piezas metálicas no ferrosas	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO Y BRONCES DE SALTILLO, S.A. DE C.V.,	COAHUILA	"25°27'57"""	Saltillo	"100°59'52"""	Saltillo	ABS7T0503011	1000			331520	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos	299131.8522	2818063.5761
ADMINISTRACION DE AEROPUERTOS Y HELIPUERTOS	Atributo no considerado en este año	2016	Carretera CANCUN-CHETUMAL APTO INTERNACIONAL DE CA	L7	77569	Colonia CANCUN (INTERNACIONAL DE CANCUN)	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CANCUN SA DE CV,AEROPUERTO DE CANCUN SA DE CV	QUINTANA ROO	"21°2'23"""	Cancún	"86°52'25"""	Benito Juarez	ACARP2300511	KM 22			488112	Otros	Servicios de administracion de aeropuertos y helipuertos	513116.4051	2326576.6634
PRODUCCIÓN DE LEVADURA PARA PANIFICACIÓN	Atributo no considerado en este año	2016	Carretera  LA TINAJA-CORDOBA	2A	94910	Rancho El limón	Panificación industrial	Atributo no considerado en este año	Atributo no considerado en este año	AB CALSA S.A. DE C.V.,	VERACRUZ	"18°44'36"""	Cuitláhuac	"96°33'20"""	Cuitlahuac	ACAS73005311	KM 49			311811	Alimenticio y/o de consumo humano	Panaderias	757728.3899	2074201.9749
Comercio de automoviles y camionetas nuevas, mantenimiento , refaccciones	Atributo no considerado en este año	2016	Boulevard LUIS DONALDO COLOSIO, LOTE 1 MZA 5 SUPERMANZANA 310	EE	77500	Supermanzana SUPERMANZANA 310	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN COLOSIO	QUINTANA ROO	"21°6'29"""	Cancún	"86°50'23"""	Benito Juarez	ACA2300500033	SMZA 310 MZA 5 LOTE 1			468111	Otros	Centros distribuidores de autotransportes 	516628.5616	2334117.9359
Compra-Venta de vehículos nuevos, mantenimiento y refacciones	Atributo no considerado en este año	2016	Avenida CIRCUITO COLONIAS	KE	97210	Fraccionamiento PEDREGALES DE TANLUM	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN CIRCUITO	YUCATAN	"20°59'52"""	Mérida	"89°37'37"""	Merida	ACA3105000082	S/N			468111	Otros	Reparacion y mantenimiento automotriz	226896.3504	2324151.776
PRODUCCIÓN DE ALAMBRE Y CABLE	Atributo no considerado en este año	2016	Calle KM. 17.5 CARR. TLALNEPANTLA-CUAUTITLAN	82	54879	Colonia EL PILAR	Fabricación de alambre, productos de alambre y resortes	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CAMESA S.A. DE C.V.,	MEXICO	"19°39'13"""	Cuautitlán	"99°10'58"""	Cuautitlan	ACA8A1502411	S/N			332610	Articulos y productos metalicos	Produccion de alambre y productos de alambre	480814.1918	2173184.9969
ADMINISTRACIÓN DE RÉGIMEN DE PROPIEDAD EN CONDOMINIO	Atributo no considerado en este año	2016	Calle BLVD. COSTERO	3U	63732	Colonia CONDOMINIO MAESTRO LOS FLAMINGOS	Otros servicios relacionados con los servicios inmobiliarios	Atributo no considerado en este año	Atributo no considerado en este año	ASOCIACIÓN DE CONDÓMINOS DEL CONDOMINIO MAESTRO LOS FLAMINGOS, A.C.,CONDOMINIO MAESTRO LOS FLAMINGOS	NAYARIT	"20°44'18"""	Bucerías	"105°19'4"""	Bahia de Banderas	ACCUB1802011	900 SUR			531319	Otros	Descarga de aguas residuales de servicios	466905.2366	2293223.288
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2016	Calle CARRET.PANAMERICANA KM.7.5	7I	38260	Colonia RANCHO EL CHINACO	Minería de hierro	Atributo no considerado en este año	Atributo no considerado en este año	ARCELORMITTAL CELAYA SA DE CV,ARCELORMITTAL CELAYA ACEROS LARGOS	GUANAJUATO	"20°31'7"""	Villagrán	"100°55'2"""	Villagran	ACE7F1104411	S/N			212210	Metalurgica (incluye la siderurgica)	Laminacion secundaria de hierro y acero	300061.2499	2270058.2836
FUNDICION Y MOLDEO DE PIEZAS DE HIERRO Y ACERO	Atributo no considerado en este año	2016	Calle CAMINO A SAN PEDRO AHUACATLAN	7T	76803		Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ACERLAN S.A. DE C.V.,ACERLAN S.A. DE C.V.	QUERETARO	"20°25'15"""	San Juan del Río	"99°58'49"""	San Juan del Rio	ACE7T2201611	3		Valle de Oro	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	397704.4675	2258374.7802
Fabricación de arneses automotrices	Atributo no considerado en este año	2016	Boulevard Macario Gaxiola	9M	81285		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S. DE R.L. DE C.V., PLANTA VII	SINALOA	"25°46'28"""	Los Mochis	"108°59'12"""	Ahome	ACE8V2500111	1001 Sur		Raúl Romanillo	336320	Automotriz	Produccion de otras auto partes	701885.9474	2852258.2266
Administración de Aeropuertos y Helipuertos	Atributo no considerado en este año	2016	Boulevard JUAN PABLO II KM. 14	L7	31390	Colonia AEROPUERTO	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CHIHUAHUA S.A DE C.V,AEROPUERTO DE CHIHUAHUA	CHIHUAHUA	"28°42'8"""	Chihuahua	"105°57'47"""	Chihuahua	ACIRP0801911	S/N			488112	Otros	Servicios de administracion de aeropuertos y helipuertos	405924.9234	3175401.9614
FABRICACION Y DISTRIBUCION DE PRODUCTOS COSMETICOS	Atributo no considerado en este año	2016	Calle GERRERO	N6	38090	Colonia RANCHO SECO	Fabricación de cosméticos, perfumes y otras preparaciones de tocador	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS MANUFACTURING S DE RL DE CV,AVON COSMETICOS	GUANAJUATO	"20°29'19"""	Celaya	"100°48'4"""	Celaya	ACM3L1100711	149			325620	Quimica	Produccion de perfumes, cosmeticos y similares a base de mezclas	312132.1839	2266588.8323
Fabricación, reconstrucción, ensamble y subensamble de equipo aeroespacial, incluso motore	Atributo no considerado en este año	2016	Avenida INDUSTRIA DE LA TRANSFORMACION	9S	76220		Fabricación de equipo aeroespacial	Atributo no considerado en este año	Atributo no considerado en este año	AERNNOVA COMPONENTES MEXICO SA DE CV,AERNNOVA COMPONENTES MEXICO S.A. DE C.V.	QUERETARO	"20°49'33"""	Santa Rosa Jáuregui	"100°25'35"""	Queretaro	ACM7X2201411	431		Querétaro	336410	Automotriz	Industria aeroespacial	351566.4873	2303556.029
Fundición y Laminación de Hierro y Acero	Atributo no considerado en este año	2016	Calle AVENIDA LA PRESA	7T	54187	Colonia SAN JUAN IXHUATEPEC	Otras industrias manufactureras	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CORSA S.A. DE C.V.,GERDAU CORSA	MEXICO	"19°31'10"""	Tlalnepantla	"99°7'26"""	Tlalnepantla de Baz	ACO7F1510411	2			339999	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	486974.9934	2158333.185
RECUBRIMIENTOS METALICOS GALVANOPLASTIA Y OTROS	Atributo no considerado en este año	2016	Calle HERMANOS ESCOBAR	8A	32649	Colonia PARQUE IND. OMEGA	Fabricación de otros productos químicos	Atributo no considerado en este año	Atributo no considerado en este año	ALFA CRONOS SA DE CV,ALFA CRONOS S.A. DE C.V.	CHIHUAHUA	"31°44'52"""	Juárez	"106°25'5"""	Juarez	ACR7X0803711	7046	8 9 Y 10		325999	Quimica	Galvanoplastia	365684.4601	3513358.8345
ACABADOS DE SUPERFICIES METÁLICAS	Atributo no considerado en este año	2016	Calle KM. 3  CARR. TECATE-ENSENADA	8A	21482	Colonia MACLOVIO HERRERA	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ACABADOS DE CALIDAD TECATE SA DE CV,ACABADOS DE CALIDAD TECATE, S.A. DE C.V.	BAJA CALIFORNIA	"32°33'0"""	Tecate	"116°37'25"""	Tecate	ACT7X0200311	S/N			332810	Quimica	Galvanoplastia	535315.5194	3601467.2935
PRESTACIÓN DE SERVICIOS AEROPORTUARIOS	Atributo no considerado en este año	2016	Carretera CARR. NAVOLATO KM. 4.5	L7	80130	Colonia BACHIGUALATO [80130]	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CULIACAN SA DE CV,	SINALOA	"24°45'53"""	Culiacán Rosales	"107°28'23"""	Culiacan	ACURP2500611	S/N			488112	Otros	Servicios de administracion de aeropuertos y helipuertos	249899.8469	2741177.7419
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS	Atributo no considerado en este año	2016	Calle MARTIN MONGE	5H	58190	Colonia NUEVA VALLADOLID	Fabricación de otros productos químicos básicos orgánicos	Atributo no considerado en este año	Atributo no considerado en este año	ALKEMIN, S. DE R.L. DE C.V.,	MICHOACAN	"19°41'51"""	Morelia	"101°12'46"""	Morelia	ACV5H1605311	307			325190	Quimica	Produccion de acidos organicos	268038.7328	2179547.6628
La produccion, venta y almacenamiento de Resinas, Formol, Hexamina y Paraformol	Atributo no considerado en este año	2016	Calle Carretera Texmelucan-Tlaxcala	5Q	90120		Fabricación de otros productos químicos	Atributo no considerado en este año	Atributo no considerado en este año	ADHESIVOS, S.A. DE C.V.,	TLAXCALA	"19°18'38"""	Villa Mariano Matamoros	"98°23'40"""	Ixtacuixtla de Mariano Matamoros	ADH5G2901511	6.5 km		Corredor  Industrial Ixtacuixtla	325999	Quimica	Produccion de resinas sinteticas	563597.5116	2135308.4781
FABRICACION DE HARINA Y BIODISEL	Atributo no considerado en este año	2016	Camino vecinal al ejido bajo Amacohite	2W	29550	Ejido Bajo Amacohite	Elaboración de alimentos para animales	Atributo no considerado en este año	Atributo no considerado en este año	ACUAGRANJAS DOS LAGOS SA DE CV,ACUAGRANJA DOS LAGOS SA DE CV	CHIAPAS	"17°31'22"""	Ostuacán	"93°29'39"""	Ostuacan	ADLSE0706211	SN			311110	Otros	Produccion de alimentos para animales	447538.8616	1937487.6606
EXTRACCIÓN Y BENEFICIO DE MINERAL	Atributo no considerado en este año	2016	Calle CONOCIDO	12	33320	Colonia OCAMPO	Minería de oro	Atributo no considerado en este año	Atributo no considerado en este año	AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE	CHIHUAHUA	"28°16'23"""	Melchor Ocampo	"108°17'55"""	Ocampo	AEMSP0805111	S/N			212221	Metalurgica (incluye la siderurgica)	Mineria de oro	764974.4744	3130437.2607
Extracción y beneficio de mineral	Atributo no considerado en este año	2016	Calle DOMICILIO CONOCIDO	12	33320	Colonia OCAMPO	Minería de oro	Atributo no considerado en este año	Atributo no considerado en este año	AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE MEXICO	CHIHUAHUA	"28°19'59"""	Melchor Ocampo	"108°20'57"""	Ocampo	AEMSP0805112	0			212221	Metalurgica (incluye la siderurgica)	Mineria de oro	759861.256	3136956.7682
Fabricacion de partes automotrices (frenos)	Atributo no considerado en este año	2016	Avenida JAVIER ROJO GOMEZ	9L	09000	Barrio SAN PEDRO	Fabricación de partes de sistemas de frenos para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	AUTO ELECTRICOS DE MÉXICO, S.A.P.I. DE C.V.,	DISTRITO FEDERAL	"19°21'55"""	Iztapalapa	"99°4'59"""	Iztapalapa	AEM0900700106	1201 A			336340	Automotriz	Produccion de partes para el sistema de frenos automotriz	491271.5511	2141259.9651
Fabricación de forros (balatas) para frenos automotrices	Atributo no considerado en este año	2016	Carretera México - Texcoco Km. 19+500	9L	56400	Colonia Los Reyes Acaquilpan	Otras industrias manufactureras	Atributo no considerado en este año	Atributo no considerado en este año	AUTO ELÉCTRICOS DE MÉXICO, S.A.P.I. DE C.V., PLANTA LOS REYES	MEXICO	"19°21'13"""	Los Reyes Acaquilpan	"98°58'7"""	La Paz	AEM1507000029	- -	- -		339999	Automotriz	Produccion de partes para el sistema de frenos automotriz	503278.9219	2139976.0944
Ensamble de componentes Electronicos para la industria Automotriz	Atributo no considerado en este año	2016	Avenida AVE. INDUSTRIAL DEL NORTE	91	88730		Otras industrias manufactureras	Atributo no considerado en este año	Atributo no considerado en este año	ALCOM ELECTRONICOS DE MEXICO S.A DE C.V.,	TAMAULIPAS	"26°1'57"""	Reynosa	"98°21'51"""	Reynosa	AEM972803211	M5	L1	PARQUE INDUSTRIAL DEL NORTE	339999	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	563603.1332	2879460.8747
SERVICIO DE APOYO A LOS NEGOCIOS	Atributo no considerado en este año	2016	Carretera KM 2.9 ENTRONQUE DE LA  FEDERAL MEXICO PUEBLA	3C	74160		Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios	Atributo no considerado en este año	Atributo no considerado en este año	ASOCIACIÓN DE EMPRESARIOS DEL PARQUE INDUSTRIAL CIUDAD TEXTIL DE PUEBLA AC,	PUEBLA	"19°9'27"""	Huejotzingo	"98°24'23"""	Huejotzingo	AEP2107400033	SN		REAL DE HUEJOTZINGO	813110	Otros	Aprovechamiento de aguas subterraneas	562407.5146	2118366.2367
galvanoplastia	Atributo no considerado en este año	2016	Calle MIRLO	8A	44910	Colonia MORELOS	Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	ABRILLANTADOS ESPECIALES S.A. DE C.V.,	JALISCO	"20°39'19"""	Guadalajara	"103°21'24"""	Guadalajara	AES8A1403911	1232			331310	Quimica	Galvanoplastia	671187.0476	2284893.3342
Elaboración de aceites y grasas Y vegetales comestibles	Atributo no considerado en este año	2016	Calle AV EJE NORTE SUR	MC	58200	Colonia CIUDAD INDUSTRIAL	Elaboración de aceites y grasas vegetales comestibles	Atributo no considerado en este año	Atributo no considerado en este año	ACEITES ESPECIALES TH SA DE CV,ACEITES EPECIALE TH S.A. DE C.V.	MICHOACAN	"19°43'41"""	Morelia	"101°8'46"""	Morelia	AET1605300706	451			311222	Quimica	Fabricacion de aceites y grasas alimenticias	275069.209	2182838.824
FUNDICION DE PIEZAS METALICAS FERROSAS	Atributo no considerado en este año	2016	Calle BLVD. INDUSTRIA DE LA TRANSFORMACION	7T	25900		Fabricación de otros productos metálicos	Atributo no considerado en este año	Atributo no considerado en este año	CATERPILLAR RAMOS ARIZPE S. DE R.L. DE C.V.,	COAHUILA	"25°33'31"""	Ramos Arizpe	"100°54'44"""	Ramos Arizpe	AFI7T0502711	3135		RAMOS ARIZPE	332999	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	307884.3028	2828205.5648
Fundición de aluminio	Atributo no considerado en este año	2016	Avenida MONTES URALES	LJ	37998		Fabricación de otros productos metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINICASTE FUNDICION DE MEXICO S DE RL DE CV,ALUMINICASTE FUNDICION DE MEXICO S. DE R.L. DE C.V.	GUANAJUATO	"21°3'37"""	San José Iturbide	"100°27'44"""	San Jose Iturbide	AFM1103200008	88		Parque Opcion	332999	Metalurgica (incluye la siderurgica)	Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos	348070.1881	2329524.809
Ensamble de arneses electricos y/o electronicos	Atributo no considerado en este año	2016	Carretera  PRESA LA AMISTAD	91	26220		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	AEES MANUFACTURERA S DE RL DE CV,	COAHUILA	"29°20'36"""	Ciudad Acuña	"100°59'53"""	Acuna	AFM910500221	KM. 5.0		PARQUE INDUSTRIAL AMISTAD	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	306011.4933	3247690.1942
FABRICACION DE AUTOPARTES DE PLASTICO CON Y SIN REFORZAMIENTO	Atributo no considerado en este año	2016	Boulevard CARRETERA A  MATAMOROS ENTRONQUE CON MIELERAS LOTE 11 Y 12	6E	27277		Fabricación de autopartes de plástico con y sin reforzamiento	Atributo no considerado en este año	Atributo no considerado en este año	AEES MANUFACTURERA S DE RL DE CV,	COAHUILA	"25°31'44"""	Torreón	"103°21'35"""	Torreon	AFM910503511	S/N	S/N	IND. LAS AMERICAS	326192	Articulos y productos plasticos	Fabricacion de productos y articulos de plastico	664806.7053	2824533.0378
Manufactura y Ensamble de Arneses y Componentes Electrónicos Automotrices	Atributo no considerado en este año	2016	Calle FRESNEL	91	32470	Colonia PARQUE IND. A.J. BERMUDEZ	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	AEES MANUFACTURERA S DE RL DE CV,	CHIHUAHUA	"31°43'28"""	Juárez	"106°23'45"""	Juarez	AFM910803713	7650			336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	367736.8191	3510750.2213
FABRICACION DE PRODUCTOS BASE ASFALTO	Atributo no considerado en este año	2016	Calle AVE. MANUEL J. CLOUTHIER	6A	32551	Colonia ZARAGOZA	Fabricación de productos de asfalto	Atributo no considerado en este año	Atributo no considerado en este año	ASFALTOS DE LA FRONTERA SA DE CV,ASFALTOS DE LA FRONTERA S.A. DE C.V.	CHIHUAHUA	"31°39'29"""	Juárez	"106°25'21"""	Juarez	AFRLN0803711	280			324120	Petroleo y petroquimica	Produccion de asfalto y sus mezclas para pavimentacion	365112.0592	3503441.3668
Fabricación de otros productos metálicos	Atributo no considerado en este año	2016	Calle HIDALGO	83	26220		Fabricación de tornillos, tuercas, remaches y similares	Atributo no considerado en este año	Atributo no considerado en este año	ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I), S. DE R.L. DE C.V.,ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I), S. DE R.L. DE C.V	COAHUILA	"29°20'33"""	Ciudad Acuña	"100°59'51"""	Acuna	AFS1I0500211	120		PARQUE INDUSTRIAL AMISTAD	332720	Articulos y productos metalicos	Produccion de tornillos, clavos, tuercas y similares	306042.336	3247604.5485
