actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
FABRICACION DE PRODUCTOS QUIMICOS	Atributo no considerado en este año	2015	Avenida VIA MORELOS	MB	55540		Fabricación de otros productos químicos	Atributo no considerado en este año	Atributo no considerado en este año	BAYER DE MÉXICO, S. A. DE C. V.,BAYER DE MEXICO, S. A. DE C. V. UNIDAD SANTA CLARA	MEXICO	"19°32'25"""	Ecatepec de Morelos	"99°3'22"""	Ecatepec de Morelos	BMEMB1503311	330-E		SANTA CLARA	325999	Quimica	Produccion de substancias quimicas a partir de mezclas 	494098.9009	2160629.3165
Produccion de sustancias químicas cuanto existe reacción química (excluye mezclas sin reac	Atributo no considerado en este año	2015	Calle AV. LIC. ANGEL OTERO RIVERO	MB	55107	Colonia INDUSTRIAL TUPETLAC	Fabricación de otros productos químicos básicos orgánicos	Atributo no considerado en este año	Atributo no considerado en este año	BASF MEXICANA S.A. DE C.V.,BASF MEXICANA S.A. DE .V	MEXICO	"19°34'32"""	Ecatepec de Morelos	"99°2'5"""	Ecatepec de Morelos	BMEMB1503321	8			325190	Quimica	Produccion de substancias quimicas a partir de mezclas 	496358.2265	2164524.6893
Producción de sustancias Químicas cuando  existe reacción química	Atributo no considerado en este año	2015	Calle CARRETERA DE LAS FABRICAS	MB	72100	Colonia SAN JERONIMO CALERAS	Fabricación de otros productos químicos	Atributo no considerado en este año	Atributo no considerado en este año	BASF MEXICANA S.A. DE C.V.,	PUEBLA	"19°6'25"""	Heróica Puebla de Zaragoza	"98°12'29"""	Puebla	BMEMB2111421	5000			325999	Quimica	Produccion de substancias quimicas a partir de mezclas 	583288.5184	2112851.1544
Fabricación, exportación, importación compra-venta de productos químicos	Atributo no considerado en este año	2015	Calle BOULEVARD DE LOS RIOS KM. 1+880	MB	89600	Puerto Puerto Industrial	Fabricación de otros productos químicos	Atributo no considerado en este año	Atributo no considerado en este año	BASF MEXICANA S.A. DE C.V.,BASF MEXICANA, SITIO ALTAMIRA.	TAMAULIPAS	"22°25'5"""	Altamira	"97°53'25"""	Altamira	BMEMB2800311	S/N			325999	Quimica	Produccion de substancias quimicas a partir de mezclas 	614203.154	2479553.3785
PRODUCIR, IMPORTAR, VENDER Y DISTRIBUIR TODA CLASE DE PRODUCTOS MEDICOS INCLUYENDO VENDAS	Atributo no considerado en este año	2015	Avenida PARQUE	5T	88715		Fabricación de preparaciones farmacéuticas	Atributo no considerado en este año	Atributo no considerado en este año	BSN MEDICAL S. A. DE C. V.,	TAMAULIPAS	"26°4'13"""	Reynosa	"98°22'5"""	Reynosa	BMEMU2803211	S/N		VILLA FLORIDA	325412	Quimica	Produccion de farmaceuticos y medicamentos	563206.3962	2883622.7791
Manufactura, distribución y comercialización de vehículos recreativos todo  terreno	Atributo no considerado en este año	2015	Calle AVE. DE LAS INDUSTRIAS	9Q	32470	Colonia PARQUE INDUSTRIAL A. J. BERMUDEZ	Fabricación de motocicletas	Atributo no considerado en este año	Atributo no considerado en este año	BRP MÉXICO, S.A. DE C.V.  ,BRP MÉXICO, S.A. DE C.V. PLANTA 1	CHIHUAHUA	"31°38'45"""	Juárez	"106°20'40"""	Juarez	BMEQH0803711	2250			336991	Automotriz	Produccion de motocicletas	372512.5581	3501991.0814
Maquinado de Piezas Automotrices	Atributo no considerado en este año	2015	Calle PLATON	QF	66600	Colonia PARQUE INDUSTRIAL KALOS	Fabricación de partes de sistemas de frenos para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	BREMBO MÉXICO S. A. DE C. V.,	NUEVO LEON	"25°45'44"""	Ciudad Apodaca	"100°11'39"""	Apodaca	BMETC1900611	100	S/N		336340	Automotriz	Produccion de auto partes troqueladas y estampadas	380240.6817	2849918.2735
FUNDICION DE HIERRO Y MAQUINADOS	Atributo no considerado en este año	2015	Calle  A	7T	45685		Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	BOMBAS MEJORADA SA DE CV,BOMBAS MEJORADA S.A. DE C.V. (PLANTA EL SALTO)	JALISCO	"20°31'14"""	El Salto	"103°14'43"""	El Salto	BME1407000023	200	402 BIS	EL SALTO	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	682942.6375	2270081.9933
FABRICACIÓN DE COMPONENTES ELECTRÓNICOS	Atributo no considerado en este año	2015	Carretera  Qro A Slp	91	76220	Colonia SANTA ROSA DE JAUREGUI	Fabricación de componentes electrónicos	Atributo no considerado en este año	Atributo no considerado en este año	BTICINO DE MEXICO S.A. DE C.V.,BTICINO DE MÉXICO S.A. DE C.V.	QUERETARO	"20°46'4"""	Santa Rosa Jáuregui	"100°26'40"""	Queretaro	BME220000005	KM 22.7			334410	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	349609.6176	2297128.6824
PRODUCCIÓN DE PAPEL MONEDA Y DISTRIBUCIÓN DE EFECTIVO	Atributo no considerado en este año	2015	Calzada CALZ. LEGARIA	5E	11500	Colonia IRRIGACION	Acuñación e impresión de monedas	Atributo no considerado en este año	Atributo no considerado en este año	BANCO DE MEXICO, COMPLEJO LEGARIA,NO APLICA	DISTRITO FEDERAL	"19°26'43"""	Miguel Hidalgo	"99°12'34"""	Miguel Hidalgo	BME5E0901611	691			339911	Otros	Edicion, Encuadernacion y/o impresion	478014.1899	2150137.8949
IMPRESIÓN Y ELABORACIÓN DE TUBOS DE PLÁSTICO LAMINADO	Atributo no considerado en este año	2015	Calle AV. JURICA	ZA	76220	Colonia PARQUE IND. QUERETARO	Fabricación de otros productos de plástico sin reforzamiento	Atributo no considerado en este año	Atributo no considerado en este año	ALBEA PACKAGING DE MEXICO SA DE CV,AKBEA PACKAGING DE MEXICO SA DE CV	QUERETARO	"20°49'28"""	Santa Rosa Jáuregui	"100°26'21"""	Queretaro	BME5E2201411	107			326199	Articulos y productos plasticos	Produccion de telas y laminados plasticos	350216.0798	2303391.896
Fabricación de productos químicos inorgánicos grado alimenticio	Atributo no considerado en este año	2015	Calle LERDO DE TEJADA	5I	66350		Fabricación de otros productos químicos básicos inorgánicos	Atributo no considerado en este año	Atributo no considerado en este año	BUDENHEIM MEXICO S.A. DE C.V.,BUDENHEIM MÉXICO	NUEVO LEON	"25°40'16"""	Ciudad Santa Catarina	"100°26'22"""	Santa Catarina	BME5M1904811	880		El Lechugal	325180	Quimica	Produccion de acidos, bases y sales inorganicas	355508.0712	2840062.6792
PRODUCCION DE MEDICAMENTOS	Atributo no considerado en este año	2015	Carretera MEXICO TOLUCA 52.5	5T	52000		Fabricación de preparaciones farmacéuticas	Atributo no considerado en este año	Atributo no considerado en este año	BAYER DE MÉXICO, S. A. DE C. V.,	MEXICO	"19°17'14"""	Lerma de Villada	"99°32'11"""	Lerma	BME5T1505111	S/N		PARQUE INDUSTRIAL LERMA	325412	Quimica	Produccion de farmaceuticos y medicamentos	443613.6612	2132701.6782
PRODUCCION DE FARMACEUTICOS Y MEDICAMENTOS	Atributo no considerado en este año	2015	Calle OJO DE AGUA	5T	94450	Colonia IXTACZOQUITLAN	Fabricación de preparaciones farmacéuticas	Atributo no considerado en este año	Atributo no considerado en este año	BAYER DE MÉXICO, S. A. DE C. V.,BAYER DE MÉXICO, S.A DE C.V. PLANTA ORIZABA	VERACRUZ	"18°52'1"""	Ixtaczoquitlán	"97°4'24"""	Ixtaczoquitlan	BME5T3008512	S/N			325412	Quimica	Produccion de farmaceuticos y medicamentos	702943.2351	2087228.9326
PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES	Atributo no considerado en este año	2015	Calle AV. UNO	5U	54918		Fabricación de pinturas y recubrimientos	Atributo no considerado en este año	Atributo no considerado en este año	BASF MEXICANA S.A. DE C.V.,	MEXICO	"19°39'0"""	Tultitlán de Mariano Escobedo	"99°9'20"""	Tultitlan	BME5U1510911	9		CARTAGENA	325510	Pinturas y tintas	Produccion de pinturas, recubrimientos e impermeabilizantes	483691.6929	2172768.6201
FABRICACIÓN DE ADHESIVOS Y SELLADORES	Atributo no considerado en este año	2015	Calle ESFUERZO NACIONAL	5X	53370	Colonia FRACC. ALCE BLANCO	Fabricación de adhesivos	Atributo no considerado en este año	Atributo no considerado en este año	BOSTIK MEXICANA, S.A. DE C.V.,BOSTIK	MEXICO	"19°28'40"""	Naucalpan de Juárez	"99°13'33"""	Naucalpan de Juarez	BME5X1505711	2			325520	Quimica	Produccion de adhesivos y selladores	476271.9557	2153716.3388
Fabricación de Adhesivos Hotmelt	Atributo no considerado en este año	2015	Calle AV. LAS AMERICAS	5X	67120	Colonia FRACC. HERCULES	Fabricación de adhesivos	Atributo no considerado en este año	Atributo no considerado en este año	BOSTIK MEXICANA, S.A. DE C.V.,BOSTIK	NUEVO LEON	"25°41'54"""	Guadalupe	"100°14'46"""	Guadalupe	BME5X1902611	800A			325520	Quimica	Produccion de adhesivos y selladores	374947.4932	2842872.4664
PRODUCCIÓN DE GRASAS, ACEITES LUBRICANTES Y ADITIVOS (INCLUYE MEZCLAS)	Atributo no considerado en este año	2015	Calle EJE 1 NORTE	69	50233	Colonia PARQUE INDUSTRIAL	Fabricación de aceites y grasas lubricantes	Atributo no considerado en este año	Atributo no considerado en este año	BARDAHL DE MEXICO SA DE CV,	MEXICO	"19°22'50"""	Toluca de Lerdo	"99°36'50"""	Toluca	BME691510611	16			324191	Quimica	Produccion de grasas, aceites lubricantes y aditivos	435523.8362	2143071.7472
FABRICACION DE LIMAS AGRICOLAS E INDUSTRIALES	Atributo no considerado en este año	2015	Prolongación AV. 16 ESQUINA	7Z	94470	Colonia HERMOSA PROVINCIA	Fabricación de herramientas de mano metálicas sin motor	Atributo no considerado en este año	Atributo no considerado en este año	BELLOTA MÉXICO S.A DE C.V,	VERACRUZ	"18°54'29"""	Fortín de las Flores	"96°59'54"""	Fortin	BME7X3006811	400			332211	Metalurgica (incluye la siderurgica)	Produccion de herramientas de mano	710810.9435	2091872.7687
FABRICACIÓN DE BALATAS PARA FRENOS DE TODO TIPO DE VEHÍCULOS	Atributo no considerado en este año	2015	Calle BLVD.TEXAS Y GENERAL FCO. MUNGUIA	9L	88186		Fabricación de partes de sistemas de frenos para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	BALATAS MEXICANAS S.A. DE C.V.,	TAMAULIPAS	"27°28'24"""	Nuevo Laredo	"99°32'31"""	Nuevo Laredo	BME9L2802711	Lote 11		Río Grande	336340	Automotriz	Produccion de partes para el sistema de frenos automotriz	446435.83	3038994.1478
FABRICACIÓN DE AUTOPARTES	Atributo no considerado en este año	2015	Prolongación DIAG. DEFENSORES DE LA REPUBLICA	9M	72260	Colonia HIDALGO	Fabricación de otras partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	BENTELER DE MEXICO SA DE CV,BENTELER	PUEBLA	"19°3'54"""	Heróica Puebla de Zaragoza	"98°10'13"""	Puebla	BME9M2111421	999			336390	Automotriz	Produccion de otras auto partes	587286.9176	2108232.7301
Fabricacion componentes electronicos	Atributo no considerado en este año	2015	Calle BLVD. AGUACALIENTE	91	22014	Colonia AVIACION	Fabricación de componentes electrónicos	Atributo no considerado en este año	Atributo no considerado en este año	BOURNS DE MEXICO S DE RL DE CV,	BAJA CALIFORNIA	"32°31'4"""	Tijuana	"117°0'47"""	Tijuana	BME990200411	4006	13		334410	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	498770.0434	3597833.7216
EQUIPOS Y MATERIALES PARA EL COMERCIO Y SERVICIOS	Atributo no considerado en este año	2015	Calle ISIDORO SEPULVEDA	LK	66626		Fabricación de maquinaria y equipo para levantar y trasladar	Atributo no considerado en este año	Atributo no considerado en este año	BRAVO MONTACARGAS S.A. DE C.V.,BRAVO MONTACARGAS	NUEVO LEON	"25°44'40"""	Ciudad Apodaca	"100°13'16"""	Apodaca	BMOUC1900611	750		PARQUE INDUSTRIAL MULTIPARK	333920	Metalurgica (incluye la siderurgica)	Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales	377508.7276	2847974.6964
BENEFICIO DE MINERALES	Atributo no considerado en este año	2015	Brecha Arroyo del Acho	MJ	35400	Ejido GUANACEVI	Minería de plata	Atributo no considerado en este año	Atributo no considerado en este año	BENEFICIADORA DE MINERALES SAN RAFAEL SA DE CV,BENEFICIADORA DE MINERALES SAN RAFAEL	DURANGO	"25°57'39"""	Guanaceví	"105°59'0"""	Guanacevi	BMS1000900012	no aplica	no aplica		212222	Metalurgica (incluye la siderurgica)	Mineria de plata	401528.789	2871737.3011
FABRICACIÓN DE CADENAS PARA AUTOS	Atributo no considerado en este año	2015	Calle  2	9J	45680		Fabricación de partes de sistemas de transmisión para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	BORGWARNER MORSE SYSTEMS MEXICO S.A. DE C.V.,BORGWARNER	JALISCO	"20°30'43"""	El Salto	"103°14'30"""	El Salto	BMT9J1407011	45		EL SALTO CENTRO	336350	Automotriz	Produccion de partes para el sistema de transmision automotriz	683349.2881	2269141.5972
Manufactura, almacenamiento y distribución de bebidas no alcoholicas	Atributo no considerado en este año	2015	Avenida AV.CRISTOBAL COLON	36	31109	Fraccionamiento LAS CAROLINAS	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,PLANTA CHIHUAHUA	CHIHUAHUA	"28°44'10"""	Chihuahua	"106°9'20"""	Chihuahua	BMUBT0801911	18701			312111	Bebidas y tabaco	Produccion de refrescos	387155.0813	3179315.7027
TRANSPORTE Y REPARTO DE ALIMENTOS, PRODUCTOS, ARTÍCULOS, LÍQUIDOS Y OTROS	Atributo no considerado en este año	2015	Calle AVE. ALFONSO REYES	B3	64290	Colonia REGINA	Almacenes generales de depósito	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,CEDI UNIVERSIDAD	NUEVO LEON	"25°42'25"""	Monterrey	"100°18'50"""	Monterrey	BMUB31903911	3001			493111	Otros	Transporte y reparto de alimentos, productos, articulos ,liquidos y otros	368153.7452	2843895.6485
Fabricante de refrescos que no utiliza como edulcorante únicamente la caña de azúcar	Atributo no considerado en este año	2015	Calle AV. DE LA JUVENTUD	36	66480	Colonia BOSQUES DEL NOGALAR 2 SECTOR	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,PLANTA CIEL JUVENTUD	NUEVO LEON	"25°42'58"""	San Nicolás de los Garza	"100°16'30"""	San Nicolas de los Garza	BMUMQ1904611	120			312111	Bebidas y tabaco	Produccion de refrescos	372088.9921	2844867.8798
Elaboración de bebidas embotelladas no alcohólicas	Atributo no considerado en este año	2015	Avenida Niños Heroes	36	20110	Colonia TROJES DE ALONSO	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,PLANTA LAS TROJES	AGUASCALIENTES	"21°56'16"""	Aguascalientes	"102°17'35"""	Aguascalientes	BMU0100100014	200			312111	Bebidas y tabaco	Produccion de refrescos	779607.3097	2428438.2318
Industria de las Bebidas No Alcohólicas	Atributo no considerado en este año	2015	Carretera DURANGO-MEZQUITAL KM 3	36	34199	Fraccionamiento REAL DEL MEZQUITAL	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,COCA-COLA	DURANGO	"23°59'37"""	Victoria de Durango	"104°37'47"""	Durango	BMU1000500015	SN			312111	Bebidas y tabaco	Produccion de refrescos	537652.2086	2653568.8484
ELABORACION Y DISTRIBUCION DE BEBIDAS CON Y SIN GAS Y HIELO Y AGUA PURIFICADA	Atributo no considerado en este año	2015	Carretera FEDERAL 57	36	26170	Ninguno NAVA	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,BEBIDAS MUNDIALES S. DE R.L. DE C.V. PLANTA PIEDRAS NEGRAS	COAHUILA	"28°36'0"""	Nava	"100°34'53"""	Nava	BMU2P0502211	KM 13.5	S/N		312111	Bebidas y tabaco	Produccion de refrescos	345355.1933	3164706.783
Elaboración y Distribución de Bebidas Embotelladas y Agua Purificada	Atributo no considerado en este año	2015	Boulevard MANUEL GOMEZ MORIN	36	78110	Colonia SAUZ	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,EMBOTELLADORA SAN LUIS	SAN LUIS POTOSI	"22°24'58"""	San Luis Potosí	"101°0'2"""	San Luis Potosi	BMU2402800119	3005			312111	Bebidas y tabaco	Produccion de refrescos	294061.7086	2480272.8962
Producción, comercialización y distribución de Bebidas carbonatadas y No carbonatadas	Atributo no considerado en este año	2015	Boulevard BLVD. LAZARO CARDENAS	36	21376	Colonia PLUTARCO ELÍAS CALLES	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,	BAJA CALIFORNIA	"32°37'22"""	Mexicali	"115°24'11"""	Mexicali	BMU360200211	2400			312111	Bebidas y tabaco	Produccion de refrescos	649794.0379	3610614.2658
Manufactura, Almacenamiento y Distribucion de Bebidas no Alcoholicas	Atributo no considerado en este año	2015	Calle CARR.  A SAN JUAN DE LOS PLANES KM.1.5	36	23050	Colonia PARQUE INDUSTRIAL	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,PLANTA LA PAZ	BAJA CALIFORNIA SUR	"24°8'35"""	La Paz	"110°36'47"""	La Paz	BMU360300311	&amp;#039;sn&amp;#039;			312111	Bebidas y tabaco	Produccion de refrescos	539290.1267	2670137.286
Venta y Distribución de Bebidas No Alcoholicas	Atributo no considerado en este año	2015	Calle AV. PATRIA PONIENTE	36	46649	Conjunto habitacional NI¿OS HEROES	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,COCA COLA AMECA	JALISCO	"20°32'17"""	Ameca	"104°2'47"""	Ameca	BMU361400611	301			312111	Bebidas y tabaco	Produccion de refrescos	599397.7246	2271329.0484
ELABORACIÓN Y DISTRIBUCIÓN DE BEBIDAS EMBOTELLADAS Y AGUA PURIFICADA	Atributo no considerado en este año	2015	Avenida ADOLFO LOPEZ MATEOS SUR	36	45500	Colonia TLAQUEPAQUE CENTRO	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,PLANTA LA FAVORITA	JALISCO	"20°37'2"""	Tlaquepaque	"103°25'29"""	Tlaquepaque	BMU361409811	6285			312111	Bebidas y tabaco	Produccion de refrescos	664127.729	2280583.8979
ELABORACION DE AGUA PURIFICADA, BEBIDAS CARBONATADAS NO ALCOHÓLICAS Y JARABE PAR FOYNTAIN.	Atributo no considerado en este año	2015	Avenida CARR. A LA BASE AEREA KM. 2	36	45019	Colonia SAN JUAN DE OCOTAN	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,BEBIDAS MUNDIALES PLANTA ZAPOPAN	JALISCO	"20°43'4"""	Zapopan	"103°27'21"""	Zapopan	BMU361412011	2000			312111	Bebidas y tabaco	Produccion de refrescos	660796.277	2291691.1593
Elaboracion distribucion y venta de bebidas carbonatadas y no carbonatadas	Atributo no considerado en este año	2015	Calle AV. LAZARO CARDENAS	36	67150	Colonia EL SABINO	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V., BEBIDAS MUNDIALES, S. DE R.L. DE C.V. PLANTA GUADALUPE	NUEVO LEON	"25°40'49"""	Guadalupe	"100°13'45"""	Guadalupe	BMU361902621	1213			312111	Bebidas y tabaco	Produccion de refrescos	376643.6211	2840862.1942
Embotelladora de refrescos	Atributo no considerado en este año	2015	Calle AV. INSURGENTES	36	64640	Colonia SAN JERONIMO	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,	NUEVO LEON	"25°40'42"""	Monterrey	"100°21'59"""	Monterrey	BMU361903931	1618			312111	Bebidas y tabaco	Produccion de refrescos	362850.0742	2840784.5769
PRODUCCION Y VENTA DE BEBIDAS CARBONATADAS NO ALCOHOLICAS	Atributo no considerado en este año	2015	Calle PROLONGACION CALIXTO AYALA # 200	36	87350	Colonia INDUSTRIAL	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,BEBIDAS MUNDIALES S. DE R.L. DE C.V.	TAMAULIPAS	"25°52'21"""	Heroica Matamoros	"97°31'11"""	Matamoros	BMU362802211	200			312111	Bebidas y tabaco	Produccion de refrescos	648294.2851	2862400.7981
Almacenamiento y Distribucion de Refrescos	Atributo no considerado en este año	2015	Calle AVE. DE LOS ENCINOS	B3	88730	Colonia PARQUE IND. VILLA FLORIDA	Comercio al por mayor de productos farmacéuticos	Atributo no considerado en este año	Atributo no considerado en este año	BEBIDAS MUNDIALES, S. DE R. L. DE C. V.,	TAMAULIPAS	"26°4'38"""	Reynosa	"98°21'57"""	Reynosa	BMU362803211	1021			433110	Otros	Transporte y reparto de alimentos, productos, articulos ,liquidos y otros	563424.8796	2884402.0886
Producción de Equipo para pesar a partir de fundición de metales no ferrosos	Atributo no considerado en este año	2015	Calle VIOLETA	ND	64520	Colonia VICTORIA	Moldeo por fundición de piezas metálicas no ferrosas	Atributo no considerado en este año	Atributo no considerado en este año	BASCULAS NUEVO LEON SA DE CV,BASCULAS NUEVO LEON	NUEVO LEON	"25°42'9"""	Monterrey	"100°18'14"""	Monterrey	BNLLJ1903911	913 OTE.	S/N		331520	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos	369165.4074	2843385.4366
Fabricación de llantas	Atributo no considerado en este año	2015	Calle AVENIDA DEL PARQUE	6B	65550		Fabricación de llantas y cámaras	Atributo no considerado en este año	Atributo no considerado en este año	BRIDGESTONE NEUMÁTICOS DE MONTERREY, S.A. DE C.V.,PLANTA CIÉNEGA DE FLORES	NUEVO LEON	"25°54'48"""	Ciénega de Flores	"100°13'50"""	Cienega de Flores	BNM6B1901211	1000		MONTERREY  TECHNOLOGY PARK	326211	Automotriz	Produccion de llantas y camaras nuevas	376747.6698	2866676.2152
Fondos y fideicomisos financieros para el desarrollo	Atributo no considerado en este año	2015	Boulevard Paseo de las palmas	3U	63735	Fraccionamiento NUEVO VALLARTA	Fondos y fideicomisos financieros	Atributo no considerado en este año	Atributo no considerado en este año	FIDEICOMISO BAHÍA DE BANDERAS,FIBBA	NAYARIT	"20°42'16"""	Las Jarretaderas	"105°17'31"""	Bahia de Banderas	BNO1802000020	LOTE 1 Y 3			522220	Otros	Descarga de aguas residuales de servicios	469581.9575	2289495.0316
PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN).	Atributo no considerado en este año	2015	Calle CRUZ VERDE	9M	04330	Colonia LOS REYES COYOACAN	Fabricación de otras partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	BOCAR, S.A. DE C.V.,BOCAR	DISTRITO FEDERAL	"19°20'11"""	Coyoacán	"99°9'34"""	Coyoacan	BOC9M0900311	169 1A	1A		336390	Automotriz	Produccion de otras auto partes	483248.6451	2138078.2895
FABRICACION DE AUTOPARTES ALUMINIO	Atributo no considerado en este año	2015	Calle CTO. DE LA INDUSTRIA NORTE	9M	52000	Colonia PARQUE INDUSTRIAL	Fabricación de otras partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	BOCAR, S.A. DE C.V.,BOCAR, S.A DE C.V  SUCURSAL LERMA	MEXICO	"19°17'51"""	Lerma de Villada	"99°32'59"""	Lerma	BOC9M1505111	38			336390	Automotriz	Produccion de otras auto partes	442230.1777	2133842.4424
FABRICACION DE FERTILIZANTES (NUTRIENTES VEGETALES)	Atributo no considerado en este año	2015	Calle JACARANDAS	5N	76904	Colonia LOS OLVERA	Fabricación de fertilizantes	Atributo no considerado en este año	Atributo no considerado en este año	BIOTECNOLOGIA ORGANICA S.A. DE C.V.,BIOTECNOLOGIA ORGANICA	QUERETARO	"20°31'50"""	Los Olvera	"100°24'38"""	Corregidora	BOR2200600087	SN			325310	Quimica	Produccion de fertilizantes quimicos	352931.2912	2270851.3965
FABRICACIÓN DE EQUIPO Y APARATOS DE DISTRIBUCIÓN DE ENERGÍA ELECTRICA	Atributo no considerado en este año	2015	Calle Cinco Sur	91	50200		Fabricación de equipo y aparatos de distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	BURNDY PRODUCTS MEXICO S DE RL DE CV,	MEXICO	"19°22'44"""	Toluca de Lerdo	"99°34'39"""	Toluca	BPM1510600723	104		SAN ANDRES CUEXCONTITLAN	335312	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	439343.5477	2142876.303
Fabricación de bolsas y películas de plástico flexible sin soporte para envase o empaque	Atributo no considerado en este año	2015	Calle KM 3.5 CARRET. ZACAPU PANINDICUARO	6E	58600	Colonia ZACAPU CENTRO	Fabricación de bolsas y películas de plástico flexible	Atributo no considerado en este año	Atributo no considerado en este año	BEMIS PACKAGING MEXICO S.A. DE C.V.,BPM PLANTA ZACAPU	MICHOACAN	"19°49'35"""	Zacapu	"101°46'55"""	Zacapu	BPM5Y1610711	S/N			326110	Articulos y productos plasticos	Fabricacion de productos y articulos de plastico	208566.4775	2194671.7386
BPM861904811	Atributo no considerado en este año	2015	Calle VILLA DE GARCIA KM 2.5	9M	66354		Fabricación de motores y sus partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	BN PRODUCTOS MAQUINADOS Y SINTERIZADOS DE MÉXICO, S. DE R.L. DE C.V.,BN	NUEVO LEON	"25°43'16"""	Ciudad Santa Catarina	"100°30'52"""	Santa Catarina	BPM861904811	KM 2.5	EDIF 6	INDUSTRIAL SANTA CATARINA	336310	Automotriz	Produccion de otras auto partes	348061.3295	2845675.914
FABRICACION DE PARTES SISTEMA FRENOS DE AUTOMOVILES Y CAMIONES	Atributo no considerado en este año	2015	Calle 1RA. PRIVADA DE PROVIDENCIA	LM	13210	Colonia LOS OLIVOS	Fabricación de partes de sistemas de frenos para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	BALATAS DE POTENCIA S.A DE C.V.,BALATAS DE POTENCIA S.A. DE C.V.	DISTRITO FEDERAL	"19°18'33"""	Tláhuac	"99°3'19"""	Tlahuac	BPOLM0901111	NO.13			336340	Asbesto	Autopartes para transportes fabricadas con asbesto	494169.3852	2135059.5317
