actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
PRODUCCIÓN DE FERTILIZANTES QUIMICOS	Atributo no considerado en este año	2015	Ninguno Sin Numero	5N	60950		Fabricación de fertilizantes	Atributo no considerado en este año	Atributo no considerado en este año	AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V.	MICHOACAN	"17°55'23"""	Ciudad Lázaro Cárdenas	"102°10'32"""	Lazaro Cardenas	ABA1605200103	SIN NUMERO	SIN NUMERO	CENTRO	325310	Quimica	Produccion de fertilizantes quimicos	799214.3149	1983946.6084
FABRICACION DE EXPLOSIVOS	Atributo no considerado en este año	2015	Carretera DOM. CONOCIDO, DINAMITA	62	35100	Colonia DINAMITA	Fabricación de explosivos	Atributo no considerado en este año	Atributo no considerado en este año	AUSTIN BACIS S.A. DE C.V.,AUSTIN BACIS	DURANGO	"25°43'6"""	Gómez Palacio	"103°38'46"""	Gomez Palacio	ABA621000711	SN			325920	Quimica	Produccion de explosivos	635820.9639	2845201.5687
Servicios médicos y hospitalarios	Atributo no considerado en este año	2015	Calle CARLOS GRAEF FERANDEZ	HM	05300	Colonia TLAXALA SANTA FE	Hospitales del sector privado de otras especialidades médicas	Atributo no considerado en este año	Atributo no considerado en este año	THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC	DISTRITO FEDERAL	"19°21'24"""	San Lorenzo Acopilco	"99°16'59"""	Cuajimalpa de Morelos	ABCHM0900411	154			622311	Servicios de salud y de asistencia	Hospitales	470268.7949	2140333.0675
Servicios médicos y hospitalarios	Atributo no considerado en este año	2015	Calle SUR  136	HM	01120	Colonia LAS AMERICAS	Hospitales del sector privado de otras especialidades médicas	Atributo no considerado en este año	Atributo no considerado en este año	THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC	DISTRITO FEDERAL	"19°24'0"""	Álvaro Obregón	"99°12'15"""	Alvaro Obregon	ABCHM0901021	116			622311	Servicios de salud y de asistencia	Hospitales	478549.0421	2145130.6186
INDUSTRIA DEL ALUMINIO	Atributo no considerado en este año	2015	Calle KM. 16.432 CARRET. TIJ.-ENS.	ND	22563	Colonia SAN ANTONIO DE LOS BUENOS	Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO DE BAJA CALIFORNIA SA DE CV,	BAJA CALIFORNIA	"32°25'37"""	Pórticos de San Antonio	"117°3'21"""	Tijuana	ABC8A0200411	S/N	S/N		331310	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos	494735.2112	3587790.9669
PRODUCCIÓN DE PIGMENTOS Y COLORANTES	Atributo no considerado en este año	2015	Calle CARRETERA QUERETARO-IRAPUATO	5J	38160	Colonia APASEO EL GRANDE CENTRO	Fabricación de pigmentos y colorantes sintéticos	Atributo no considerado en este año	Atributo no considerado en este año	ALCOSA BIOTEC SA DE CV,	GUANAJUATO	"20°32'36"""	Apaseo el Grande	"100°44'2"""	Apaseo el Grande	ABI5J1100511	KM. 36			325130	Quimica	Produccion de colorantes y pigmentos	319219.864	2272575.4601
PRODUCCION DE ACEITE Y GRASAS VEGETALES	Atributo no considerado en este año	2015	Boulevard BLVD. MIGUEL ALEMAN	MC	35000	Ciudad ZONA CENTRO	Elaboración de aceites y grasas vegetales comestibles	Atributo no considerado en este año	Atributo no considerado en este año	ADM BIO PRODUCTOS, S.A. DE C.V.,ADM BIO PRODUCTOS, S.A DE C.V.	DURANGO	"25°33'13"""	Gómez Palacio	"103°28'58"""	Gomez Palacio	ABPMC1000711	SN KM 11.40			311222	Quimica	Fabricacion de aceites y grasas alimenticias	652397.6267	2827132.419
MOLDEO POR FUNDICION DE PIEZAS NO FERROSAS	Atributo no considerado en este año	2015	Calle PRIMERA	ND	25100	Colonia NAZARIO S ORTIZ GARZA	Moldeo por fundición de piezas metálicas no ferrosas	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINIO Y BRONCES DE SALTILLO, S.A. DE C.V.,	COAHUILA	"25°27'57"""	Saltillo	"100°59'52"""	Saltillo	ABS7T0503011	1000			331520	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos	299131.8522	2818063.5761
ADMINISTRACION DE AEROPUERTOS Y HELIPUERTOS	Atributo no considerado en este año	2015	Carretera CANCUN-CHETUMAL APTO INTERNACIONAL DE CA	L7	77569	Aeropuerto CANCUN (INTERNACIONAL DE CANCUN)	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CANCUN SA DE CV,AEROPUERTO DE CANCUN	QUINTANA ROO	"21°2'26"""	Cancún	"86°52'28"""	Benito Juarez	ACARP2300511	KM 22			488112	Otros	Servicios de administracion de aeropuertos y helipuertos	513039.1288	2326645.2295
PRODUCCIÓN DE LEVADURA PARA PANIFICACIÓN	Atributo no considerado en este año	2015	Carretera  LA TINAJA-CORDOBA	2A	94910	Colonia CUITLAHUAC CENTRO	Panificación industrial	Atributo no considerado en este año	Atributo no considerado en este año	AB CALSA S.A. DE C.V.,	VERACRUZ	"18°43'55"""	Cuitláhuac	"96°30'42"""	Cuitlahuac	ACAS73005311	KM 49			311811	Alimenticio y/o de consumo humano	Panaderias	762366.0179	2072998.609
Comercio de automoviles y camionetas nuevas, mantenimiento , refaccciones	Atributo no considerado en este año	2015	Boulevard LUIS DONALDO COLOSIO, LOTE 1 MZA 5 SUPERMANZANA 310	KE	77500	Supermanzana SUPERMANZANA 310	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN COLOSIO	QUINTANA ROO	"21°6'29"""	Cancún	"86°50'23"""	Benito Juarez	ACA2300500033	SMZA 310 MZA 5 LOTE 1			468111	Otros	Reparacion y mantenimiento automotriz	516628.5616	2334117.9359
COMERCIO AL POR MENOR DE PARTES Y REFACCIONES NUEVAS PARA AUTOS , CAMIONETAS Y CAMIONES	Atributo no considerado en este año	2015	Carretera FEDERAL TULUM-CANCUN LOTE 1	KE	77710	Ciudad Playa del Carmen	Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN PLAYA	QUINTANA ROO	"20°38'14"""	Playa del Carmen	"87°4'33"""	Solidaridad	ACA2300800026	MZA 104			468211	Otros	Reparacion y mantenimiento automotriz	492094.4221	2282010.0039
Compra-Venta de vehículos nuevos, mantenimiento y refacciones	Atributo no considerado en este año	2015	Avenida CIRCUITO COLONIAS	KE	97210	Fraccionamiento PEDREGALES DE TANLUM	Reparación mecánica en general de automóviles y camiones	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN CIRCUITO	YUCATAN	"20°59'52"""	Mérida	"89°37'37"""	Merida	ACA3105000082	S/N			811111	Otros	Reparacion y mantenimiento automotriz	226896.3504	2324151.776
COMPRA Y VENTA DE AUTOMÓVILES Y SERVICIO AUTOMOTRIZ	Atributo no considerado en este año	2015	Calle 7 POR 18 Y 20	KE	97130	Fraccionamiento ALTABRISA	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	MAYA MOTRIZ, S.A DE C.V,NISSAN ALTABRISA	YUCATAN	"21°1'23"""	Mérida	"89°34'37"""	Merida	ACA3105000083	411			468111	Otros	Reparacion y mantenimiento automotriz	232145.8161	2326867.7762
Confeccion de prendas de vestir	Atributo no considerado en este año	2015	Calle LIBERTAD	46	33700	Colonia ABRAHAM GONZALEZ	Confección en serie de otra ropa exterior de materiales textiles	Atributo no considerado en este año	Atributo no considerado en este año	ATHLETIC DE CAMARGO SA DE CV,RUSSELL ATHLETIC DE CAMARGO	CHIHUAHUA	"28°1'54"""	Santa Rosalía de Camargo	"104°23'34"""	Camargo	ACA460801121	2			315229	Textiles, fibras e hilos	Confeccion de prendas de vestir	559668.7241	3100868.0645
PRODUCCION DE ALAMBRES Y CABLES	Atributo no considerado en este año	2015	Calle KM. 17.5 CARR. TLALNEPANTLA-CUAUTITLAN	82	54879	Colonia EL PILAR	Fabricación de alambre, productos de alambre y resortes	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CAMESA, S.A. DE C.V.,ACEROS CAMESA	MEXICO	"19°39'13"""	Cuautitlán	"99°10'58"""	Cuautitlan	ACA8A1502411	S/N			332610	Articulos y productos metalicos	Produccion de alambre y productos de alambre	480817.2887	2173188.4293
LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE	Atributo no considerado en este año	2015	Calle CARRET.PANAMERICANA KM.7.5	7F	38260	Colonia RANCHO EL CHINACO	Complejos siderúrgicos	Atributo no considerado en este año	Atributo no considerado en este año	ARCELORMITTAL CELAYA SA DE CV,ARCELORMITTAL CELAYA ACEROS LARGOS	GUANAJUATO	"20°31'7"""	Villagrán	"100°55'2"""	Villagran	ACE7F1104411	S/N			331111	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero	300061.2499	2270058.2836
FUNDICION Y MOLDEO DE PIEZAS DE HIERRO Y ACERO	Atributo no considerado en este año	2015	Calle CAMINO A SAN PEDRO AHUACATLAN	7T	76800		Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	ACERLAN S.A. DE C.V.,ACERLAM S.A. DE C.V.	QUERETARO	"20°25'15"""	San Juan del Río	"99°58'49"""	San Juan del Rio	ACE7T2201611	3		Valle de Oro	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	397704.4675	2258374.7802
Fabricación de arneses automotrices	Atributo no considerado en este año	2015	Boulevard Macario Gaxiola	91	81285		Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S. DE R.L. DE C.V., PLANTA VII	SINALOA	"25°46'28"""	Los Mochis	"108°59'12"""	Ahome	ACE8V2500111	1001 Sur		Raúl Romanillo	336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	701885.9474	2852258.2266
Administración de Aeropuertos y Helipuertos	Atributo no considerado en este año	2015	Boulevard JUAN PABLO II KM. 14	L7	31390	Colonia AEROPUERTO	Administración de aeropuertos y helipuertos	Atributo no considerado en este año	Atributo no considerado en este año	AEROPUERTO DE CHIHUAHUA S.A DE C.V,AEROPUERTO DE CHIHUAHUA	CHIHUAHUA	"28°42'8"""	Chihuahua	"105°57'47"""	Chihuahua	ACIRP0801911	S/N			488112	Otros	Servicios de administracion de aeropuertos y helipuertos	405924.9234	3175401.9614
PRODUCCION Y DISTRIBUCION DE PRODUCTOS COSMETICOS	Atributo no considerado en este año	2015	Calle GERRERO	N6	38090	Colonia RANCHO SECO	Fabricación de cosméticos, perfumes y otras preparaciones de tocador	Atributo no considerado en este año	Atributo no considerado en este año	AVON COSMETICS MANUFACTURING S DE RL DE CV,AVON COMSMETICS MANUFACTURING S DE RL DE CV	GUANAJUATO	"20°29'8"""	Celaya	"100°48'4"""	Celaya	ACM3L1100711	149			325620	Quimica	Produccion de perfumes, cosmeticos y similares a base de mezclas	312128.6522	2266266.3832
Fabricación, reconstrucción, ensamble y subensamble de equipo aeroespacial, incluso motore	Atributo no considerado en este año	2015	Avenida INDUSTRIA DE LA TRANSFORMACION	9S	76220		Fabricación de equipo aeroespacial	Atributo no considerado en este año	Atributo no considerado en este año	AERNNOVA COMPONENTES MEXICO SA DE CV,AERNNOVA COMPONENTES MEXICO S.A. DE C.V.	QUERETARO	"20°49'33"""	Santa Rosa Jáuregui	"100°25'35"""	Queretaro	ACM7X2201411	431		Querétaro	336410	Automotriz	Industria aeroespacial	351566.4873	2303556.029
Fundición y Laminación de Hierro y Acero	Atributo no considerado en este año	2015	Calle AVENIDA LA PRESA	7F	54187	Colonia SAN JUAN IXHUATEPEC	Complejos siderúrgicos	Atributo no considerado en este año	Atributo no considerado en este año	ACEROS CORSA S.A. DE C.V.,GERDAU CORSA	MEXICO	"19°31'10"""	Tlalnepantla	"99°7'26"""	Tlalnepantla de Baz	ACO7F1510411	2			331111	Metalurgica (incluye la siderurgica)	Laminacion primaria de hierro y acero	486974.9934	2158333.185
RECUBRIMIENTOS METALICOS GALVANOPLASTIA Y OTROS	Atributo no considerado en este año	2015	Calle HERMANOS ESCOBAR	8A	32649	Colonia PARQUE IND. OMEGA	Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	ALFA CRONOS SA DE CV,ALFA CRONOS S.A. DE C.V.	CHIHUAHUA	"31°44'52"""	Juárez	"106°25'5"""	Juarez	ACR7X0803711	7046	8 9 Y 10		332810	Quimica	Galvanoplastia	365684.4601	3513358.8345
Venta de vehículos, venta de refacciones y servicio de mantenimiento automotriz	Atributo no considerado en este año	2015	Calle PASEO DE LOS TRIUNFADORES	KE	64610	Colonia LAS CUMBRES 8 SECTOR	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	AUTOPOLIS CUMBRES, S.A. DE C.V.,NISSAN AUTOPOLIS CUMBRES	NUEVO LEON	"25°43'39"""	Monterrey	"100°23'30"""	Monterrey	ACUKE1903911	3231			468111	Otros	Reparacion y mantenimiento automotriz	360388.4875	2846268.5564
Venta de vehículos, venta de refacciones y servicio de mantenimiento automotriz.	Atributo no considerado en este año	2015	Avenida JOSE ELEUTERIO GONZALEZ	KE	64020	Colonia GONZALITOS	Comercio al por menor de automóviles y camionetas nuevos	Atributo no considerado en este año	Atributo no considerado en este año	AUTOPOLIS CUMBRES, S.A. DE C.V.,NISSAN AUTOPOLIS GONZALITOS	NUEVO LEON	"25°41'5"""	Monterrey	"100°21'4"""	Monterrey	ACU1903900043	655 NTE.			468111	Otros	Reparacion y mantenimiento automotriz	364394.9349	2841476.0533
PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS	Atributo no considerado en este año	2015	Calle MARTIN MONGE	5H	58190	Colonia NUEVA VALLADOLID	Fabricación de otros productos químicos básicos orgánicos	Atributo no considerado en este año	Atributo no considerado en este año	ALKEMIN, S. DE R.L. DE C.V.,	MICHOACAN	"19°41'51"""	Morelia	"101°12'46"""	Morelia	ACV5H1605311	307			325190	Quimica	Produccion de acidos organicos	268038.7328	2179547.6628
FABRICACION DE HARINA Y BIODISEL	Atributo no considerado en este año	2015	Camino vecinal al ejido bajo Amacohite	25	29550	Ejido Bajo Amacohite	Elaboración de alimentos para animales	Atributo no considerado en este año	Atributo no considerado en este año	ACUAGRANJAS DOS LAGOS SA DE CV,ACUAGRANJA DOS LAGOS SA DE CV	CHIAPAS	"17°31'22"""	Ostuacán	"93°29'39"""	Ostuacan	ADLSE0706211	SN			311110	Alimenticio y/o de consumo humano	Produccion de harinas	447538.8616	1937487.6606
Manufactura de componentes electronicos para la industria automotriz	Atributo no considerado en este año	2015	Periférico PARQUE INDUSTRIAL EL SAUCITO	91	31620	Colonia EL SAUCITO	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALTEC ELECTRONICA CHIHUAHUA S.A. DE C.V.,	CHIHUAHUA	"28°40'40"""	Chihuahua	"106°8'4"""	Chihuahua	AEC9M0801911	S/N NA	NA  NA		336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	389156.5411	3172840.7655
maquinados de accesorios para instalaciones electricas	Atributo no considerado en este año	2015	Avenida Alfredo del Mazo	86	52968	Colonia ZONA INDUSTRIAL 1 (PROF. CRISTOBAL HIGUERA)	Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas	Atributo no considerado en este año	Atributo no considerado en este año	APPLETON ELECTRIC S.A DE C.V,APPLETON ELECTRIC	MEXICO	"19°34'23"""	Ciudad López Mateos	"99°16'1"""	Atizapan de Zaragoza	AEL1501300158	9			335930	Articulos y productos metalicos	Fabricacion de articulos maquinados	471999.0355	2164281.2167
EXTRACCIÓN Y BENEFICIO DE MINERAL	Atributo no considerado en este año	2015	Calle CONOCIDO	12	33320	Colonia OCAMPO	Minería de oro	Atributo no considerado en este año	Atributo no considerado en este año	AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE	CHIHUAHUA	"28°16'23"""	Melchor Ocampo	"108°17'55"""	Ocampo	AEMSP0805111	S/N			212221	Metalurgica (incluye la siderurgica)	Mineria de oro	764974.4744	3130437.2607
Extracción y beneficio de mineral	Atributo no considerado en este año	2015	Calle DOMICILIO CONOCIDO	12	33320	Colonia OCAMPO	Minería de oro	Atributo no considerado en este año	Atributo no considerado en este año	AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE MEXICO	CHIHUAHUA	"28°19'59"""	Melchor Ocampo	"108°20'57"""	Ocampo	AEMSP0805112	0			212221	Metalurgica (incluye la siderurgica)	Mineria de oro	759861.256	3136956.7682
Fabricacion de partes automotrices (frenos)	Atributo no considerado en este año	2015	Avenida JAVIER ROJO GOMEZ	9L	09000	Barrio SAN PEDRO	Fabricación de partes de sistemas de frenos para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	AUTO ELECTRICOS DE MÉXICO, S.A.P.I. DE C.V.,	DISTRITO FEDERAL	"19°21'55"""	Iztapalapa	"99°4'59"""	Iztapalapa	AEM0900700106	1201 A			336340	Automotriz	Produccion de partes para el sistema de frenos automotriz	491271.5511	2141259.9651
Fabricación de forros (balatas) para frenos automotrices	Atributo no considerado en este año	2015	Carretera México - Texcoco Km. 19+500	9L	56400	Colonia Los Reyes Acaquilpan	Fabricación de partes de sistemas de frenos para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	AUTO ELÉCTRICOS DE MÉXICO, S.A.P.I. DE C.V., PLANTA LOS REYES	MEXICO	"19°21'13"""	Los Reyes Acaquilpan	"98°58'7"""	La Paz	AEM1507000029	- -	- -		336340	Automotriz	Produccion de partes para el sistema de frenos automotriz	503278.9219	2139976.0944
ENSAMBLE DE PARTES PARA LA INDUSTRIA AUTOMOTRIZ	Atributo no considerado en este año	2015	Calle AVE. INDUSTRIAL DEL NORTE	91	88730	Colonia PARQUE INDUSTRIAL DEL NORTE	Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores	Atributo no considerado en este año	Atributo no considerado en este año	ALCOM ELECTRONICOS DE MEXICO S.A DE C.V.,	TAMAULIPAS	"26°1'58"""	Reynosa	"98°21'52"""	Reynosa	AEM972803211	M5	L1		336320	Equipos y articulos electronicos, electricos y domesticos	Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos	563565.9611	2879476.5264
CENTRO INTEGRAL DE MANEJO DE RESIDUOS PELIGROSOS	Atributo no considerado en este año	2015	Calle RANCHERIA ALVARADO 2 SECC.	M6	86291	Colonia ALVARADO 1A SECC [86291]	Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos	Atributo no considerado en este año	Atributo no considerado en este año	AMBIENTAL Y ENERGIA RACIONAL SA DE CV,AMBYER	TABASCO	"17°50'39"""	Playas del Rosario (Subteniente García)	"92°58'33"""	Centro	AERM62700411	sn			562111	Tratamiento de residuos peligrosos	Centros integrales de manejo de residuos peligrosos	502540.4514	1972968.0379
TRANSPORTACION AEREA	Atributo no considerado en este año	2015	Calle CARRETERA CARMEN-PUERTO REAL S/N	TG	24190	Colonia FRANCISCO I. MADERO	Transporte aéreo no regular	Atributo no considerado en este año	Atributo no considerado en este año	AEROSERVICIOS ESPECIALIZADOS, S. A. DE C. V.,	CAMPECHE	"18°38'50"""	Ciudad del Carmen	"91°48'5"""	Carmen	AESL70400311	SN			481210	Otros	Reparacion y mantenimiento de buques y aeronaves	626406.5685	2062224.519
Elaboración de aceites y grasas Y vegetales comestibles	Atributo no considerado en este año	2015	Calle AV EJE NORTE SUR	MC	58200	Colonia CIUDAD INDUSTRIAL	Elaboración de aceites y grasas vegetales comestibles	Atributo no considerado en este año	Atributo no considerado en este año	ACEITES ESPECIALES TH SA DE CV,ACEITES EPECIALE TH S.A. DE C.V.	MICHOACAN	"19°43'41"""	Morelia	"101°8'46"""	Morelia	AET1605300706	451			311222	Quimica	Fabricacion de aceites y grasas alimenticias	275069.209	2182838.824
FUNDICION DE PIEZAS METALICAS FERROSAS	Atributo no considerado en este año	2015	Calle BLVD. INDUSTRIA DE LA TRANSFORMACION	7T	25900		Moldeo por fundición de piezas de hierro y acero	Atributo no considerado en este año	Atributo no considerado en este año	CATERPILLAR RAMOS ARIZPE S. DE R.L. DE C.V.,	COAHUILA	"25°33'31"""	Ramos Arizpe	"100°54'44"""	Ramos Arizpe	AFI7T0502711	3135		RAMOS ARIZPE	331510	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de hierro y acero	307884.3028	2828205.5648
Fundicion de aluminio	Atributo no considerado en este año	2015	Calle MONTES URALES	ND	37980		Industria básica del aluminio	Atributo no considerado en este año	Atributo no considerado en este año	ALUMINICASTE FUNDICION DE MEXICO S DE RL DE CV,	GUANAJUATO	"21°3'36"""	San José Iturbide	"100°27'54"""	San Jose Iturbide	AFM1103200008	88		Parque Industrial Opcion Los Nogales	331310	Metalurgica (incluye la siderurgica)	Fundicion  y moldeo de piezas de metales no ferrosos	347769.9089	2329518.3271
