actprincipal	actsemarnat	anio	calle	claveambiental	codigopostal	colonia	descscian	entrec1	entrec2	establecimiento	estado	latitudnorte	localidad	longitudoeste	municipio	nra	numexterior	numinterior	parqueindustrial	scian	sector	subsector	utmx	utmy
Fabricacion de componentes para el sistema de aire acondicionado/calefaccion automotriz	Atributo no considerado en este año	2020	Prolongación PROL. CIRCUITO EL MARQUES SUR	9M	76246		Fabricación de otras partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	CLIMATE SYSTEMS MEXICANA, S.A. DE C.V.,	QUERETARO	"20°33'17"""	GENERAL LAZARO CARDENAS (EL COLORADO)	"100°15'45"""	El Marques	CSM2201101366	1150 	 	Parque Industrial El Marqués	336390	Automotriz	Produccion de otras auto partes	368372.6103	2273383.3613
HOSPITAL PRIVADO	Atributo no considerado en este año	2020	Calle 32	HM	97070	Colonia GARCIA GINERES	Hospitales generales del sector privado	Atributo no considerado en este año	Atributo no considerado en este año	CLINICA DE MERIDA S.A. DE C.V.,	YUCATAN	"20°59'11"""	MERIDA	"89°38'19"""	Merida	CMEHI3105011	242 	 		622111	Servicios de salud y de asistencia	Hospitales	225660.764	2322909.241
PRODUCCION DE CLOROBENCEOS	Atributo no considerado en este año	2020	Calle KM. 1 CARR. A ORIENTAL	MB	90573	Colonia MAZATEPEC	Fabricación de otros productos químicos	Atributo no considerado en este año	Atributo no considerado en este año	CLOROBENCENOS, S.A. DE C.V.,	TLAXCALA	"19°20'28"""	VILLA DE EL CARMEN TEQUEXQUITLA	"97°39'24"""	El Carmen Tequexquitla	CLOMB2900711	0 	 		325999	Quimica	Produccion de substancias quimicas a partir de mezclas 	641101.1415	2139120.8271
Fabricación de Productos para la Limpieza	Atributo no considerado en este año	2020	Calle HENRY FORD	5W	54030		Fabricación de jabones, limpiadores y dentífricos	Atributo no considerado en este año	Atributo no considerado en este año	CLOROX DE MÉXICO S. DE R.L. DE C.V.,	MEXICO	"19°33'12"""	TLALNEPANTLA	"99°11'55"""	Tlalnepantla de Baz	CME631510411	31 	 	SAN NICOLAS	325610	Quimica	Produccion de jabones y detergentes	479152.8068	2162080.2142
Fabricación y ensamble de maquinaria agrícola	Atributo no considerado en este año	2020	Calle AV. 5 DE FEBRERO	9M	76130	Colonia ZONA IND. B. JUAREZ	Fabricación de maquinaria y equipo agrícola	Atributo no considerado en este año	Atributo no considerado en este año	CNH INDUSTRIAL,S.A. DE C.V.,CNH INDUSTIRAL S.A. DE C.V.	QUERETARO	"20°37'53"""	SANTIAGO DE QUERETARO	"100°22'26"""	Queretaro	CIN8C2201411	2127 	 		333111	Automotriz	Produccion de otras auto partes	356838.8872	2281985.2526
Producción de hilo para coser y bordar	Atributo no considerado en este año	2020	Calle AUTOPISTA MEXICO-VERACRUZ	3G	94390	Colonia COLONIA	Fabricación de hilos para coser y bordar	Atributo no considerado en este año	Atributo no considerado en este año	COATS MÉXICO, S.A. DE C.V.,COATS PLANTA ORIZABA	VERACRUZ	"18°50'38"""	ORIZABA	"97°4'41"""	Orizaba	CME3A3011811	KM. 274 	 		313113	Textiles, fibras e hilos	Produccion de hilos para coser, bordar y tejer	702496.6312	2084675.7904
Explotación de Mineral de Cobre	Atributo no considerado en este año	2020	Camino CONOCIDO	15	85760	Pueblo LOCALIDAD PIEDRAS VERDES	Minería de cobre	Atributo no considerado en este año	Atributo no considerado en este año	COBRE DEL MAYO S.A. DE C.V.,	SONORA	"27°9'48"""	ALAMOS	"108°59'26"""	Alamos	CMA2600300004	S/N 	 		212231	Metalurgica (incluye la siderurgica)	Mineria de cobre y niquel	699092.754	3006133.4704
FABRICACION COMPONENTES PARA SISTEMA DE CALEFACCION Y AIRE ACONDICIONADO RAMO AUTOMOTRIZ	Atributo no considerado en este año	2020	Calle AVE. LAGUNA TAMIAHUA	9M	32320	Colonia PARTIDO DOBLADO JUAREZ	Fabricación de otros productos metálicos	Atributo no considerado en este año	Atributo no considerado en este año	COCLISA S.A. DE C.V., PLANTA SAN LORENZO	CHIHUAHUA	"31°44'7"""	JUAREZ	"106°25'9"""	Juarez	COC9M0803713	7325 	 		332999	Automotriz	Produccion de otras auto partes	365557.5662	3511971.9827
FABRICACION DE PARTES Y COMPONENTES UTILIZADOS EN LA INDUSTRIA AUTOMOTRIZ	Atributo no considerado en este año	2020	Calle REFUGIO DE LA LIBERTAD	9M	32575	Colonia FRAY GARCIA DE SAN FRANCISCO	Fabricación de otras partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	COCLISA S.A. DE C.V. PLANTA SANTA FE,COCLISA S.A DE C.V. PLANTA SANTA FE	CHIHUAHUA	"31°36'38"""	JUAREZ	"106°21'47"""	Juarez	COC9M0803714	2551 	 		336390	Automotriz	Produccion de otras auto partes	370702.514	3498088.0818
Fabricacion componentes para sistema de calefaccion y aire acondicionado ramo automotriz	Atributo no considerado en este año	2020	Avenida AV. DEL CHARRO	9M	32410		Fabricación de otras partes para vehículos automotrices	Atributo no considerado en este año	Atributo no considerado en este año	COCLISA S.A. DE C.V.,COCLISA, S.A. DE C.V. COMPLEJO OMEGA	CHIHUAHUA	"31°44'55"""	JUAREZ	"106°26'3"""	Juarez	COC9M0803711	1751 	 	PARQUE INDUSTRIAL OMEGA JU¿REZ	336390	Automotriz	Produccion de otras auto partes	364150.3226	3513485.5529
Minera metalurgica	Atributo no considerado en este año	2020	Calle DOMICILIO CONOCIDO	MJ	33360	Pueblo PEQUEÑA COMUNIDAD EL PALMAREJO	Minería de plata	Atributo no considerado en este año	Atributo no considerado en este año	COEUR MEXICANA S.A. DE C.V.,COEUR MEXICANA S.A. DE C.V.	CHIHUAHUA	"27°23'40"""	CHINIPAS DE ALMADA	"108°32'10"""	Chinipas	CMER30802011	SN 	SN 		212222	Metalurgica (incluye la siderurgica)	Mineria de plata	743631.9899	3032543.8433
Generación y transmisión de Energía Eléctrica	Atributo no considerado en este año	2020	Carretera TAMPICO-MANTE	AD	89603		Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	COGENERACIÓN DE ALTAMIRA S.A. DE C.V.,	TAMAULIPAS	"22°22'30"""	ALTAMIRA	"97°53'11"""	Altamira	CAL2800300190	KM 17 	 	PUERTO INDUSTRIAL DE ALTAMIRA	221110	Generación de energia electrica	Generacion y transmision de energia electrica	614646.1744	2474765.7626
Generación y transmisión de energía electrica	Atributo no considerado en este año	2020	Carretera  FEDERAL 180	AD	96345	Colonia BARRANCAS	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	COGENERACIÓN DE ENERGÍA LIMPIA DE COSOLEACAQUE, S.A. DE C.V.,	VERACRUZ	"18°2'56"""	COSOLEACAQUE	"94°35'59"""	Cosoleacaque	CEL3004800011	KM 29 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	330674.8391	1996334.8038
Recubrimientos y terminados metalicos 	Atributo no considerado en este año	2020	Avenida MANZANA 3 LOTE DEL 34 AL 43	8A	38160		Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	COLLINI S. DE R. L. DE C. V.,COLLINI	GUANAJUATO	"20°34'48"""	OBRAJUELO	"100°32'55"""	Apaseo el Grande	COL1100500091	S/N 	 	Colinas de Apaseo 	332810	Quimica	Galvanoplastia	338578.0676	2276445.4542
Recubrimiento de piezas metálicas 	Atributo no considerado en este año	2020	Calle SEGUNDO CIRCUITO ESTEBAN DE ANTUÑANO	8A	74160		Recubrimientos y terminados metálicos	Atributo no considerado en este año	Atributo no considerado en este año	COLLINI S. DE R. L. DE C. V.,COLLINI S DE RL DE CV	PUEBLA	"19°9'38"""	HUEJOTZINGO	"98°22'56"""	Huejotzingo	COL2107400042	3 MZA 3 	 	PARQUE INDUSTRIAL CIUDAD TEXTIL DE PUEBLA	332810	Quimica	Galvanoplastia	564947.7432	2118711.5509
FABRICACIÓN Y ENSAMBLE DE PARRILLAS Y CANASTILLAS PARA ESTUFAS Y REFRIGERADORES	Atributo no considerado en este año	2020	Calle CAMINO SAN JOSE DE MARAÑON	8A	36547	Ejido MALVAS	Fabricación de aparatos de línea blanca	Atributo no considerado en este año	Atributo no considerado en este año	COLLIS DE MEXICO, S. DE R.L. DE C.V.,	GUANAJUATO	"20°40'44"""	IRAPUATO	"101°17'44"""	Irapuato	CME7X1101712	311 	 		335220	Quimica	Galvanoplastia	260870.1686	2288318.2549
Elaboración de parrillas metálicas para refrigeradores	Atributo no considerado en este año	2020	Calle D	8A	66600	Colonia Almacentro	Fabricación de aparatos de línea blanca	Atributo no considerado en este año	Atributo no considerado en este año	COLLIS DE MEXICO, S. DE R.L. DE C.V.,COLLIS APODACA	NUEVO LEON	"25°45'27"""	CIUDAD APODACA	"100°11'32"""	Apodaca	CME7X1900611	513 	 		335220	Quimica	Galvanoplastia	380419.7087	2849371.6472
PREPARACIÓN E HILADO DE FIBRAS TEXTILES FABRICACION DE HILOS	Atributo no considerado en este año	2020	Calle AVENIDA VICENTE AGUIRRE DEL CASTILLO 	3G	43629	Colonia SAN JOSE CALTENGO	Fabricación de hilos para coser y bordar	Atributo no considerado en este año	Atributo no considerado en este año	COLOMER S.A. DE C.V.,	HIDALGO	"20°6'26"""	TULANCINGO	"98°22'2"""	Tulancingo de Bravo	COL3G1307711	2300 	 		313113	Textiles, fibras e hilos	Produccion de hilos para coser, bordar y tejer	566144.7888	2223472.4725
FABRICACION Y COMERCIALIZACIÓN DE MATERIA PRIMA PARA IND. CERAMICA	Atributo no considerado en este año	2020	Calle AV. LAS AMERICAS	MB	65550		Fabricación de otros productos químicos	Atributo no considerado en este año	Atributo no considerado en este año	COLOROBBIA MEXICO, S.A. DE C.V.,	NUEVO LEON	"25°57'36"""	CIENEGA DE FLORES	"100°12'8"""	Cienega de Flores	CMEMB1901211	200 	 	PARQUE INDUSTRIAL LAS AMERICAS	325999	Quimica	Produccion de substancias quimicas a partir de mezclas 	379624.3963	2871828.3975
ACOPIO Y TRATAMIENTO DE RESIDUOS PELIGROSOS	Atributo no considerado en este año	2020	Calle PREDIO RUSTICO DENOMINADO LAS VIBORAS	M6	45470	Colonia EXTRAMUROS	Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos	Atributo no considerado en este año	Atributo no considerado en este año	COMBUSTIBLES ECOLOGICOS DE ACATIC, S.A. DE C.V.,COMBECO	JALISCO	"20°44'30"""	ACATIC	"102°54'36"""	Acatic	CEABB1400111	S/N 	 		562111	Tratamiento de residuos peligrosos	Centros integrales de manejo de residuos peligrosos	717612.4668	2294975.8149
FABRICACIÓN DE GRASAS, ACEITES LUBRICANTES Y ADITIVOS	Atributo no considerado en este año	2020	Avenida PRIMERO DE MAYO	69	53510	Colonia FRACC. IND. SAN ANDRES ATOTO	Fabricación de aceites y grasas lubricantes	Atributo no considerado en este año	Atributo no considerado en este año	COMERCIAL IMPORTADORA S. DE R.L. DE C.V,QUAKER STATE & SHELL	MEXICO	"19°27'55"""	NAUCALPAN DE JUAREZ	"99°14'6"""	Naucalpan de Juarez	CIM691505711	45 	 		324191	Quimica	Produccion de grasas, aceites lubricantes y aditivos	475313.9328	2152332.5718
FABRICACIÓN DE PINTURAS Y ESMALTES	Atributo no considerado en este año	2020	Calle MARCOS ACHAR LOBATON	5U	55885	Colonia TEPEXPAN	Fabricación de pinturas y recubrimientos	Atributo no considerado en este año	Atributo no considerado en este año	COMERCIAL MEXICANA DE PINTURAS, S.A. DE C.V.,COMEX	MEXICO	"19°36'39"""	TEPEXPAN	"98°56'13"""	Acolman	CMP5U1500211	6 	 		325510	Pinturas y tintas	Produccion de pinturas, recubrimientos e impermeabilizantes	506601.3361	2168443.6914
Fabricación de grasas, aceites lubricantes y aditivos (incluye mezclas)	Atributo no considerado en este año	2020	Avenida CARRETERA MEXICO-LAREDO	69	42500	Colonia CAÑADA AVIACION	Fabricación de aceites y grasas lubricantes	Atributo no considerado en este año	Atributo no considerado en este año	COMERCIAL ROSHFRANS, S.A. DE C.V.,	DISTRITO FEDERAL	"20°16'33"""	COYOACAN	"98°57'14"""	Coyoacan	CRO691300312	KM. 120 	 		324191	Quimica	Produccion de grasas, aceites lubricantes y aditivos	504790.6383	2242012.2664
Cultivo de Camarón	Atributo no considerado en este año	2020	Carretera  GUADALUPE VICTORIA	BJ	63745	Colonia CHACALILLA	Camaronicultura	Atributo no considerado en este año	Atributo no considerado en este año	COMERCIALIZADORA CAMAGLO S.A. DE C.V.,	NAYARIT	"21°35'47"""	SAN BLAS	"105°17'0"""	San Blas	CCA1801200018	KM 8 	 		112511	Alimenticio y/o de consumo humano	Incubacion, cria y engorda de animales para consumo alimenticio	470663.3104	2388181.8822
ELABORACIÓN DE PRODUCTOS LÁCTEOS	Atributo no considerado en este año	2020	Calle ROBERTO DAVILA	ML	27019		Elaboración de leche líquida	Atributo no considerado en este año	Atributo no considerado en este año	COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A. DE C.V., PLANTA QUESOS, UHT, Y CID	COAHUILA	"25°33'29"""	TORREON	"103°24'45"""	Torreon	CLD0503500028	50 	 	CIUDAD INDUSTRIAL	311511	Alimenticio y/o de consumo humano	Fabricacion de productos lacteos	659452.4546	2827697.9936
Elaboración de fermentados y derivados lácteos	Atributo no considerado en este año	2020	Avenida IRAPUATO	ML	36541		Elaboración de derivados y fermentos lácteos	Atributo no considerado en este año	Atributo no considerado en este año	COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A. DE C.V.,LALA - PLANTA IRAPUATO -	GUANAJUATO	"20°37'46"""	IRAPUATO	"101°17'35"""	Irapuato	CLD1101700018	1790 	 	IRAPUATO (CIUDAD INDUSTRIAL)	311513	Alimenticio y/o de consumo humano	Fabricacion de productos lacteos	261032.0485	2282826.3209
producción de bebidas carbonatadas y no carbonatadas 	Atributo no considerado en este año	2020	Avenida DESARROLLO TEXTIL	36	89603	Colonia COMPLEJO TEXTIL	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	COMERCIALIZADORA LA PUREZA DE BEBIDAS S. DE R.L. DE C.V.,	TAMAULIPAS	"22°27'1"""	ALTAMIRA	"97°57'58"""	Altamira	CPB362800321	100 	S/N 		312111	Bebidas y tabaco	Produccion de refrescos	606368.1471	2483063.0699
DISTRIBUCION Y COMERCIALIZACIÓN DE BEBIDAS CARBONATADAS, NO CARBONATADAS Y AGUA PURIFICADA	Atributo no considerado en este año	2020	Calle AV. JOSE SULAIMAN CHAGNON	36	87089	Colonia NUEVA ERA	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	COMERCIALIZADORA LA PUREZA DE BEBIDAS S. DE R.L. DE C.V., SUCURSAL VICTORIA	TAMAULIPAS	"23°45'8"""	CIUDAD VICTORIA	"99°18'6"""	Victoria	CPBMQ2804121	1200 	 		312111	Bebidas y tabaco	Produccion de refrescos	469230.8478	2626846.625
DISTRIBUCIÓN DE REFRESCOS Y BEBIDAS NO ALCOHÓLICAS Y PRODUCCIÓN DE AGUA EMBOTELLADA	Atributo no considerado en este año	2020	Calle 2 CURVA CARR A COATZINTLA	36	93369	Colonia FRACC.JARDINEZ DE POZA RICA	Elaboración de refrescos y otras bebidas no alcohólicas	Atributo no considerado en este año	Atributo no considerado en este año	COMERCIALIZADORA LA PUREZA DE BEBIDAS S. DE R.L. DE C.V.,COMERCIALIZADORA LA PUREZA DE BEBIDAS (POZA RICA DE HIDALGO)	VERACRUZ	"20°30'51"""	POZA RICA DE HIDALGO	"97°27'54"""	Poza Rica de Hidalgo	CPB363013121	201 	 		312111	Bebidas y tabaco	Produccion de refrescos	660038.1357	2269152.2182
MATANZA, EMPACADO Y PROCESAMIENTO DE CARNE DE CERDO	Atributo no considerado en este año	2020	Carretera Mérida-Cancún Km 15.5	1M	97388	Hacienda SAHE	Servicios relacionados con la cría y explotación de animales	Atributo no considerado en este año	Atributo no considerado en este año	COMERCIALIZADORA PORCÍCOLA MEXICANA SA DE CV,KEKEN	YUCATAN	"20°55'14"""	TIXPEHUAL	"89°29'4"""	Tixpehual	CPM3109500005	S/N 	 		115210	Alimenticio y/o de consumo humano	Matanza de ganado y aves	241582.3198	2315383.4512
Mineria de Plomo, Zinc y Cobre (Sólo beneficio)	Atributo no considerado en este año	2020	Calle DOM. CONOCIDO	14	42330	Exhacienda SANTA MARÍA	Minería de plomo y zinc	Atributo no considerado en este año	Atributo no considerado en este año	COMERCIALIZADORA SAGO IMPORT EXPORT S.A. DE C.V.,SAGO	HIDALGO	"20°44'25"""	ZIMAPAN	"99°24'7"""	Zimapan	CSI141308411	S/N 	S/N 		212232	Metalurgica (incluye la siderurgica)	Mineria de zinc y plomo	458131.9821	2293457.6508
FABRICACIÓN DE PINTURAS	Atributo no considerado en este año	2020	Calle ROBERTO FULTON	5U	54030	Colonia SAN NICOLAS	Fabricación de pinturas y recubrimientos	Atributo no considerado en este año	Atributo no considerado en este año	COMEX INDUSTRIAL COATINGS, S.A. DE C.V.,CIC	MEXICO	"19°33'1"""	TLALNEPANTLA	"99°12'7"""	Tlalnepantla de Baz	AME5U1510411	4 	 		325510	Pinturas y tintas	Produccion de pinturas, recubrimientos e impermeabilizantes	478792.552	2161752.1359
Generación de Energía Eléctrica	Atributo no considerado en este año	2020	Calle CARRET. TUXTLA-V. CARRANZA KM. 60	LS	30200	Colonia S/D	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	COMISIÓN FEDERAL DE ELECTRICIDAD,CENTRAL HIDROELÉCTRICA BELISARIO DOMÍNGUEZ	CHIAPAS	"16°20'19"""	VENUSTIANO CARRANZA	"92°50'7"""	Venustiano Carranza	CFE1F0710611	S/N 	 		221110	Generación de energia electrica	Generacion de energia electrica por procedimientos no convencionales contaminantes	517585.4042	1806400.7958
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2020	Calle Luna	AD	06900	Colonia NONOALCO TLATELOLCO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	COMISIÓN FEDERAL DE ELECTRICIDAD,CENTRAL TURBO GAS NONOALCO	DISTRITO FEDERAL	"19°26'58"""	CUAUHTEMOC	"99°8'53"""	Cuauhtemoc	CFE0901500457	254 	254 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	484446.4542	2150572.0983
GENERACIÓN DE ENERGÍA ELECTRICA	Atributo no considerado en este año	2020	Calle ANTONIO I. VILLARREAL	AD	64590	Colonia AGRICOLA	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	COMISIÓN FEDERAL DE ELECTRICIDAD,CENTRAL TURBOGAS FUNDIDORA	NUEVO LEON	"25°40'55"""	MONTERREY	"100°16'40"""	Monterrey	CFEAD1903923	110 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	371761.3566	2841108.8957
generaciòn de energia electrica	Atributo no considerado en este año	2020	Calle PROLONGACION RAYON	AD	64410	Colonia BELLA VISTA	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	COMISIÓN FEDERAL DE ELECTRICIDAD,CENTRAL TURBOGAS MONTERREY, PLANTA UNIVERSIDAD	NUEVO LEON	"25°41'50"""	MONTERREY	"100°19'8"""	Monterrey	CFEAD1903924	2451 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	367653.7798	2842817.4679
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2020	Calle LUCIO BLANCO	AD	66218	Colonia LUCIO BLANCO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	COMISIÓN FEDERAL DE ELECTRICIDAD,C.F.E. CENTRAL TURBOGAS LEONA	NUEVO LEON	"25°40'10"""	SAN PEDRO GARZA GARCIA	"100°24'32"""	San Pedro Garza Garcia	CFEAD1901911	SN 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	358582.4647	2839844.5183
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2020	Carretera  AMATITAN EL SALVADOR	AD	45380	Paraje SANTA ROSA	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	COMISIÓN FEDERAL DE ELECTRICIDAD,C.H. GRAL. MANUEL M. DIEGUEZ	JALISCO	"20°54'32"""	AMATITAN	"103°42'22"""	Amatitan	CFERW1400511	S/N 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	634562.0513	2312624.148
GENERACIÓN DE ELECTRICIDAD	Atributo no considerado en este año	2020	Calle LOC. MESA DE FLORES	AD	46440	Pueblo HOSTOTIPAQUILLO	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	COMISIÓN FEDERAL DE ELECTRICIDAD,C.H. LA YESCA	JALISCO	"21°11'37"""	HOSTOTIPAQUILLO	"104°6'14"""	Hostotipaquillo	CFE1404000001	SIN NUMERO 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	592991.27	2343860.8288
GENERACIÓN DE ENERGÍA ELECTRICA 	Atributo no considerado en este año	2020	Calle EJIDO CAMPOS	AD	28809	Colonia EJIDO DE CAMPOS	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	COMISIÓN FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD	COLIMA	"19°1'21"""	MANZANILLO	"104°19'6"""	Manzanillo	CFEAD0600721	S/N 	S/n 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	571722.2798	2103458.7176
GENERACION DE ENERGIA ELECTRICA	Atributo no considerado en este año	2020	Calle KM. 12.5 CARR. DULCES NOMBRES	AD	66650	Ninguno CARRETERA A DULCES NOMBRES KM 12.5	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	COMISIÓN FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD CENTRAL CICLO COMBINADO HUINALA	NUEVO LEON	"25°43'24"""	PESQUERIA	"100°6'11"""	Pesqueria	CGV1904100067	ND 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	389332.9997	2845513.2737
Generación de energía eléctrica	Atributo no considerado en este año	2020	Carretera MATAMOROS-MAZATLAN KM.68.5	AD	88993	Colonia LA PAZ	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	COMISIÓN FEDERAL DE ELECTRICIDAD,C.T. EMILIO PORTES GIL	TAMAULIPAS	"25°58'50"""	CIUDAD RIO BRAVO	"98°3'56"""	Rio Bravo	CFEAD2803311	68.5 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	593530.6002	2873876.1647
GENERACION DE ENERGIA ELECTRICA POR MEDIOS NUCLEARES	Atributo no considerado en este año	2020	Carretera  FEDERAL 180 CARDEL-NAUTLA KM 42.5	AD	91476	Colonia LAGUNA VERDE CFE	Generación, transmisión y distribución de energía eléctrica	Atributo no considerado en este año	Atributo no considerado en este año	COMISIÓN FEDERAL DE ELECTRICIDAD,GERENCIA DE CENTRALES NUCLEOELECTRICAS	VERACRUZ	"19°43'4"""	ALTO LUCERO	"96°24'18"""	Alto Lucero de Gutierrez Barrios	CFEQZ3000911	S/N 	 		221110	Generación de energia electrica	Generacion y transmision de energia electrica	771975.1013	2182354.455
Otros servicios de almacenamiento con instalaciones especializadas	Atributo no considerado en este año	2020	Carretera Campos-Cuyutlan Km 7	M9	28809	Colonia CAMPOS	Almacenes generales de depósito	Atributo no considerado en este año	Atributo no considerado en este año	COMISIÓN FEDERAL DE ELECTRICIDAD,TERMINAL DE GAS NATURAL LICUADO DE MANZANILLO	COLIMA	"19°0'35"""	MANZANILLO	"104°15'33"""	Manzanillo	CFEM90600711	S/N 	 		493111	Petroleo y petroquimica	Almacenamiento y distribucion de productos derivados del petroleo	577962.4898	2102091.0873
Fabricacion de llantas y productos de hule	Atributo no considerado en este año	2020	Avenida SANTA LUCIA	6B	02770	Colonia SANTA CRUZ ACAYUCAN	Fabricación de llantas y cámaras	Atributo no considerado en este año	Atributo no considerado en este año	COMPANÍA HULERA TORNEL, S.A. DE C.V.,TORNEL	DISTRITO FEDERAL	"19°28'36"""	AZCAPOTZALCO	"99°11'40"""	Azcapotzalco	HTO6B0900211	311 	 		326211	Automotriz	Produccion de llantas y camaras nuevas	479593.4364	2153583.3295
Fabricación de llantas	Atributo no considerado en este año	2020	Calle LAGO AULLAGAS	6B	11280	Colonia TORRE BLANCA	Fabricación de llantas y cámaras	Atributo no considerado en este año	Atributo no considerado en este año	COMPANÍA HULERA TORNEL, S.A. DE C.V.,TORNEL	DISTRITO FEDERAL	"19°27'27"""	MIGUEL HIDALGO	"99°11'56"""	Miguel Hidalgo	HTO6B0901611	60 	 		326211	Automotriz	Produccion de llantas y camaras nuevas	479118.9477	2151485.6173
FABRICACIÓN DE LLANTAS Y PRODUCTOS DE HULE	Atributo no considerado en este año	2020	Avenida JOSE LOPEZ PORTILLO	6B	54940	Colonia SAN FRANCISCO CHILPAN	Fabricación de llantas y cámaras	Atributo no considerado en este año	Atributo no considerado en este año	COMPANÍA HULERA TORNEL, S.A. DE C.V.,TORNEL	MEXICO	"19°37'13"""	TULTITLAN DE MARIANO ESCOBEDO	"99°10'16"""	Tultitlan	HTO6B1510911	85 	 		326211	Automotriz	Produccion de llantas y camaras nuevas	482056.1632	2169481.0407
Fabricación y Ensamble de Motores Eléctricos	Atributo no considerado en este año	2020	Avenida Río Bravo	LK	32557		Fabricación de motores y generadores eléctricos	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑÍA ARMADORA, S. DE R.L. DE C.V.,	CHIHUAHUA	"31°40'4"""	JUAREZ	"106°20'28"""	Juarez	ARM0803700418	1440 	 	PARQUE INDUSTRIAL RIO BRAVO	335311	Metalurgica (incluye la siderurgica)	Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales	372851.7221	3504404.3642
Elaboración de azúcar refinado, alcohol y mieles 	Atributo no considerado en este año	2020	Carretera  Troncal Xicoténcatl, Km 8	2G	89750	Ingenio El Ingenio	Elaboración de azúcar de caña	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑÍA AZUCARERA DEL RÍO GUAYALEJO, S.A. DE C.V.,	TAMAULIPAS	"22°59'52"""	XICOTENCATL	"98°57'39"""	Xicotencatl	ARG2G2804311	SN 	 		311311	Alimenticio y/o de consumo humano	Ingenios azucareros	504006.3768	2543278.3673
PRODUCCIÓN DE CERILLLOS	Atributo no considerado en este año	2020	Carretera  JOROBAS-TULA KM.24.5	5Z	42970		Fabricación de cerillos	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑÍA CERILLERA LA CENTRAL S.A. DE C.V.,COMPAÑÍA CERILLERA LA CENTRAL S.A. DE C.V.	HIDALGO	"20°1'47"""	ATITALAQUIA	"99°15'10"""	Atitalaquia	CCE5Z1301011	S/N 	 	PARQUE INDUSTRIAL ATITALAQUIA	325991	Quimica	Produccion de cerillos	473557.2184	2214818.5569
FABRICACIÓN Y VENTA DE CERVEZA	Atributo no considerado en este año	2020	Carretera  57	30	26170		Elaboración de cerveza	Atributo no considerado en este año	Atributo no considerado en este año	COMPAÑÍA CERVECERA DE COAHUILA, S. DE R.L. DE C.V., COMPAÑIA CERVECERA DE COAHUILA, S. DE R.L. DE C.V.	COAHUILA	"28°34'49"""	NAVA	"100°36'3"""	Nava	CCO300502211	85 N/A	N/A N/A	NAVA CENTRO	312120	Bebidas y tabaco	Produccion de bebidas alcoholicas a base de fermentacion y/o destilacion	343430.5351	3162537.0405
