CLEE,Name,Stratum,Entity,Municipality,Locality,AGEB,rdate,NAICSCode,NAICSName,Latitude,Longitude
26041212231000254000011515S2,COMEDOR EL TAJO,31 a 50 personas,Sonora,Nacozari de García,El Tajo [Colonia],313,2020-11,212231,Minería de cobre,30.51172454,-109.64150143
26042212231000017001016795M1,B METALS MEXICO,0 a 5 personas,Sonora,Navojoa,Navojoa,611,2010-07,212231,Minería de cobre,27.07157977,-109.44406764
26052212221000017000000000S1,MINA MULATOS,251 y más personas,Sonora,Sahuaripa,El Paredón,957,2014-12,212221,Minería de oro,28.64044287,-108.74006626
26052212221000021101055095M3,MINA LA INDIA,251 y más personas,Sonora,Hermosillo,Hermosillo,2956,2014-12,212221,Minería de oro,29.08518314,-110.98495688
26052212221000031001000000U2,MINERA MAR DE PLATA,11 a 30 personas,Sonora,Sahuaripa,Chipriona,938,2016-01,212221,Minería de oro,28.74444476,-108.8880562
26052212221000051000055095S0,AGNICO SONORA,251 y más personas,Sonora,Sahuaripa,El Metate,957,2020-11,212221,Minería de oro,28.63858492,-108.77412356
26054212110000011001000000U5,MINERALES Y CARBONES PORCHAS DE SAN JAVIER SONORA S DE RL DE CV,6 a 10 personas,Sonora,San Javier,Palo Piojo,010A,2011-03,212110,Minería de carbón mineral,28.58673153,-109.78666306
26054212110000031001000000U3,MINA EL TARAHUMARA,11 a 30 personas,Sonora,San Javier,El Entronque,010A,2010-07,212110,Minería de carbón mineral,28.5625,-109.7541667
26054212110000042000000000U0,MINA SAN MIGUEL,11 a 30 personas,Sonora,San Javier,San Javier,78,2010-07,212110,Minería de carbón mineral,28.59600835,-109.7399133
26057212221000021000055092S3,OFICINAS MINA LA MESA DEL PROGRESO,6 a 10 personas,Sonora,San Pedro de la Cueva,La Mesa del Progreso,309,2020-11,212221,Minería de oro,29.20194649,-109.62457225
26058212221000011001055089S1,MOLIMENTALES DEL NOROESTE,101 a 250 personas,Sonora,Santa Ana,El Realito,274,2014-12,212221,Minería de oro,30.35146637,-111.11910187
26058212231000011101000000U0,CIA. MINERA LA PARREÑA,251 y más personas,Sonora,Santa Cruz,Milpillas,214,2014-12,212231,Minería de cobre,31.10991997,-110.44576821
26059212221000014100000000U3,"MINERA SECOTEC, S.A. DE C.V.",31 a 50 personas,Sonora,Trincheras,Trincheras,303,2014-12,212221,Minería de oro,30.40114632,-111.5411664
26061212231000016101025466M3,MINERALES LIBERTAD SA DE CV,0 a 5 personas,Sonora,Hermosillo,Hermosillo,3032,2014-12,212231,Minería de cobre,29.07646891,-110.96262436
26061212231000026001025466S2,MINERALES LIBERTAD,31 a 50 personas,Sonora,Soyopa,Compañía Minera Libertad,231,2019-04,212231,Minería de cobre,28.63192456,-109.63482732
26062212221000011000055088S1,IMR BONANZA SA DE CV,51 a 100 personas,Sonora,Suaqui Grande,Mina la Perla,135,2020-11,212221,Minería de oro,28.4225,-110.04055556
26064212221000016000000000U8,"MINERA SECOTEC, S.A. DE C.V.",31 a 50 personas,Sonora,Trincheras,Trincheras,303,2014-12,212221,Minería de oro,30.40114632,-111.5411664
26064212221000021000000000U8,MINA CERRO COLORADO,0 a 5 personas,Sonora,Trincheras,El Boludo,445,2016-01,212221,Minería de oro,30.32914139,-111.756115
26069212231000012000055094S5,PROYECTO SANTA ANA,0 a 5 personas,Sonora,Yécora,Santa Ana,371,2016-01,212231,Minería de cobre,28.37945185,-109.14699006
32007212231000011100000000U9,ARANZASU HOLDING SA DE CV,101 a 250 personas,Coahuila de Zaragoza,Saltillo,Saltillo,3806,2011-03,212231,Minería de cobre,25.46327542,-100.93828758
