"NRA"	"Establecimiento"	"Sector"	"Entidad Federativa"	"Municipio"	"Grupo Sustancia"	"Sustancia"	"CAS"	"Unidad"	"Aire"	"Agua"	"Suelo"	"Reutilización"	"Reciclado"	"Coprocesamiento"	"Tratamiento"	"Disposición Final"	"Alcantarillado"	"Incineración"	"Otro"
"ACA8A1502411"	"ACEROS CAMESA S.A. DE C.V."	"Quimica"	"MEXICO"	"Cuautitlan"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.005392938		
"ACA8A1502411"	"ACEROS CAMESA S.A. DE C.V."	"Quimica"	"MEXICO"	"Cuautitlan"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.2696469		
"ACA8A1502411"	"ACEROS CAMESA S.A. DE C.V."	"Quimica"	"MEXICO"	"Cuautitlan"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									1.0785876		
"ACA8A1502411"	"ACEROS CAMESA S.A. DE C.V."	"Quimica"	"MEXICO"	"Cuautitlan"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"					0.075				0.05392938		
"ACA8A1502411"	"ACEROS CAMESA S.A. DE C.V."	"Quimica"	"MEXICO"	"Cuautitlan"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		10.24							0.000141564		
"ACA8A1502411"	"ACEROS CAMESA S.A. DE C.V."	"Quimica"	"MEXICO"	"Cuautitlan"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		12.51			211000				0.000650292		
"ACAKE1903911"	"AUTOMOVILES Y CAMIONES S.A. DE C.V."	"Otros"	"NUEVO LEON"	"Monterrey"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"					84						
"ACAKE2300531"	"AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO"	"Otros"	"QUINTANA ROO"	"Benito Juarez"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.0561								
"ACAKE2300531"	"AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO"	"Otros"	"QUINTANA ROO"	"Benito Juarez"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"			0.004488								
"ACAKE2300531"	"AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO"	"Otros"	"QUINTANA ROO"	"Benito Juarez"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"			0.1122								
"ACAKE2300531"	"AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO"	"Otros"	"QUINTANA ROO"	"Benito Juarez"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			0.2244								
"ACAKE2300531"	"AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO"	"Otros"	"QUINTANA ROO"	"Benito Juarez"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"			0.00561								
"ACAKE2300531"	"AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO"	"Otros"	"QUINTANA ROO"	"Benito Juarez"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			0.561								
"ACAKE2300531"	"AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO"	"Otros"	"QUINTANA ROO"	"Benito Juarez"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"			2.244								
"ACAKE2300811"	"AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN"	"Otros"	"QUINTANA ROO"	"Solidaridad"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.148501								
"ACAKE2300811"	"AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN"	"Otros"	"QUINTANA ROO"	"Solidaridad"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			0.00383								
"ACAKE2300811"	"AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN"	"Otros"	"QUINTANA ROO"	"Solidaridad"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"			0.003064								
"ACAKE2300811"	"AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN"	"Otros"	"QUINTANA ROO"	"Solidaridad"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"			0.0766								
"ACAKE2300811"	"AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN"	"Otros"	"QUINTANA ROO"	"Solidaridad"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"			0.00881608								
"ACAKE2300811"	"AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN"	"Otros"	"QUINTANA ROO"	"Solidaridad"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"			0.220402								
"ACAKE2300811"	"AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN"	"Otros"	"QUINTANA ROO"	"Solidaridad"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			0.594004								
"ACAKE2300811"	"AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN"	"Otros"	"QUINTANA ROO"	"Solidaridad"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"			0.0110201								
"ACAKE2300811"	"AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN"	"Otros"	"QUINTANA ROO"	"Solidaridad"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			0.766								
"ACAKE2300811"	"AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN"	"Otros"	"QUINTANA ROO"	"Solidaridad"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"			1.6852								
"ACARP2300511"	"AEROPUERTO DE CANCUN SA DE CV"	"Otros"	"QUINTANA ROO"	"Benito Juarez"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.76966606								
"ACARP2300511"	"AEROPUERTO DE CANCUN SA DE CV"	"Otros"	"QUINTANA ROO"	"Benito Juarez"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"			0.0576618552								
"ACARP2300511"	"AEROPUERTO DE CANCUN SA DE CV"	"Otros"	"QUINTANA ROO"	"Benito Juarez"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"			0.0110475								
"ACARP2300511"	"AEROPUERTO DE CANCUN SA DE CV"	"Otros"	"QUINTANA ROO"	"Benito Juarez"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"			0.0390911								
"ACARP2300511"	"AEROPUERTO DE CANCUN SA DE CV"	"Otros"	"QUINTANA ROO"	"Benito Juarez"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"			0.0539875								
"ACARP2300511"	"AEROPUERTO DE CANCUN SA DE CV"	"Otros"	"QUINTANA ROO"	"Benito Juarez"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"			0.0575345714								
"ACCEE1903921"	"AUTOMOTRIZ CONTRY COMERCIAL S.A. DE C.V."	"Otros"	"NUEVO LEON"	"Monterrey"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"					45						
"ACE6E2603011"	"ALAMBRADOS Y CIRCUITOS ELECTRICOS SA DE CV"	"Articulos y productos plasticos"	"SONORA"	"Hermosillo"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	8.253648										
"ACE7F1104411"	"ArcelorMittal Celaya S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Villagran"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	31583.948544										
"ACE7F1104411"	"ArcelorMittal Celaya S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Villagran"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.0682		
"ACE7F1104411"	"ArcelorMittal Celaya S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Villagran"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"								0.011			
"ACE7F1104411"	"ArcelorMittal Celaya S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Villagran"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"								0.0176			
"ACE7F1104411"	"ArcelorMittal Celaya S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Villagran"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.0495		
"ACE7F1104411"	"ArcelorMittal Celaya S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Villagran"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.0176		
"ACE7F1104411"	"ArcelorMittal Celaya S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Villagran"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									0.73205		
"ACE7F1104411"	"ArcelorMittal Celaya S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Villagran"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.011		
"ACE7F1104411"	"ArcelorMittal Celaya S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Villagran"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									0.47069		
"ACE7F1104411"	"ArcelorMittal Celaya S.A. de C.V."	"Metalurgica (incluye la siderurgica)"	"GUANAJUATO"	"Villagran"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.01925		
"ACE7T2201611"	"ACERLAN S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"QUERETARO"	"San Juan del Rio"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	7188.75393										
"ACE8V2500111"	"Alambrados y Circuitos Eléctricos S.A de C.V.       ACE VII"	"Equipos y articulos electronicos, electricos y domesticos"	"SINALOA"	"Ahome"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"								0.00014			
"ACE8V2500111"	"Alambrados y Circuitos Eléctricos S.A de C.V.       ACE VII"	"Equipos y articulos electronicos, electricos y domesticos"	"SINALOA"	"Ahome"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"	0.649				319.32						
"ACI3L1509511"	"AMB ACCION CARRIZAL INDUSTRIAL PARK S. DE R.L. DE C.V"	"Alimenticio y/o de consumo humano"	"MEXICO"	"Tepotzotlan"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"		0.63145									
"ACI3L1509511"	"AMB ACCION CARRIZAL INDUSTRIAL PARK S. DE R.L. DE C.V"	"Alimenticio y/o de consumo humano"	"MEXICO"	"Tepotzotlan"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"		0.00365									
"ACI3L1509511"	"AMB ACCION CARRIZAL INDUSTRIAL PARK S. DE R.L. DE C.V"	"Alimenticio y/o de consumo humano"	"MEXICO"	"Tepotzotlan"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"		0.0073									
"ACI3L1509511"	"AMB ACCION CARRIZAL INDUSTRIAL PARK S. DE R.L. DE C.V"	"Alimenticio y/o de consumo humano"	"MEXICO"	"Tepotzotlan"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"		0.146									
"ACI3L1509511"	"AMB ACCION CARRIZAL INDUSTRIAL PARK S. DE R.L. DE C.V"	"Alimenticio y/o de consumo humano"	"MEXICO"	"Tepotzotlan"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"		0.7665									
"ACI3L1509511"	"AMB ACCION CARRIZAL INDUSTRIAL PARK S. DE R.L. DE C.V"	"Alimenticio y/o de consumo humano"	"MEXICO"	"Tepotzotlan"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		0.7154									
"ACI3L1509511"	"AMB ACCION CARRIZAL INDUSTRIAL PARK S. DE R.L. DE C.V"	"Alimenticio y/o de consumo humano"	"MEXICO"	"Tepotzotlan"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		0.73									
"ACIRP0801911"	"AEROPUERTO DE CHIHUAHUA S.A. DE C.V."	"Otros"	"CHIHUAHUA"	"Chihuahua"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"		1.1084238									
"ACIRP0801911"	"AEROPUERTO DE CHIHUAHUA S.A. DE C.V."	"Otros"	"CHIHUAHUA"	"Chihuahua"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"		0.0068085									
"ACIRP0801911"	"AEROPUERTO DE CHIHUAHUA S.A. DE C.V."	"Otros"	"CHIHUAHUA"	"Chihuahua"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"		0.068085									
"ACIRP0801911"	"AEROPUERTO DE CHIHUAHUA S.A. DE C.V."	"Otros"	"CHIHUAHUA"	"Chihuahua"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		0.8388072									
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV"	"Quimica"	"GUANAJUATO"	"Celaya"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	18605.95										
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV"	"Quimica"	"GUANAJUATO"	"Celaya"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"		3.0754									
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV"	"Quimica"	"GUANAJUATO"	"Celaya"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"		0.123016									
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV"	"Quimica"	"GUANAJUATO"	"Celaya"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"		0.123016									
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV"	"Quimica"	"GUANAJUATO"	"Celaya"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"		4.6131									
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV"	"Quimica"	"GUANAJUATO"	"Celaya"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"		0.123016									
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV"	"Quimica"	"GUANAJUATO"	"Celaya"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"		9.2231									
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV"	"Quimica"	"GUANAJUATO"	"Celaya"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"		46.124									
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV"	"Quimica"	"GUANAJUATO"	"Celaya"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"		0.123016									
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV"	"Quimica"	"GUANAJUATO"	"Celaya"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		46.124									
"ACM3L1100711"	"AVON COSMETICS MANUFACTURING S DE RL DE CV"	"Quimica"	"GUANAJUATO"	"Celaya"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"		36.9032									
"ACM5W1505711"	"Alberto Culver de México S.A. de C.V."	"Quimica"	"MEXICO"	"Naucalpan de Juarez"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"	0.0013755										
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	"Quimica"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"Organohalogenados"	"Epiclorhidrina"	"106-89-8"	"kg/año"	36.343										
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	"Quimica"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	0.273329										
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	"Quimica"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"Compuestos Orgánicos Persistentes"	"Bifenilos policlorados"	"1336-36-3"	"kg/año"								18			
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	"Quimica"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.0352		
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	"Quimica"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"								0.0038			
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	"Quimica"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.00176		
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	"Quimica"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.088		
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	"Quimica"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									0.176		
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	"Quimica"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.00176		
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	"Quimica"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									0.264		
"ACM690900511"	"ASHLAND CHEMICAL DE MEXICO S.A DE D.C.V."	"Quimica"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"								5.8	0.528		
"ACO5W1510411"	"ASTRO COMERCIAL S.A. DE C.V."	"Quimica"	"MEXICO"	"Tlalnepantla de Baz"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	0.00000007745										
"ACO5W1510411"	"ASTRO COMERCIAL S.A. DE C.V."	"Quimica"	"MEXICO"	"Tlalnepantla de Baz"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"									0.001		
"ACO5W1510411"	"ASTRO COMERCIAL S.A. DE C.V."	"Quimica"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.0002		
"ACO5W1510411"	"ASTRO COMERCIAL S.A. DE C.V."	"Quimica"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.02		
"ACO5W1510411"	"ASTRO COMERCIAL S.A. DE C.V."	"Quimica"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									0.01		
"ACO5W1510411"	"ASTRO COMERCIAL S.A. DE C.V."	"Quimica"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.0004		
"ACO5W1510411"	"ASTRO COMERCIAL S.A. DE C.V."	"Quimica"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									0.025		
"ACO5W1510411"	"ASTRO COMERCIAL S.A. DE C.V."	"Quimica"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.025		
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"Otros"	"Bióxido de nitrógeno"	"10102-44-0"	"kg/año"	78930										
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	55366										
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"Otros"	"Asbesto"	"1332-21-4"	"kg/año"								605			
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"								0.005			
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"					886						
"ACO7F1510411"	"ACEROS CORSA S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"					46410						
"ACOTE2800311"	"COMPAÑIA ABASTECEDORA DE COMBUSTIBLE, S.A. DE C.V. PLANTA CIUDAD MADERO"	"Otros"	"TAMAULIPAS"	"Altamira"	"Metales"	"Mercurio"	"7439-97-6"	"kg/año"									0.000226254		
"ACOTE2800311"	"COMPAÑIA ABASTECEDORA DE COMBUSTIBLE, S.A. DE C.V. PLANTA CIUDAD MADERO"	"Otros"	"TAMAULIPAS"	"Altamira"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"									0.002790466		
"ACOTE2800311"	"COMPAÑIA ABASTECEDORA DE COMBUSTIBLE, S.A. DE C.V. PLANTA CIUDAD MADERO"	"Otros"	"TAMAULIPAS"	"Altamira"	"Metales"	"Cadmio"	"7440-43-9"	"kg/año"									0.004600498		
"ACOTE2800311"	"COMPAÑIA ABASTECEDORA DE COMBUSTIBLE, S.A. DE C.V. PLANTA CIUDAD MADERO"	"Otros"	"TAMAULIPAS"	"Altamira"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"									0.005387		
"ACOTE2800311"	"COMPAÑIA ABASTECEDORA DE COMBUSTIBLE, S.A. DE C.V. PLANTA CIUDAD MADERO"	"Otros"	"TAMAULIPAS"	"Altamira"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"									0.0193932		
"ACOTE2800311"	"COMPAÑIA ABASTECEDORA DE COMBUSTIBLE, S.A. DE C.V. PLANTA CIUDAD MADERO"	"Otros"	"TAMAULIPAS"	"Altamira"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.013715302		
"ACR7X0803711"	"ALFA CRONOS, S.A. DE C.V."	"Quimica"	"CHIHUAHUA"	"Juarez"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.005976		
"ACR7X0803711"	"ALFA CRONOS, S.A. DE C.V."	"Quimica"	"CHIHUAHUA"	"Juarez"	"Metales"	"Cadmio (compuestos)"	"S/C2"	"kg/año"									0.2988		
"ACR7X0803711"	"ALFA CRONOS, S.A. DE C.V."	"Quimica"	"CHIHUAHUA"	"Juarez"	"Metales"	"Mercurio (compuestos)"	"S/C4"	"kg/año"									0.005976		
"ACR7X0803711"	"ALFA CRONOS, S.A. DE C.V."	"Quimica"	"CHIHUAHUA"	"Juarez"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"		0.2988							0.2988		
"ACR7X0803711"	"ALFA CRONOS, S.A. DE C.V."	"Quimica"	"CHIHUAHUA"	"Juarez"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"									0.5976		
"ACT7X0200311"	"ACABADOS DE CALIDAD TECATE S.A. DE C.V."	"Articulos y productos metalicos"	"BAJA CALIFORNIA"	"Tecate"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	16.2678										
"ACT7X0200311"	"ACABADOS DE CALIDAD TECATE S.A. DE C.V."	"Articulos y productos metalicos"	"BAJA CALIFORNIA"	"Tecate"	"Metales"	"Cromo (compuestos)"	"S/C3"	"kg/año"								25			
"ACT7X0200311"	"ACABADOS DE CALIDAD TECATE S.A. DE C.V."	"Articulos y productos metalicos"	"BAJA CALIFORNIA"	"Tecate"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"								25			
"ACU191512111"	"AUTOMOTRIZ CUAUTITLAN S.A. DE C.V."	"Otros"	"MEXICO"	"Cuautitlan"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"								100			
"ACUKE1903911"	"AUTOPOLIS CUMBRES S.A. DE C.V."	"Otros"	"NUEVO LEON"	"Monterrey"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"					27						
"ACUKE1903921"	"AUTOMOTORES CUMBRES S.A. DE C.V."	"Otros"	"NUEVO LEON"	"Monterrey"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"					204						
"ACV5H1605311"	"ALKEMIN S. DE R.L. DE C.V."	"Quimica"	"MICHOACAN"	"Morelia"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	1035										
"ACV5H1605311"	"ALKEMIN S. DE R.L. DE C.V."	"Quimica"	"MICHOACAN"	"Morelia"	"Metales"	"Arsénico"	"7440-38-2"	"kg/año"									0.100729354		
"ACV5H1605311"	"ALKEMIN S. DE R.L. DE C.V."	"Quimica"	"MICHOACAN"	"Morelia"	"Metales"	"Arsénico (compuestos)"	"S/C1"	"kg/año"									0.100729354		
"ACV5H1605311"	"ALKEMIN S. DE R.L. DE C.V."	"Quimica"	"MICHOACAN"	"Morelia"	"Metales"	"Níquel (compuestos)"	"S/C5"	"kg/año"	3.4983										
"ADC0501800005"	"ALMACEN Y DISTRIBUIDORA DE COAHUILA, S.DE R.L."	"Otros"	"COAHUILA"	"Monclova"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	0.025874										
"ADEN22201411"	"AVERY DENNISON S.A. DE C.V."	"Celulosa y papel"	"QUERETARO"	"Queretaro"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	1910.57										
"ADH5G2901511"	"ADHESIVOS, S.A. DE C.V."	"Petroleo y petroquimica"	"TLAXCALA"	"Ixtacuixtla de Mariano Matamoros"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	2120.2										
"ADIKE1503711"	"AUTOMOVILES DINAMICOS S. DE R.L. DE C.V."	"Otros"	"MEXICO"	"Huixquilucan"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"				3578	2880						
"ADM7T2402821"	"ACEROS DM., S. A. DE C. V."	"Metalurgica (incluye la siderurgica)"	"SAN LUIS POTOSI"	"San Luis Potosi"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	61714.5648										
"ADUEE1000511"	"AUTOMOTRIZ DE DURANGO S.A. DE C.V."	"Otros"	"DURANGO"	"Durango"	"Metales"	"Plomo (compuestos)"	"S/C6"	"kg/año"					189102.4						
"AEA910500211"	"APARATOS ELECTRICOS DE ACUNA S.A DE C.V"	"Equipos y articulos electronicos, electricos y domesticos"	"COAHUILA"	"Acuna"	"Gases de Efecto Invernadero"	"Bióxido de carbono"	"124-38-9"	"ton/año"	0.000678										
"AEA9M1103711"	"ARNESES ELÉCTRICOS AUTOMOTRICES S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos"	"GUANAJUATO"	"Silao"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"kg/año"			0.05539235								
