"NRA"	"NOMBRE"	"SECTOR"	"ESTADO"	"MUNICIPIO"	"CAS"	"SUSTANCIA"	"UNIDAD"	"AIRE"	"AGUA"	"SUELO"	"REUTILIZACIÓN"	"RECICLADO"	"COPROCESAMIENTO"	"TRATAMIENTO"	"DISPOSICIÓN
FINAL"	"ALCANTARILLADO"	"INCINERACIÓN"	"OTROS"
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"124-38-9"	"Bióxido de carbono"	"ton"	0.0126726	0	0	0	0	0	0	0	0	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"57-12-5"	"Cianuro inorgánico/orgánico"	"kg"	0	0	0	0	0	0	0	0	0.000016	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"S/C1"	"Arsénico (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.00001472	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"S/C2"	"Cadmio (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.00008	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"S/C3"	"Cromo (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.00000808	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"S/C6"	"Plomo (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.0004	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"S/C5"	"Níquel (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.0004	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"S/C4"	"Mercurio (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.00000072	0	0
"AAG8A1403911"	"JESUS ALVARADO GARCIA"	"Quimica"	"JALISCO"	"Guadalajara"	"S/C3"	"Cromo (compuestos)"	"kg"	2.42	0.144	0	0	0	0	400	0	0.144	0	0
"AAG8A1403911"	"JESUS ALVARADO GARCIA"	"Quimica"	"JALISCO"	"Guadalajara"	"S/C4"	"Mercurio (compuestos)"	"kg"	0	0.0016	0	0	0	0	0	0	0.0016	0	0
"AAG8A1403911"	"JESUS ALVARADO GARCIA"	"Quimica"	"JALISCO"	"Guadalajara"	"57-12-5"	"Cianuro inorgánico/orgánico"	"kg"	0	0	0	0	0	0	0	0	0.0832	0	0
"AAG8A1403911"	"JESUS ALVARADO GARCIA"	"Quimica"	"JALISCO"	"Guadalajara"	"S/C2"	"Cadmio (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.0464	0	0
"AAG8A1403911"	"JESUS ALVARADO GARCIA"	"Quimica"	"JALISCO"	"Guadalajara"	"S/C6"	"Plomo (compuestos)"	"kg"	0	0.144	0	0	0	0	0	0	0.144	0	0
"AAG8A1403911"	"JESUS ALVARADO GARCIA"	"Quimica"	"JALISCO"	"Guadalajara"	"S/C5"	"Níquel (compuestos)"	"kg"	6.57	0.12	0	0	0	0	0	0	0.12	0	0
"AAG8A1403911"	"JESUS ALVARADO GARCIA"	"Quimica"	"JALISCO"	"Guadalajara"	"S/C1"	"Arsénico (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.064	0	0
"AAG8A1403911"	"JESUS ALVARADO GARCIA"	"Quimica"	"JALISCO"	"Guadalajara"	"7440-43-9"	"Cadmio"	"kg"	0	0.0464	0	0	0	0	0	0	0.0464	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"S/C3"	"Cromo (compuestos)"	"kg"	0	0	0	0	0	0	0	0	11.07575	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"S/C2"	"Cadmio (compuestos)"	"kg"	0	0	0	0	0	0	0	0	8.8606	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"S/C1"	"Arsénico (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.088606	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"62-53-3"	"Anilina"	"kg"	0	0	0	0	0	810	0	0	0	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"57-12-5"	"Cianuro inorgánico/orgánico"	"kg"	0	0	0	0	0	0	0	0	0.44303	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"S/C4"	"Mercurio (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.177212	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"S/C5"	"Níquel (compuestos)"	"kg"	0	0	0	0	0	0	0	0	11.07575	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"S/C6"	"Plomo (compuestos)"	"kg"	0	0	0	0	0	0	0	0	7.97454	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V. PLANTA BARRIENTOS"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"S/C1"	"Arsénico (compuestos)"	"kg"	0	0.047576	0	0	0	0	0	0	0	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V. PLANTA BARRIENTOS"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"S/C2"	"Cadmio (compuestos)"	"kg"	0	4.7576	0	0	0	0	0	0	0	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V. PLANTA BARRIENTOS"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"S/C3"	"Cromo (compuestos)"	"kg"	0	5.947	0	0	0	0	0	0	0	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V. PLANTA BARRIENTOS"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"S/C4"	"Mercurio (compuestos)"	"kg"	0	0.095152	0	0	0	0	0	0	0	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V. PLANTA BARRIENTOS"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"S/C5"	"Níquel (compuestos)"	"kg"	0	5.947	0	0	0	0	0	0	0	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V. PLANTA BARRIENTOS"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"S/C6"	"Plomo (compuestos)"	"kg"	0	4.28184	0	0	0	0	0	0	0	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V. PLANTA BARRIENTOS"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"57-12-5"	"Cianuro inorgánico/orgánico"	"kg"	0	0.23788	0	0	0	0	0	0	0	0	0
"AAL7Q1510911"	"AZINSA ALUMINIO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"S/C5"	"Níquel (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.03	0	0
"AAL7Q1510911"	"AZINSA ALUMINIO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"S/C3"	"Cromo (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.025	0	0
"AAL7Q1510911"	"AZINSA ALUMINIO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"S/C2"	"Cadmio (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.01	0	0
"AAL7Q1510911"	"AZINSA ALUMINIO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"S/C1"	"Arsénico (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.00105	0	0
"AAL7Q1510911"	"AZINSA ALUMINIO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"57-12-5"	"Cianuro inorgánico/orgánico"	"kg"	0	0	0	0	0	0	0	0	0.0025	0	0
"AAL7Q1510911"	"AZINSA ALUMINIO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"S/C6"	"Plomo (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.05	0	0
"AAL7Q1510911"	"AZINSA ALUMINIO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"S/C4"	"Mercurio (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.0005	0	0
"AAM9M1103711"	"AMERICAN AXLE & MANUFACTURING DE MEXICO S. DE R.L. DE C.V."	"Automotriz"	"GUANAJUATO"	"Silao"	"124-38-9"	"Bióxido de carbono"	"ton"	2935.0657	0	0	0	0	0	0	0	0	0	0
"AAM9M1103711"	"AMERICAN AXLE & MANUFACTURING DE MEXICO S. DE R.L. DE C.V."	"Automotriz"	"GUANAJUATO"	"Silao"	"S/C1"	"Arsénico (compuestos)"	"kg"	0	0	0.3697792	0	0	0	0	0	0	0	0
"AAM9M1103711"	"AMERICAN AXLE & MANUFACTURING DE MEXICO S. DE R.L. DE C.V."	"Automotriz"	"GUANAJUATO"	"Silao"	"S/C5"	"Níquel (compuestos)"	"kg"	0	1.5	4.4109376	0	0	0	0	0	0	0	0
"AAM9M1103711"	"AMERICAN AXLE & MANUFACTURING DE MEXICO S. DE R.L. DE C.V."	"Automotriz"	"GUANAJUATO"	"Silao"	"S/C6"	"Plomo (compuestos)"	"kg"	0	0	247	0	0	0	2886	0	0	0	0
"AAN7L1510611"	"ACEROS ANGLO S.A .DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Toluca"	"124-38-9"	"Bióxido de carbono"	"ton"	314.46933	0	0	0	0	0	0	0	0	0	0
"AAN8Z1503311"	"ACUMULADORES ANAHUAC S.A DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"124-38-9"	"Bióxido de carbono"	"ton"	24.2	0	0	0	0	0	0	0	0	0	0
"AAN8Z1503311"	"ACUMULADORES ANAHUAC S.A DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"57-12-5"	"Cianuro inorgánico/orgánico"	"kg"	0	0.00036	0	0	0	0	0	0	0.00036	0	0
"AAN8Z1503311"	"ACUMULADORES ANAHUAC S.A DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"7439-97-6"	"Mercurio"	"kg"	0	0.000144	0	0	0	0	0	0	0	0	0
"AAN8Z1503311"	"ACUMULADORES ANAHUAC S.A DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"7440-38-2"	"Arsénico"	"kg"	0	0.000144	0	0	0	0	0	0	0	0	0
"AAN8Z1503311"	"ACUMULADORES ANAHUAC S.A DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"S/C1"	"Arsénico (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.000144	0	0
"AAN8Z1503311"	"ACUMULADORES ANAHUAC S.A DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"S/C2"	"Cadmio (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.0072	0	0
"AAN8Z1503311"	"ACUMULADORES ANAHUAC S.A DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"S/C3"	"Cromo (compuestos)"	"kg"	0	0.001584	0	0	0	0	0	0	0.001584	0	0
"AAN8Z1503311"	"ACUMULADORES ANAHUAC S.A DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"S/C4"	"Mercurio (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.000144	0	0
"AAN8Z1503311"	"ACUMULADORES ANAHUAC S.A DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"S/C5"	"Níquel (compuestos)"	"kg"	0	0	0	0	0	0	0	0	0.0144	0	0
"AAN8Z1503311"	"ACUMULADORES ANAHUAC S.A DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"S/C6"	"Plomo (compuestos)"	"kg"	0	0.0144	13504	0	0	8000	0	0	0.0144	0	0
"AAN8Z1503311"	"ACUMULADORES ANAHUAC S.A DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"7440-43-9"	"Cadmio"	"kg"	0	0.0072	0	0	0	0	0	0	0	0	0
"AARKE1901911"	"ALIANZA AUTOMOTRIZ RIVERO S.A. DE C.V."	"Otros"	"NUEVO LEON"	"Monterrey"	"S/C6"	"Plomo (compuestos)"	"kg"	0	0	0	0	39	0	0	0	0	0	0
"ABA5N1605311"	"Agroindustrias del Balsas, S.A. de C.V."	"Quimica"	"MICHOACAN"	"Lazaro Cardenas"	"124-38-9"	"Bióxido de carbono"	"ton"	185038.782	0	0	0	0	0	0	0	0	0	0
"ABA5N1605311"	"Agroindustrias del Balsas, S.A. de C.V."	"Quimica"	"MICHOACAN"	"Lazaro Cardenas"	"10024-97-2"	"Oxido nitroso"	"ton"	726.346	0	0	0	0	0	0	0	0	0	0
"ABA621000711"	"AUSTIN BACIS, S.A. DE C.V."	"Quimica"	"DURANGO"	"Gomez Palacio"	"124-38-9"	"Bióxido de carbono"	"ton"	2800	0	0	0	0	0	0	0	0	0	0
"ABA621000711"	"AUSTIN BACIS, S.A. DE C.V."	"Quimica"	"DURANGO"	"Gomez Palacio"	"1332-21-4"	"Asbesto"	"kg"	0	0	0	0	0	1973	0	0	0	0	0
