anio	cas	em_agua	em_aire	em_suelo	estado	gruposustancia	municipio	nombre	nra	sector	sustancia	tr_alcantarillado	tr_coprocesamiento	tr_dispfinal	tr_incineracion	tr_otros	tr_reciclado	tr_reutilizacion	tr_tratamiento	unidad
2012	S/C3	5.5e-05			COLIMA	Metales	Tecoman	CITROJUGO, S.A DE C.V.	CIT640600911	Quimica	Cromo (compuestos)									kg/año
2012	S/C4	5.5e-06			COLIMA	Metales	Tecoman	CITROJUGO, S.A DE C.V.	CIT640600911	Quimica	Mercurio (compuestos)									kg/año
2012	S/C5	0.00055			COLIMA	Metales	Tecoman	CITROJUGO, S.A DE C.V.	CIT640600911	Quimica	Níquel (compuestos)									kg/año
2012	S/C6	0.00055			COLIMA	Metales	Tecoman	CITROJUGO, S.A DE C.V.	CIT640600911	Quimica	Plomo (compuestos)									kg/año
2012	124-38-9		4217.0		MICHOACAN	Gases de Efecto Invernadero	Apatzingan	CITROLIM  S.A  DE C.V.	CIT641600611	Quimica	Bióxido de carbono									ton/año
2012	124-38-9		2183.50956		MEXICO	Gases de Efecto Invernadero	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE ANODIZADO	CIV7M1502511	Metalurgica (incluye la siderurgica)	Bióxido de carbono									ton/año
2012	57-12-5				MEXICO	Otros	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE ANODIZADO	CIV7M1502511	Metalurgica (incluye la siderurgica)	Cianuro inorgánico/orgánico	0.00856656								kg/año
2012	S/C1				MEXICO	Metales	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE ANODIZADO	CIV7M1502511	Metalurgica (incluye la siderurgica)	Arsénico (compuestos)	0.0044546112								kg/año
2012	S/C2				MEXICO	Metales	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE ANODIZADO	CIV7M1502511	Metalurgica (incluye la siderurgica)	Cadmio (compuestos)	0.03426624								kg/año
2012	S/C3				MEXICO	Metales	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE ANODIZADO	CIV7M1502511	Metalurgica (incluye la siderurgica)	Cromo (compuestos)	0.0856656								kg/año
2012	S/C4				MEXICO	Metales	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE ANODIZADO	CIV7M1502511	Metalurgica (incluye la siderurgica)	Mercurio (compuestos)	0.001713312								kg/año
2012	S/C5				MEXICO	Metales	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE ANODIZADO	CIV7M1502511	Metalurgica (incluye la siderurgica)	Níquel (compuestos)	0.20559744								kg/año
2012	S/C6				MEXICO	Metales	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE ANODIZADO	CIV7M1502511	Metalurgica (incluye la siderurgica)	Plomo (compuestos)	0.1713312								kg/año
2012	124-38-9		2519.88783		MEXICO	Gases de Efecto Invernadero	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE EXTRUSIÓN	CIV7M1502512	Metalurgica (incluye la siderurgica)	Bióxido de carbono									ton/año
2012	57-12-5				MEXICO	Otros	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE EXTRUSIÓN	CIV7M1502512	Metalurgica (incluye la siderurgica)	Cianuro inorgánico/orgánico	0.01197504								kg/año
2012	S/C1				MEXICO	Metales	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE EXTRUSIÓN	CIV7M1502512	Metalurgica (incluye la siderurgica)	Arsénico (compuestos)	0.004790016								kg/año
2012	S/C2				MEXICO	Metales	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE EXTRUSIÓN	CIV7M1502512	Metalurgica (incluye la siderurgica)	Cadmio (compuestos)	0.04790016								kg/año
2012	S/C3				MEXICO	Metales	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE EXTRUSIÓN	CIV7M1502512	Metalurgica (incluye la siderurgica)	Cromo (compuestos)	0.1197504								kg/año
2012	S/C4				MEXICO	Metales	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE EXTRUSIÓN	CIV7M1502512	Metalurgica (incluye la siderurgica)	Mercurio (compuestos)	0.002395008								kg/año
2012	S/C5				MEXICO	Metales	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE EXTRUSIÓN	CIV7M1502512	Metalurgica (incluye la siderurgica)	Níquel (compuestos)	0.14370048								kg/año
2012	S/C6				MEXICO	Metales	Chalco	CONSORCIO INDUSTRIAL VALSA, S.A. DE C.V. PLANTA DE EXTRUSIÓN	CIV7M1502512	Metalurgica (incluye la siderurgica)	Plomo (compuestos)	0.2395008								kg/año
2012	124-38-9		162.8669		CHIHUAHUA	Gases de Efecto Invernadero	Juarez	CUMMINS GRUPO INDUSTRIAL S. DE R.L. DE C.V.	CJU9I0803711	Automotriz	Bióxido de carbono									ton/año
2012	57-12-5				DISTRITO FEDERAL	Otros	Azcapotzalco	COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A DE C.V.	CLD1S0900211	Alimenticio y/o de consumo humano	Cianuro inorgánico/orgánico	2.2800528								kg/año
2012	7439-97-6				DISTRITO FEDERAL	Metales	Azcapotzalco	COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A DE C.V.	CLD1S0900211	Alimenticio y/o de consumo humano	Mercurio			160.0						kg/año
2012	S/C1				DISTRITO FEDERAL	Metales	Azcapotzalco	COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A DE C.V.	CLD1S0900211	Alimenticio y/o de consumo humano	Arsénico (compuestos)	0.45601056								kg/año
2012	S/C2				DISTRITO FEDERAL	Metales	Azcapotzalco	COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A DE C.V.	CLD1S0900211	Alimenticio y/o de consumo humano	Cadmio (compuestos)	45.601056								kg/año
2012	S/C3				DISTRITO FEDERAL	Metales	Azcapotzalco	COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A DE C.V.	CLD1S0900211	Alimenticio y/o de consumo humano	Cromo (compuestos)	22.800528								kg/año
2012	S/C4				DISTRITO FEDERAL	Metales	Azcapotzalco	COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A DE C.V.	CLD1S0900211	Alimenticio y/o de consumo humano	Mercurio (compuestos)	0.91202112								kg/año
2012	S/C5				DISTRITO FEDERAL	Metales	Azcapotzalco	COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A DE C.V.	CLD1S0900211	Alimenticio y/o de consumo humano	Níquel (compuestos)	57.00132								kg/año
2012	S/C6				DISTRITO FEDERAL	Metales	Azcapotzalco	COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A DE C.V.	CLD1S0900211	Alimenticio y/o de consumo humano	Plomo (compuestos)	41.0409504								kg/año
2012	57-12-5				JALISCO	Otros	Tlaquepaque	COMERCIALIZADORA DE LACTEOS Y DERIVADOS S.A. DE C.V.	CLD1S1409811	Alimenticio y/o de consumo humano	Cianuro inorgánico/orgánico	1648.6378								kg/año
2012	S/C1				JALISCO	Metales	Tlaquepaque	COMERCIALIZADORA DE LACTEOS Y DERIVADOS S.A. DE C.V.	CLD1S1409811	Alimenticio y/o de consumo humano	Arsénico (compuestos)	80.7832522								kg/año
2012	S/C2				JALISCO	Metales	Tlaquepaque	COMERCIALIZADORA DE LACTEOS Y DERIVADOS S.A. DE C.V.	CLD1S1409811	Alimenticio y/o de consumo humano	Cadmio (compuestos)	329.72756								kg/año
2012	S/C3				JALISCO	Metales	Tlaquepaque	COMERCIALIZADORA DE LACTEOS Y DERIVADOS S.A. DE C.V.	CLD1S1409811	Alimenticio y/o de consumo humano	Cromo (compuestos)	1236.47835								kg/año
2012	S/C4				JALISCO	Metales	Tlaquepaque	COMERCIALIZADORA DE LACTEOS Y DERIVADOS S.A. DE C.V.	CLD1S1409811	Alimenticio y/o de consumo humano	Mercurio (compuestos)	32.972756								kg/año
2012	S/C5				JALISCO	Metales	Tlaquepaque	COMERCIALIZADORA DE LACTEOS Y DERIVADOS S.A. DE C.V.	CLD1S1409811	Alimenticio y/o de consumo humano	Níquel (compuestos)	1648.6378								kg/año
2012	S/C6				JALISCO	Metales	Tlaquepaque	COMERCIALIZADORA DE LACTEOS Y DERIVADOS S.A. DE C.V.	CLD1S1409811	Alimenticio y/o de consumo humano	Plomo (compuestos)	1648.6378								kg/año
2012	124-38-9		1.587		TAMAULIPAS	Gases de Efecto Invernadero	Matamoros	Cleanmex, S.A. de C.V.	CLEPN2802211	Tratamiento de residuos peligrosos	Bióxido de carbono									ton/año
2012	S/C10		3.88e-12		TAMAULIPAS	Compuestos Orgánicos Persistentes	Matamoros	Cleanmex, S.A. de C.V.	CLEPN2802211	Tratamiento de residuos peligrosos	Dioxinas									g/año
2012	10102-44-0		332150.0		NUEVO LEON	Otros	Monterrey	Crisa Libbey México, S. de R.L. de C.V. Planta M	CLM701903911	vidrio	Bióxido de nitrógeno									kg/año
2012	124-38-9		113264.4		NUEVO LEON	Gases de Efecto Invernadero	Monterrey	Crisa Libbey México, S. de R.L. de C.V. Planta M	CLM701903911	vidrio	Bióxido de carbono									ton/año
2012	S/C1				NUEVO LEON	Metales	Monterrey	Crisa Libbey México, S. de R.L. de C.V. Planta M	CLM701903911	vidrio	Arsénico (compuestos)			12.07						kg/año
2012	S/C3				NUEVO LEON	Metales	Monterrey	Crisa Libbey México, S. de R.L. de C.V. Planta M	CLM701903911	vidrio	Cromo (compuestos)			1.11						kg/año
2012	S/C4				NUEVO LEON	Metales	Monterrey	Crisa Libbey México, S. de R.L. de C.V. Planta M	CLM701903911	vidrio	Mercurio (compuestos)			0.095						kg/año
2012	S/C6				NUEVO LEON	Metales	Monterrey	Crisa Libbey México, S. de R.L. de C.V. Planta M	CLM701903911	vidrio	Plomo (compuestos)			759.63						kg/año
2012	108-95-2				NUEVO LEON	Hidrocarburos Aromáticos y Alifáticos	Monterrey	Crisa Libbey México, S. de R. L. de C. V. Planta Intercrisa	CLMTY1903911	Vidrio y cristal	Fenol			1997.29						kg/año
2012	50-00-0				NUEVO LEON	Otros	Monterrey	Crisa Libbey México, S. de R. L. de C. V. Planta Intercrisa	CLMTY1903911	Vidrio y cristal	Formaldehido			399.46						kg/año
2012	7439-97-6				NUEVO LEON	Metales	Monterrey	Crisa Libbey México, S. de R. L. de C. V. Planta Intercrisa	CLMTY1903911	Vidrio y cristal	Mercurio			0.00146						kg/año
2012	S/C2				NUEVO LEON	Metales	Monterrey	Crisa Libbey México, S. de R. L. de C. V. Planta Intercrisa	CLMTY1903911	Vidrio y cristal	Cadmio (compuestos)			10.86						kg/año
2012	S/C6				NUEVO LEON	Metales	Monterrey	Crisa Libbey México, S. de R. L. de C. V. Planta Intercrisa	CLMTY1903911	Vidrio y cristal	Plomo (compuestos)		209.3							kg/año
2012	10102-44-0		407138.0		TAMAULIPAS	Otros	Valle Hermoso	CENTRAL LOMAS DE REAL S.A. DE C.V.	CLRAD2804011	Generación de energía eléctrica	Bióxido de nitrógeno									kg/año
2012	124-38-9		1365345.5187		TAMAULIPAS	Gases de Efecto Invernadero	Valle Hermoso	CENTRAL LOMAS DE REAL S.A. DE C.V.	CLRAD2804011	Generación de energía eléctrica	Bióxido de carbono									ton/año
2012	50-00-0		8798.9		TAMAULIPAS	Otros	Valle Hermoso	CENTRAL LOMAS DE REAL S.A. DE C.V.	CLRAD2804011	Generación de energía eléctrica	Formaldehido									kg/año
2012	75-07-0		495.3		TAMAULIPAS	Otros	Valle Hermoso	CENTRAL LOMAS DE REAL S.A. DE C.V.	CLRAD2804011	Generación de energía eléctrica	Acetaldehido									kg/año
2012	124-38-9		48511.02		TLAXCALA	Gases de Efecto Invernadero	Calpulalpan	CEBADAS Y MALTAS, S.A. DE C.V.	CMA2M2900611	Bebidas y tabaco	Bióxido de carbono									ton/año
2012	57-12-5			9.638104	TLAXCALA	Otros	Calpulalpan	CEBADAS Y MALTAS, S.A. DE C.V.	CMA2M2900611	Bebidas y tabaco	Cianuro inorgánico/orgánico									kg/año
2012	7440-38-2			0.9219056	TLAXCALA	Metales	Calpulalpan	CEBADAS Y MALTAS, S.A. DE C.V.	CMA2M2900611	Bebidas y tabaco	Arsénico									kg/año
2012	S/C2	21.790496			TLAXCALA	Metales	Calpulalpan	CEBADAS Y MALTAS, S.A. DE C.V.	CMA2M2900611	Bebidas y tabaco	Cadmio (compuestos)									kg/año
2012	S/C3	49.028616			TLAXCALA	Metales	Calpulalpan	CEBADAS Y MALTAS, S.A. DE C.V.	CMA2M2900611	Bebidas y tabaco	Cromo (compuestos)									kg/año
2012	S/C4	1.816476			TLAXCALA	Metales	Calpulalpan	CEBADAS Y MALTAS, S.A. DE C.V.	CMA2M2900611	Bebidas y tabaco	Mercurio (compuestos)									kg/año
2012	S/C5	49.866712			TLAXCALA	Metales	Calpulalpan	CEBADAS Y MALTAS, S.A. DE C.V.	CMA2M2900611	Bebidas y tabaco	Níquel (compuestos)									kg/año
2012	S/C6	48.609568			TLAXCALA	Metales	Calpulalpan	CEBADAS Y MALTAS, S.A. DE C.V.	CMA2M2900611	Bebidas y tabaco	Plomo (compuestos)									kg/año
2012	124-38-9		5726.36		MEXICO	Gases de Efecto Invernadero	La Paz	CELULOSAS MAIRO S.A. DE C.V.	CMA581507011	Celulosa y papel	Bióxido de carbono									ton/año
2012	S/C4				MEXICO	Metales	La Paz	CELULOSAS MAIRO S.A. DE C.V.	CMA581507011	Celulosa y papel	Mercurio (compuestos)				15.52					kg/año
2012	S/C6				MEXICO	Metales	La Paz	CELULOSAS MAIRO S.A. DE C.V.	CMA581507011	Celulosa y papel	Plomo (compuestos)						41.7			kg/año
2012	108-95-2				DURANGO	Hidrocarburos Aromáticos y Alifáticos	Durango	MASNOVA QUÍMICA S.A.  DE C.V.	CMA5Q1000511	Quimica	Fenol	68.49	131.52							kg/año
2012	124-38-9		0.42204		DURANGO	Gases de Efecto Invernadero	Durango	MASNOVA QUÍMICA S.A.  DE C.V.	CMA5Q1000511	Quimica	Bióxido de carbono									ton/año
2012	50-00-0				DURANGO	Otros	Durango	MASNOVA QUÍMICA S.A.  DE C.V.	CMA5Q1000511	Quimica	Formaldehido		1120.4							kg/año
2012	57-12-5				DURANGO	Otros	Durango	MASNOVA QUÍMICA S.A.  DE C.V.	CMA5Q1000511	Quimica	Cianuro inorgánico/orgánico	0.054792								kg/año
2012	S/C1				DURANGO	Metales	Durango	MASNOVA QUÍMICA S.A.  DE C.V.	CMA5Q1000511	Quimica	Arsénico (compuestos)	0.164376								kg/año
2012	S/C2				DURANGO	Metales	Durango	MASNOVA QUÍMICA S.A.  DE C.V.	CMA5Q1000511	Quimica	Cadmio (compuestos)	0.008218								kg/año
2012	S/C3				DURANGO	Metales	Durango	MASNOVA QUÍMICA S.A.  DE C.V.	CMA5Q1000511	Quimica	Cromo (compuestos)	0.10958								kg/año
2012	S/C4				DURANGO	Metales	Durango	MASNOVA QUÍMICA S.A.  DE C.V.	CMA5Q1000511	Quimica	Mercurio (compuestos)	0.00274								kg/año
2012	S/C5				DURANGO	Metales	Durango	MASNOVA QUÍMICA S.A.  DE C.V.	CMA5Q1000511	Quimica	Níquel (compuestos)	1.65778								kg/año
2012	S/C6				DURANGO	Metales	Durango	MASNOVA QUÍMICA S.A.  DE C.V.	CMA5Q1000511	Quimica	Plomo (compuestos)	0.191772								kg/año
2012	S/C2				TAMAULIPAS	Metales	Matamoros	CEPILLOS DE MATAMOROS S.A. DE C.V. - AMPLIACION	CMA5U2802211	Quimica	Cadmio (compuestos)	0.4416174								kg/año
2012	S/C5				TAMAULIPAS	Metales	Matamoros	CEPILLOS DE MATAMOROS S.A. DE C.V. - AMPLIACION	CMA5U2802211	Quimica	Níquel (compuestos)	1.3248522								kg/año
2012	S/C6				TAMAULIPAS	Metales	Matamoros	CEPILLOS DE MATAMOROS S.A. DE C.V. - AMPLIACION	CMA5U2802211	Quimica	Plomo (compuestos)	1.1355876								kg/año
2012	100-42-5				TAMAULIPAS	Hidrocarburos Aromáticos y Alifáticos	Matamoros	CEPILLOS DE MATAMOROS S.A. DE C.V.	CMA6H2802211	Quimica	Estireno (fenil etileno)			5882.109761			58821.09761			kg/año
2012	S/C2				TAMAULIPAS	Metales	Matamoros	CEPILLOS DE MATAMOROS S.A. DE C.V.	CMA6H2802211	Quimica	Cadmio (compuestos)	0.938436975								kg/año
2012	S/C5				TAMAULIPAS	Metales	Matamoros	CEPILLOS DE MATAMOROS S.A. DE C.V.	CMA6H2802211	Quimica	Níquel (compuestos)	2.815310925								kg/año
2012	S/C6				TAMAULIPAS	Metales	Matamoros	CEPILLOS DE MATAMOROS S.A. DE C.V.	CMA6H2802211	Quimica	Plomo (compuestos)	2.41312365								kg/año
2012	124-38-9		8607.223		SONORA	Gases de Efecto Invernadero	Alamos	COBRE DEL MAYO S.A. DE C.V.	CMAR42603011	Metalurgica (incluye la siderurgica)	Bióxido de carbono									ton/año
2012	S/C6				SONORA	Metales	Alamos	COBRE DEL MAYO S.A. DE C.V.	CMAR42603011	Metalurgica (incluye la siderurgica)	Plomo (compuestos)		35200.0					877.5		kg/año
2012	124-38-9		93162.02915665		COLIMA	Gases de Efecto Invernadero	Manzanillo	CONSORCIO MINERO BENITO JUÁREZ S.A. DE C.V.	CMB110600711	Metalurgica (incluye la siderurgica)	Bióxido de carbono									ton/año
2012	7440-43-9	5.7206625		5.7206625	COLIMA	Metales	Manzanillo	CONSORCIO MINERO BENITO JUÁREZ S.A. DE C.V.	CMB110600711	Metalurgica (incluye la siderurgica)	Cadmio									kg/año
2012	75-45-6		1377.2		COLIMA	Sustancias Agotadoras de la Capa de Ozono	Manzanillo	CONSORCIO MINERO BENITO JUÁREZ S.A. DE C.V.	CMB110600711	Metalurgica (incluye la siderurgica)	Clorodifluorometano (HCFC-22)									kg/año
2012	S/C2				COLIMA	Metales	Manzanillo	CONSORCIO MINERO BENITO JUÁREZ S.A. DE C.V.	CMB110600711	Metalurgica (incluye la siderurgica)	Cadmio (compuestos)						119.6373			kg/año
2012	S/C5	55.1687425		5.7206625	COLIMA	Metales	Manzanillo	CONSORCIO MINERO BENITO JUÁREZ S.A. DE C.V.	CMB110600711	Metalurgica (incluye la siderurgica)	Níquel (compuestos)						129.8097			kg/año
2012	S/C6			45.7653	COLIMA	Metales	Manzanillo	CONSORCIO MINERO BENITO JUÁREZ S.A. DE C.V.	CMB110600711	Metalurgica (incluye la siderurgica)	Plomo (compuestos)						7370.1			kg/año
2012	57-12-5				NUEVO LEON	Otros	Apodaca	COMPAÑIA DE MOTORES DOMESTICOS S.A. DE C.V.	CMD8T1900611	Articulos y productos metalicos	Cianuro inorgánico/orgánico	0.2932264								kg/año
2012	10102-44-0		9573.8		GUANAJUATO	Otros	Villagran	CAMPBELLS DE MEXICO S.A. DE C.V.	CME1X1104411	Alimenticio y/o de consumo humano	Bióxido de nitrógeno									kg/año
2012	124-38-9		85.3593		GUANAJUATO	Gases de Efecto Invernadero	Villagran	CAMPBELLS DE MEXICO S.A. DE C.V.	CME1X1104411	Alimenticio y/o de consumo humano	Bióxido de carbono									ton/año
2012	57-12-5	0.063		0.357	GUANAJUATO	Otros	Villagran	CAMPBELLS DE MEXICO S.A. DE C.V.	CME1X1104411	Alimenticio y/o de consumo humano	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6	0.0252		0.143	GUANAJUATO	Metales	Villagran	CAMPBELLS DE MEXICO S.A. DE C.V.	CME1X1104411	Alimenticio y/o de consumo humano	Mercurio									kg/año
2012	7440-38-2	0.0126		0.0714	GUANAJUATO	Metales	Villagran	CAMPBELLS DE MEXICO S.A. DE C.V.	CME1X1104411	Alimenticio y/o de consumo humano	Arsénico									kg/año
2012	7440-43-9	1.261			GUANAJUATO	Metales	Villagran	CAMPBELLS DE MEXICO S.A. DE C.V.	CME1X1104411	Alimenticio y/o de consumo humano	Cadmio									kg/año
2012	S/C2			7.146	GUANAJUATO	Metales	Villagran	CAMPBELLS DE MEXICO S.A. DE C.V.	CME1X1104411	Alimenticio y/o de consumo humano	Cadmio (compuestos)									kg/año
2012	S/C3	1.418		8.039	GUANAJUATO	Metales	Villagran	CAMPBELLS DE MEXICO S.A. DE C.V.	CME1X1104411	Alimenticio y/o de consumo humano	Cromo (compuestos)									kg/año
2012	S/C5	11.5140196		8.933	GUANAJUATO	Metales	Villagran	CAMPBELLS DE MEXICO S.A. DE C.V.	CME1X1104411	Alimenticio y/o de consumo humano	Níquel (compuestos)									kg/año
2012	S/C6	7158.60896005		6.4319	GUANAJUATO	Metales	Villagran	CAMPBELLS DE MEXICO S.A. DE C.V.	CME1X1104411	Alimenticio y/o de consumo humano	Plomo (compuestos)			1280.0						kg/año
2012	S/C4				MICHOACAN	Metales	Uruapan	CALAVO DE MEXICO S.A DE C.V	CME1Z1610212	Alimenticio y/o de consumo humano	Mercurio (compuestos)	0.08801								kg/año
2012	7439-97-6				DURANGO	Metales	Durango	CARHARTT DE MÉXICO S. DE R. L. DE C. V.	CME461000512	Textiles, fibras e hilos	Mercurio			6.935						kg/año
2012	S/C5	20.7956			DURANGO	Metales	Durango	CARHARTT DE MÉXICO S. DE R. L. DE C. V.	CME461000512	Textiles, fibras e hilos	Níquel (compuestos)									kg/año
2012	7783-06-4		247887.0		JALISCO	Otros	Ixtlahuacan de los Membrillos	Cytec de Mexico S.A de C.V.	CME5H1404411	Quimica	Acido sulfhídrico									kg/año
2012	124-38-9		2039.546		JALISCO	Gases de Efecto Invernadero	Ixtlahuacan de los Membrillos	Cytec de Mexico S.A de C.V.	CME5H1404411	Quimica	Bióxido de carbono									ton/año
2012	50-00-0		38.1		JALISCO	Otros	Ixtlahuacan de los Membrillos	Cytec de Mexico S.A de C.V.	CME5H1404411	Quimica	Formaldehido									kg/año
2012	7440-38-2			0.357048	JALISCO	Metales	Ixtlahuacan de los Membrillos	Cytec de Mexico S.A de C.V.	CME5H1404411	Quimica	Arsénico									kg/año
2012	7440-43-9			1.229832	JALISCO	Metales	Ixtlahuacan de los Membrillos	Cytec de Mexico S.A de C.V.	CME5H1404411	Quimica	Cadmio									kg/año
2012	79-06-1		67.7		JALISCO	Otros	Ixtlahuacan de los Membrillos	Cytec de Mexico S.A de C.V.	CME5H1404411	Quimica	Acrilamina									kg/año
2012	S/C1			0.357048	JALISCO	Metales	Ixtlahuacan de los Membrillos	Cytec de Mexico S.A de C.V.	CME5H1404411	Quimica	Arsénico (compuestos)									kg/año
2012	S/C2			1.229832	JALISCO	Metales	Ixtlahuacan de los Membrillos	Cytec de Mexico S.A de C.V.	CME5H1404411	Quimica	Cadmio (compuestos)									kg/año
2012	S/C5			14.202576	JALISCO	Metales	Ixtlahuacan de los Membrillos	Cytec de Mexico S.A de C.V.	CME5H1404411	Quimica	Níquel (compuestos)									kg/año
2012	S/C6			22.61304	JALISCO	Metales	Ixtlahuacan de los Membrillos	Cytec de Mexico S.A de C.V.	CME5H1404411	Quimica	Plomo (compuestos)									kg/año
2012	124-38-9		1937.323		GUANAJUATO	Gases de Efecto Invernadero	Guanajuato	CLARIANT MEXICO S.A. DE C.V.	CME5J1102811	Quimica	Bióxido de carbono									ton/año
2012	124-38-9		10251.82		PUEBLA	Gases de Efecto Invernadero	Puebla	CAPSUGEL DE MÉXICO S. DE R.L. DE C.V.	CME5M2111411	Quimica	Bióxido de carbono									ton/año
2012	124-38-9		105.42		NUEVO LEON	Gases de Efecto Invernadero	Pesqueria	CRONYNG MEXICANA, S.A. DE C.V.	CME5Q1904111	Quimica	Bióxido de carbono									ton/año
2012	57-12-5				MEXICO	Otros	Tlalnepantla de Baz	Clorox de Mexico S, de R.L.  de C.V.	CME631510411	Quimica	Cianuro inorgánico/orgánico	1.08146768								kg/año
2012	S/C1				MEXICO	Metales	Tlalnepantla de Baz	Clorox de Mexico S, de R.L.  de C.V.	CME631510411	Quimica	Arsénico (compuestos)	0.0554252186								kg/año
2012	S/C2				MEXICO	Metales	Tlalnepantla de Baz	Clorox de Mexico S, de R.L.  de C.V.	CME631510411	Quimica	Cadmio (compuestos)	2.757742584								kg/año
2012	S/C3				MEXICO	Metales	Tlalnepantla de Baz	Clorox de Mexico S, de R.L.  de C.V.	CME631510411	Quimica	Cromo (compuestos)	5.4073384		11.08						kg/año
2012	S/C4				MEXICO	Metales	Tlalnepantla de Baz	Clorox de Mexico S, de R.L.  de C.V.	CME631510411	Quimica	Mercurio (compuestos)	0.0702953992								kg/año
2012	S/C5				MEXICO	Metales	Tlalnepantla de Baz	Clorox de Mexico S, de R.L.  de C.V.	CME631510411	Quimica	Níquel (compuestos)	8.219154368								kg/año
2012	S/C6				MEXICO	Metales	Tlalnepantla de Baz	Clorox de Mexico S, de R.L.  de C.V.	CME631510411	Quimica	Plomo (compuestos)	18.2389524232								kg/año
2012	124-38-9		14017.506		HIDALGO	Gases de Efecto Invernadero	Atitalaquia	CARGILL DE MÉXICO, S.A. DE C.V.	CME641301011	Quimica	Bióxido de carbono									ton/año
2012	57-12-5			37.156517	HIDALGO	Otros	Atitalaquia	CARGILL DE MÉXICO, S.A. DE C.V.	CME641301011	Quimica	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6			0.690095714	HIDALGO	Metales	Atitalaquia	CARGILL DE MÉXICO, S.A. DE C.V.	CME641301011	Quimica	Mercurio									kg/año
2012	7440-38-2			0.6137195890866	HIDALGO	Metales	Atitalaquia	CARGILL DE MÉXICO, S.A. DE C.V.	CME641301011	Quimica	Arsénico									kg/año
2012	7440-43-9	28.65		28.6465475690866	HIDALGO	Metales	Atitalaquia	CARGILL DE MÉXICO, S.A. DE C.V.	CME641301011	Quimica	Cadmio									kg/año
2012	S/C1			0.6137195890866	HIDALGO	Metales	Atitalaquia	CARGILL DE MÉXICO, S.A. DE C.V.	CME641301011	Quimica	Arsénico (compuestos)									kg/año
2012	S/C2			28.6465475690866	HIDALGO	Metales	Atitalaquia	CARGILL DE MÉXICO, S.A. DE C.V.	CME641301011	Quimica	Cadmio (compuestos)									kg/año
2012	S/C3	78.49		156.989201513258	HIDALGO	Metales	Atitalaquia	CARGILL DE MÉXICO, S.A. DE C.V.	CME641301011	Quimica	Cromo (compuestos)									kg/año
2012	S/C4			0.690095714	HIDALGO	Metales	Atitalaquia	CARGILL DE MÉXICO, S.A. DE C.V.	CME641301011	Quimica	Mercurio (compuestos)									kg/año
2012	S/C6	185.3		370.605587140826	HIDALGO	Metales	Atitalaquia	CARGILL DE MÉXICO, S.A. DE C.V.	CME641301011	Quimica	Plomo (compuestos)									kg/año
2012	124-38-9		621558.0		COAHUILA	Gases de Efecto Invernadero	Torreon	CEMEX MÉXICO, S.A. DE C.V	CME730503511	Cemento y Cal	Bióxido de carbono									ton/año
2012	71-43-2		5652.4		COAHUILA	Hidrocarburos Aromáticos y Alifáticos	Torreon	CEMEX MÉXICO, S.A. DE C.V	CME730503511	Cemento y Cal	Benceno									kg/año
2012	7439-97-6		8.5		COAHUILA	Metales	Torreon	CEMEX MÉXICO, S.A. DE C.V	CME730503511	Cemento y Cal	Mercurio									kg/año
2012	7440-38-2		4.2		COAHUILA	Metales	Torreon	CEMEX MÉXICO, S.A. DE C.V	CME730503511	Cemento y Cal	Arsénico									kg/año
2012	7440-43-9		0.8		COAHUILA	Metales	Torreon	CEMEX MÉXICO, S.A. DE C.V	CME730503511	Cemento y Cal	Cadmio									kg/año
