anio	cas	em_agua	em_aire	em_suelo	estado	gruposustancia	municipio	nombre	nra	sector	sustancia	tr_alcantarillado	tr_coprocesamiento	tr_dispfinal	tr_incineracion	tr_otros	tr_reciclado	tr_reutilizacion	tr_tratamiento	unidad
2012	57-12-5			0.000182903	GUERRERO	Otros	Acapulco de Juarez	AEROPUERTO DE ACAPULCO, S.A. DE C.V.	AACL71200111	Otros	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6			3.65806e-05	GUERRERO	Metales	Acapulco de Juarez	AEROPUERTO DE ACAPULCO, S.A. DE C.V.	AACL71200111	Otros	Mercurio									kg/año
2012	7440-38-2			0.00034019958	GUERRERO	Metales	Acapulco de Juarez	AEROPUERTO DE ACAPULCO, S.A. DE C.V.	AACL71200111	Otros	Arsénico									kg/año
2012	7440-43-9			0.000731612	GUERRERO	Metales	Acapulco de Juarez	AEROPUERTO DE ACAPULCO, S.A. DE C.V.	AACL71200111	Otros	Cadmio									kg/año
2012	S/C3			0.00182903	GUERRERO	Metales	Acapulco de Juarez	AEROPUERTO DE ACAPULCO, S.A. DE C.V.	AACL71200111	Otros	Cromo (compuestos)									kg/año
2012	S/C5			0.002194836	GUERRERO	Metales	Acapulco de Juarez	AEROPUERTO DE ACAPULCO, S.A. DE C.V.	AACL71200111	Otros	Níquel (compuestos)									kg/año
2012	S/C6			0.00365806	GUERRERO	Metales	Acapulco de Juarez	AEROPUERTO DE ACAPULCO, S.A. DE C.V.	AACL71200111	Otros	Plomo (compuestos)									kg/año
2012	57-12-5	0.05552			MORELOS	Otros	Cuernavaca	AUTOMOTRIZ Y AGRICOLA S.A DE C.V	AAGKE1700711	Otros	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6	0.0016656			MORELOS	Metales	Cuernavaca	AUTOMOTRIZ Y AGRICOLA S.A DE C.V	AAGKE1700711	Otros	Mercurio									kg/año
2012	7440-38-2	0.0049968			MORELOS	Metales	Cuernavaca	AUTOMOTRIZ Y AGRICOLA S.A DE C.V	AAGKE1700711	Otros	Arsénico									kg/año
2012	7440-43-9	0.019432			MORELOS	Metales	Cuernavaca	AUTOMOTRIZ Y AGRICOLA S.A DE C.V	AAGKE1700711	Otros	Cadmio									kg/año
2012	S/C3	0.11104			MORELOS	Metales	Cuernavaca	AUTOMOTRIZ Y AGRICOLA S.A DE C.V	AAGKE1700711	Otros	Cromo (compuestos)									kg/año
2012	S/C5	0.11104			MORELOS	Metales	Cuernavaca	AUTOMOTRIZ Y AGRICOLA S.A DE C.V	AAGKE1700711	Otros	Níquel (compuestos)									kg/año
2012	S/C6	0.19432			MORELOS	Metales	Cuernavaca	AUTOMOTRIZ Y AGRICOLA S.A DE C.V	AAGKE1700711	Otros	Plomo (compuestos)									kg/año
2012	124-38-9		0.009502296		AGUASCALIENTES	Gases de Efecto Invernadero	Jesus Maria	ALAN DE AGUASCALIENTES S.A. DE C.V.	AAGND0100511	Metalurgica (incluye la siderurgica)	Bióxido de carbono									ton/año
2012	57-12-5				AGUASCALIENTES	Otros	Jesus Maria	ALAN DE AGUASCALIENTES S.A. DE C.V.	AAGND0100511	Metalurgica (incluye la siderurgica)	Cianuro inorgánico/orgánico	0.008208								kg/año
2012	S/C1				AGUASCALIENTES	Metales	Jesus Maria	ALAN DE AGUASCALIENTES S.A. DE C.V.	AAGND0100511	Metalurgica (incluye la siderurgica)	Arsénico (compuestos)	0.004752								kg/año
2012	S/C2				AGUASCALIENTES	Metales	Jesus Maria	ALAN DE AGUASCALIENTES S.A. DE C.V.	AAGND0100511	Metalurgica (incluye la siderurgica)	Cadmio (compuestos)	0.0432								kg/año
2012	S/C3				AGUASCALIENTES	Metales	Jesus Maria	ALAN DE AGUASCALIENTES S.A. DE C.V.	AAGND0100511	Metalurgica (incluye la siderurgica)	Cromo (compuestos)	0.00432								kg/año
2012	S/C4				AGUASCALIENTES	Metales	Jesus Maria	ALAN DE AGUASCALIENTES S.A. DE C.V.	AAGND0100511	Metalurgica (incluye la siderurgica)	Mercurio (compuestos)	0.0003888								kg/año
2012	S/C5				AGUASCALIENTES	Metales	Jesus Maria	ALAN DE AGUASCALIENTES S.A. DE C.V.	AAGND0100511	Metalurgica (incluye la siderurgica)	Níquel (compuestos)	0.216								kg/año
2012	S/C6				AGUASCALIENTES	Metales	Jesus Maria	ALAN DE AGUASCALIENTES S.A. DE C.V.	AAGND0100511	Metalurgica (incluye la siderurgica)	Plomo (compuestos)	0.216								kg/año
2012	S/C6				DURANGO	Metales	Gomez Palacio	AUTOS ALAMEDA S.A. DE C.V.	AAL1000700012	Otros	Plomo (compuestos)						876.0			kg/año
2012	57-12-5				MEXICO	Otros	Ecatepec de Morelos	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1503321	Metalurgica (incluye la siderurgica)	Cianuro inorgánico/orgánico	0.76006								kg/año
2012	62-53-3				MEXICO	Hidrocarburos Aromáticos y Alifáticos	Ecatepec de Morelos	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1503321	Metalurgica (incluye la siderurgica)	Anilina		810.0							kg/año
2012	S/C1				MEXICO	Metales	Ecatepec de Morelos	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1503321	Metalurgica (incluye la siderurgica)	Arsénico (compuestos)	0.076006								kg/año
2012	S/C2				MEXICO	Metales	Ecatepec de Morelos	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1503321	Metalurgica (incluye la siderurgica)	Cadmio (compuestos)	3.8003								kg/año
2012	S/C3				MEXICO	Metales	Ecatepec de Morelos	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1503321	Metalurgica (incluye la siderurgica)	Cromo (compuestos)	3.8003								kg/año
2012	S/C4				MEXICO	Metales	Ecatepec de Morelos	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1503321	Metalurgica (incluye la siderurgica)	Mercurio (compuestos)	0.076006								kg/año
2012	S/C5				MEXICO	Metales	Ecatepec de Morelos	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1503321	Metalurgica (incluye la siderurgica)	Níquel (compuestos)	3.8003								kg/año
2012	S/C6				MEXICO	Metales	Ecatepec de Morelos	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1503321	Metalurgica (incluye la siderurgica)	Plomo (compuestos)	3.8003								kg/año
2012	57-12-5	0.532925			MEXICO	Otros	Tlalnepantla de Baz	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1510411	Metalurgica (incluye la siderurgica)	Cianuro inorgánico/orgánico									kg/año
2012	S/C1	0.554242			MEXICO	Metales	Tlalnepantla de Baz	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1510411	Metalurgica (incluye la siderurgica)	Arsénico (compuestos)									kg/año
2012	S/C2	1.598775			MEXICO	Metales	Tlalnepantla de Baz	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1510411	Metalurgica (incluye la siderurgica)	Cadmio (compuestos)									kg/año
2012	S/C3	5.32925			MEXICO	Metales	Tlalnepantla de Baz	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1510411	Metalurgica (incluye la siderurgica)	Cromo (compuestos)									kg/año
2012	S/C4	0.042634			MEXICO	Metales	Tlalnepantla de Baz	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1510411	Metalurgica (incluye la siderurgica)	Mercurio (compuestos)									kg/año
2012	S/C5	5.32925			MEXICO	Metales	Tlalnepantla de Baz	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1510411	Metalurgica (incluye la siderurgica)	Níquel (compuestos)									kg/año
2012	S/C6	4.2634			MEXICO	Metales	Tlalnepantla de Baz	ALMEXA ALUMINIO S.A. DE C.V.	AAL7Q1510411	Metalurgica (incluye la siderurgica)	Plomo (compuestos)									kg/año
2012	10102-44-0		380.0		MEXICO	Otros	Tultitlan	AZINSA ALUMINIO, S.A. DE C.V.	AAL7Q1510911	Metalurgica (incluye la siderurgica)	Bióxido de nitrógeno									kg/año
2012	124-38-9		486.138		MEXICO	Gases de Efecto Invernadero	Tultitlan	AZINSA ALUMINIO, S.A. DE C.V.	AAL7Q1510911	Metalurgica (incluye la siderurgica)	Bióxido de carbono									ton/año
2012	57-12-5				MEXICO	Otros	Tultitlan	AZINSA ALUMINIO, S.A. DE C.V.	AAL7Q1510911	Metalurgica (incluye la siderurgica)	Cianuro inorgánico/orgánico	0.02595								kg/año
2012	74-82-8		0.009103		MEXICO	Gases de Efecto Invernadero	Tultitlan	AZINSA ALUMINIO, S.A. DE C.V.	AAL7Q1510911	Metalurgica (incluye la siderurgica)	Metano									ton/año
2012	S/C1				MEXICO	Metales	Tultitlan	AZINSA ALUMINIO, S.A. DE C.V.	AAL7Q1510911	Metalurgica (incluye la siderurgica)	Arsénico (compuestos)	0.00282								kg/año
2012	S/C2				MEXICO	Metales	Tultitlan	AZINSA ALUMINIO, S.A. DE C.V.	AAL7Q1510911	Metalurgica (incluye la siderurgica)	Cadmio (compuestos)	0.0282								kg/año
2012	S/C3				MEXICO	Metales	Tultitlan	AZINSA ALUMINIO, S.A. DE C.V.	AAL7Q1510911	Metalurgica (incluye la siderurgica)	Cromo (compuestos)	0.0705								kg/año
2012	S/C4				MEXICO	Metales	Tultitlan	AZINSA ALUMINIO, S.A. DE C.V.	AAL7Q1510911	Metalurgica (incluye la siderurgica)	Mercurio (compuestos)	0.00537								kg/año
2012	S/C5				MEXICO	Metales	Tultitlan	AZINSA ALUMINIO, S.A. DE C.V.	AAL7Q1510911	Metalurgica (incluye la siderurgica)	Níquel (compuestos)	0.0846								kg/año
2012	S/C6				MEXICO	Metales	Tultitlan	AZINSA ALUMINIO, S.A. DE C.V.	AAL7Q1510911	Metalurgica (incluye la siderurgica)	Plomo (compuestos)	0.2202								kg/año
2012	124-38-9		101.61		GUANAJUATO	Gases de Efecto Invernadero	Silao	AMERICAN  AXLE & MANUFACTURING S DE RL DE CV	AAM9M1103711	Automotriz	Bióxido de carbono									ton/año
2012	7440-43-9	9.21			GUANAJUATO	Metales	Silao	AMERICAN  AXLE & MANUFACTURING S DE RL DE CV	AAM9M1103711	Automotriz	Cadmio									kg/año
2012	S/C3	30.723			GUANAJUATO	Metales	Silao	AMERICAN  AXLE & MANUFACTURING S DE RL DE CV	AAM9M1103711	Automotriz	Cromo (compuestos)									kg/año
2012	S/C5	30.723			GUANAJUATO	Metales	Silao	AMERICAN  AXLE & MANUFACTURING S DE RL DE CV	AAM9M1103711	Automotriz	Níquel (compuestos)									kg/año
2012	S/C6	24.578		70800.0	GUANAJUATO	Metales	Silao	AMERICAN  AXLE & MANUFACTURING S DE RL DE CV	AAM9M1103711	Automotriz	Plomo (compuestos)									kg/año
2012	124-38-9		19.20543		MEXICO	Gases de Efecto Invernadero	Toluca	ACEROS ANGLO S.A .DE C.V.	AAN7L1510611	Metalurgica (incluye la siderurgica)	Bióxido de carbono									ton/año
2012	57-12-5				DISTRITO FEDERAL	Otros	Iztapalapa	AUTOMOVILÍSTICA ANDRADE, S.A. DE C.V.	AANEE0900711	Otros	Cianuro inorgánico/orgánico	0.026724								kg/año
2012	S/C1				DISTRITO FEDERAL	Metales	Iztapalapa	AUTOMOVILÍSTICA ANDRADE, S.A. DE C.V.	AANEE0900711	Otros	Arsénico (compuestos)	0.005285								kg/año
2012	S/C2				DISTRITO FEDERAL	Metales	Iztapalapa	AUTOMOVILÍSTICA ANDRADE, S.A. DE C.V.	AANEE0900711	Otros	Cadmio (compuestos)	0.0262								kg/año
2012	S/C3				DISTRITO FEDERAL	Metales	Iztapalapa	AUTOMOVILÍSTICA ANDRADE, S.A. DE C.V.	AANEE0900711	Otros	Cromo (compuestos)	0.0655								kg/año
2012	S/C4				DISTRITO FEDERAL	Metales	Iztapalapa	AUTOMOVILÍSTICA ANDRADE, S.A. DE C.V.	AANEE0900711	Otros	Mercurio (compuestos)	0.002239								kg/año
2012	S/C5				DISTRITO FEDERAL	Metales	Iztapalapa	AUTOMOVILÍSTICA ANDRADE, S.A. DE C.V.	AANEE0900711	Otros	Níquel (compuestos)	0.12838								kg/año
2012	S/C6				DISTRITO FEDERAL	Metales	Iztapalapa	AUTOMOVILÍSTICA ANDRADE, S.A. DE C.V.	AANEE0900711	Otros	Plomo (compuestos)	0.131								kg/año
2012	S/C6				NUEVO LEON	Metales	Monterrey	ALIANZA AUTOMOTRIZ RIVERO S.A. DE C.V.	AARKE1901911	Otros	Plomo (compuestos)						52.0			kg/año
2012	57-12-5				DISTRITO FEDERAL	Otros	Azcapotzalco	ANGAR AZCAPOTZALCO, S.A. DE C.V.	AAZEE0900211	Otros	Cianuro inorgánico/orgánico	0.01225								kg/año
2012	S/C1				DISTRITO FEDERAL	Metales	Azcapotzalco	ANGAR AZCAPOTZALCO, S.A. DE C.V.	AAZEE0900211	Otros	Arsénico (compuestos)	0.00049								kg/año
2012	S/C2				DISTRITO FEDERAL	Metales	Azcapotzalco	ANGAR AZCAPOTZALCO, S.A. DE C.V.	AAZEE0900211	Otros	Cadmio (compuestos)	0.0098								kg/año
2012	S/C3				DISTRITO FEDERAL	Metales	Azcapotzalco	ANGAR AZCAPOTZALCO, S.A. DE C.V.	AAZEE0900211	Otros	Cromo (compuestos)	0.0245								kg/año
2012	S/C4				DISTRITO FEDERAL	Metales	Azcapotzalco	ANGAR AZCAPOTZALCO, S.A. DE C.V.	AAZEE0900211	Otros	Mercurio (compuestos)	0.002254								kg/año
2012	S/C5				DISTRITO FEDERAL	Metales	Azcapotzalco	ANGAR AZCAPOTZALCO, S.A. DE C.V.	AAZEE0900211	Otros	Níquel (compuestos)	0.04802								kg/año
2012	S/C6				DISTRITO FEDERAL	Metales	Azcapotzalco	ANGAR AZCAPOTZALCO, S.A. DE C.V.	AAZEE0900211	Otros	Plomo (compuestos)	0.049								kg/año
2012	124-38-9		222894.16		MICHOACAN	Gases de Efecto Invernadero	Lazaro Cardenas	Agroindustrias del Balsas, S.A. de C.V.	ABA5N1605311	Quimica	Bióxido de carbono									ton/año
2012	124-38-9		1901.987		DURANGO	Gases de Efecto Invernadero	Gomez Palacio	AUSTIN BACIS S.A. DE C.V.	ABA621000711	Quimica	Bióxido de carbono									ton/año
2012	1332-21-4				DURANGO	Otros	Gomez Palacio	AUSTIN BACIS S.A. DE C.V.	ABA621000711	Quimica	Asbesto		96.6							kg/año
2012	57-12-5			0.200785	DURANGO	Otros	Gomez Palacio	AUSTIN BACIS S.A. DE C.V.	ABA621000711	Quimica	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6			0.003089	DURANGO	Metales	Gomez Palacio	AUSTIN BACIS S.A. DE C.V.	ABA621000711	Quimica	Mercurio									kg/año
2012	7440-38-2			1.652615	DURANGO	Metales	Gomez Palacio	AUSTIN BACIS S.A. DE C.V.	ABA621000711	Quimica	Arsénico									kg/año
2012	7440-43-9			0.03089	DURANGO	Metales	Gomez Palacio	AUSTIN BACIS S.A. DE C.V.	ABA621000711	Quimica	Cadmio									kg/año
2012	S/C2				DURANGO	Metales	Gomez Palacio	AUSTIN BACIS S.A. DE C.V.	ABA621000711	Quimica	Cadmio (compuestos)		0.525							kg/año
2012	S/C3			0.09267	DURANGO	Metales	Gomez Palacio	AUSTIN BACIS S.A. DE C.V.	ABA621000711	Quimica	Cromo (compuestos)									kg/año
2012	S/C5			0.09267	DURANGO	Metales	Gomez Palacio	AUSTIN BACIS S.A. DE C.V.	ABA621000711	Quimica	Níquel (compuestos)									kg/año
2012	S/C6			0.03089	DURANGO	Metales	Gomez Palacio	AUSTIN BACIS S.A. DE C.V.	ABA621000711	Quimica	Plomo (compuestos)									kg/año
2012	57-12-5				MEXICO	Otros	Lerma	ABA S.A. DE C.V.	ABA6E1505111	Articulos y productos plasticos	Cianuro inorgánico/orgánico	0.01271528								kg/año
2012	S/C1				MEXICO	Metales	Lerma	ABA S.A. DE C.V.	ABA6E1505111	Articulos y productos plasticos	Arsénico (compuestos)	0.006993404								kg/año
2012	S/C2				MEXICO	Metales	Lerma	ABA S.A. DE C.V.	ABA6E1505111	Articulos y productos plasticos	Cadmio (compuestos)	0.317882								kg/año
2012	S/C3				MEXICO	Metales	Lerma	ABA S.A. DE C.V.	ABA6E1505111	Articulos y productos plasticos	Cromo (compuestos)	0.158941								kg/año
2012	S/C4				MEXICO	Metales	Lerma	ABA S.A. DE C.V.	ABA6E1505111	Articulos y productos plasticos	Mercurio (compuestos)	0.0158941								kg/año
2012	S/C5				MEXICO	Metales	Lerma	ABA S.A. DE C.V.	ABA6E1505111	Articulos y productos plasticos	Níquel (compuestos)	0.317882								kg/año
2012	S/C6				MEXICO	Metales	Lerma	ABA S.A. DE C.V.	ABA6E1505111	Articulos y productos plasticos	Plomo (compuestos)	0.953646								kg/año
2012	124-38-9		1831.315		BAJA CALIFORNIA	Gases de Efecto Invernadero	Tijuana	ALUMINIO DE BAJA CALIFORNIA S.A. DE C.V.	ABC8A0200411	Quimica	Bióxido de carbono									ton/año
2012	57-12-5	2.046			BAJA CALIFORNIA	Otros	Tijuana	ALUMINIO DE BAJA CALIFORNIA S.A. DE C.V.	ABC8A0200411	Quimica	Cianuro inorgánico/orgánico									kg/año
2012	S/C5	16.28		8.14	BAJA CALIFORNIA	Metales	Tijuana	ALUMINIO DE BAJA CALIFORNIA S.A. DE C.V.	ABC8A0200411	Quimica	Níquel (compuestos)									kg/año
2012	57-12-5				MEXICO	Otros	La Paz	ACABADOS BETA S.A	ABE5Q1507011	Quimica	Cianuro inorgánico/orgánico					0.0345634				kg/año
2012	S/C1				MEXICO	Metales	La Paz	ACABADOS BETA S.A	ABE5Q1507011	Quimica	Arsénico (compuestos)					0.00345634				kg/año
2012	S/C2				MEXICO	Metales	La Paz	ACABADOS BETA S.A	ABE5Q1507011	Quimica	Cadmio (compuestos)					0.172817				kg/año
2012	S/C3				MEXICO	Metales	La Paz	ACABADOS BETA S.A	ABE5Q1507011	Quimica	Cromo (compuestos)					0.08468033				kg/año
2012	S/C4				MEXICO	Metales	La Paz	ACABADOS BETA S.A	ABE5Q1507011	Quimica	Mercurio (compuestos)					0.003456				kg/año
2012	S/C5				MEXICO	Metales	La Paz	ACABADOS BETA S.A	ABE5Q1507011	Quimica	Níquel (compuestos)					0.172817				kg/año
2012	S/C6				MEXICO	Metales	La Paz	ACABADOS BETA S.A	ABE5Q1507011	Quimica	Plomo (compuestos)					0.172817				kg/año
2012	10102-44-0		489.59		MEXICO	Otros	Tecamac	Aleaciones de Bronces Finos, S.A. de C.V.	ABFLJ1508111	Metalurgica (incluye la siderurgica)	Bióxido de nitrógeno									kg/año
2012	124-38-9		539.76		MEXICO	Gases de Efecto Invernadero	Tecamac	Aleaciones de Bronces Finos, S.A. de C.V.	ABFLJ1508111	Metalurgica (incluye la siderurgica)	Bióxido de carbono									ton/año
2012	7439-97-6				NUEVO LEON	Metales	Apodaca	ABINSA S.A. DE C.V. AB STEEL Planta Pueblo Nuevo	ABI861900611	Articulos y productos metalicos	Mercurio			0.000775						kg/año
2012	124-38-9		54.69		NUEVO LEON	Gases de Efecto Invernadero	Guadalupe	ACUITY BRANDS LIGHTING DE MÉXICO, S.A DE R.L. DE C.V., PLANTA GUADALUPE	ABL921902611	Equipos y articulos electronicos, electricos y domesticos	Bióxido de carbono									ton/año
2012	57-12-5				NUEVO LEON	Otros	Guadalupe	ACUITY BRANDS LIGHTING DE MÉXICO, S.A DE R.L. DE C.V., PLANTA GUADALUPE	ABL921902611	Equipos y articulos electronicos, electricos y domesticos	Cianuro inorgánico/orgánico	0.20844								kg/año
2012	7439-97-6				NUEVO LEON	Metales	Guadalupe	ACUITY BRANDS LIGHTING DE MÉXICO, S.A DE R.L. DE C.V., PLANTA GUADALUPE	ABL921902611	Equipos y articulos electronicos, electricos y domesticos	Mercurio			117.3						kg/año
2012	7440-38-2				NUEVO LEON	Metales	Guadalupe	ACUITY BRANDS LIGHTING DE MÉXICO, S.A DE R.L. DE C.V., PLANTA GUADALUPE	ABL921902611	Equipos y articulos electronicos, electricos y domesticos	Arsénico	17.2								kg/año
2012	S/C1				NUEVO LEON	Metales	Guadalupe	ACUITY BRANDS LIGHTING DE MÉXICO, S.A DE R.L. DE C.V., PLANTA GUADALUPE	ABL921902611	Equipos y articulos electronicos, electricos y domesticos	Arsénico (compuestos)	0.20844								kg/año
2012	S/C2				NUEVO LEON	Metales	Guadalupe	ACUITY BRANDS LIGHTING DE MÉXICO, S.A DE R.L. DE C.V., PLANTA GUADALUPE	ABL921902611	Equipos y articulos electronicos, electricos y domesticos	Cadmio (compuestos)	0.62532								kg/año
2012	S/C3				NUEVO LEON	Metales	Guadalupe	ACUITY BRANDS LIGHTING DE MÉXICO, S.A DE R.L. DE C.V., PLANTA GUADALUPE	ABL921902611	Equipos y articulos electronicos, electricos y domesticos	Cromo (compuestos)	0.41688								kg/año
2012	S/C4				NUEVO LEON	Metales	Guadalupe	ACUITY BRANDS LIGHTING DE MÉXICO, S.A DE R.L. DE C.V., PLANTA GUADALUPE	ABL921902611	Equipos y articulos electronicos, electricos y domesticos	Mercurio (compuestos)	0.020844								kg/año
2012	S/C5				NUEVO LEON	Metales	Guadalupe	ACUITY BRANDS LIGHTING DE MÉXICO, S.A DE R.L. DE C.V., PLANTA GUADALUPE	ABL921902611	Equipos y articulos electronicos, electricos y domesticos	Níquel (compuestos)	2.0844								kg/año
2012	S/C6				NUEVO LEON	Metales	Guadalupe	ACUITY BRANDS LIGHTING DE MÉXICO, S.A DE R.L. DE C.V., PLANTA GUADALUPE	ABL921902611	Equipos y articulos electronicos, electricos y domesticos	Plomo (compuestos)	2.0844					13586.0			kg/año
2012	124-38-9		5261.2		DURANGO	Gases de Efecto Invernadero	Gomez Palacio	ADM BIO PRODUCTOS S.A. DE C.V.	ABPMC1000711	Quimica	Bióxido de carbono									ton/año
2012	57-12-5				DURANGO	Otros	Gomez Palacio	ADM BIO PRODUCTOS S.A. DE C.V.	ABPMC1000711	Quimica	Cianuro inorgánico/orgánico	0.505004								kg/año
2012	S/C1				DURANGO	Metales	Gomez Palacio	ADM BIO PRODUCTOS S.A. DE C.V.	ABPMC1000711	Quimica	Arsénico (compuestos)	0.6480184								kg/año
2012	S/C2				DURANGO	Metales	Gomez Palacio	ADM BIO PRODUCTOS S.A. DE C.V.	ABPMC1000711	Quimica	Cadmio (compuestos)	0.18542944								kg/año
2012	S/C3				DURANGO	Metales	Gomez Palacio	ADM BIO PRODUCTOS S.A. DE C.V.	ABPMC1000711	Quimica	Cromo (compuestos)	2.52502								kg/año
2012	S/C5				DURANGO	Metales	Gomez Palacio	ADM BIO PRODUCTOS S.A. DE C.V.	ABPMC1000711	Quimica	Níquel (compuestos)	0.0977356								kg/año
2012	S/C6				DURANGO	Metales	Gomez Palacio	ADM BIO PRODUCTOS S.A. DE C.V.	ABPMC1000711	Quimica	Plomo (compuestos)	0.7487276								kg/año
2012	10024-97-2		7.9e-05		COAHUILA	Gases de Efecto Invernadero	Saltillo	Aluminio y Bronces de Saltillo, S.A. de C.V.	ABS7T0503011	Metalurgica (incluye la siderurgica)	Oxido nitroso									ton/año
2012	124-38-9		50.264		COAHUILA	Gases de Efecto Invernadero	Saltillo	Aluminio y Bronces de Saltillo, S.A. de C.V.	ABS7T0503011	Metalurgica (incluye la siderurgica)	Bióxido de carbono									ton/año
2012	74-82-8		0.00079		COAHUILA	Gases de Efecto Invernadero	Saltillo	Aluminio y Bronces de Saltillo, S.A. de C.V.	ABS7T0503011	Metalurgica (incluye la siderurgica)	Metano									ton/año
2012	124-38-9		7930.2432		MEXICO	Gases de Efecto Invernadero	Cuautitlan	ACEROS CAMESA S.A. DE C.V.	ACA8A1502411	Quimica	Bióxido de carbono									ton/año
2012	57-12-5				MEXICO	Otros	Cuautitlan	ACEROS CAMESA S.A. DE C.V.	ACA8A1502411	Quimica	Cianuro inorgánico/orgánico	0.21571752								kg/año
2012	74-82-8		0.15199		MEXICO	Gases de Efecto Invernadero	Cuautitlan	ACEROS CAMESA S.A. DE C.V.	ACA8A1502411	Quimica	Metano									ton/año
2012	S/C1				MEXICO	Metales	Cuautitlan	ACEROS CAMESA S.A. DE C.V.	ACA8A1502411	Quimica	Arsénico (compuestos)	0.005392938								kg/año
2012	S/C2				MEXICO	Metales	Cuautitlan	ACEROS CAMESA S.A. DE C.V.	ACA8A1502411	Quimica	Cadmio (compuestos)	0.2696469								kg/año
2012	S/C3				MEXICO	Metales	Cuautitlan	ACEROS CAMESA S.A. DE C.V.	ACA8A1502411	Quimica	Cromo (compuestos)	1.0785876								kg/año
2012	S/C4				MEXICO	Metales	Cuautitlan	ACEROS CAMESA S.A. DE C.V.	ACA8A1502411	Quimica	Mercurio (compuestos)	0.05392938					0.075			kg/año
2012	S/C5	10.24			MEXICO	Metales	Cuautitlan	ACEROS CAMESA S.A. DE C.V.	ACA8A1502411	Quimica	Níquel (compuestos)	0.000141564								kg/año
2012	S/C6	12.51			MEXICO	Metales	Cuautitlan	ACEROS CAMESA S.A. DE C.V.	ACA8A1502411	Quimica	Plomo (compuestos)	0.000650292					211000.0			kg/año
2012	S/C6				NUEVO LEON	Metales	Monterrey	AUTOMOVILES Y CAMIONES S.A. DE C.V.	ACAKE1903911	Otros	Plomo (compuestos)						84.0			kg/año
2012	57-12-5			0.0561	QUINTANA ROO	Otros	Benito Juarez	AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO	ACAKE2300531	Otros	Cianuro inorgánico/orgánico									kg/año
2012	S/C1			0.004488	QUINTANA ROO	Metales	Benito Juarez	AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO	ACAKE2300531	Otros	Arsénico (compuestos)									kg/año
2012	S/C2			0.1122	QUINTANA ROO	Metales	Benito Juarez	AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO	ACAKE2300531	Otros	Cadmio (compuestos)									kg/año
2012	S/C3			0.2244	QUINTANA ROO	Metales	Benito Juarez	AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO	ACAKE2300531	Otros	Cromo (compuestos)									kg/año
2012	S/C4			0.00561	QUINTANA ROO	Metales	Benito Juarez	AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO	ACAKE2300531	Otros	Mercurio (compuestos)									kg/año
2012	S/C5			0.561	QUINTANA ROO	Metales	Benito Juarez	AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO	ACAKE2300531	Otros	Níquel (compuestos)									kg/año
2012	S/C6			2.244	QUINTANA ROO	Metales	Benito Juarez	AUTOMOTORES DE CANCUN, S.A DE C.V.    MATRIZ COLOSIO	ACAKE2300531	Otros	Plomo (compuestos)									kg/año
2012	57-12-5			0.148501	QUINTANA ROO	Otros	Solidaridad	AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN	ACAKE2300811	Otros	Cianuro inorgánico/orgánico									kg/año
2012	7439-97-6			0.00383	QUINTANA ROO	Metales	Solidaridad	AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN	ACAKE2300811	Otros	Mercurio									kg/año
2012	7440-38-2			0.003064	QUINTANA ROO	Metales	Solidaridad	AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN	ACAKE2300811	Otros	Arsénico									kg/año
2012	7440-43-9			0.0766	QUINTANA ROO	Metales	Solidaridad	AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN	ACAKE2300811	Otros	Cadmio									kg/año
2012	S/C1			0.00881608	QUINTANA ROO	Metales	Solidaridad	AUTOMOTORES DE CANCUN, S.A. DE C.V.   PLAYA DEL CARMEN	ACAKE2300811	Otros	Arsénico (compuestos)									kg/año
