CLAVE	SITIO	ORGANISMO_DE_CUENCA	ESTADO	MUNICIPIO	ACUIFERO	SUBTIPO	LONGITUD	LATITUD	PERIODO	ALC_mg/L	CALIDAD_ALC	CONDUCT_mS/cm	CALIDAD_CONDUC	SDT_mg/L	CALIDAD_SDT_ra	CALIDAD_SDT_salin	FLUORUROS_mg/L	CALIDAD_FLUO	DUR_mg/L	CALIDAD_DUR	COLI_FEC_NMP/100_mL	CALIDAD_COLI_FEC	N_NO3_mg/L	CALIDAD_N_NO3	AS_TOT_mg/L	CALIDAD_AS	CD_TOT_mg/L	CALIDAD_CD	CR_TOT_mg/L	CALIDAD_CR	HG_TOT_mg/L	CALIDAD_HG	PB_TOT_mg/L	CALIDAD_PB	MN_TOT_mg/L	CALIDAD_MN	FE_TOT_mg/L	CALIDAD_FE	SEMAFORO	CONTAMINANTES	CUMPLE_CON_ALC	CUMPLE_CON_COND	CUMPLE_CON_SDT_ra	CUMPLE_CON_SDT_salin	CUMPLE_CON_FLUO	CUMPLE_CON_DUR	CUMPLE_CON_CF	CUMPLE_CON_NO3	CUMPLE_CON_AS	CUMPLE_CON_CD	CUMPLE_CON_CR	CUMPLE_CON_HG	CUMPLE_CON_PB	CUMPLE_CON_MN	CUMPLE_CON_FE	IARC
DLHID6145	EL CHABACANO	AGUAS DEL VALLE DE MÉXICO	HIDALGO	TULA DE ALLENDE	VALLE DEL MEZQUITAL	POZO	-99.4554277778	20.0998527778	2022	121.83	Media	221	Excelente para riego	148	Excelente para riego	Potable - Dulce	<0.2	Baja	50.78	Potable - Suave	<1.1	Potable - Excelente	0.9316	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLHID6146	XOCHITLAN	AGUAS DEL VALLE DE MÉXICO	HIDALGO	TULA DE ALLENDE	VALLE DEL MEZQUITAL	POZO	-99.4313027778	20.0648777778	2022	179.49	Alta	341	Buena para riego	220	Excelente para riego	Potable - Dulce	0.5933	Media	76.17	Potable - Moderadamente suave	<1.1	Potable - Excelente	1.5346	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLHID6454	POZO EL LLANO SEGUNDA SECCIÓN	AGUAS DEL VALLE DE MÉXICO	HIDALGO	TULA DE ALLENDE	VALLE DEL MEZQUITAL	POZO	-99.3070556	20.0509722	2022	399.09	Alta	2330.5	Dudosa para riego	1964	Cultivos con manejo especial	Ligeramente salobres	1.5641	Alta	691.37	Muy dura e indeseable usos industrial y domestico	230.275	Aceptable	15.76695	No apta como FAAP	0.318275	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.4848965	Puede afectar la salud	<0.025	Potable - Excelente	Rojo	CONDUC,FLUO,DT,AS,MN,NO3,	SI	NO	SI	SI	NO	NO	SI	NO	NO	SI	SI	SI	SI	NO	SI	1
DLHID6457	POZO ITURBE	AGUAS DEL VALLE DE MÉXICO	HIDALGO	TULA DE ALLENDE	VALLE DEL MEZQUITAL	POZO	-99.319869	20.077911	2022	415.67	Indeseable como FAAP	2181.5	Dudosa para riego	1400	Cultivos con manejo especial	Ligeramente salobres	0.9334	Potable - Optima	719.7	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	16.6451	No apta como FAAP	0.056938	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.002134	Potable - Excelente	<0.025	Potable - Excelente	Rojo	ALC,CONDUC,DT,AS,NO3,	NO	NO	SI	SI	SI	NO	SI	NO	NO	SI	SI	SI	SI	SI	SI	1
DLHID6458	POZO SAN FRANCISCO BOJAY COLONIA	LERMA SANTIAGO PACÍFICO	HIDALGO	TULA DE ALLENDE	VALLE DEL MEZQUITAL	POZO	-99.331475	20.0852111	2022	308.88	Alta	1543.5	Permisible para riego	1112	Cultivos con manejo especial	Ligeramente salobres	0.86695	Potable - Optima	465.81	Potable - Dura	<1.1	Potable - Excelente	19.8872	No apta como FAAP	0.160566	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.007567	Potable - Excelente	<0.025	Potable - Excelente	Rojo	AS,NO3,	SI	SI	SI	SI	SI	SI	SI	NO	NO	SI	SI	SI	SI	SI	SI	1
DLHID6461	POZO SANTA ANA AHUEHUEPAN	AGUAS DEL VALLE DE MÉXICO	HIDALGO	TULA DE ALLENDE	VALLE DEL MEZQUITAL	POZO	-99.3497361	20.1245083	2022	317.36	Alta	1604.5	Permisible para riego	1125	Cultivos con manejo especial	Ligeramente salobres	0.7349	Potable - Optima	461.895	Potable - Dura	<1.1	Potable - Excelente	28.37715	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	NO3,	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
DLHID6467	POZO PEDRO MARÍA ANAYA	AGUAS DEL VALLE DE MÉXICO	HIDALGO	TEPETITLAN	VALLE DEL MEZQUITAL	POZO	-99.34955	20.1538222	2022	472.71	Indeseable como FAAP	1663.5	Permisible para riego	1117	Cultivos con manejo especial	Ligeramente salobres	0.7074	Potable - Optima	330.055	Potable - Dura	<1.1	Potable - Excelente	30.10875	No apta como FAAP	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	ALC,NO3,	NO	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	NC
DLMIC1593	BRISEÑAS YURECUARO 2	LERMA SANTIAGO PACÍFICO	MICHOACÁN DE OCAMPO	VISTA HERMOSA	BRISEÑAS-YURECUARO	POZO	-102.47734	20.26303	2022	750.8	Indeseable como FAAP	2383	Dudosa para riego	1372	Cultivos con manejo especial	Ligeramente salobres	0.76	Potable - Optima	44.2	Potable - Suave	41	Buena calidad	0.033	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.021	Potable - Excelente	<0.025	Potable - Excelente	Amarillo	ALC,CONDUC,	NO	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLMIC1603	SAPAZ 1	LERMA SANTIAGO PACÍFICO	MICHOACÁN DE OCAMPO	ZAMORA	ZAMORA	POZO	-102.27883	19.9832	2022	200.8	Alta	467	Buena para riego	275.4	Excelente para riego	Potable - Dulce	0.29	Baja	99.3	Potable - Moderadamente suave	<1.1	Potable - Excelente	0.06	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.113	Potable - Excelente	0.03	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLMIC1613	LAURELES (POZO CD. DEL SOL II)	LERMA SANTIAGO PACÍFICO	MICHOACÁN DE OCAMPO	LA PIEDAD	LA PIEDAD	POZO	-102.03397	20.37462	2022	200.7	Alta	837	Permisible para riego	507	Cultivos sensibles	Potable - Dulce	14.8	Alta	30.1	Potable - Suave	<1.1	Potable - Excelente	0.162	Potable - Excelente	0.031	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.041	Potable - Excelente	<0.025	Potable - Excelente	Rojo	FLUO,AS,	SI	SI	SI	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
DLMIC1633	ORGANISMO OPERADOR TINGUINDIN	BALSAS	MICHOACÁN DE OCAMPO	TINGÜINDÍN	COTIJA	POZO	-102.47758	19.73448	2022	67.3	Baja	209	Excelente para riego	219.2	Excelente para riego	Potable - Dulce	<0.2	Baja	84.6	Potable - Moderadamente suave	<1.1	Potable - Excelente	8.775	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLMIC1726	POZO VILLA MAGNA 3	LERMA SANTIAGO PACÍFICO	MICHOACÁN DE OCAMPO	MORELIA	MORELIA-QUERENDARO	POZO	-101.32479	19.6743	2022	126	Media	248	Excelente para riego	181	Excelente para riego	Potable - Dulce	0.22	Baja	60	Potable - Suave	<1.1	Potable - Excelente	0.496	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.012	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLMIC1728	POZO COMAPAT	LERMA SANTIAGO PACÍFICO	MICHOACÁN DE OCAMPO	TARÍMBARO	MORELIA-QUERENDARO	POZO	-101.200833	19.775278	2022	174.6	Alta	354	Buena para riego	269	Excelente para riego	Potable - Dulce	0.24	Baja	130	Potable - Dura	<1.1	Potable - Excelente	1.142	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLMIC1758M1	POZO INDEPENDENCIA	LERMA SANTIAGO PACÍFICO	MICHOACÁN DE OCAMPO	ZINAPÉCUARO	MORELIA-QUERENDARO	POZO	-100.82883	19.86747	2022	88.4	Media	209	Excelente para riego	187.4	Excelente para riego	Potable - Dulce	0.48	Media	50	Potable - Suave	<1.1	Potable - Excelente	0.81	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLMIC1772	EL FRESNO 1	BALSAS	MICHOACÁN DE OCAMPO	HIDALGO	CIUDAD HIDALGO-TUXPAN	POZO	-100.54557	19.70113	2022	261.1	Alta	507	Buena para riego	350	Excelente para riego	Potable - Dulce	0.25	Baja	207.2	Potable - Dura	<1.1	Potable - Excelente	0.984	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.003	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLMIC5348	POZO SAN AGUSTIN DEL PULQUE	LERMA SANTIAGO PACÍFICO	MICHOACÁN DE OCAMPO	CUITZEO	MORELIA-QUERENDARO	POZO	-101.0716	19.960694	2022	625.4	Indeseable como FAAP	2077	Dudosa para riego	1398.6	Cultivos con manejo especial	Ligeramente salobres	1.2	Potable - Optima	270	Potable - Dura	<1.1	Potable - Excelente	6.343	Potable - Buena calidad	0.078	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.527	Puede afectar la salud	<0.025	Potable - Excelente	Rojo	ALC,CONDUC,AS,MN,	NO	NO	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	NO	SI	1
DLMIC5349	POZO HUECORIO	LERMA SANTIAGO PACÍFICO	MICHOACÁN DE OCAMPO	PÁTZCUARO	LAGUNILLAS PATZCUARO	POZO	-101.622389	19.540556	2022	86.2	Media	341	Buena para riego	249	Excelente para riego	Potable - Dulce	<0.2	Baja	122	Potable - Dura	<1.1	Potable - Excelente	7.332	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLMIC6153	POZO EL SALITRE	LERMA SANTIAGO PACÍFICO	MICHOACÁN DE OCAMPO	PURUANDIRO	PASTOR ORTIZ-LA PIEDAD	POZO	-101.500108	20.092215	2022	246.4	Alta	1423	Permisible para riego	850.3	Cultivos sensibles	Potable - Dulce	5.89	Alta	94	Potable - Moderadamente suave	<1.1	Potable - Excelente	1.303	Potable - Excelente	0.055	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.041	Potable - Excelente	0.076	Potable - Excelente	Rojo	FLUO,AS,	SI	SI	SI	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	1
DLNAY1851	POZO PRIETO CRISPIN	LERMA SANTIAGO PACÍFICO	NAYARIT	TEPIC	VALLE DE SANTA MARIA DEL ORO	POZO	-104.87448	21.50517	2022	123.7	Media	630	Buena para riego	411.6	Excelente para riego	Potable - Dulce	0.23	Baja	104.9	Potable - Moderadamente suave	2247	Contaminada	0.824	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	CF,	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLNAY1876	POZO 18 DE MARZO	PACÍFICO NORTE	NAYARIT	ROSAMORADA	VALLE ACAPONETA-CAÑAS	POZO	-105.29083	22.04557	2022	123.8	Media	473	Buena para riego	297	Excelente para riego	Potable - Dulce	<0.2	Baja	105.9	Potable - Moderadamente suave	10	Buena calidad	0.602	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.016	Potable - Excelente	0.106	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLPUE0003RNL	POZO NORIA ÁLVARO TORRES (RECORRIDO PIEZOMETRICO)	BALSAS	PUEBLA	JUAN C BONILLA	VALLE DE PUEBLA	POZO	-98.370917	19.125361	2022			546	Buena para riego						195.695	Potable - Dura																			Verde		ND	SI	ND	ND	ND	SI	ND	ND	ND	ND	ND	ND	ND	ND	ND	NC
DLPUE0004RNL	POZO NORIA AARON ESPINOZA (RECORRIDO PIEZOMETRICO)	BALSAS	PUEBLA	JUAN C BONILLA	VALLE DE PUEBLA	POZO	-98.368786	19.127492	2022			346	Buena para riego						110.3	Potable - Moderadamente suave																			Verde		ND	SI	ND	ND	ND	SI	ND	ND	ND	ND	ND	ND	ND	ND	ND	NC
DLPUE0005RNL	POZO NORIA SOCAVÓN (RECORRIDO PIEZOMETRICO)	BALSAS	PUEBLA	JUAN C BONILLA	VALLE DE PUEBLA	POZO	-98.373389	19.127	2022			533	Buena para riego						168.17	Potable - Dura																			Verde		ND	SI	ND	ND	ND	SI	ND	ND	ND	ND	ND	ND	ND	ND	ND	NC
DLPUE0007RNL	NORIA ALEJANDRO ROMERO RECORRIDO PIEZOMETRICO)	BALSAS	PUEBLA	JUAN C BONILLA	VALLE DE PUEBLA	POZO	-98.382867	19.129019	2022			288	Buena para riego						85.27	Potable - Moderadamente suave																			Verde		ND	SI	ND	ND	ND	SI	ND	ND	ND	ND	ND	ND	ND	ND	ND	NC
DLPUE0008RNL	POZO GRANJA CONEJOS (RECORRIDO PIEZOMETRICO)	BALSAS	PUEBLA	JUAN C BONILLA	VALLE DE PUEBLA	POZO	-98.351194	19.145611	2022			419	Buena para riego						100.95	Potable - Moderadamente suave																			Verde		ND	SI	ND	ND	ND	SI	ND	ND	ND	ND	ND	ND	ND	ND	ND	NC
DLPUE0027RNL	POZO NO. 4 SOSAPAT CAMINO A SAN FELIPE  TENIXTEPEC SAN JOSE CARPINTEROS	BALSAS	PUEBLA	TEPEACA		POZO	-97.900354	18.987606	2022	450.04	Indeseable como FAAP	980	Permisible para riego	627.2	Cultivos sensibles	Potable - Dulce	0.74	Potable - Optima	404.89	Potable - Dura	1.5	Buena calidad	0.96	Potable - Excelente													<0.025	Potable - Excelente	Amarillo	ALC,	NO	SI	SI	SI	SI	SI	SI	SI	ND	ND	ND	ND	ND	ND	SI	NC
DLPUE0043RNL	NORIA HUMBERTO CUENCA (RECORRIDO PIEZOMETRICO)	BALSAS	PUEBLA	JUAN C BONILLA	VALLE DE PUEBLA	POZO	-98.355917	19.131667	2022			437	Buena para riego						174.84	Potable - Dura																			Verde		ND	SI	ND	ND	ND	SI	ND	ND	ND	ND	ND	ND	ND	ND	ND	NC
DLPUE0050RNL	POZO AGRICOLA, JESUS NAZARENO, CHALCHOCOMULA DE DE SESMA	BALSAS	PUEBLA	CHALCHICOMULA DE SESMA	VALLE DE TECAMACHALCO	POZO	-97.463389	18.896333	2022	124.5	Media	302	Buena para riego				0.88	Potable - Optima	104.9	Potable - Moderadamente suave	<1.1	Potable - Excelente	2.14	Potable - Excelente													0.15	Potable - Excelente	Verde		SI	SI	ND	ND	SI	SI	SI	SI	ND	ND	ND	ND	ND	ND	SI	NC
DLPUE0051RNL	POZO DE LA COMUNIDAD, JESUS NAZARENO, CHALCHOCOMULA DE DE SESMA	BALSAS	PUEBLA	CHALCHICOMULA DE SESMA	VALLE DE TECAMACHALCO	POZO	-97.4505	18.905861	2022	118.38	Media	278	Buena para riego				0.92	Potable - Optima	92.02	Potable - Moderadamente suave	<1.1	Potable - Excelente	1.12	Potable - Excelente													<0.025	Potable - Excelente	Verde		SI	SI	ND	ND	SI	SI	SI	SI	ND	ND	ND	ND	ND	ND	SI	NC
DLPUE1990	MORATILLA 4	BALSAS	PUEBLA	PUEBLA	VALLE DE PUEBLA	POZO	-98.236861	19.100638	2022	224.2	Alta	818	Permisible para riego	544	Cultivos sensibles	Potable - Dulce	<0.2	Baja	337.4	Potable - Dura	<1.1	Potable - Excelente	2.29	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.01	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.008	Potable - Excelente	0.802	Sin efectos en la salud - Puede dar color al agua	Amarillo	FE,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	NC
DLPUE2020	XOXTLA 1	BALSAS	PUEBLA	CORONANGO	VALLE DE PUEBLA	POZO	-98.3181	19.1595	2022	205	Alta	959	Permisible para riego	700	Cultivos sensibles	Potable - Dulce	<0.2	Baja	341	Potable - Dura	<1.1	Potable - Excelente	3.981	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.239	No apta como FAAP	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.007	Potable - Excelente	0.124	Potable - Excelente	Rojo	CR,	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NO	SI	SI	SI	SI	NC
DLPUE2045	POZO AP LOCALIDAD DE AHUEHUETZINGO	BALSAS	PUEBLA	CHIETLA	ATLIXCO-IZUCAR DE MATAMOROS	POZO	-98.63208	18.49065	2022			2020	Dudosa para riego	1580	Cultivos con manejo especial	Ligeramente salobres	<0.2	Baja	1066.7	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	4.551	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.014	Potable - Excelente	0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.007	Potable - Excelente	0.085	Potable - Excelente	Amarillo	CONDUC,DT,	ND	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLPUE2075	JOSE ROSENDO FCO. CORTES HDZ.	BALSAS	PUEBLA	GUADALUPE VICTORIA	LIBRES-ORIENTAL	POZO	-97.39487	19.32091	2022	232	Alta	749	Buena para riego	454	Excelente para riego	Potable - Dulce	<0.2	Baja	304.8	Potable - Dura	<1.1	Potable - Excelente	0.596	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.039	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.006	Potable - Excelente	0.3	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLPUE2076	SAN ANTONIO CHICHICUAUTLA, SPR DE RI	BALSAS	PUEBLA	GUADALUPE VICTORIA	LIBRES-ORIENTAL	POZO	-97.38157	19.34465	2022	262	Alta	722	Buena para riego	436	Excelente para riego	Potable - Dulce	<0.2	Baja	287.4	Potable - Dura	<1.1	Potable - Excelente	0.334	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.031	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.044	Potable - Excelente	0.272	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLPUE2078	MPIO. CUAYUCATEPEC	GOLFO CENTRO	PUEBLA	TEHUACÁN	VALLE DE TEHUACAN	POZO	-97.49158	18.555518	2022	480	Indeseable como FAAP	1920	Permisible para riego	1268	Cultivos con manejo especial	Ligeramente salobres	<0.2	Baja	673.4	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	4.73	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.02	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	0.109	Potable - Excelente	Amarillo	ALC,DT,	NO	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLPUE2079	MUNICIPAL S.J. TEPETEOPAN	GOLFO CENTRO	PUEBLA	TEHUACÁN	VALLE DE TEHUACAN	POZO	-97.54919	18.52118	2022	305	Alta	1265	Permisible para riego	726	Cultivos sensibles	Potable - Dulce	<0.2	Baja	367.1	Potable - Dura	<1.1	Potable - Excelente	3.996	Potable - Excelente	0.013	Apta como FAAP	<0.003	Potable - Excelente	0.011	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	0.077	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLPUE2080	OOAP DE TEHUACAN AEROPUERTO 3	GOLFO CENTRO	PUEBLA	TEHUACÁN	VALLE DE TEHUACAN	POZO	-97.42657	18.50288	2022	365	Alta	1331	Permisible para riego	776	Cultivos sensibles	Potable - Dulce	<0.2	Baja	470.5	Potable - Dura	<1.1	Potable - Excelente	1.46	Potable - Excelente	<0.01	Potable - Excelente	<0.003	Potable - Excelente	0.021	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.003	Potable - Excelente	0.231	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLPUE2082	MUNICIPAL SAN JOSE MIAHUATLAN	GOLFO CENTRO	PUEBLA	SAN JOSÉ MIAHUATLÁN	VALLE DE TEHUACAN	POZO	-97.26469	18.30804	2022	462	Indeseable como FAAP	2614	Dudosa para riego	1660	Cultivos con manejo especial	Ligeramente salobres	<0.2	Baja	599.7	Muy dura e indeseable usos industrial y domestico	<1.1	Potable - Excelente	8.739	Potable - Buena calidad	0.012	Apta como FAAP	<0.003	Potable - Excelente	0.012	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	0.128	Potable - Excelente	Amarillo	ALC,CONDUC,DT,	NO	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLQUE2088	POZO VIDRIERA	LERMA SANTIAGO PACÍFICO	QUERÉTARO ARTEAGA	QUERÉTARO	VALLE DE QUERETARO	POZO	-100.42769	20.61389	2022	226.4	Alta	978	Permisible para riego	620	Cultivos sensibles	Potable - Dulce	2.04	Alta	152.3	Potable - Dura	<1.1	Potable - Excelente	8.547	Potable - Buena calidad	0.012	Apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Rojo	FLUO,	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLQUE2089	POZO MICHELIN	LERMA SANTIAGO PACÍFICO	QUERÉTARO ARTEAGA	QUERÉTARO	VALLE DE QUERETARO	POZO	-100.42562	20.62492	2022	261.4	Alta	1071	Permisible para riego	687	Cultivos sensibles	Potable - Dulce	2.32	Alta	182.8	Potable - Dura	<1.1	Potable - Excelente	7.492	Potable - Buena calidad	0.017	Apta como FAAP	<0.003	Potable - Excelente	0.006	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.011	Potable - Excelente	0.058	Potable - Excelente	Rojo	FLUO,	SI	SI	SI	SI	NO	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
DLQUE2090	POZO CARDANES	LERMA SANTIAGO PACÍFICO	QUERÉTARO ARTEAGA	QUERÉTARO	VALLE DE QUERETARO	POZO	-100.43401	20.62189	2022	161.9	Alta	748	Buena para riego	419.4	Excelente para riego	Potable - Dulce	9.32	Alta	<10	Potable - Suave	<1.1	Potable - Excelente	0.052	Potable - Excelente	0.028	No apta como FAAP	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	0.008	Potable - Excelente			Rojo	FLUO,AS,	SI	SI	SI	SI	NO	SI	SI	SI	NO	SI	SI	SI	SI	SI	ND	1
DLQUE2092	SAN PEDRO MARTIR, 1870 III	LERMA SANTIAGO PACÍFICO	QUERÉTARO ARTEAGA	QUERÉTARO	VALLE DE QUERETARO	POZO	-100.46928	20.61515	2022	210.5	Alta	580	Buena para riego	381	Excelente para riego	Potable - Dulce	0.55	Media	154.4	Potable - Dura	<1.1	Potable - Excelente	5.011	Potable - Buena calidad	<0.01	Potable - Excelente	<0.003	Potable - Excelente	<0.005	Potable - Excelente	<0.0005	Potable - Excelente	<0.005	Potable - Excelente	<0.0015	Potable - Excelente	<0.025	Potable - Excelente	Verde		SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	NC
