_id,agua,aire,alcantarillado,anio,cas,coprocesamiento,cve_ent,dispfinal,estado,gposustancia,iarc,incineracion,nombre,nra,otros,reciclado,reutilizacion,sector,suelo,sustancia,tratamiento,unidad,actprincipal,actsemarnat,calle,colonia,coordenadaUTMX,coordenadaUTMY,cp,cve_mun,cveamb,descmod,descscian,entrec1,entrec2,latitudnorte,localidad,longitudoeste,mod,municipio,numexterior,numinterior,parqueind,scian,subsector,lat,lng,calculada,incorrecto,mapa,enmexico,enestado,cve_ent_coor,enmunicipio,cve_mun_coor,flat,flng,PERFIL
65298bb0bb426186d9053ed0,0.0000396,0,0,2005,7440-43-9,0,28,0,TAMAULIPAS,,1,0,APOMEX S.A. DE C.V.,APO132803211,0,0,0,Metalurgica (incluye la siderurgica),0,Cadmio,0,kg/año,Produccion Fabricacion Ensamble Combinacion y Mezcla de Productos de Antimonio.,Mineria de mercurio y antimonio,Carretera Riberena Km. 78,Guardados de Abajo,2915886,306265.991,88450,7,No disponible,No aplica,No disponible,No disponible,No disponible,"26°21'47""",Cd Camargo,"98°56'14""",0,Camargo,Km. 78,No disponible,No disponible,No disponible,No disponible,26.3630555555556,-98.9372222222223,1,0,1,1,1,28,1,7,26.3630555555556,-98.9372222222223,28_7_1_7440-43-9_2005
65298bb0bb426186d9053ed2,0.0000036,0,0,2005,7440-38-2,0,28,0,TAMAULIPAS,,1,0,APOMEX S.A. DE C.V.,APO132803211,0,0,0,Metalurgica (incluye la siderurgica),0,Arsénico,0,kg/año,Produccion Fabricacion Ensamble Combinacion y Mezcla de Productos de Antimonio.,Mineria de mercurio y antimonio,Carretera Riberena Km. 78,Guardados de Abajo,2915886,306265.991,88450,7,No disponible,No aplica,No disponible,No disponible,No disponible,"26°21'47""",Cd Camargo,"98°56'14""",0,Camargo,Km. 78,No disponible,No disponible,No disponible,No disponible,26.3630555555556,-98.9372222222223,1,0,1,1,1,28,1,7,26.3630555555556,-98.9372222222223,28_7_1_7440-38-2_2005
65298bb3bb426186d9055cef,0.0000031449,0,0,2005,7440-38-2,0,28,0,TAMAULIPAS,,1,0,QMAX MEXICO S. A. DE C. V.,QME692800711,0,0,0,Quimica,0,Arsénico,0,kg/año,"PRODUCCIÓN DE GRASAS, ACEITES LUBRICANTES Y ADITIVOS (INCLUYE MEZCLAS).","Produccion de grasas, aceites lubricantes y aditivos",CARRETERA PEÑA BLANCA KM. 1,No disponible,0,0,88640,7,No disponible,No aplica,No disponible,No disponible,No disponible,"26°03'19""",COMALES,"98°18'9""",0,Camargo,No disponible,No disponible,No disponible,No disponible,No disponible,26.0552777777778,-98.3025,1,0,1,1,1,28,0,32,24.26694,-98.8362755,28_7_1_7440-38-2_2005
65298bb3bb426186d9055cf4,0.000018869,0,0,2005,7440-43-9,0,28,0,TAMAULIPAS,,1,0,QMAX MEXICO S. A. DE C. V.,QME692800711,0,0,0,Quimica,0,Cadmio,0,kg/año,"PRODUCCIÓN DE GRASAS, ACEITES LUBRICANTES Y ADITIVOS (INCLUYE MEZCLAS).","Produccion de grasas, aceites lubricantes y aditivos",CARRETERA PEÑA BLANCA KM. 1,No disponible,0,0,88640,7,No disponible,No aplica,No disponible,No disponible,No disponible,"26°03'19""",COMALES,"98°18'9""",0,Camargo,No disponible,No disponible,No disponible,No disponible,No disponible,26.0552777777778,-98.3025,1,0,1,1,1,28,0,32,24.26694,-98.8362755,28_7_1_7440-43-9_2005
65298bc0bb426186d905fdb2,0.0000396,0,0,2004,7440-38-2,0,28,0,TAMAULIPAS,,1,0,APOMEX S.A. DE C.V.,APO132803211,0,0,0,Metalurgica (incluye la siderurgica),0,Arsénico,0,kg/año,Produccion Fabricacion Ensamble Combinacion y Mezcla de Productos de Antimonio.,Mineria de mercurio y antimonio,Carretera Riberena Km. 78,Guardados de Abajo,2915886,306265.991,88450,7,No disponible,No aplica,No disponible,No disponible,No disponible,"26°21'47""",Cd Camargo,"98°56'14""",0,Camargo,Km. 78,No disponible,No disponible,No disponible,No disponible,26.3630555555556,-98.9372222222223,1,0,1,1,1,28,1,7,26.3630555555556,-98.9372222222223,28_7_1_7440-38-2_2004
65298bc1bb426186d9060891,5.637e-8,0,0,2004,7440-38-2,0,28,0,TAMAULIPAS,,1,0,MAQUILADORA AUREA S.A DE C.V,MAUEA2800711,0,0,0,Articulos y productos metalicos,0,Arsénico,0,kg/año,FABRICACION Y MAQUILA DE JOYERIA EN GENERAL,Produccion de joyeria y orfebreria,CARR. AL PUENTE INTERNACIONAL,CUAUHTEMOC,2314797,3198075,88440,7,No disponible,No aplica,No disponible,KM1,No disponible,"260°19'20""",No disponible,"280°50'2""",0,Camargo,KM1,No disponible,No disponible,No disponible,No disponible,260.322222222222,-280.833888888889,1,0,1,0,0,0,0,0,24.26694,-98.8362755,28_7_1_7440-38-2_2004
65298bcdbb426186d906abf7,2.876e-8,0,0,2006,7440-38-2,0,28,0,TAMAULIPAS,,1,0,QMAX MEXICO S. A. DE C. V.,QME692800711,0,0,0,Quimica,0,Arsénico,0,kg/año,"PRODUCCIÓN DE GRASAS, ACEITES LUBRICANTES Y ADITIVOS (INCLUYE MEZCLAS).",No disponible,CARRETERA PEÑA BLANCA KM. 1,No disponible,0,0,88640,7,69,No aplica,Fabricación de aceites y grasas lubricantes,No disponible,No disponible,"26°03'19""",COMALES,"98°18'9""",0,Camargo,No disponible,No disponible,No disponible,324191,"Produccion de grasas, aceites lubricantes y aditivos",26.0552777777778,-98.3025,1,0,1,1,1,28,0,32,24.26694,-98.8362755,28_7_1_7440-38-2_2006
65298bcdbb426186d906abf8,1.438e-8,0,0,2006,7440-43-9,0,28,0,TAMAULIPAS,,1,0,QMAX MEXICO S. A. DE C. V.,QME692800711,0,0,0,Quimica,0,Cadmio,0,kg/año,"PRODUCCIÓN DE GRASAS, ACEITES LUBRICANTES Y ADITIVOS (INCLUYE MEZCLAS).",No disponible,CARRETERA PEÑA BLANCA KM. 1,No disponible,0,0,88640,7,69,No aplica,Fabricación de aceites y grasas lubricantes,No disponible,No disponible,"26°03'19""",COMALES,"98°18'9""",0,Camargo,No disponible,No disponible,No disponible,324191,"Produccion de grasas, aceites lubricantes y aditivos",26.0552777777778,-98.3025,1,0,1,1,1,28,0,32,24.26694,-98.8362755,28_7_1_7440-43-9_2006
65298b9ebb426186d904722c,0,0,0,2011,100-42-5,0,28,5882.23944,TAMAULIPAS,,2A,0,CEPILLOS DE MATAMOROS S.A. DE C.V.,CMA6H2802211,0,58822.3944,0,Quimica,0,Estireno (fenil etileno),0,kg/año,FABRICACIÓN DE PRODUCTOS MOLDEADOS CON DIVERSAS RESINAS,No disponible,AV. LAURO VILLAR KM. 4,MEXICO AGRARIO,No disponible,No disponible,87440,22,MA,No aplica,Fabricación de otros productos de plástico de uso industrial sin reforzamiento,No disponible,No disponible,"25°51'20""",H MATAMOROS,"97°28'1""",0,Matamoros,135,SN,No disponible,326194,Fabricacion de productos moldeados con diversas resinas ,25.8555555555556,-97.4669444444444,1,0,1,1,1,28,1,22,25.8555555555556,-97.4669444444444,28_22_2A_100-42-5_2011
65298b9fbb426186d90480d0,0,0.096,0,2011,87-86-5,0,28,0,TAMAULIPAS,,1,0,KMG DE MEXICO S.A. DE C.V.,KMG5P2802211,0,0,0,Quimica,0,Pentaclorofenol,0,kg/año,PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (INCLUYE PRODUCTOS ORGÁNICOS E INORGÁ,No disponible,CARR. SENDERO NACIONAL KM. 8,LA GLORIA,No disponible,No disponible,87560,22,5P,No aplica,"Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes",No disponible,No disponible,"0°0'0""",MATAMOROS,"0°0'0""",0,Matamoros,No disponible,No disponible,No disponible,325320,Produccion de plaguicidas y otros quimicos agricolas,0,0,1,1,1,0,0,0,0,0,25.8690294,-97.5027376,28_22_1_87-86-5_2011
