_id,agua,aire,alcantarillado,anio,cas,coprocesamiento,cve_ent,dispfinal,estado,gposustancia,iarc,incineracion,nombre,nra,otros,reciclado,reutilizacion,sector,suelo,sustancia,tratamiento,unidad,actprincipal,actsemarnat,calle,colonia,coordenadaUTMX,coordenadaUTMY,cp,cve_mun,cveamb,descmod,descscian,entrec1,entrec2,latitudnorte,localidad,longitudoeste,mod,municipio,numexterior,numinterior,parqueind,scian,subsector,lat,lng,calculada,incorrecto,mapa,enmexico,enestado,cve_ent_coor,enmunicipio,cve_mun_coor,flat,flng,PERFIL
65298ba1bb426186d904956f,0,0,0,2011,7440-43-9,0,5,146.8,COAHUILA,,1,0,"TOTER DE MEXICO, S DE R.L. DE C.V.",TME6E0500211,0,0,0,Articulos y productos plasticos,0,Cadmio,0,kg/año,FABRICACION DE PRODUCTOS PLASTICOS,No disponible,BLV. INTERNACIONAL,PARQUE INTERNACIONAL,No disponible,No disponible,26269,2,6E,No aplica,Fabricación de otros productos de plástico sin reforzamiento,No disponible,No disponible,"29°16'34""",ACUNA,"100°54'26""",0,Acuña,SN,15,PARQUE INDUSTRIAL INTERNACIONAL,326199,Fabricacion de productos y articulos de plastico,29.2761111111111,-100.907222222222,1,0,1,1,1,5,1,2,29.2761111111111,-100.907222222222,5_2_1_7440-43-9_2011
65298ba1bb426186d904981b,0,3.03,0,2018,7439-92-1,0,5,0.0578,COAHUILA,,2B,0,"AEES MANUFACTURERA S DE RL DE CV,",AFM910500221,0,0,0,"Equipos y articulos electronicos, electricos y domesticos",0,"Plomo (polvos respirables, humos o vapores)",0,kg/año,Ensamble de arneses electricos y/o electronicos,No disponible,Carretera  PRESA LA AMISTAD,No disponible,306011.4933,3247690.1942,26220,2,91,No aplica,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,No disponible,No disponible,"29°20'36""",CIUDAD ACUÑA,"100°59'53""",0,Acuña,KM. 5.0 , ,PARQUE INDUSTRIAL AMISTAD,336320,"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",29.3433333333333,-100.998055555556,1,0,1,1,1,5,1,2,29.3433333333333,-100.998055555556,5_2_2B_7439-92-1_2018
65298ba1bb426186d9049a6c,0,0,0,2018,7439-92-1,19.2,5,0,COAHUILA,,2B,0,"BENDIX CVS DE MEXICO S.A. DE C.V.,BENDIX CVS DE MÉXICO S.A DE C.V.",BCM9L0500211,0,0,0,Automotriz,0,"Plomo (polvos respirables, humos o vapores)",0,kg/año,PRODUCCIÓN DE PARTES PARA EL SISTEMA DE FRENOS AUTOMOTRIZ,No disponible,Carretera  PRESA LA AMISTAD KM6 MAS 500,No disponible,305409.9436,3247812.6207,26220,2,9L,No aplica,Fabricación de partes de sistemas de frenos para vehículos automotrices,No disponible,No disponible,"29°20'39""",CIUDAD ACUÑA,"101°0'15""",0,Acuña,SN ,SN ,PARQUE INDUSTRIAL LA AMISTAD,336340,Produccion de partes para el sistema de frenos automotriz,29.3441666666667,-101.004166666667,1,0,1,1,1,5,1,2,29.3441666666667,-101.004166666667,5_2_2B_7439-92-1_2018
65298ba1bb426186d904a4e2,0,0,0,2018,7440-43-9,0,5,0,COAHUILA,,1,0,"HOWMET DE MÉXICO, S. DE R.L. DE C.V.,",HME8A0500211,0,1.67,0,Otros,0,Cadmio,0,kg/año,"Limpieza de partes metalicas, Elaboracion de moldes de cera y ceramica.",No disponible,Calle CARR. PRESA LA AMISTAD,No disponible,305826.9684,3247631.2964,26220,2,1I,No aplica,Otras industrias manufactureras,No disponible,No disponible,"29°20'34""",CIUDAD ACUÑA,"100°59'59""",0,Acuña,KM. 7.100.5 , ,PARQUE INDUSTRIAL AMISTAD,339999,Maquila de acabado y pintado de piezas metalicas y de otros materiales,29.3427777777778,-100.999722222222,1,0,1,1,1,5,1,2,29.3427777777778,-100.999722222222,5_2_1_7440-43-9_2018
65298ba8bb426186d904f209,0,9.3,0,2014,7439-92-1,0,5,0,COAHUILA,,2B,0,"AEES MANUFACTURERA S DE RL DE CV,",AFM910500221,0,0,0,"Equipos y articulos electronicos, electricos y domesticos",0,"Plomo (polvos respirables, humos o vapores)",0,kg/año,Ensamble de arneses electricos y/o electronicos,No disponible,Carretera  PRESA LA AMISTAD,No disponible,No disponible,No disponible,26220,2,91,No aplica,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,No disponible,No disponible,"29°20'36""",Ciudad Acuña,"100°59'53""",0,Acuña,KM. 5.0 , ,PARQUE INDUSTRIAL AMISTAD,336320,"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",29.3433333333333,-100.998055555556,1,0,1,1,1,5,1,2,29.3433333333333,-100.998055555556,5_2_2B_7439-92-1_2014
65298ba9bb426186d904fb5b,0,3.98,0,2014,7440-02-0,0,5,6240,COAHUILA,,2B,0,"HOWMET DE MÉXICO, S. DE R.L. DE C.V.,",HME8A0500211,0,33810,0,Otros,0,"Níquel (polvos respirables, humos o vapores)",0,kg/año,"Limpieza de partes metalicas, Elaboracion de moldes de cera y ceramica.",No disponible,Calle CARR. PRESA LA AMISTAD,No disponible,No disponible,No disponible,26220,2,1I,No aplica,Recubrimientos y terminados metálicos,No disponible,No disponible,"29°20'34""",Ciudad Acuña,"100°59'59""",0,Acuña,KM. 7.100.5 , ,PARQUE INDUSTRIAL AMISTAD,332810,Maquila de acabado y pintado de piezas metalicas y de otros materiales,29.3427777777778,-100.999722222222,1,0,1,1,1,5,1,2,29.3427777777778,-100.999722222222,5_2_2B_7440-02-0_2014
65298ba9bb426186d904fb5c,0,0,0,2014,7440-43-9,0,5,0,COAHUILA,,1,0,"HOWMET DE MÉXICO, S. DE R.L. DE C.V.,",HME8A0500211,0,1.2,0,Otros,0,Cadmio,0,kg/año,"Limpieza de partes metalicas, Elaboracion de moldes de cera y ceramica.",No disponible,Calle CARR. PRESA LA AMISTAD,No disponible,No disponible,No disponible,26220,2,1I,No aplica,Recubrimientos y terminados metálicos,No disponible,No disponible,"29°20'34""",Ciudad Acuña,"100°59'59""",0,Acuña,KM. 7.100.5 , ,PARQUE INDUSTRIAL AMISTAD,332810,Maquila de acabado y pintado de piezas metalicas y de otros materiales,29.3427777777778,-100.999722222222,1,0,1,1,1,5,1,2,29.3427777777778,-100.999722222222,5_2_1_7440-43-9_2014
65298baabb426186d90508d0,0,29.7,0,2016,7439-92-1,0,5,0,COAHUILA,,2B,0,"ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I), S. DE R.L. DE C.V.,ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I), S. DE R.L. DE C.V",AFS1I0500211,0,0,0,Articulos y productos metalicos,0,"Plomo (polvos respirables, humos o vapores)",0,kg/año,Fabricación de otros productos metálicos,No disponible,Calle HIDALGO,No disponible,306042.336,3247604.5485,26220,2,83,No aplica,"Fabricación de tornillos, tuercas, remaches y similares",No disponible,No disponible,"29°20'33""",Ciudad Acuña,"100°59'51""",0,Acuña,120,No disponible,PARQUE INDUSTRIAL AMISTAD,332720,"Produccion de tornillos, clavos, tuercas y similares",29.3425,-100.9975,1,0,1,1,1,5,1,2,29.3425,-100.9975,5_2_2B_7439-92-1_2016
65298baabb426186d90508d1,0,4.39,0,2016,7440-02-0,0,5,0,COAHUILA,,2B,0,"ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I), S. DE R.L. DE C.V.,ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I), S. DE R.L. DE C.V",AFS1I0500211,0,0,0,Articulos y productos metalicos,0,"Níquel (polvos respirables, humos o vapores)",0,kg/año,Fabricación de otros productos metálicos,No disponible,Calle HIDALGO,No disponible,306042.336,3247604.5485,26220,2,83,No aplica,"Fabricación de tornillos, tuercas, remaches y similares",No disponible,No disponible,"29°20'33""",Ciudad Acuña,"100°59'51""",0,Acuña,120,No disponible,PARQUE INDUSTRIAL AMISTAD,332720,"Produccion de tornillos, clavos, tuercas y similares",29.3425,-100.9975,1,0,1,1,1,5,1,2,29.3425,-100.9975,5_2_2B_7440-02-0_2016
65298babbb426186d9051409,0,0,0,2016,7440-02-0,0,5,7600,COAHUILA,,2B,0,"HOWMET DE MÉXICO, S. DE R.L. DE C.V.,",HME8A0500211,0,34620,0,Otros,0,"Níquel (polvos respirables, humos o vapores)",0,kg/año,"Limpieza de partes metalicas, Elaboracion de moldes de cera y ceramica.",No disponible,Calle CARR. PRESA LA AMISTAD,No disponible,305826.9684,3247631.2964,26220,2,1I,No aplica,Otras industrias manufactureras,No disponible,No disponible,"29°20'34""",Ciudad Acuña,"100°59'59""",0,Acuña,KM. 7.100.5,No disponible,PARQUE INDUSTRIAL AMISTAD,339999,Maquila de acabado y pintado de piezas metalicas y de otros materiales,29.3427777777778,-100.999722222222,1,0,1,1,1,5,1,2,29.3427777777778,-100.999722222222,5_2_2B_7440-02-0_2016
