nra,estado,municipio
BPU0702700048,Chiapas,Chiapa de Corzo
BPU1200100578,GUERRERO,Acapulco de Juarez
BPU1200100578,Guerrero,Acapulco de Juárez
BPU1404400042,Jalisco,Ixtlahuacán de los Membrillos
BPU1610800094,Michoacán de Ocampo,Zamora
BPU2111400602,PUEBLA,Puebla
BPU2111400602,Puebla,Puebla
BPU2700400612,TABASCO,Centro
BPU2700400612,Tabasco,Centro
BPU3010500570,VERACRUZ,Medellin
BPU3010500570,Veracruz de Ignacio de la Llave,Medellín
BPU3010800099,VERACRUZ,Minatitlan
BPU3010800099,Veracruz de Ignacio de la Llave,Minatitlán
BPU3105001308,Yucatán,Mérida
BPURP2104111,PUEBLA,Cuautlancingo
BQU2200500036,QUERETARO,Colon
BQU2200500036,Querétaro,Colón
BQU2201400022,QUERETARO,Queretaro
BQU2201400022,Querétaro,Querétaro
BRA1410200001,JALISCO,Tonaya
BRE1503300332,MEXICO,Ecatepec de Morelos
BRE2803200115,TAMAULIPAS,Reynosa
BRE2803200115,Tamaulipas,Reynosa
BRE5Q1503311,MEXICO,Ecatepec de Morelos
BRE5Q1503311,México,Ecatepec de Morelos
BRE9M2803211,TAMAULIPAS,Reynosa
BRE9U2803211,TAMAULIPAS,Reynosa
BRM8L0503511,COAHUILA,Torreon
BRM8L0503511,Coahuila de Zaragoza,Torreón
BRMLJ1508111,MEXICO,Tecamac
BRN362604311,SONORA,Nogales
BRU5T1501411,MEXICO,Atlacomulco
BRU5T1501411,México,Atlacomulco
BSI871100511,GUANAJUATO,Apaseo el Grande
BSI871100511,Guanajuato,Apaseo el Grande
BSI9A0803711,CHIHUAHUA,Juarez
BSL2405000025,SAN LUIS POTOSI,Villa de Reyes
BSL2405000025,San Luis Potosí,Villa de Reyes
BSM0200400554,BAJA CALIFORNIA,Tijuana
BSM0200400554,Baja California,Tijuana
BSM102701411,TABASCO,Paraiso
BSM102800711,TAMAULIPAS,Camargo
BSM1902600058,Nuevo León,Guadalupe
BSM1F2603011,SONORA,Hermosillo
BSM2603000127,SONORA,Hermosillo
BSMBY3019311,VERACRUZ,Veracruz
BSMEA2800711,TAMAULIPAS,Camargo
BSMZU2701411,TABASCO,Paraiso
BSO7S1510411,MEXICO,Tlalnepantla de Baz
BSO7S1510411,México,Tlalnepantla de Baz
BSOBB2604311,SONORA,Nogales
BSP5E0200311,BAJA CALIFORNIA,Tijuana
BSS5E0200411,BAJA CALIFORNIA,Tijuana
BSTEA1904811,NUEVO LEON,Santa Catarina
BSTLX1904811,NUEVO LEON,Santa Catarina
BSU8T0803711,CHIHUAHUA,Juarez
BSY5P2201421,QUERETARO,Queretaro
BTE0200200003,BAJA CALIFORNIA,Mexicali
BTE9M0502711,COAHUILA,Ramos Arizpe
BTI2904300023,TLAXCALA,Yauhquemecan
BTI2904300023,Tlaxcala,Yauhquemehcan
BTM1505100107,MEXICO,Lerma
BTM1505100107,México,Lerma
BTM301403911,JALISCO,Amatitan
BTM301403911,Jalisco,Amatitán
BTM9G1306111,HIDALGO,Tepeapulco
BTM9G1306111,Hidalgo,Tepeapulco
BTMLX1505111,MEXICO,Lerma
BTPMD1103711,GUANAJUATO,Silao
BTPMD1103711,Guanajuato,Silao de la Victoria
BTS7S1510411,MEXICO,Tlalnepantla de Baz
BTT9M2200611,QUERETARO,Corregidora
BUN752402811,SAN LUIS POTOSI,San Luis Potosi
BUS910803713,CHIHUAHUA,Juarez
BUS910803713,Chihuahua,Juárez
BVEM11510011,MEXICO,Tezoyuca
BWA9M1510911,MEXICO,Tultitlan
BWI462802211,TAMAULIPAS,Matamoros
BWLM90400311,CAMPECHE,Carmen
BWSBB0200411,BAJA CALIFORNIA,Tijuana
BYE170000002,MORELOS,Yecapixtla
BYE170000002,Morelos,Yecapixtla
BYES71703012,MORELOS,Yecapixtla
BYP9M2201611,QUERETARO,San Juan del Rio
BYU2A3105011,YUCATAN,Merida
BYU2A3105011,Yucatán,Mérida
BZO5T1412011,JALISCO,Zapopan
BZO5T1412011,Jalisco,Zapopan
C&A050301111,COAHUILA,Saltillo
C&A6E0503011,COAHUILA,Saltillo
C&A9M2113611,PUEBLA,San Miguel Xoxtla
C&AMV2201111,QUERETARO,El Marques
C&ARP2113611,PUEBLA,San Miguel Xoxtla
C&S690101011,AGUASCALIENTES,El Llano
C0C741412111,JALISCO,Zapotiltic
CAA1403902064,JALISCO,Guadalajara
CAA1403902064,Jalisco,Guadalajara
CAA1409800274,JALISCO,Tlaquepaque
CAAEE1000511,DURANGO,Durango
CAB1500200001,MEXICO,Acolman
CAB1510600478,MEXICO,Toluca
CAB7I2201411,QUERETARO,Queretaro
CABKE1903913,NUEVO LEON,Monterrey
CABKE1903913,Nuevo León,Monterrey
CAC3103800024,YUCATAN,Hunucma
CAC7U2802711,TAMAULIPAS,Nuevo Laredo
CAC8A1403911,JALISCO,Guadalajara
CACAD2804011,TAMAULIPAS,Valle Hermoso
CACAD2804011,Tamaulipas,Valle Hermoso
CACND1502311,MEXICO,Coyotepec
CAD691510911,MEXICO,Tultitlan
CAD691510911,México,Tultitlán
CAD910800111,CHIHUAHUA,Juarez
CAD9M0803711,CHIHUAHUA,Juarez
CADEA0803711,CHIHUAHUA,Juarez
CAE8A1403911,JALISCO,Guadalajara
CAE8A1403921,JALISCO,Guadalajara
CAE8A1403931,JALISCO,Guadalajara
CAE8A1403941,JALISCO,Guadalajara
CAF233008511,VERACRUZ,Ixtaczoquitlan
CAF233008511,Veracruz de Ignacio de la Llave,Ixtaczoquitlán
CAF6D1501411,MEXICO,Atlacomulco
CAF6D1501411,México,Atlacomulco
CAG1L1901811,NUEVO LEON,Garcia
CAH2Z1503311,MEXICO,Ecatepec de Morelos
CAH8A1510411,MEXICO,Tlalnepantla de Baz
CAI8A1409811,JALISCO,Tlaquepaque
CAJ6W1403911,JALISCO,Guadalajara
CAL2800300044,TAMAULIPAS,Altamira
CAL2800300044,Tamaulipas,Altamira
CAL2800300190,TAMAULIPAS,Altamira
CAL2800300190,Tamaulipas,Altamira
CAL2W3005911,VERACRUZ,Chinameca
CAL3102000003,YUCATAN,Chicxulub Pueblo
CAL461510611,MEXICO,Toluca
CAL6M0200411,BAJA CALIFORNIA,Tijuana
CAL6M0200411,Baja California,Tijuana
CAM0802102112,CHIHUAHUA,Delicias
CAM1R1510611,MEXICO,Toluca
CAM2604300011,SONORA,Nogales
CAM711510913,MEXICO,Tultitlan
CAM7I1510911,MEXICO,Tultitlan
CAM880503011,COAHUILA,Saltillo
CAM880900721,DISTRITO FEDERAL,Iztapalapa
CAM911700411,MORELOS,Ayala
CAM9D0802111,CHIHUAHUA,Delicias
CAM9L1103711,GUANAJUATO,Silao
CAM9L1103712,GUANAJUATO,Silao
CAM9L1103721,GUANAJUATO,Silao
CAMBU0100111,AGUASCALIENTES,Aguascalientes
CAMEA1904811,NUEVO LEON,Santa Catarina
CAMK90400321,CAMPECHE,Carmen
CAMLJ1512011,MEXICO,Zumpango
CAMND1509111,MEXICO,Teoloyucan
CAMRP0802111,CHIHUAHUA,Delicias
CAMTI0901411,DISTRITO FEDERAL,Benito Juarez
CAN1505600001,MEXICO,Morelos
CAN3L2804011,TAMAULIPAS,Valle Hermoso
CAN461502611,MEXICO,Chapa de Mota
CAN461502611,México,Chapa de Mota
CAN9M2604311,SONORA,Nogales
CANEE1507011,MEXICO,La Paz
CANKE2500611,SINALOA,Culiacan
CAOLJ2902511,TLAXCALA,San Pablo del Monte
CAP023004111,QUINTANA ROO,Othon P. Blanco
CAP1305000007,HIDALGO,Progreso de Obregon
CAP1305000007,Hidalgo,Progreso de Obregón
CAP1605200212,Michoacán de Ocampo,Lázaro Cárdenas
CAP1F1200111,GUERRERO,Acapulco de Juarez
CAP1F1200111,Guerrero,Acapulco de Juárez
CAP2111400555,PUEBLA,Puebla
CAP2111400555,Puebla,Puebla
CAP2200400022,QUERETARO,Cadereyta de Montes
CAP2200700016,QUERETARO,Ezequiel Montes
CAP300851111,VERACRUZ,Ixtaczoquitlan
CAP730502711,COAHUILA,Ramos Arizpe
CAP730502711,Coahuila de Zaragoza,Ramos Arizpe
CAP730600911,COLIMA,Tecoman
CAP730600911,Colima,Tecomán
CAP731501011,MEXICO,Apaxco
CAP731501011,México,Apaxco
CAP731902111,NUEVO LEON,Gral.  Escobedo
CAP732603021,SONORA,Hermosillo
CAP732603021,Sonora,Hermosillo
CAP732701211,TABASCO,Macuspana
CAP732701211,Tabasco,Macuspana
CAP733008511,VERACRUZ,Ixtaczoquitlan
CAP733008511,Veracruz de Ignacio de la Llave,Ixtaczoquitlán
CAP741306311,HIDALGO,Tepeji del Rio de Ocampo
CAP741501011,MEXICO,Apaxco
CAP741501011,México,Apaxco
CAP741501012,MEXICO,Apaxco
CAP9M0803711,CHIHUAHUA,Juarez
CAPEE1606911,MICHOACAN,La Piedad
CAPRH2603011,SONORA,Hermosillo
CAPS72300111,QUINTANA ROO,Cozumel
CAPUB2300811,QUINTANA ROO,Solidaridad
CAQ8A1505811,MEXICO,Nezahualcoyotl
CAR2200400010,QUERETARO,Cadereyta de Montes
CAR571904611,NUEVO LEON,San Nicolas de los Garza
CAR581103211,GUANAJUATO,San Jose Iturbide
CAR5E1505711,MEXICO,Naucalpan de Juarez
CAR6E2803211,TAMAULIPAS,Reynosa
CAR742200711,QUERETARO,Ezequiel Montes
CAR7T0900711,DISTRITO FEDERAL,Iztapalapa
CAR9J2201411,QUERETARO,Queretaro
CAR9M1900611,NUEVO LEON,Apodaca
CAR9M1900612,NUEVO LEON,Apodaca
CARHH0901511,DISTRITO FEDERAL,Cuauhtemoc
CARLK0900311,DISTRITO FEDERAL,Coyoacan
CAS9M0101111,AGUASCALIENTES,San Francisco de los Romo
CAS9M0101121,AGUASCALIENTES,San Francisco de los Romo
CAS9M0101121,Aguascalientes,San Francisco de los Romo
CAS9M0502711,COAHUILA,Ramos Arizpe
CASMV0502811,COAHUILA,Sabinas
CAT5Z2107411,PUEBLA,Huejotzingo
CAU2200500023,QUERETARO,Colon
CAUKE1505411,MEXICO,Metepec
CAV5Y1903911,NUEVO LEON,Monterrey
CAVBB0200111,BAJA CALIFORNIA,Ensenada
CAY911904611,NUEVO LEON,San Nicolas de los Garza
CAZ7L1510911,MEXICO,Tultitlan
CAZKE0900211,DISTRITO FEDERAL,Azcapotzalco
CBA7T0503011,COAHUILA,Saltillo
CBAB01605211,MICHOACAN,Lazaro Cardenas
CBAB01605211,Michoacán de Ocampo,Lázaro Cárdenas
CBAMI2200811,QUERETARO,Huimilpan
CBAQF1101711,GUANAJUATO,Irapuato
CBB742107611,PUEBLA,Hueytamalco
CBCAI2802711,TAMAULIPAS,Nuevo Laredo
CBE6E1904811,NUEVO LEON,Santa Catarina
CBE741301311,HIDALGO,Atotonilco de Tula
CBE741301311,Hidalgo,Atotonilco de Tula
CBE742200711,QUERETARO,Toliman
CBE742200711,Querétaro,Tolimán
CBERP1904811,NUEVO LEON,Santa Catarina
CBF582804011,TAMAULIPAS,Valle Hermoso
CBF582804011,Tamaulipas,Valle Hermoso
CBLLU1102711,GUANAJUATO,Salamanca
CBLLU1102711,Guanajuato,Salamanca
CBMQF0803711,CHIHUAHUA,Juarez
CCA1801200018,NAYARIT,San Blas
CCA2300500234,QUINTANA ROO,Benito Juarez
CCA2300500234,Quintana Roo,Benito Juárez
CCA731307611,HIDALGO,Tula de Allende
CCA732005711,OAXACA,El Barrio de la Soledad
CCA732005711,Oaxaca,El Barrio de la Soledad
CCA8A1403911,JALISCO,Guadalajara
CCAAY2300111,QUINTANA ROO,Cozumel
CCAAY2300111,Quintana Roo,Cozumel
CCAAY2300521,QUINTANA ROO,Benito Juarez
CCE160531111,MICHOACAN,Morelia
CCE2M0900211,Ciudad de México,Azcapotzalco
CCE2M0900211,DISTRITO FEDERAL,Azcapotzalco
CCE5Z1301011,HIDALGO,Atitalaquia
CCE5Z1301011,Hidalgo,Atitalaquia
CCE5Z1605311,MICHOACAN,Morelia
CCE5Z1605311,Michoacán de Ocampo,Morelia
CCE7W2201611,QUERETARO,San Juan del Rio
CCEQF1100711,GUANAJUATO,Celaya
CCEQF1100711,Guanajuato,Celaya
CCEZU0900511,Ciudad de México,Gustavo A. Madero
CCEZU0900511,DISTRITO FEDERAL,Gustavo A. Madero
CCH920900711,DISTRITO FEDERAL,Iztapalapa
CCI622402811,SAN LUIS POTOSI,San Luis Potosi
CCM0200302270,BAJA CALIFORNIA,Tecate
CCM0200302270,Baja California,Tecate
CCM0804500019,CHIHUAHUA,Meoqui
CCM0804500019,Chihuahua,Meoqui
CCM1403900917,Jalisco,Guadalajara
CCM1510600690,MEXICO,Toluca
CCM1510600690,México,Toluca
CCM2201101210,QUERETARO,El Marques
CCM2P0900221,DISTRITO FEDERAL,Azcapotzalco
CCM2P1900621,NUEVO LEON,Apodaca
CCM300200311,BAJA CALIFORNIA,Tecate
CCM300200311,Baja California,Tecate
CCM301403911,JALISCO,Guadalajara
CCM301510611,MEXICO,Toluca
CCM301903921,NUEVO LEON,Monterrey
CCM301903921,Nuevo León,Monterrey
CCM302111721,PUEBLA,Rafael Lara Grajales
CCM302111731,PUEBLA,Rafael Lara Grajales
CCM302111731,Puebla,Rafael Lara Grajales
CCM302604211,SONORA,Navojoa
CCM302604211,Sonora,Navojoa
CCM303011811,VERACRUZ,Orizaba
CCM303011821,VERACRUZ,Orizaba
CCM303011821,Veracruz de Ignacio de la Llave,Orizaba
CCM312604211,SONORA,Navojoa
CCM350200311,BAJA CALIFORNIA,Tecate
CCM350200312,BAJA CALIFORNIA,Tecate
CCM5U1503311,MEXICO,Ecatepec de Morelos
CCM5U1503311,México,Ecatepec de Morelos
CCM7N2402811,SAN LUIS POTOSI,San Luis Potosi
CCM7U0803711,CHIHUAHUA,Juarez
CCM912604311,SONORA,Nogales
CCM912604311,Sonora,Nogales
CCM912802211,TAMAULIPAS,Matamoros
CCM912803211,TAMAULIPAS,Reynosa
CCM912803211,Tamaulipas,Reynosa
CCM950200411,BAJA CALIFORNIA,Tijuana
CCM950803711,CHIHUAHUA,Juarez
CCMEA1510611,MEXICO,Toluca
CCMEA1903911,NUEVO LEON,Monterrey
CCMMB2800311,TAMAULIPAS,Altamira
CCMMB2800311,Tamaulipas,Altamira
CCMRP1900611,NUEVO LEON,Apodaca
CCMRP2604211,SONORA,Navojoa
CCMS70200311,BAJA CALIFORNIA,Tecate
CCMSC1510611,MEXICO,Toluca
CCN0100900002,AGUASCALIENTES,Tepezala
CCN1103100017,GUANAJUATO,San Francisco del Rincon
CCN1103100017,Guanajuato,San Francisco del Rincón
CCN730100911,AGUASCALIENTES,Tepezala
CCN730100931,AGUASCALIENTES,Tepezala
CCO150000011,MEXICO,Ecatepec de Morelos
CCO150000011,México,Ecatepec de Morelos
CCO1Z1503311,MEXICO,Ecatepec de Morelos
CCO300502211,COAHUILA,Nava
CCO300502211,Coahuila de Zaragoza,Nava
CCO3103800005,YUCATAN,Hunucma
CCO3103800005,Yucatán,Hunucmá
CCO571904611,NUEVO LEON,San Nicolas de los Garza
CCO571904611,Nuevo León,San Nicolás de los Garza
CCO761305111,HIDALGO,Mineral de la Reforma
CCO761903911,NUEVO LEON,Monterrey
CCO763105011,YUCATAN,Merida
CCO7Q1103211,GUANAJUATO,San Jose Iturbide
CCO7Q1103211,Guanajuato,San José Iturbide
CCO7Q1503311,MEXICO,Ecatepec de Morelos
CCO7Q1512111,MEXICO,Cuautitlan
CCO7Q1512111,MEXICO,Cuautitlan Izcalli
CCO7Q1512111,México,Cuautitlán Izcalli
CCO851103211,GUANAJUATO,San Jose Iturbide
CCO8A1409811,JALISCO,Tlaquepaque
CCOMB2800311,TAMAULIPAS,Altamira
CCOMB2800321,TAMAULIPAS,Altamira
CCOUA1406611,JALISCO,Poncitlan
CCPND0900511,DISTRITO FEDERAL,Gustavo A. Madero
CCR8A0200411,BAJA CALIFORNIA,Tijuana
CCS570200411,BAJA CALIFORNIA,Tijuana
CCS570200411,Baja California,Tijuana
CCS581904811,NUEVO LEON,Santa Catarina
CCS581904811,Nuevo León,Santa Catarina
CCS581904812,NUEVO LEON,Santa Catarina
CCS581904812,Nuevo León,Santa Catarina
CCS5B2604211,SONORA,Navojoa
CCS5B2604211,Sonora,Navojoa
CCS912803211,TAMAULIPAS,Reynosa
CCS912803211,Tamaulipas,Reynosa
CCSEA2803211,TAMAULIPAS,Reynosa
CCSLK2803211,TAMAULIPAS,Reynosa
CCSLK2803215,TAMAULIPAS,Reynosa
CCT1412400094,JALISCO,Zapotlanejo
CCT1412400094,Jalisco,Zapotlanejo
CCU301409411,JALISCO,Tequila
CCU301409411,Jalisco,Tequila
CCU301409811,JALISCO,Tlaquepaque
CCU301409811,Jalisco,San Pedro Tlaquepaque
CCU301412411,JALISCO,Zapotlanejo
CCUEA1409411,JALISCO,Tequila
CCUHI1903911,NUEVO LEON,Monterrey
CCUKE1700711,MORELOS,Cuernavaca
CDAHI0900511,DISTRITO FEDERAL,Gustavo A. Madero
CDAHI0900711,DISTRITO FEDERAL,Iztapalapa
CDAHI0901612,DISTRITO FEDERAL,Miguel Hidalgo
CDC0901600340,DISTRITO FEDERAL,Miguel Hidalgo
CDC7Q1900611,NUEVO LEON,Apodaca
CDC7Q1900611,Nuevo León,Apodaca
CDCAV0901611,DISTRITO FEDERAL,Miguel Hidalgo
CDCEE1512111,MEXICO,Cuautitlan Izcalli
CDCND2803211,TAMAULIPAS,Reynosa
CDE8A0901611,DISTRITO FEDERAL,Miguel Hidalgo
CDE8A0901611,DISTRITO FEDERAL,Venustiano Carranza
CDE950200211,BAJA CALIFORNIA,Mexicali
CDE950200211,Baja California,Mexicali
CDE950200212,BAJA CALIFORNIA,Mexicali
CDEAI0200311,BAJA CALIFORNIA,Tecate
CDENS2803211,TAMAULIPAS,Reynosa
CDI7L1412011,JALISCO,Zapopan
CDI7T0503011,COAHUILA,Saltillo
CDI7T0503011,Coahuila de Zaragoza,Saltillo
CDL5K1605211,MICHOACAN,Lazaro Cardenas
CDL5K1605211,Michoacán de Ocampo,Lázaro Cárdenas
CDLR53004811,VERACRUZ,Cosoleacaque
CDM0400300325,CAMPECHE,Carmen
CDM121205811,GUERRERO,Teloloapan
CDM121205811,Guerrero,Teloloapan
CDM7X2200611,QUERETARO,Corregidora
CDM9S2802711,TAMAULIPAS,Nuevo Laredo
CDMMJ3201011,ZACATECAS,Fresnillo
CDMMJ3201011,Zacatecas,Fresnillo
CDO9M2111411,PUEBLA,Puebla
CDOTC0900713,DISTRITO FEDERAL,Iztapalapa
CDOTC1102011,GUANAJUATO,Leon
CDOTC1904611,NUEVO LEON,San Nicolas de los Garza
CDOTC1904611,Nuevo León,San Nicolás de los Garza
CDU0200200274,BAJA CALIFORNIA,Mexicali
CDU0708900037,CHIAPAS,Tapachula
CDU0708900037,Chiapas,Tapachula
CDU1103700075,GUANAJUATO,Silao
CDU1103700075,Guanajuato,Silao de la Victoria
CDU1402300020,JALISCO,Zapotlan el Grande
CDU1402300020,Jalisco,Zapotlán el Grande
CDU1510400338,MEXICO,Tlalnepantla de Baz
CDU1512102407,MEXICO,Cuautitlan Izcalli
CDU1512102407,México,Cuautitlán Izcalli
CDU1900600281,NUEVO LEON,Apodaca
CDU1900600281,Nuevo León,Apodaca
CDU1903900032,Nuevo León,Monterrey
CDU1904600255,NUEVO LEON,San Nicolas de los Garza
CDU1904600255,Nuevo León,San Nicolás de los Garza
CDU2500600961,SINALOA,Culiacan
CDU2500600961,Sinaloa,Culiacán
CDU571000511,DURANGO,Durango
CDU571000511,Durango,Durango
CDU571410811,JALISCO,Tuxpan
CDU571410811,Jalisco,Tuxpan
CDU572500611,SINALOA,Culiacan
CDU580200211,BAJA CALIFORNIA,Mexicali
CDU580801912,CHIHUAHUA,Chihuahua
CDU580801912,Chihuahua,Chihuahua
CDU581306911,HIDALGO,Tizayuca
CDU581306911,Hidalgo,Tizayuca
CDU581409311,JALISCO,Tepatitlan de Morelos
CDU581409311,Jalisco,Tepatitlán de Morelos
CDU581409811,JALISCO,Tlaquepaque
CDU581409811,Jalisco,San Pedro Tlaquepaque
CDU581501011,MEXICO,Apaxco
CDU581507011,MEXICO,La Paz
CDU581510411,MEXICO,Tlalnepantla de Baz
CDU581510411,México,Tlalnepantla de Baz
CDU581510412,MEXICO,Tlalnepantla de Baz
CDU581510412,México,Tlalnepantla de Baz
CDU581510911,MEXICO,Tultitlan
CDU581510911,México,Tultitlán
CDU581512111,MEXICO,Cuautitlan
CDU582201411,QUERETARO,Queretaro
CDU8A0900211,DISTRITO FEDERAL,Azcapotzalco
CDUEE1000511,DURANGO,Durango
CDUEE1000521,DURANGO,Durango
CDUUC1510611,MEXICO,Toluca
CDV5T1403911,JALISCO,Guadalajara
CDY3I1703011,MORELOS,Yecapixtla
CDY3I1703011,Morelos,Yecapixtla
CEA2701300053,TABASCO,Nacajuca
CEABB1400111,JALISCO,Acatic
CEABB1400111,Jalisco,Acatic
CEAS72700211,TABASCO,Cardenas
CEAS72700212,TABASCO,Cardenas
CEAS72700511,TABASCO,Comalcalco
CEAS72700611,TABASCO,Cunduacan
CEAS72700612,TABASCO,Cunduacan
CEAS72701011,TABASCO,Jalpa de Mendez
CEAS72701611,TABASCO,Teapa
CEC822111911,PUEBLA,San Andres Cholula
CEC822111911,Puebla,San Andrés Cholula
CEC8A1409711,JALISCO,Tlajomulco de Zuniga
CEC9L2111411,PUEBLA,Puebla
CEH362111411,PUEBLA,Puebla
CEIM03004811,VERACRUZ,Coatzacoalcos
CEIM03004811,VERACRUZ,Cosoleacaque
CEJ571403911,JALISCO,Guadalajara
CEL3004800011,VERACRUZ,Cosoleacaque
CEL3004800011,Veracruz de Ignacio de la Llave,Cosoleacaque
CEL920803711,CHIHUAHUA,Juarez
CEL9M1100711,GUANAJUATO,Celaya
CEL9M1100711,Guanajuato,Celaya
CEM0200101215,BAJA CALIFORNIA,Ensenada
CEM0200101215,Baja California,Ensenada
CEM0503500692,COAHUILA,Torreon
CEM0503500692,Coahuila de Zaragoza,Torreón
CEM1301300052,HIDALGO,Atotonilco de Tula
CEM1301300052,Hidalgo,Atotonilco de Tula
CEM1302900021,HIDALGO,Huichapan
CEM1302900021,Hidalgo,Huichapan
CEM1409802033,JALISCO,Tlaquepaque
CEM1409802033,Jalisco,San Pedro Tlaquepaque
CEM1412100014,JALISCO,Zapotiltic
CEM1412100014,Jalisco,Zapotiltic
CEM1510400590,MEXICO,Tlalnepantla de Baz
CEM1510400590,México,Tlalnepantla de Baz
CEM1903900233,NUEVO LEON,Monterrey
CEM1903900233,Nuevo León,Monterrey
CEM2104000003,PUEBLA,Cuautinchan
CEM2104000003,Puebla,Cuautinchán
CEM2401300074,SAN LUIS POTOSI,Ciudad Valles
CEM2401300074,San Luis Potosí,Ciudad Valles
CEM2404000013,SAN LUIS POTOSI,Tamuin
CEM2404000013,San Luis Potosí,Tamuín
CEM2602100004,SONORA,La Colorada
CEM2602100004,Sonora,La Colorada
CEM2603000730,SONORA,Hermosillo
CEM2603000730,Sonora,Hermosillo
CEM3105001217,YUCATAN,Merida
CEM3105001217,Yucatán,Mérida
CEM520900511,Ciudad de México,Gustavo A. Madero
CEM520900511,DISTRITO FEDERAL,Gustavo A. Madero
CEM521407011,JALISCO,El Salto
CEM521407011,Jalisco,El Salto
CEM5U1412011,JALISCO,Zapopan
CEM6E1505111,MEXICO,Lerma
CEM6E1505111,México,Lerma
CEM7S1900611,NUEVO LEON,Apodaca
CEM8L2802211,TAMAULIPAS,Matamoros
CEM8V0803711,CHIHUAHUA,Juarez
CEM8V2802211,TAMAULIPAS,Matamoros
CEM912803211,TAMAULIPAS,Reynosa
CEMMA1104411,GUANAJUATO,Villagran
CEMMA1104411,Guanajuato,Villagrán
CEMTG3013311,VERACRUZ,Pueblo Viejo
CEN0200202177,Baja California,Mexicali
CEN0300100003,BAJA CALIFORNIA SUR,Comondu
CEN1503300586,MEXICO,Ecatepec de Morelos
CEN2603300002,SONORA,Huatabampo
CEN921903911,NUEVO LEON,Monterrey
CEN9M0900211,Ciudad de México,Azcapotzalco
CEN9M0900211,DISTRITO FEDERAL,Azcapotzalco
CENMB1503311,MEXICO,Ecatepec de Morelos
CEO2500600867,SINALOA,Culiacan
CEO2500600867,Sinaloa,Culiacán
CEO8S1103711,GUANAJUATO,Silao
CEP9M2803211,TAMAULIPAS,Reynosa
CEQ5J1404411,JALISCO,Chapala
CEQMB2111411,PUEBLA,Puebla
CER2700400004,TABASCO,Centro
CES6R3200511,ZACATECAS,Calera
CESEA0900211,DISTRITO FEDERAL,Azcapotzalco
CESEA1306911,HIDALGO,Tizayuca
CESUB0200121,BAJA CALIFORNIA,Ensenada
CESUB0200122,BAJA CALIFORNIA,Ensenada
CESUB0200123,BAJA CALIFORNIA,Ensenada
CEVKE0900521,DISTRITO FEDERAL,Gustavo A. Madero
CEX2M3010211,VERACRUZ,Martinez de la Torre
CEX2M3010211,Veracruz de Ignacio de la Llave,Martínez de la Torre
CFA2402800008,SAN LUIS POTOSI,San Luis Potosi
CFARG1502511,MEXICO,Chalco
CFE0400300039,CAMPECHE,Carmen
CFE0502211,COAHUILA,Nava
CFE0706200004,CHIAPAS,Ostuacan
CFE0900500336,DISTRITO FEDERAL,Gustavo A. Madero
CFE0900702250,DISTRITO FEDERAL,Iztapalapa
CFE0900702251,DISTRITO FEDERAL,Iztapalapa
CFE0900702252,DISTRITO FEDERAL,Iztapalapa
CFE0901300122,DISTRITO FEDERAL,Xochimilco
CFE0901500457,Ciudad de México,Cuauhtémoc
CFE0901500457,DISTRITO FEDERAL,Cuauhtemoc
CFE140391111,JALISCO,Guadalajara
CFE1404000001,JALISCO,Hostotipaquillo
CFE1404000001,Jalisco,Hostotipaquillo
CFE1503300334,MEXICO,Ecatepec de Morelos
CFE1505400073,MEXICO,Metepec
CFE1505700320,MEXICO,Naucalpan de Juarez
CFE1509500028,MEXICO,Tepotzotlan
CFE1510400311,MEXICO,Tlalnepantla de Baz
CFE1510901065,MEXICO,Tultitlan
CFE1512102391,MEXICO,Cuautitlan Izcalli
CFE1512102392,MEXICO,Cuautitlan Izcalli
CFE1F0710611,CHIAPAS,Venustiano Carranza
CFE1F1801411,NAYARIT,Santa Maria del Oro
CFE240501111,SAN LUIS POTOSI,Villa de Reyes
CFE2600200016,SONORA,Agua Prieta
CFE260181111,SONORA,Cajeme
CFE671206811,GUERRERO,La Union de Isidoro Montes de Oca
CFEAD0200111,BAJA CALIFORNIA,Ensenada
CFEAD0200211,BAJA CALIFORNIA,Mexicali
CFEAD0200212,BAJA CALIFORNIA,Mexicali
CFEAD0200511,BAJA CALIFORNIA,Playas de Rosarito
CFEAD0300111,BAJA CALIFORNIA SUR,Comondu
CFEAD0300112,BAJA CALIFORNIA SUR,Comondu
CFEAD0300211,BAJA CALIFORNIA SUR,Mulege
CFEAD0300212,BAJA CALIFORNIA SUR,Mulege
CFEAD0300213,BAJA CALIFORNIA SUR,Mulege
CFEAD0300311,BAJA CALIFORNIA SUR,La Paz
CFEAD0300381,BAJA CALIFORNIA SUR,La Paz
CFEAD0300811,BAJA CALIFORNIA SUR,Los Cabos
CFEAD0400211,CAMPECHE,Campeche
CFEAD0500911,COAHUILA,Francisco I. Madero
CFEAD0501811,COAHUILA,Monclova
CFEAD0502011,COAHUILA,Muzquiz
CFEAD0502211,COAHUILA,Nava
CFEAD0502221,COAHUILA,Nava
CFEAD0502411,COAHUILA,Parras
CFEAD0600711,COLIMA,Manzanillo
CFEAD0600721,COLIMA,Manzanillo
CFEAD0706211,CHIAPAS,Ostuacan
CFEAD0708511,CHIAPAS,Soyalo
CFEAD0709211,CHIAPAS,Tecpatan
CFEAD0710611,CHIAPAS,Venustiano Carranza
