nra,estado,municipio
MLU691405311,JALISCO,Lagos de Moreno
MLU691510911,MEXICO,Tultitlan
MLU691904811,NUEVO LEON,Santa Catarina
MLUMK1001911,DURANGO,Otaez
MLV9M2402811,SAN LUIS POTOSI,San Luis Potosi
MMA0803200027,CHIHUAHUA,Hidalgo del Parral
MMA140503512,CHIHUAHUA,Saucillo
MMA140503512,Chihuahua,Saucillo
MMA143205611,ZACATECAS,Morelos
MMA143205611,ZACATECAS,Zacatecas
MMA152601911,SONORA,Cananea
MMA3105000240,YUCATAN,Merida
MMA4T1412011,JALISCO,Zapopan
MMA5X1306911,HIDALGO,Tizayuca
MMA6E2803211,TAMAULIPAS,Reynosa
MMA7T0503311,COAHUILA,San Pedro
MMA9C2803211,TAMAULIPAS,Reynosa
MMA9M2802211,TAMAULIPAS,Matamoros
MMA9M2802211,Tamaulipas,Matamoros
MMAAI0200411,BAJA CALIFORNIA,Tijuana
MMAAI0200411,Baja California,Tijuana
MMAKE3105011,YUCATAN,Merida
MMAMK1002011,DURANGO,Panuco de Coronado
MMB0300200033,BAJA CALIFORNIA SUR,Mulege
MMBSP0300211,BAJA CALIFORNIA SUR,La Paz
MMBSP0300211,Baja California Sur,La Paz
MMC0100100317,AGUASCALIENTES,Aguascalientes
MMC141003211,DURANGO,Santiago Papasquiaro
MMC141003211,Durango,Santiago Papasquiaro
MMCEA0900711,DISTRITO FEDERAL,Iztapalapa
MMCEA1003211,DURANGO,Santiago Papasquiaro
MMCLJ0503011,COAHUILA,Saltillo
MME0200400092,BAJA CALIFORNIA,Tijuana
MME0400300389,CAMPECHE,Carmen
MME0400300389,Campeche,Carmen
MME0502700009,COAHUILA,Ramos Arizpe
MME0901200316,Ciudad de México,Tlalpan
MME0901200316,DISTRITO FEDERAL,Tlalpan
MME1100500053,GUANAJUATO,Apaseo el Grande
MME1100500053,Guanajuato,Apaseo el Grande
MME1900600002,NUEVO LEON,Apodaca
MME1900600164,NUEVO LEON,Apodaca
MME1900600164,Nuevo León,Apodaca
MME1C1900611,NUEVO LEON,Apodaca
MME1F2402811,SAN LUIS POTOSI,San Luis Potosi
MME1F2402811,San Luis Potosí,San Luis Potosí
MME1I1900611,NUEVO LEON,Apodaca
MME1I1904811,NUEVO LEON,Santa Catarina
MME1V2802211,TAMAULIPAS,Matamoros
MME2201400097,QUERETARO,Queretaro
MME2402800438,SAN LUIS POTOSI,San Luis Potosi
MME2405000669,San Luis Potosí,Villa de Reyes
MME2803200124,TAMAULIPAS,Reynosa
MME2803200124,Tamaulipas,Reynosa
MME2803200152,TAMAULIPAS,Reynosa
MME2J1904811,NUEVO LEON,Santa Catarina
MME4T0803711,CHIHUAHUA,Juarez
MME581900611,NUEVO LEON,Apodaca
MME582201111,QUERETARO,El Marques
MME5M1900621,NUEVO LEON,Apodaca
MME5Q0502711,COAHUILA,Ramos Arizpe
MME5Q0502711,COAHUILA,Saltillo
MME5Q0502711,Coahuila de Zaragoza,Ramos Arizpe
MME5T0900711,DISTRITO FEDERAL,Iztapalapa
MME5U2803211,TAMAULIPAS,Reynosa
MME5V1505111,MEXICO,Lerma
MME6D0803711,CHIHUAHUA,Juarez
MME6E2402811,SAN LUIS POTOSI,San Luis Potosi
MME6Y1510911,MEXICO,Tultitlan
MME7X2200511,QUERETARO,Colon
MME7X2200511,Querétaro,Colón
MME7X2201411,QUERETARO,Queretaro
MME7Y0200411,BAJA CALIFORNIA,Tijuana
MME832201111,QUERETARO,El Marques
MME832201111,Querétaro,El Marqués
MME8L2201411,QUERETARO,Queretaro
MME8L2201411,Querétaro,Querétaro
MME910200311,BAJA CALIFORNIA,Tecate
MME910502711,COAHUILA,Ramos Arizpe
MME910502711,Coahuila de Zaragoza,Ramos Arizpe
MME911407011,JALISCO,El Salto
MME9A0901711,DISTRITO FEDERAL,Venustiano Carranza
MME9C0503011,COAHUILA,Saltillo
MME9C1902611,NUEVO LEON,Guadalupe
MME9K2803211,TAMAULIPAS,Reynosa
MME9K2803211,Tamaulipas,Reynosa
MME9M0502711,COAHUILA,Ramos Arizpe
MME9M0502711,Coahuila de Zaragoza,Ramos Arizpe
MME9M1100711,GUANAJUATO,Celaya
MME9M1100711,Guanajuato,Celaya
MME9M2201111,QUERETARO,Queretaro
MME9R2803211,TAMAULIPAS,Reynosa
MMEAI1901211,NUEVO LEON,Cienega de Flores
MMEAI1901211,Nuevo León,Ciénega de Flores
MMELJ1407011,JALISCO,El Salto
MMELK1701111,MORELOS,Jiutepec
MMELK1701111,Morelos,Jiutepec
MMELK2201411,QUERETARO,Queretaro
MMEM10400311,CAMPECHE,Carmen
MMEM10400311,Campeche,Carmen
MMEMV2402811,SAN LUIS POTOSI,San Luis Potosi
MMEND1503311,MEXICO,Ecatepec de Morelos
MMERP1510411,MEXICO,Tlalnepantla de Baz
MMETS2201411,QUERETARO,Queretaro
MMI7X2803211,TAMAULIPAS,Reynosa
MMI7X2803212,TAMAULIPAS,Reynosa
MMI7X2803213,TAMAULIPAS,Reynosa
MMI7X2803213,Tamaulipas,Reynosa
MMJ910803711,CHIHUAHUA,Juarez
MMJ960803711,CHIHUAHUA,Juarez
MMJ960803712,CHIHUAHUA,Juarez
MML1201700009,GUERRERO,Cocula
MML1201700009,Guerrero,Cocula
MMM1102700005,GUANAJUATO,Salamanca
MMM1102700005,Guanajuato,Salamanca
MMM1401900001,JALISCO,Bolanos
MMM1904100039,NUEVO LEON,Pesqueria
MMM1904100040,NUEVO LEON,Pesqueria
MMM1904100041,NUEVO LEON,Pesqueria
MMM1904100041,Nuevo León,Pesquería
MMM3019300525,VERACRUZ,Veracruz
MMM3203200014,ZACATECAS,Morelos
MMM3203200014,Zacatecas,Morelos
MMM621000711,DURANGO,Gomez Palacio
MMM9M1901211,NUEVO LEON,Cienega de Flores
MMM9M1901211,Nuevo León,Ciénega de Flores
MMMA61902111,NUEVO LEON,Gral.  Escobedo
MMMA61902111,Nuevo León,General Escobedo
MMMBD1904611,NUEVO LEON,San Nicolas de los Garza
MMMKE0400311,CAMPECHE,Carmen
MMMSP2602211,SONORA,Cucurpe
MMMSP2602211,Sonora,Cucurpe
MMO110503411,COAHUILA,Sierra Mojada
MMO111000511,DURANGO,Durango
MMO1L0502012,COAHUILA,Muzquiz
MMO7T1502511,MEXICO,Chalco
MMOEE1000511,DURANGO,Durango
MMOEE1000511,Durango,Durango
MMOR40502611,COAHUILA,Progreso
MMORP0502011,COAHUILA,Muzquiz
MMORP0502031,COAHUILA,Muzquiz
MMORP0503231,COAHUILA,San Juan de Sabinas
MMOZU0100111,AGUASCALIENTES,Aguascalientes
MMOZU0100111,Aguascalientes,Aguascalientes
MMP0200200297,BAJA CALIFORNIA,Mexicali
MMP0502700021,COAHUILA,Ramos Arizpe
MMP0502700021,Coahuila de Zaragoza,Ramos Arizpe
MMP0503500044,COAHUILA,Torreon
MMP0503500044,Coahuila de Zaragoza,Torreón
MMP0503500055,COAHUILA,Torreon
MMP0503500055,Coahuila de Zaragoza,Torreón
MMP0503500056,COAHUILA,Torreon
MMP0503500056,Coahuila de Zaragoza,Torreón
MMP1001300002,DURANGO,Mapimi
MMP1001300002,Durango,Mapimí
MMP2402800864,SAN LUIS POTOSI,San Luis Potosi
MMP7L0503511,COAHUILA,Torreon
MMP7L0503512,COAHUILA,Torreon
MMP7L1001311,DURANGO,Mapimi
MMP7L2402811,SAN LUIS POTOSI,San Luis Potosi
MMP7M0503511,COAHUILA,Torreon
MMP8I1510611,MEXICO,Toluca
MMP9I1510611,MEXICO,Toluca
MMP9M0900211,DISTRITO FEDERAL,Azcapotzalco
MMP9M1409811,JALISCO,Tlaquepaque
MMPMA0803211,CHIHUAHUA,Hidalgo del Parral
MMR0901700082,Ciudad de México,Venustiano Carranza
MMR0901700082,DISTRITO FEDERAL,Venustiano Carranza
MMR141003711,DURANGO,Topia
MMR141003711,Durango,Topia
MMRSP1101511,GUANAJUATO,Guanajuato
MMS9M1509511,MEXICO,Tepotzotlan
MMSQF0502711,COAHUILA,Ramos Arizpe
MMT7Q1306911,HIDALGO,Tizayuca
MMT7Q1306911,Hidalgo,Tizayuca
MMTSP1410211,JALISCO,Tonaya
MMU7X1000711,DURANGO,Gomez Palacio
MMUMK0502011,COAHUILA,Muzquiz
MNEMK2200411,QUERETARO,Cadereyta de Montes
MNESR2601711,SONORA,Caborca
MNESR2603011,SONORA,Caborca
MNIKE2201411,QUERETARO,Queretaro
MNM1503300296,MEXICO,Ecatepec de Morelos
MNM1503300296,México,Ecatepec de Morelos
MNMMK1308411,HIDALGO,Zimapan
MNO110503411,COAHUILA,Sierra Mojada
MNO110503414,COAHUILA,Sierra Mojada
MNO110503421,COAHUILA,Sierra Mojada
MNO110503422,COAHUILA,Sierra Mojada
MNO110503423,COAHUILA,Sierra Mojada
MNO111000511,DURANGO,Durango
MNO1L0502011,COAHUILA,San Juan de Sabinas
MNO1L0502012,COAHUILA,Muzquiz
MNO1L0502013,COAHUILA,Muzquiz
MNO1L0502014,COAHUILA,Muzquiz
MNO1L0502211,COAHUILA,Nava
MNO1L0502212,COAHUILA,Nava
MNO1L0502213,COAHUILA,Nava
MNO1L0502214,COAHUILA,Nava
MNO1L0502511,COAHUILA,Piedras Negras
MNO210502211,COAHUILA,Nava
MNO2603000241,SONORA,Hermosillo
MNO2603000241,Sonora,Hermosillo
MNO2A1904611,NUEVO LEON,San Nicolas de los Garza
MNO3L0502011,COAHUILA,Muzquiz
MNOEA0801111,CHIHUAHUA,Camargo
MNOR40502611,COAHUILA,Progreso
MNOSP0502211,COAHUILA,Nava
MNOSP0801111,CHIHUAHUA,Camargo
MNOSP2603011,SONORA,Santa Ana
MNU141207511,GUERRERO,Eduardo Neri
MNY1L2603011,SONORA,Hermosillo
MOA561505111,MEXICO,Lerma
MOAEA1505111,MEXICO,Lerma
MOB521505711,MEXICO,Naucalpan de Juarez
MOFK90400311,CAMPECHE,Carmen
MOFK90400312,CAMPECHE,Campeche
MOFK90400312,CAMPECHE,Carmen
MOFK90400313,CAMPECHE,Carmen
MOFK90400314,CAMPECHE,Campeche
MOFK90400314,CAMPECHE,Carmen
MOFK90400315,CAMPECHE,Carmen
MOFMG0400313,CAMPECHE,Carmen
MOGLJ1100411,GUANAJUATO,Apaseo el Alto
MOGLJ1100411,Guanajuato,Apaseo el Alto
MOL1904100094,NUEVO LEON,Pesqueria
MOL1904100094,Nuevo León,Pesquería
MOLMC1407011,JALISCO,El Salto
MOLMC1407011,Jalisco,El Salto
MOLMK2602311,SONORA,Cumpas
MOM1300800027,HIDALGO,Apan
MOM8L1510611,MEXICO,Toluca
MOMK91904811,NUEVO LEON,Santa Catarina
MON122605211,SONORA,Sahuaripa
MON122605211,Sonora,Sahuaripa
MON2605200002,Sonora,Sahuaripa
MON9M0503511,COAHUILA,Torreon
MON9M0503511,Coahuila de Zaragoza,Torreón
MOR2602200001,SONORA,Cucurpe
MOR2602200001,Sonora,Cucurpe
MOR2P2201411,QUERETARO,Queretaro
MOR8I0100111,AGUASCALIENTES,Aguascalientes
MORTN0710812,CHIAPAS,Villaflores
MOT7T2902511,TLAXCALA,San Pablo del Monte
MOT7T2902521,TLAXCALA,San Pablo del Monte
MOXLJ2902511,TLAXCALA,San Pablo del Monte
MPA122501311,SINALOA,Mocorito
MPA122501311,Sinaloa,Mocorito
MPA1502400047,MEXICO,Cuautitlan
MPA1503600009,MEXICO,Hueypoxtla
MPA7T0900511,DISTRITO FEDERAL,Gustavo A. Madero
MPAAM2603011,SONORA,Santa Cruz
MPAAM2603011,Sonora,Santa Cruz
MPABU1512111,MEXICO,Cuautitlan Izcalli
MPAEA0900511,DISTRITO FEDERAL,Gustavo A. Madero
MPAND1512111,MEXICO,Cuautitlan
MPAND1512111,MEXICO,Cuautitlan Izcalli
MPAND1512111,México,Cuautitlán Izcalli
MPB122200511,QUERETARO,Colon
MPB122200511,Querétaro,Colón
MPB561509211,MEXICO,Teotihuacan
MPB561509211,México,Teotihuacán
MPBRP2201411,QUERETARO,Queretaro
MPDMA1900911,NUEVO LEON,Cadereyta Jimenez
MPDMA1900921,NUEVO LEON,Cadereyta Jimenez
MPE122601711,SONORA,Caborca
MPE122601711,Sonora,Caborca
MPE210000001,PUEBLA,Tehuacan
MPE2601700006,SONORA,Caborca
MPE2601700006,Sonora,Caborca
MPE361409711,JALISCO,Tlajomulco de Zuniga
MPE361409711,Jalisco,Tlajomulco de Zúñiga
MPE362115611,PUEBLA,Tehuacan
MPE362115611,Puebla,Tehuacán
MPE520900711,DISTRITO FEDERAL,Iztapalapa
MPEBF1502411,MEXICO,Cuautitlan
MPEMK3202611,ZACATECAS,Mazapil
MPEMK3202611,Zacatecas,Mazapil
MPGLJ1412012,JALISCO,Zapopan
MPGND1412011,JALISCO,Zapopan
MPH6D1510911,MEXICO,Tultitlan
MPI7X0803711,CHIHUAHUA,Juarez
MPI7X0803711,Chihuahua,Juárez
MPI8A2111411,PUEBLA,Puebla
MPI8A2111411,Puebla,Puebla
MPIMJ1407611,JALISCO,San Martin de Bolanos
MPISR2602111,SONORA,Hermosillo
MPISR2602111,Sonora,Hermosillo
MPL1B0501311,COAHUILA,Hidalgo
MPL8A0200211,BAJA CALIFORNIA,Mexicali
MPM0501300002,COAHUILA,Hidalgo
MPM1903200005,NUEVO LEON,Lampazos de Naranjo
MPM1903200005,Nuevo León,Lampazos de Naranjo
MPM1904500011,NUEVO LEON,Salinas Victoria
MPM1I1900611,NUEVO LEON,Apodaca
MPM1L2100811,PUEBLA,Ahuazotepec
MPM1L2100811,Puebla,Ahuazotepec
MPM581904611,Nuevo León,San Nicolás de los Garza
MPM9L1509511,MEXICO,Tepotzotlan
MPM9M0502711,COAHUILA,Ramos Arizpe
MPM9M0502711,Coahuila de Zaragoza,Ramos Arizpe
MPM9M1505711,MEXICO,Naucalpan de Juarez
MPM9M1505711,México,Naucalpan de Juárez
MPMMB2800311,TAMAULIPAS,Altamira
MPMMB2800311,Tamaulipas,Altamira
MPMMK1103211,GUANAJUATO,San Jose Iturbide
MPMMK3008921,VERACRUZ,Jaltipan
MPMND0900611,DISTRITO FEDERAL,Iztacalco
MPO5P2108511,PUEBLA,Izucar de Matamoros
MPP9M2201411,QUERETARO,Queretaro
MPR0806100001,CHIHUAHUA,Satevo
MPR0806100001,Chihuahua,Satevó
MPR7X1503311,MEXICO,Ecatepec de Morelos
MPRLJ1510411,MEXICO,Tlalnepantla de Baz
MPS1902100290,NUEVO LEON,Gral.  Escobedo
MPZ141511711,MEXICO,Zacualpan
MQC5I1502411,MEXICO,Cuautitlan Izcalli
MQIRE0500411,COAHUILA,Arteaga
MQIRE0500411,Coahuila de Zaragoza,Arteaga
MQIRE0503011,COAHUILA,Arteaga
MRA0100200001,AGUASCALIENTES,Asientos
MRA0200200005,BAJA CALIFORNIA,Mexicali
MRA123203611,ZACATECAS,Ojocaliente
MRA123203611,Zacatecas,Ojocaliente
MRA143203511,ZACATECAS,Noria de angeles
MRAAE0805111,CHIHUAHUA,Ocampo
MRAAE0805111,Chihuahua,Ocampo
MRAR30100211,AGUASCALIENTES,Asientos
MRC8L2201111,QUERETARO,El Marques
MRC8L2201111,Querétaro,El Marqués
MRE5Q1505811,MEXICO,Nezahualcoyotl
MRE5U1902611,NUEVO LEON,Guadalupe
MRE8T2803211,TAMAULIPAS,Reynosa
MRE8T2803221,TAMAULIPAS,Reynosa
MRE912803211,TAMAULIPAS,Reynosa
MRM6D2803211,TAMAULIPAS,Reynosa
MRMTC0200211,BAJA CALIFORNIA,Mexicali
MRO1002800004,DURANGO,San Juan del Rio
MRO1002800004,Durango,San Juan del Río
MRO121002811,DURANGO,San Juan del Rio
MRO121002811,Durango,San Juan del Río
MRO1L1000411,DURANGO,Cuencame
MRO1L1000411,Durango,Cuencamé
MRO2J1409811,JALISCO,Tlajomulco de Zuniga
MRR1L2603011,SONORA,Hermosillo
MRR1L2603011,Sonora,Hermosillo
MRV5Q1510411,MEXICO,Tlalnepantla de Baz
MRV5Q1510411,México,Tlalnepantla de Baz
MRV5Q2800312,TAMAULIPAS,Altamira
MRV5Q2800312,Tamaulipas,Altamira
MRV5Q2800313,TAMAULIPAS,Altamira
MRV5Q2800313,Tamaulipas,Altamira
MRV5Q2904211,TLAXCALA,Xicohtzinco
MSA0900600226,Ciudad de México,Iztacalco
MSA0900600226,DISTRITO FEDERAL,Iztacalco
MSA121002611,DURANGO,San Dimas
MSA143204211,ZACATECAS,Sombrerete
MSA143204211,Zacatecas,Sombrerete
MSA9M0503012,COAHUILA,Saltillo
MSASP3201011,ZACATECAS,Fresnillo
MSASP3201011,Zacatecas,Fresnillo
MSATG2201411,QUERETARO,Queretaro
MSC0502700068,COAHUILA,Ramos Arizpe
MSC0502700068,Coahuila de Zaragoza,Ramos Arizpe
MSC912402811,SAN LUIS POTOSI,San Luis Potosi
MSC9M0502711,COAHUILA,Ramos Arizpe
MSCMJ1001121,DURANGO,Inde
MSCRP2402811,SAN LUIS POTOSI,San Luis Potosi
MSD2402800813,SAN LUIS POTOSI,San Luis Potosi
MSD2402800813,San Luis Potosí,San Luis Potosí
MSD5T0900311,DISTRITO FEDERAL,Coyoacan
MSD7T0200211,BAJA CALIFORNIA,Mexicali
MSF140805911,CHIHUAHUA,San Francisco del Oro
MSF140805911,Chihuahua,San Francisco del Oro
MSF9M1904811,NUEVO LEON,Santa Catarina
MSF9M1904812,NUEVO LEON,Santa Catarina
MSFMA1904811,NUEVO LEON,Santa Catarina
MSI6D0900211,Ciudad de México,Azcapotzalco
MSI6D0900211,DISTRITO FEDERAL,Azcapotzalco
MSI6E1406611,JALISCO,Poncitlan
MSI6E1512111,MEXICO,Cuautitlan Izcalli
MSIMB1505111,MEXICO,Lerma
MSIMR0803711,CHIHUAHUA,Juarez
MSJ0802900032,CHIHUAHUA,Guadalupe y Calvo
MSJ0802900032,Chihuahua,Guadalupe y Calvo
MSJ0900300006,DISTRITO FEDERAL,Coyoacan
MSL7F1605211,MICHOACAN,Lazaro Cardenas
MSM0100100257,AGUASCALIENTES,Aguascalientes
MSM0801900044,CHIHUAHUA,Chihuahua
MSM1000500168,DURANGO,Durango
MSM120804711,CHIHUAHUA,Moris
MSM1505100153,MEXICO,Lerma
MSM1611200008,MICHOACAN,Zitacuaro
MSM1611200008,Michoacán de Ocampo,Zitácuaro
MSM1I1900611,NUEVO LEON,Apodaca
MSM2802702757,TAMAULIPAS,Nuevo Laredo
MSM4T1000511,DURANGO,Durango
MSM7L2802211,TAMAULIPAS,Matamoros
MSO1501300162,MEXICO,Atizapan de Zaragoza
MSO1501300162,México,Atizapán de Zaragoza
MSO2113600004,PUEBLA,San Miguel Xoxtla
MSO2201101358,QUERETARO,El Marques
MSO561503311,MEXICO,Ecatepec de Morelos
MSO561503311,México,Ecatepec de Morelos
MSO571501211,MEXICO,Atizapan de Zaragoza
MSO5W1510611,México,Tenango del Valle
MSRR42600411,SONORA,Altar
MST0500200027,Coahuila de Zaragoza,Acuña
MSU0600200649,Colima,Colima
MSU0901200373,Ciudad de México,Tlalpan
MSUHM0901211,DISTRITO FEDERAL,Tlalpan
MSX122400911,SAN LUIS POTOSI,Cerro de San Pedro
MSX122402811,SAN LUIS POTOSI,Cerro de San Pedro
MT&2201101237,QUERETARO,El Marques
MT&2201101237,Querétaro,El Marqués
MTA0500400023,COAHUILA,Arteaga
MTA0500400023,Coahuila de Zaragoza,Arteaga
MTA143202611,ZACATECAS,Mazapil
MTC2405000687,SAN LUIS POTOSI,Villa de Reyes
MTC2405000687,San Luis Potosí,Villa de Reyes
MTC2802702765,TAMAULIPAS,Nuevo Laredo
MTC2802702765,Tamaulipas,Nuevo Laredo
MTC9B2802711,TAMAULIPAS,Nuevo Laredo
MTC9B2802711,Tamaulipas,Nuevo Laredo
MTE7Y0803711,CHIHUAHUA,Juarez
MTEEA0803711,CHIHUAHUA,Juarez
MTEEA1400911,JALISCO,EL Arenal
MTEKE0900211,DISTRITO FEDERAL,Azcapotzalco
MTEKE0900211,DISTRITO FEDERAL,Gustavo A. Madero
MTEKE2700411,TABASCO,Centro
MTEKE2900511,TLAXCALA,Apizaco
MTEKE2900511,Tlaxcala,Apizaco
MTEKE3002811,VERACRUZ,Veracruz
MTEKE3002811,Veracruz de Ignacio de la Llave,Veracruz
MTEKE3003821,VERACRUZ,Coatepec
MTEKE3003821,Veracruz de Ignacio de la Llave,Coatepec
MTEKE3013821,VERACRUZ,Rio Blanco
MTEKE3013821,Veracruz de Ignacio de la Llave,Río Blanco
MTEKE3019311,VERACRUZ,Veracruz
MTEKE3019311,Veracruz de Ignacio de la Llave,Veracruz
MTGND1902611,NUEVO LEON,Guadalupe
MTI141511611,MEXICO,Zacazonapan
MTI1511600001,México,Zacazonapan
MTI1L1306911,HIDALGO,Tizayuca
MTI5I1511111,MEXICO,Villa de Allende
MTIA60200411,BAJA CALIFORNIA,Tijuana
MTIEA1511611,MEXICO,Zacazonapan
MTK1I2602511,SONORA,Empalme
MTK2602500008,SONORA,Empalme
MTK2602900029,SONORA,Guaymas
MTK2602900029,Sonora,Guaymas
MTK2602900034,Sonora,Guaymas
MTK3Y2602511,SONORA,Empalme
MTK422602511,SONORA,Empalme
MTK422602511,Sonora,Empalme
MTK8A2602511,SONORA,Empalme
MTK8A2602511,Sonora,Empalme
MTK8L2602911,SONORA,Guaymas
MTK8L2602921,SONORA,Guaymas
MTK8L2602921,Sonora,Guaymas
MTK912602511,SONORA,Empalme
MTK912602512,SONORA,Empalme
MTK912602516,SONORA,Empalme
MTK912602519,SONORA,Empalme
MTK91260251A,SONORA,Empalme
MTK91260251B,SONORA,Empalme
MTK912602532,SONORA,Empalme
MTK912602533,SONORA,Empalme
MTK912602536,SONORA,Empalme
MTK9M2602511,SONORA,Empalme
MTK9M2602513,SONORA,Empalme
MTK9M2602514,SONORA,Empalme
MTK9M2602515,SONORA,Empalme
MTK9M2602516,SONORA,Guaymas
MTKBB2602533,SONORA,Empalme
MTKRP26025K1,SONORA,Empalme
MTM7X0803711,CHIHUAHUA,Juarez
MTM7X0803712,CHIHUAHUA,Juarez
MTMND0803711,CHIHUAHUA,Juarez
MTMQF0502711,COAHUILA,Ramos Arizpe
MTMQF0502711,Coahuila de Zaragoza,Ramos Arizpe
MTO2402800391,SAN LUIS POTOSI,San Luis Potosi
MTO2402800391,San Luis Potosí,San Luis Potosí
MTO521505711,MEXICO,Naucalpan de Juarez
MTP2402800357,SAN LUIS POTOSI,Villa de Reyes
MTRBD2803211,TAMAULIPAS,Reynosa
MTRBD2803211,Tamaulipas,Reynosa
MTT1510600622,MEXICO,Toluca
MTT2903400004,TLAXCALA,Tlaxco
MTT2903400005,TLAXCALA,Tlaxco
MTU0900500318,Ciudad de México,Gustavo A. Madero
MTU0900500318,DISTRITO FEDERAL,Gustavo A. Madero
MTU7X0900511,DISTRITO FEDERAL,Gustavo A. Madero
MUD8A1505811,MEXICO,Nezahualcoyotl
MUD9K1510411,MEXICO,Tlalnepantla de Baz
MUD9K1510411,México,Tlalnepantla de Baz
MUL4T1000511,DURANGO,Durango
MUL690901111,DISTRITO FEDERAL,Tlahuac
MUL6M1901211,NUEVO LEON,Cienega de Flores
MULRP0901111,DISTRITO FEDERAL,Tlahuac
MUM8A1502411,MEXICO,Cuautitlan
MUMRP1502411,MEXICO,Cuautitlan
MUR8A1505711,MEXICO,Naucalpan de Juarez
MUS8L1900611,NUEVO LEON,Apodaca
MUS8L1900611,Nuevo León,Apodaca
MUTMA1901211,Nuevo León,Ciénega de Flores
MVA1I1900611,NUEVO LEON,Apodaca
MVAMK1000711,DURANGO,Gomez Palacio
MVE0900702497,Ciudad de México,Iztapalapa
MVE0900702497,DISTRITO FEDERAL,Iztapalapa
MVE7U3004411,VERACRUZ,Cordoba
MVELJ3004411,VERACRUZ,Cordoba
MVI2402800120,SAN LUIS POTOSI,San Luis Potosi
MVI2402800120,San Luis Potosí,San Luis Potosí
MVI6T0503011,COAHUILA,Saltillo
MVI6T0801911,CHIHUAHUA,Chihuahua
MVI6T1103211,GUANAJUATO,San Jose Iturbide
MVI6T1103212,GUANAJUATO,San Jose Iturbide
MVI6T2402811,SAN LUIS POTOSI,San Luis Potosi
MVM711701131,MORELOS,Jiutepec
MVM711701131,Morelos,Jiutepec
MWIMJ1000411,DURANGO,Cuencame
MWIMJ1000411,Durango,Cuencamé
MWM7T1503311,MEXICO,Ecatepec de Morelos
MWM7T1503321,MEXICO,Ecatepec de Morelos
MXIBB2903411,TLAXCALA,Tlaxco
MYA461306311,HIDALGO,Tepeji del Rio de Ocampo
MYA461306311,Hidalgo,Tepeji del Río de Ocampo
MYLEE0900511,DISTRITO FEDERAL,Gustavo A. Madero
MYPND0100111,AGUASCALIENTES,Aguascalientes
MZALJ0100111,AGUASCALIENTES,Aguascalientes
NA09M2201411,QUERETARO,Queretaro
NAB1510600521,MEXICO,Toluca
NAC7N1104411,GUANAJUATO,Villagran
NAH2T1904611,NUEVO LEON,San Nicolas de los Garza
NAI2603000268,SONORA,Hermosillo
NAINU2603011,SONORA,Hermosillo
NAL1103200020,GUANAJUATO,San Jose Iturbide
NAL1103200020,Guanajuato,San José Iturbide
NAL2402800236,SAN LUIS POTOSI,San Luis Potosi
NAL2402800236,San Luis Potosí,San Luis Potosí
NALMB1510411,MEXICO,Tlalnepantla de Baz
NALMB1510411,México,Tlalnepantla de Baz
NALQA1904811,NUEVO LEON,Santa Catarina
NALQB0503011,COAHUILA,Saltillo
NALQB1102011,GUANAJUATO,Leon
NALQB1403911,JALISCO,Guadalajara
NALQB1510411,MEXICO,Tlalnepantla de Baz
NALQB2201112,QUERETARO,Pedro Escobedo
NALQB2500611,SINALOA,Culiacan
NALRP1903911,NUEVO LEON,Monterrey
NAM5E0803712,CHIHUAHUA,Juarez
NAM9M0501011,COAHUILA,Frontera
NAM9M1902611,NUEVO LEON,Guadalupe
NAM9M2402811,SAN LUIS POTOSI,San Luis Potosi
NAMAW0803711,CHIHUAHUA,Juarez
NAMKE0400311,CAMPECHE,Carmen
NAMKE0400312,CAMPECHE,Carmen
NAMKE0400313,CAMPECHE,Carmen
NAMKE0400314,CAMPECHE,Carmen
NAMKE0400315,CAMPECHE,Carmen
NAN0600700332,COLIMA,Manzanillo
NAN0600700332,Colima,Manzanillo
NAN2500600913,SINALOA,Culiacan
NAN2500600913,Sinaloa,Culiacán
NAN5P2500611,SINALOA,Culiacan
NAO9M2201411,QUERETARO,Queretaro
NAO9M2201411,Querétaro,Querétaro
NAP520803711,CHIHUAHUA,Juarez
NAP5U1904811,NUEVO LEON,Santa Catarina
NAP7X0803711,CHIHUAHUA,Juarez
NAP9K1510911,MEXICO,Tultitlan
NAP9M0803711,CHIHUAHUA,Juarez
NAPEA1904811,NUEVO LEON,Santa Catarina
NAR2802702717,TAMAULIPAS,Nuevo Laredo
NARK90400311,CAMPECHE,Carmen
NATMI2111412,PUEBLA,Puebla
NAU1901800068,NUEVO LEON,Garcia
NBC1103700016,GUANAJUATO,Silao
NBC1103700016,Guanajuato,Silao de la Victoria
NBJK90400311,CAMPECHE,Carmen
NBO2111400432,PUEBLA,Puebla
NBO2111400432,Puebla,Puebla
NBO8A2111411,PUEBLA,Puebla
NBT2Z0400311,CAMPECHE,Carmen
NCA5K0400311,CAMPECHE,Carmen
NCA5K0400311,Campeche,Carmen
NCE1403900354,JALISCO,Guadalajara
NCE1403900354,Jalisco,Guadalajara
NCE1510400283,MEXICO,Tlalnepantla de Baz
NCE7N0900211,DISTRITO FEDERAL,Azcapotzalco
NCE912201611,QUERETARO,San Juan del Rio
NCE912201612,QUERETARO,San Juan del Rio
NCEEA0900211,DISTRITO FEDERAL,Azcapotzalco
NCEQV1306911,HIDALGO,Tizayuca
