_id,latitudnorte,longitudoeste
65be16a76925a840ab8f7065,"21°41'0""","103°49'0"""
65be16a76925a840ab8f7066,"19°36'22""","99°9'30"""
65be16a76925a840ab8f7067,"22°23'0""","97°56'0"""
65be16a76925a840ab8f7068,"20°58'55""","100°28'26"""
65be16a76925a840ab8f706a,"18°41'0""","98°34'0"""
65be16a76925a840ab8f706b,"99°1'45""","19°31'27"""
65be16a76925a840ab8f706c,"0°0'0""","0°0'0"""
65be16a76925a840ab8f706e,"25°27'59""","100°53'55"""
65be16a76925a840ab8f706f,"20°34'3""","100°17'58"""
65be16a76925a840ab8f7070,"26°2'46""","0.98°21'58"""
65be16a76925a840ab8f7071,"26°4'0""","98°17'0"""
65be16a76925a840ab8f7072,"29°21'32""","111°22'5"""
65be16a76925a840ab8f7073,"22°24'39""","97°53'41"""
65be16a76925a840ab8f7074,"20°12'56""","98°12'49"""
65be16a76925a840ab8f7075,"19°18'20""","99°6'40"""
65be16a76925a840ab8f7076,"32°35'37""","115°25'13"""
65be16a76925a840ab8f7077,"19°17'5""","0.99°30'43"""
65be16a76925a840ab8f7079,"17°56'0""","102°15'0"""
65be16a76925a840ab8f707a,"28°12'0""","108°32'0"""
65be16a76925a840ab8f707b,"24°4'62""","104°40'35"""
65be16a76925a840ab8f707c,"19°33'51""","0.99°14'53"""
65be16a76925a840ab8f707d,"0°0'0""","0°0'0"""
65be16a76925a840ab8f707e,"31°37'55""","106°26'24"""
65be16a76925a840ab8f707f,"19°2'30""","100°14'15"""
65be16a76925a840ab8f7080,"19°55'0""","99°0'0"""
65be16a76925a840ab8f7081,"19°24'41""","100°10'30"""
65be16a76925a840ab8f7082,"27°56'54""","0.11°48'47"""
65be16a76925a840ab8f7083,"27°57'26""","110°56'13"""
65be16a76925a840ab8f7084,"27°56'56""","110°48'53"""
65be16a76925a840ab8f7086,"31°42'35""","106°24'12"""
65be16a76925a840ab8f7087,"26°2'26""","98°22'2"""
65be16a76925a840ab8f7088,"19°29'24""","99°05'59"""
65be16a76925a840ab8f7089,"25º55'45.03""","100º11'15.56"""
65be16a76925a840ab8f708a,"25°46'26""","100°10'5"""
65be16a76925a840ab8f708c,"18°54'56""","99°11'05"""
65be16a76925a840ab8f708d,"25°41'05.76""","100°27'35.14"""
65be16a76925a840ab8f708f,"20°39'34""","103°21'2"""
65be16a76925a840ab8f7091,"31°1'0""","106°44'0"""
65be16a76925a840ab8f7092,"31°41'19""","106°28'5"""
65be16a76925a840ab8f7093,"19°5'40""","98°12'31"""
65be16a76925a840ab8f7094,"18°36'78""","92°15'89"""
65be16a76925a840ab8f7095,"20°23'56""","99°59'3"""
65be16a76925a840ab8f7096,"19°5'25""","99°31'50"""
65be16a76925a840ab8f7098,"31°37'16""","106°26'53"""
65be16a76925a840ab8f7099,"19°24'11""","99°6'39"""
65be16a76925a840ab8f709a,"32°28'10""","116°47'37"""
65be16a76925a840ab8f709b,"25°34'8""","100°55'33"""
65be16a76925a840ab8f709c,"0.99°8'38""","19°21'12"""
65be16a76925a840ab8f709d,"19°35'54""","0.99°11'4"""
65be16a76925a840ab8f709e,"31°42'25""","106°27'3"""
65be16a76925a840ab8f70a0,"19°30'0""","99°12'0"""
65be16a76925a840ab8f70a1,"31°17'27""","110°56'5"""
65be16a76925a840ab8f70a2,"31°42'41""","106°23'54"""
65be16a76925a840ab8f70a3,"20°34'12""","100°17'57"""
65be16a76925a840ab8f70a5,"21°21'57""","101°55'14"""
65be16a76925a840ab8f70a6,"21°21'41""","101°56'4"""
65be16a76925a840ab8f70aa,"18°52'51""","99°10'33"""
65be16a76925a840ab8f70ab,"19°17'4""","0.99°31'46"""
65be16a76925a840ab8f70ac,"20°21'8""","0.102°46'31"""
65be16a76925a840ab8f70b0,"26°1'16""","98°15'0"""
65be16a76925a840ab8f70b1,"20°44'56""","100°26'36"""
65be16a76925a840ab8f70b2,"25°53'21""","100°20'54"""
65be16a76925a840ab8f70b4,"26°0'30""","98°13'10"""
65be16a76925a840ab8f70b6,"25°39'55.12""","100°16'27.86"""
65be16a76925a840ab8f70b7,"30°32'5""","0.111°6'55"""
65be16a76925a840ab8f70b8,"27°29'1""","99°32'47"""
65be16a76925a840ab8f70b9,"19°34'20""","99°46'12"""
65be16a76925a840ab8f70ba,"19°28'0""","99°13'45"""
65be16a76925a840ab8f70bb,"19°16'0""","39°29'0"""
65be16a76925a840ab8f70bc,"16°33'43""","93°1'34"""
65be16a76925a840ab8f70bd,"20°33'57""","103°26'28"""
65be16a76925a840ab8f70be,"19°35'20""","99°6'15"""
65be16a76925a840ab8f70c0,"18°0'0""","0.99°0'0"""
65be16a76925a840ab8f70c2,"32°30'9""","117°2'45"""
65be16a76925a840ab8f70c3,"19°21'30""","99°5'58"""
65be16a76925a840ab8f70c4,"20°35'5""","103°17'16"""
65be16a76925a840ab8f70c5,"19°27'35""","0.99°10'16"""
65be16a76925a840ab8f70c6,"20°21'6""","99°57'38"""
65be16a76925a840ab8f70c7,"19°29'0""","98°4'0"""
65be16a76925a840ab8f70c8,"26°1'59""","98°22'6"""
65be16a76925a840ab8f70ca,"20°35'5""","103°17'10"""
65be16a76925a840ab8f70cb,"18°7'28""","94°25'12"""
65be16a76925a840ab8f70cc,"19°44'45.14""","99°04'15.00"""
65be16a76925a840ab8f70ce,"19°27'0""","99°13'0"""
65be16a76925a840ab8f70cf,"32°30'54""","116°54'52"""
65be16a76925a840ab8f70d0,"20°55'7""","89°41'52"""
65be16a76925a840ab8f70d1,"31°18'54""","113°32'02"""
65be16a76925a840ab8f70d2,"19°43'10""","99°12'10"""
65be16a76925a840ab8f70d3,"18°55'43""","97°57'10"""
65be16a76925a840ab8f70d4,"19°27'50""","99°14'41"""
65be16a76925a840ab8f70d5,"19°25'0""","98°08'00"""
65be16a76925a840ab8f70d6,"20°34'9""","100°33'41"""
65be16a76925a840ab8f70d9,"20°32'31""","100°44'10"""
65be16a76925a840ab8f70da,"22°0'30""","100°49'2"""
65be16a76925a840ab8f70db,"25°42'08.14""","100°31'38.98"""
65be16a76925a840ab8f70dc,"0°0'0""","0°0'0"""
65be16a76925a840ab8f70dd,"20°4'0""","99°13'0"""
65be16a76925a840ab8f70df,"20°55'38""","0.89°41'24"""
65be16a76925a840ab8f70e0,"19°49'22""","98°58'31"""
65be16a76925a840ab8f70e1,"25°47'18.88""","100°26'22.06"""
65be16a76925a840ab8f70e2,"19°40'00""","99°10'00"""
65be16a76925a840ab8f70e3,"25°29'18""","103°23'27"""
65be16a76925a840ab8f70e4,"20°35'36""","100°25'26"""
65be16a76925a840ab8f70e5,"0°0'0""","0°0'0"""
65be16a76925a840ab8f70e6,"19°47'8""","98°33'6"""
65be16a76925a840ab8f70e7,"26°1'03""","98°13'59"""
65be16a76925a840ab8f70e8,"17°59'50""","92°57'40"""
65be16a76925a840ab8f70e9,"19°31'10""","103°26'15"""
65be16a76925a840ab8f70ea,"19°44'3""","101°7'48"""
65be16a76925a840ab8f70eb,25°40'21.07,"100°22'23.73"""
65be16a76925a840ab8f70ec,"25°52'36""","97°32'0"""
65be16a76925a840ab8f70ed,"20°7'19""","98°53'13"""
65be16a76925a840ab8f70ee,"32°26'38""","116°54'48"""
65be16a76925a840ab8f70f1,"20°26'2""","103°18'7"""
65be16a76925a840ab8f70f2,"18°5'28""","94°21'37"""
65be16a76925a840ab8f70f3,"28°38'12""","106°4'20"""
65be16a76925a840ab8f70f4,"99°9'46""","19°22'47"""
65be16a76925a840ab8f70f5,"20°23'6""","100°16'05"""
65be16a76925a840ab8f70f6,"19°28'19""","99°6'8"""
65be16a76925a840ab8f70f7,"19°4'43""","98°09'03"""
65be16a76925a840ab8f70f8,"31°16'48""","111°55'49"""
65be16a76925a840ab8f70f9,"18°0'17""","94°33'51"""
65be16a76925a840ab8f70fa,"18°0'17""","94°33'51"""
65be16a76925a840ab8f70fc,"31°15'32""","109°55'30"""
65be16a76925a840ab8f70fd,"19°3'08""","98°13'53"""
65be16a76925a840ab8f70fe,"19°23'22""","98°3'46"""
65be16a76925a840ab8f70ff,"19°24'16""","0.99°6'29"""
65be16a76925a840ab8f7100,"19°27'41""","92°3'40"""
65be16a76925a840ab8f7101,"32°27'44""","116°56'11"""
65be16a76925a840ab8f7102,"25º42'08.58""","100º12'19.86"""
65be16a76925a840ab8f7103,"19°30'15""","99°15'30"""
65be16a76925a840ab8f7108,"31°42'36""","106°27'36"""
65be16a76925a840ab8f7109,"20°25'9""","103°18'5"""
65be16a76925a840ab8f710b,"25°15'27""","101°6'7"""
65be16a76925a840ab8f710c,"19°27'10""","99°33'50"""
65be16a76925a840ab8f710d,"19°31'16""","0.99°12'20"""
65be16a76925a840ab8f710e,"31°39'2""","106°25'48"""
65be16a76925a840ab8f710f,"20°31'5""","100°51'11"""
65be16a76925a840ab8f7110,"20°39'19""","0.103°21'30"""
65be16a76925a840ab8f7111,"19°17'42""","92°11'59"""
65be16a76925a840ab8f7112,"19°14'3""","90°15'1"""
65be16a76925a840ab8f7113,"19°17'51""","92°10'10"""
65be16a76925a840ab8f7114,"19°22'48""","92°3'2"""
65be16a76925a840ab8f7115,"19°26'31""","92°2'2"""
65be16a76925a840ab8f7116,"19°22'2""","92°0'16"""
65be16a76925a840ab8f7117,"19°26'55""","92°5'1"""
65be16a76925a840ab8f7118,"19°24'22""","92°12'37"""
65be16a76925a840ab8f7119,"19°35'20""","92°11'59"""
65be16a76925a840ab8f711a,"19°31'9""","92°11'19"""
65be16a76925a840ab8f711b,"20°57'54""","91°57'44"""
65be16a76925a840ab8f711c,"0°0'0""","0°0'0"""
65be16a76925a840ab8f711d,"18°52'0""","92°37'14"""
65be16a76925a840ab8f711e,"0°0'0""","0°0'0"""
65be16a76925a840ab8f711f,"19°23'35""","92°2'24"""
65be16a76925a840ab8f7120,"19°26'24""","92°5'0"""
65be16a76925a840ab8f7121,"17°45'0""","92°50'0"""
65be16a76925a840ab8f7122,"17°29'0""","93°28'15"""
65be16a76925a840ab8f7123,"17°45'18""","93°22'48"""
65be16a76925a840ab8f7124,"17°45'18""","93°22'48"""
65be16a76925a840ab8f7125,"17°39'31""","93°21'43"""
65be16a76925a840ab8f7126,"17°46'16""","92°54'51"""
65be16a76925a840ab8f7127,"17°45'0""","92°50'0"""
65be16a76925a840ab8f7128,"17°45'0""","92°50'0"""
65be16a76925a840ab8f7129,"17°45'18""","93°22'48"""
65be16a76925a840ab8f712a,"17°45'0""","92°50'0"""
65be16a76925a840ab8f712b,"17°53'18""","93°10'39"""
65be16a76925a840ab8f712c,"17°45'0""","92°50'0"""
65be16a76925a840ab8f712d,"17°45'0""","92°50'0"""
65be16a76925a840ab8f712e,"18°0'43""","92°20'43"""
65be16a76925a840ab8f712f,"18°12'0""","94°2'0"""
65be16a76925a840ab8f7130,"18°15'30""","93°55'0"""
65be16a76925a840ab8f7131,"18°9'0""","93°49'0"""
65be16a76925a840ab8f7132,"18°12'10""","94°3'8"""
65be16a76925a840ab8f7133,"18°12'0""","94°1'0"""
65be16a76925a840ab8f7134,"18°14'30""","93°55'10"""
65be16a76925a840ab8f7135,"18°11'49""","93°8'38"""
65be16a76925a840ab8f7136,"18°15'12""","93°29'42"""
65be16a76925a840ab8f7137,"18°5'4""","93°25'10"""
65be16a76925a840ab8f7138,"17°59'55""","93°17'38"""
65be16a76925a840ab8f7139,"18°23'17""","92°49'51"""
65be16a76925a840ab8f713a,"93°6'26""","17°25'0"""
65be16a76925a840ab8f713b,"17°5'0""","94°4'0"""
65be16a76925a840ab8f713c,"18°20'0""","93°26'0"""
65be16a76925a840ab8f713d,"18°22'57""","93°18'31"""
65be16a76925a840ab8f713e,"18°19'49""","93°24'56"""
65be16a76925a840ab8f713f,"18°0'6""","93°27'0"""
65be16a76925a840ab8f7140,"18°19'32""","93°21'46"""
65be16a76925a840ab8f7141,"18°0'6""","93°27'4"""
65be16a76925a840ab8f7142,"18°23'8""","93°18'38"""
65be16a76925a840ab8f7143,"18°7'5""","93°19'40"""
65be16a76925a840ab8f7144,"10°3'53""","93°18'50"""
65be16a76925a840ab8f7145,"17°59'45""","93°5'33"""
65be16a76925a840ab8f7146,"17°59'45""","93°5'33"""
65be16a76925a840ab8f7147,"18°4'0""","93°5'42"""
65be16a76925a840ab8f7148,"18°1'59""","93°3'17"""
65be16a76925a840ab8f7149,"18°3'53""","93°18'50"""
65be16a76925a840ab8f714a,"18°3'31""","93°5'48"""
65be16a76925a840ab8f714b,"18°3'18""","93°4'18"""
65be16a76925a840ab8f714c,"17°54'57""","93°15'55"""
65be16a76925a840ab8f714d,"18°12'8""","94°0'38"""
65be16a76925a840ab8f714e,"18°44'0""","97°29'0"""
65be16a76925a840ab8f714f,"18°1'1""","93°55'36"""
65be16a76925a840ab8f7150,"18°6'0""","93°58'0"""
65be16a76925a840ab8f7151,"18°5'0""","94°1'0"""
65be16a76925a840ab8f7152,"17°52'0""","93°30'0"""
65be16a76925a840ab8f7153,"17°54'59""","93°15'55"""
65be16a76925a840ab8f7154,"17°54'57""","93°23'14"""
65be16a76925a840ab8f7155,"17°52'0""","93°30'0"""
65be16a76925a840ab8f7156,"18°15'30""","94°55'0"""
65be16a76925a840ab8f7157,"18°10'1""","94°1'1"""
65be16a76925a840ab8f7158,"18°13'30""","93°1'50"""
65be16a76925a840ab8f7159,"18°57'40""","93°58'10"""
65be16a76925a840ab8f715a,"17°54'59""","93°15'55"""
65be16a76925a840ab8f715b,"18°4'23""","93°2'43"""
65be16a76925a840ab8f715c,"17°67'44""","92°28'21"""
65be16a76925a840ab8f715d,"18°25'24""","93°9'37"""
65be16a76925a840ab8f715e,"0°0'0""","0°0'0"""
65be16a76925a840ab8f715f,"17°46'16""","92°54'51"""
65be16a76925a840ab8f7160,"17°46'16""","92°54'51"""
65be16a76925a840ab8f7161,"22°24'44""","97°56'31"""
65be16a76925a840ab8f7162,"22°9'19""","98°10'22"""
65be16a76925a840ab8f7163,"22°24'21""","97°55'38"""
65be16a76925a840ab8f7164,"25°40'52""","98°34'24"""
65be16a76925a840ab8f7165,"25°54'18""","99°2'41"""
65be16a76925a840ab8f7166,"25°59'23""","98°1'43"""
65be16a76925a840ab8f7167,"26°36'10""","99°18'14"""
65be16a76925a840ab8f7168,"25°27'48""","98°44'36"""
65be16a76925a840ab8f7169,"25°53'40""","98°47'1"""
65be16a76925a840ab8f716a,"25°54'38""","98°31'40"""
65be16a76925a840ab8f716b,"26°28'52""","99°5'54"""
65be16a76925a840ab8f716c,"18°14'0""","95°51'0"""
65be16a76925a840ab8f716d,"18°46'55""","96°4'20"""
65be16a76925a840ab8f716e,"19°8'37""","96°6'23"""
65be16a76925a840ab8f716f,"17°53'0""","94°6'0"""
65be16a76925a840ab8f7170,"17°5'0""","94°8'0"""
65be16a76925a840ab8f7171,"18°6'16""","94°20'37"""
65be16a76925a840ab8f7172,"17°58'20""","94°14'6"""
65be16a76925a840ab8f7173,"18°38'12""","95°58'45"""
65be16a76925a840ab8f7174,"20°31'0""","0.97°27'25"""
65be16a76925a840ab8f7175,"21°31'20""","97°38'10"""
65be16a76925a840ab8f7176,"20°31'0""","0.97°27'25"""
65be16a76925a840ab8f7177,"20°31'0""","97°27'25"""
65be16a76925a840ab8f7178,"20°31'0""","97°27'25"""
65be16a76925a840ab8f7179,"20°31'0""","97°27'25"""
65be16a76925a840ab8f717a,"20°7'3""","96°44'38"""
65be16a76925a840ab8f717b,"18°54'31""","95°58'1"""
65be16a76925a840ab8f717c,"0°0'0""","0°0'0"""
65be16a76925a840ab8f717d,"19°26'11""","92°3'41"""
65be16a76925a840ab8f717e,"17°34'0""","93°9'48"""
65be16a76925a840ab8f717f,"26°4'6""","98°17'8"""
65be16a76925a840ab8f7180,"17°59'3""","94°17'44"""
65be16a76925a840ab8f7181,"18°01'30""","94°23'23"""
65be16a76925a840ab8f7182,"20°31'0""","97°27'25"""
65be16a76925a840ab8f7183,"20°31'0""","0.97°27'25"""
65be16a76925a840ab8f7184,"20°31'0""","97°97'25"""
65be16a76925a840ab8f7185,"20°31'0""","97°27'25"""
65be16a76925a840ab8f7186,"18°39'60""","91°56'44"""
65be16a76925a840ab8f7187,"18°38'16""","92°9'43"""
65be16a76925a840ab8f7188,"18°56'43""","52°37'10"""
65be16a76925a840ab8f7189,"17°53'16""","92°29'0"""
65be16a76925a840ab8f718a,"19°24'0""","98°59'0"""
65be16a76925a840ab8f718b,"18°27'10""","93°47'20"""
65be16a76925a840ab8f718c,"18°21'27""","96°8'33"""
65be16a76925a840ab8f718d,"22°24'44""","97°56'31"""
65be16a76925a840ab8f718e,"21°31'20""","97°38'10"""
65be16a76925a840ab8f718f,"21°31'20""","97°38'10"""
65be16a76925a840ab8f7190,"21°31'20""","97°38'10"""
65be16a76925a840ab8f7191,"0°0'0""","0°0'0"""
65be16a76925a840ab8f7192,"17°43'0""","93°55'0"""
65be16a76925a840ab8f7193,"17°39'31""","93°21'43"""
65be16a76925a840ab8f7194,"17°58'25""","93°52'39"""
65be16a76925a840ab8f7195,"18°17'30""","92°55'0"""
65be16a76925a840ab8f7196,"17°28'11""","94°10'20"""
65be16a76925a840ab8f7197,"17°56'39""","92°30'59"""
65be16a76925a840ab8f7198,"17°54'57""","94°15'10"""
65be16a76925a840ab8f7199,"20°34'50""","101°10'12"""
65be16a76925a840ab8f719a,"25°41'59.04""","100°19'16.97"""
65be16a76925a840ab8f719b,"19°47'0""","99°35'0"""
65be16a76925a840ab8f719e,"32°35'32""","115°25'01"""
65be16a76925a840ab8f719f,"22°10'11.00""","102°19'55.00"""
65be16a76925a840ab8f71a1,"19°17'49""","99°39'42"""
65be16a76925a840ab8f71a2,"20°38'23""","100°26'37"""
65be16a76925a840ab8f71a3,"19°35'40""","0.99°60'52"""
65be16a76925a840ab8f71a4,"19°39'52""","0.99°10'44"""
65be16a76925a840ab8f71a5,"19°16'20""","99°28'45"""
65be16a76925a840ab8f71a7,"19°29'30""","99°9'29"""
65be16a76925a840ab8f71ab,"17°54'0""","93°12'0"""
65be16a76925a840ab8f71ac,"19°51'43""","99°17'44"""
65be16a76925a840ab8f71ad,"19°4'32""","98°09'28"""
65be16a76925a840ab8f71ae,"17°48'10""","93°7'40"""
65be16a76925a840ab8f71af,"18°5'23""","94°2'22"""
65be16a76925a840ab8f71b0,"17°57'0""","92°19'15"""
65be16a76925a840ab8f71b1,"26°4'18""","98°16'48"""
65be16a76925a840ab8f71b2,"26°0'53""","98°28'55"""
65be16a76925a840ab8f71b3,"20°31'10""","97°28'20"""
65be16a76925a840ab8f71b5,"93°10'46""","17°54'24"""
65be16a76925a840ab8f71b6,"31°35'9""","106°31'41"""
65be16a76925a840ab8f71b7,"20°27'50""","0.101°30'24"""
65be16a76925a840ab8f71b9,"19°29'55""","99°8'22"""
65be16a76925a840ab8f71ba,"25°36'5""","109°2'50"""
65be16a76925a840ab8f71bb,"22°15'25""","97°47'57"""
65be16a76925a840ab8f71bd,"20°34'10""","101°5'50"""
65be16a76925a840ab8f71be,"20°37'38""","103°20'42"""
65be16a76925a840ab8f71bf,"19°36'52""","98°58'45"""
65be16a76925a840ab8f71c0,"25º48'46.51""","100º21'5.17"""
65be16a76925a840ab8f71c1,"18°15'30""","93°9'31"""
65be16a76925a840ab8f71c2,"22°15'10""","0.97°51'3"""
65be16a76925a840ab8f71c3,"26°7'11""","0.98°20'3"""
65be16a76925a840ab8f71c4,"19°25'19""","98°8'40"""
65be16a76925a840ab8f71c5,"17°59'9""","94°32'59"""
65be16a76925a840ab8f71c6,"15°8'30""","95°11'30"""
65be16a76925a840ab8f71c7,"27°52'37""","110°52'13"""
65be16a76925a840ab8f71c9,"25°43'50.01""","100°17'26.85"""
65be16a76925a840ab8f71cb,"25°46'0""","100°11'38"""
65be16a76925a840ab8f71cc,"23°12'44""","106°23'39"""
65be16a76925a840ab8f71cd,"25°56'0""","100°24'17"""
65be16a76925a840ab8f71cf,"27°28'14""","99°32'32"""
65be16a76925a840ab8f71d1,"33°43'41""","56°9'34"""
65be16a76925a840ab8f71d3,"18°54'49""","99°9'56"""
65be16a76925a840ab8f71d4,"21°21'0""","101°56'0"""
65be16a76925a840ab8f71d5,"32°28'58""","116°54'14"""
65be16a76925a840ab8f71d6,"30°42'30""","106°27'29"""
65be16a76925a840ab8f71d7,"19°19'0""","98°53'0"""
65be16a76925a840ab8f71d8,"20°40'33""","100°29'20"""
65be16a76925a840ab8f71d9,"20°30'32""","100°54'52"""
65be16a76925a840ab8f71da,"19°47'22""","99°53'45"""
65be16a76925a840ab8f71db,"21°7'0""","101°39'0"""
65be16a76925a840ab8f71dc,"19°41'15""","101°12'46"""
65be16a76925a840ab8f71dd,"19°27'34""","96°56'25"""
65be16a76925a840ab8f71de,"25º51'37.83""","99º44'52.06"""
65be16a76925a840ab8f71df,"26°52'36""","0.101°25'53"""
65be16a76925a840ab8f71e0,"20°34'22""","101°11'39"""
65be16a76925a840ab8f71e2,"19°31'9""","99°6'50"""
65be16a76925a840ab8f71e3,"19°17'33""","99°37'0"""
65be16a76925a840ab8f71e4,"18°4'50""","93°3'42"""
65be16a76925a840ab8f71e5,"19°22'10""","99°4'40"""
65be16a76925a840ab8f71e6,"24°4'24""","98°22'16"""
65be16a76925a840ab8f71e8,"25°33'24""","103°27'53"""
65be16a76925a840ab8f71e9,"31°41'28""","106°27'26"""
65be16a76925a840ab8f71ea,"18°3'34""","94°24'30"""
65be16a76925a840ab8f71eb,"22°4'45""","100°53'31"""
65be16a76925a840ab8f71ec,"0°0'0""","0°0'0"""
65be16a76925a840ab8f71ed,"19°17'15""","99°30'35"""
65be16a76925a840ab8f71f0,"25°43'25""","100°16'44"""
65be16a76925a840ab8f71f1,"25°21'0""","95°30'0"""
65be16a76925a840ab8f71f2,"19°30'28""","98°7'2"""
65be16a76925a840ab8f71f3,"19°5'26""","98°11'39"""
65be16a76925a840ab8f71f4,"19°4'48""","98°9'27"""
65be16a76925a840ab8f71f5,"22°53'5""","100°5'25"""
65be16a76925a840ab8f71f6,"21°44'13""","102°16'33"""
65be16a76925a840ab8f71f7,"25º41'36.77""","100º09'31.7"""
65be16a76925a840ab8f71f8,"19°20'36""","99°48'14"""
65be16a76925a840ab8f71f9,"25°52'41""","97°16'26"""
65be16a76925a840ab8f71fa,"31°37'13""","106°25'52"""
65be16a76925a840ab8f71fb,"21°45'3""","100°56'3"""
65be16a76925a840ab8f71fc,"20°27'36""","103°26'53"""
65be16a76925a840ab8f71fd,"19°31'29""","99°7'7"""
65be16a76925a840ab8f71fe,"19°38'59""","0.99°3'36"""
65be16a76925a840ab8f71ff,"22°26'3""","97°58'52"""
65be16a76925a840ab8f7200,"19°17'16""","99°32'34"""
65be16a76925a840ab8f7201,"22°25'14""","97°53'22"""
65be16a76925a840ab8f7202,"19°17'16.81""","99°38'48.34"""
65be16a76925a840ab8f7203,25º44'44.14 ,"100º31'47.27"""
65be16a76925a840ab8f7205,"19°23'59""","98°4'20"""
65be16a76925a840ab8f7206,"28°28'50""","106°43'45"""
65be16a76925a840ab8f7208,"20°58'0""","100°26'0"""
65be16a76925a840ab8f7209,"25°44'8.53""","100°15'18.69"""
65be16a76925a840ab8f720a,"23°23'0""","103°45'26"""
65be16a76925a840ab8f720b,"18°8'42""","94°22'3"""
65be16a76925a840ab8f720c,"19°4'11""","98°09'45"""
65be16a76925a840ab8f720d,"19°15'51""","0.98°25'25"""
65be16a76925a840ab8f720e,"18°8'2""","94°22'8"""
65be16a76925a840ab8f720f,"27°52'46""","110°52'13"""
65be16a76925a840ab8f7210,"22°29'32""","97°51'45"""
65be16a76925a840ab8f7212,"32°32'5""","117°00'45"""
65be16a76925a840ab8f7213,"25°23'55""","100°56'13"""
65be16a76925a840ab8f7215,"25°45'32""","100°8'25"""
65be16a76925a840ab8f7216,"19°51'7""","98°54'50"""
65be16a76925a840ab8f7219,25°41'38.58,"100°19'11.63"""
65be16a76925a840ab8f721a,"25°40'11""","100°26'28"""
65be16a76925a840ab8f721b,"19°20'4""","99°08'04"""
65be16a76925a840ab8f721c,"20°48'52""","0.1°25'56"""
65be16a76925a840ab8f721d,"29°0'30""","110°0'15"""
65be16a76925a840ab8f7220,"25º35'26.33""","99º56'38.13"""
65be16a76925a840ab8f7221,"16°12'59""","95°10'30"""
65be16a76925a840ab8f7223,"17°58'0""","94°31'0"""
65be16a76925a840ab8f7224,"22°44'54""","102°26'21"""
65be16a76925a840ab8f7225,"20°22'50""","102°57'30"""
65be16a76925a840ab8f7226,"20°31'15""","0.103°12'17"""
65be16a76925a840ab8f7227,"26°5'0""","105°4'0"""
65be16a76925a840ab8f7228,"28°22'57""","110°16'17"""
65be16a76925a840ab8f7229,"30°37'0""","110°58'0"""
65be16a76925a840ab8f722a,"31°16'44""","110°56'50"""
65be16a76925a840ab8f722b,"0°0'0""","0°0'0"""
65be16a76925a840ab8f722c,"21°45'3""","102°13'0"""
65be16a76925a840ab8f7230,"24°13'13""","110°18'37"""
65be16a76925a840ab8f7231,"26°57'21""","0.101°25'30"""
65be16a76925a840ab8f7232,"27°51'30""","101°7'15"""
65be16a76925a840ab8f7234,"19°13'55""","0.103°45'57"""
65be16a76925a840ab8f7235,"19°17'29.35""","103°44'14.84"""
65be16a76925a840ab8f7236,"19°3'30""","104°19'8"""
65be16a76925a840ab8f7237,"14°53'45""","0.92°16'15"""
65be16a76925a840ab8f7238,"16°45'57""","93°11'40"""
65be16a76925a840ab8f7239,"28°0'0""","105°0'0"""
65be16a76925a840ab8f723a,"31°35'32""","106°31'33"""
65be16a76925a840ab8f723d,"19°27'53""","0.99°12'22"""
65be16a76925a840ab8f7240,"20°31'13""","0.1°51'10"""
65be16a76925a840ab8f7241,"20°38'59""","101°17'59"""
65be16a76925a840ab8f7243,"20°33'0""","101°11'0"""
65be16a76925a840ab8f7245,"20°5'45""","98°44'50"""
65be16a76925a840ab8f7246,"20°2'15""","99°16'0"""
65be16a76925a840ab8f7249,"17°56'13""","102°10'3"""
65be16a76925a840ab8f724a,"19°50'43""","101°8'52"""
65be16a76925a840ab8f724b,"19°25'9""","102°4'8"""
65be16a76925a840ab8f724c,"20°16'5""","102°5'22"""
65be16a76925a840ab8f724d,"18°45'20""","98°54'17"""
65be16a76925a840ab8f724e,"18°55'12""","0.99°11'30"""
65be16a76925a840ab8f724f,"21°28'36""","0.104°50'40"""
65be16a76925a840ab8f7250,"25º42'18.92"" ","100º29'07.54"" "
65be16a76925a840ab8f7251,"16°99'40""","95°11'58"""
65be16a76925a840ab8f7252,"16°12'55""","95°10'22"""
65be16a76925a840ab8f7253,"17°3'28""","96°38'12"""
65be16a76925a840ab8f7254,"19°4'27""","98°9'34"""
65be16a76925a840ab8f7255,"18°32'27""","97°25'55"""
65be16a76925a840ab8f7257,"22°0'15""","99°2'14"""
65be16a76925a840ab8f7259,"22°8'6""","100°57'12"""
65be16a76925a840ab8f725a,"25°36'50""","109°2'30"""
65be16a76925a840ab8f725b,"25°30'18""","109°13'18"""
65be16a76925a840ab8f725c,"24°46'23""","107°25'58"""
65be16a76925a840ab8f725d,"23°12'14""","106°24'39"""
65be16a76925a840ab8f725e,"23°11'22""","106°24'57"""
65be16a76925a840ab8f725f,"25°28'15""","0.108°6'40"""
65be16a76925a840ab8f7260,"27°55'12""","110°51'45"""
65be16a76925a840ab8f7261,"30°38'9""","0.11°57'50"""
65be16a76925a840ab8f7262,"17°59'50""","92°20'38"""
65be16a76925a840ab8f7263,"98°58'52""","22°42'37"""
65be16a76925a840ab8f7265,"23°41'31""","99°5'48"""
65be16a76925a840ab8f7266,"18°7'45""","94°24'30"""
65be16a76925a840ab8f7267,"18°0'0""","0.97°0'0"""
65be16a76925a840ab8f7268,"19°34'12""","96°55'39"""
65be16a76925a840ab8f7269,"17°59'18""","94°31'50"""
